date,VC BROKERAGE LTD,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,EFG BANK AG,SANFULL SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ANLI SECURITIES LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,87.4635264898215,0.0,0.0,0.0,12.536473510178494,0.0,0.0,0.0,0.0,0.0
2024-03-06,75.43097173648312,0.0,0.0,13.746635814143612,10.822392449373277,0.0,0.0,0.0,0.0,0.0
2024-03-08,73.71351089438191,0.0,0.0,11.898724330244974,9.392242879014491,0.0,0.0,0.0,4.99552189635863,0.0
2024-03-11,73.73216559335935,0.0,0.0,11.890280177824906,9.38557749806814,0.0,0.0,0.0,4.991976730747606,0.0
2024-03-12,73.7334813952326,0.0,0.0,11.889684572846996,9.385107358038232,0.0,0.0,0.0,4.991726673882168,0.0
2024-03-13,73.71999819775093,0.0,0.0,11.891819100247405,9.392637331538081,0.0,0.0,0.0,4.995545370463593,0.0
2024-03-14,73.72369180969869,0.0,0.0,11.887404593497205,9.393107933251553,0.0,0.0,0.0,4.995795663552539,0.0
2024-03-15,73.6640410764375,0.0,0.0,11.906444533322453,9.425717009570441,0.0,0.0,0.0,5.003797380669606,0.0
2024-03-19,73.58209154083161,0.0,0.0,11.935344228760544,9.466621475866935,0.0,0.0,0.0,5.015942754540919,0.0
2024-03-20,73.58116615993382,0.0,0.0,11.936451744849224,9.466502422025206,0.0,0.0,0.0,5.015879673191746,0.0
2024-03-21,73.46715830392746,0.0,0.0,11.987962317949911,9.507354173905993,0.0,0.0,0.0,5.0375252042166325,0.0
2024-03-25,65.78274559357739,0.0,0.0,10.794280370581037,8.568846156843541,0.0,10.332497976644591,0.0,4.521629902353444,0.0
2024-03-27,65.8358208032925,0.0,0.0,10.785444775940665,8.558269210983324,0.0,10.303839575812685,0.0,4.516625633970821,0.0
2024-03-28,65.85118907066366,0.0,0.0,10.772817204451322,8.557817708777536,0.0,10.30329598385713,0.0,4.514880032250349,0.0
2024-04-02,65.85019649650654,0.0,0.0,10.775292598743205,8.5565582428263,0.0,10.303140682404399,0.0,4.514811979519552,0.0
2024-04-03,60.4850149388153,0.0,8.141671795894837,9.90325369855304,7.85940787845103,0.0,9.463686537746424,0.0,4.14696515053937,0.0
2024-04-05,60.48962104146731,0.0,8.142291806918868,9.894661834704053,7.860006394290179,0.0,9.464407223881716,0.0,4.149011698737876,0.0
2024-04-09,60.45240731320867,0.0,8.162883941066477,9.899904903944694,7.864171322657172,0.0,9.469422306077085,0.0,4.151210213045906,0.0
2024-04-10,60.4457083336016,0.0,8.161979378361924,9.909889265634636,7.863299861525046,0.0,9.468372960488738,0.0,4.150750200388052,0.0
2024-04-12,60.43942938847356,0.0,8.161131532880983,9.919247595241062,7.86248304210615,0.0,9.467389410193611,0.0,4.150319031104625,0.0
2024-04-16,60.43670891734714,0.0,8.16076418787262,9.923302267636942,7.862129139722978,0.0,9.46696326852097,0.0,4.150132218899351,0.0
2024-04-17,55.25246598859831,0.0,7.460736261268863,9.072084348388731,7.196897755317868,0.0,8.65488997299002,8.56879056282788,3.794135110608331,0.0
2024-04-18,55.2377363240464,0.0,7.454171272446135,9.085063992971271,7.210334341445451,0.0,8.652780967512355,8.566702537874313,3.793210563704067,0.0
2024-04-19,55.18078777214994,0.0,7.5174670343003305,9.092511927728767,7.209087333751585,0.0,8.634609509349739,8.54871185056314,3.8168245721564924,0.0
2024-04-22,55.33609779463081,0.0,7.50972808572627,9.097104211565624,7.218772527361448,0.0,8.475103537568824,8.54709234639699,3.81610149675003,0.0
2024-04-23,55.24957296703011,0.0,7.497985697776234,9.307335408487232,7.139391799241475,0.0,8.46185166579413,8.533727911222975,3.810134550447844,0.0
2024-04-24,55.07101217959081,0.0,7.467617270744667,9.641379064354844,7.122092638665535,0.0,8.42757937784607,8.499164509287429,3.7711549595106453,0.0
2024-04-25,55.02419438376669,0.0,7.536557497726208,9.642907382105768,7.116037898325733,0.0,8.42041479751628,8.49193907193077,3.7679489686285503,0.0
2024-04-26,54.940948666696464,0.0,7.603462582580865,9.689084996918448,7.117488000587654,0.0,8.407675611132941,8.479091676975214,3.7622484651084114,0.0
2024-04-29,54.9392278142794,0.0,7.6032244280298285,9.688781516804967,7.117265067661912,0.0,8.40741226713819,8.47882609609682,3.7652628099888834,0.0
2024-04-30,54.89244629723016,0.0,7.675885811723461,9.671773131999469,7.1322892669154285,0.0,8.397811488465322,8.469143766960594,3.7606502367055676,0.0
2024-05-02,54.90010885434097,0.0,7.673677081894367,9.682126462731208,7.122417685416631,0.0,8.395395025116512,8.466706777807316,3.759568112692999,0.0
2024-05-03,54.911983844249605,0.0,7.670486272943701,9.684978613325994,7.119456096877201,0.0,8.391904117002365,8.463186217392668,3.758004838208473,0.0
2024-05-06,54.04285357849336,0.0,9.131849880391385,9.531687702185017,7.006771499885232,0.0,8.259079597748086,8.329233466620991,3.6985242746759384,0.0
2024-05-09,54.046388472832504,0.0,9.131147484203593,9.530954551597466,7.006232558744641,0.0,8.258444332593697,8.328592805428483,3.69823979459961,0.0
2024-05-10,54.04598020751177,0.0,9.131833905669783,9.530882554960375,7.006179633806202,0.0,8.258381948472952,8.3285298914076,3.69821185817132,0.0
