date,GOLDEN EAGLE BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,KINGSTON SECURITIES LTD,DBS BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD
2024-03-01,0.0,58.050823213034086,0.0,19.40022028637228,15.049028022143071,0.0,7.499928478450557,0.0,0.0
2024-03-04,0.0,58.03769292269499,0.0,19.406292646893114,15.053738438947088,0.0,7.502275991464809,0.0,0.0
2024-03-07,0.0,58.03250308058525,0.0,19.413499491189256,15.052392304706991,0.0,7.501605123518503,0.0,0.0
2024-03-12,0.0,53.51131574672714,0.0,17.901035555529905,13.879692837689305,0.0,6.917171224105958,7.790784635947687,0.0
2024-03-19,0.0,50.10767017794726,0.0,16.76242067576259,12.996859845007446,0.0,6.477197008243775,7.2952432867315915,6.360609006307334
2024-03-20,0.0,50.08833342723664,0.0,16.79454239116928,12.99184430471289,0.0,6.474697431963195,7.292428023114105,6.358154421803885
2024-03-21,0.0,50.04970466406357,0.0,16.858711503949767,12.981824828270195,0.0,6.469704062517594,7.286804009381033,6.353250931817849
2024-03-25,0.0,49.93842539781193,0.0,16.852441715658408,12.947973499460405,0.0,6.6566721715873785,7.267802982810648,6.33668423267123
2024-03-27,0.0,49.939577806170526,0.0,16.85052295389529,12.94827229448185,0.0,6.656825784853913,7.267970698889785,6.336830461708637
2024-04-03,0.0,49.933415855104286,0.0,16.852597089376616,12.94986610086171,0.0,6.657645175361328,7.268865315391901,6.337610463904161
2024-04-05,0.0,49.935720830682286,0.0,16.848758923495094,12.950463879415203,0.0,6.657952498809432,7.269200853362712,6.337903014235279
2024-04-08,0.0,49.93763796782103,0.0,16.843519388398125,12.951759255625856,0.0,6.658618463624199,7.269927958580223,6.338536965950562
2024-04-09,0.0,49.938389380653575,0.0,16.83305253873465,12.95554722621372,0.0,6.660565894115936,7.2720541773231355,6.340390782958988
2024-04-12,0.0,40.00150584843142,19.864239123793702,13.485366424146896,10.397142837746683,0.0,5.34082472356264,5.82683113329289,5.084089909025772
2024-04-15,0.0,39.96719812370306,19.860684581822355,13.490357815651727,10.386643786802614,0.0,5.339869026970226,5.825788469856643,5.1294581951933775
2024-04-16,0.0,40.04188704740284,19.904397954197965,13.321616849937982,10.424078488053459,0.0,5.35911455091871,5.800340471594649,5.148564637894402
2024-04-17,0.0,40.02888875537406,19.908713019574858,13.324504837194148,10.426338319286403,0.0,5.3602763509240505,5.801597924766595,5.149680792879888
2024-04-19,0.0,40.02888875537406,19.877743084568365,13.355474772200642,10.426338319286403,0.0,5.3602763509240505,5.801597924766595,5.149680792879888
2024-04-22,0.0,40.053946211214544,19.89018623962555,13.348340428855025,10.432865043363359,0.0,5.36363179975444,5.805229633972726,5.105800643214361
2024-04-24,0.0,39.97582165116526,19.916108080198143,13.365736623558128,10.446461651314202,0.0,5.3706219408586175,5.812795286463166,5.112454766442488
2024-04-25,0.0,40.01953281531611,19.93788515027656,13.363576890890217,10.365314590776958,0.0,5.376494393945324,5.8191512295919665,5.118044929202863
2024-04-26,0.0,40.01828970166788,19.937265826276413,13.361298022115381,10.364992616402706,0.0,5.376327385659855,5.818970471202107,5.12285597667566
2024-04-29,0.0,40.01729526635269,19.936770394778122,13.360966000264648,10.364735051304942,0.0,5.376193786501616,5.818825872575386,5.125213628222594
2024-04-30,0.0,40.00536923095088,19.94321292542921,13.365283571831174,10.368084396356132,0.0,5.377931093626586,5.820706215444121,5.119412566361892
2024-05-02,0.0,40.00499639873996,19.943336861055993,13.365366629400825,10.368148828052417,0.0,5.377964514382979,5.820742387793873,5.1194443805739525
2024-05-06,0.0,40.41232990095416,19.8079324313231,13.27462304625657,10.297754726542271,0.0,5.3414510551124925,5.781222707154051,5.0846861326573505
2024-05-08,0.0,40.41607176256428,19.809766488951606,13.266592963372425,10.298708217053115,0.0,5.341945631166246,5.781758002578998,5.085156934313328
2024-05-09,0.0,37.54246681066439,18.401281186048926,12.303262196468022,9.566464393245678,7.130123755095301,4.962130355978667,5.37067182566145,4.723599476837562
2024-05-10,0.0,37.54792832074077,18.406769414662207,12.282842048329528,9.569317615425161,7.132250332522889,4.963610323896509,5.3722736421049975,4.725008302317938
2024-05-16,0.0,37.54004688891961,18.409092343178244,12.284392139136301,9.570525260301192,7.133150420273636,4.964236729959634,5.372951621350463,4.725604596880918
2024-05-17,0.0,37.5636562485117,18.41447956946428,12.243230417975177,9.57619498737347,7.135237861345144,4.96568946136557,5.374523958849158,4.7269874951155035
2024-05-20,0.0,37.57277079630833,18.415853288336187,12.230371467478161,9.576909370841413,7.135770149584335,4.966059901447755,5.374924897955904,4.727340128047909
2024-05-24,0.0,37.53692663592533,18.426427212684217,12.237393842201755,9.582408193708304,7.139867331102089,4.968911289373339,5.378011045980516,4.730054449024448
2024-05-29,0.0,37.528317911735975,18.42896676159089,12.239080412245627,9.583728850934513,7.140851354866719,4.969596109772142,5.37875224892313,4.730706349931004
2024-05-30,0.0,37.525156624209274,18.426850422229354,12.248010294047562,9.582628277969143,7.14003131622903,4.969025412999279,5.37813456561795,4.730163086698411
2024-06-07,0.0,37.51475191796469,18.429919272910624,12.250050106271237,9.584224191250325,7.141220433710695,4.969852966090258,5.379030252702149,4.730950859100017
2024-06-12,0.0,37.50613624971938,18.42568664275515,12.247236749863207,9.582023070576488,7.139580375254277,4.9916776664624605,5.377794900266923,4.7298643451021105
2024-06-14,0.0,37.50269109038102,18.42399413500174,12.255297357593237,9.581142905367198,7.13892456278034,4.991219151492745,5.377300918156981,4.729429879226734
2024-06-19,0.0,37.48891677986616,18.417227212182045,12.250796126712268,9.57762386090322,7.136302517246781,5.026114792605333,5.375325896887172,4.727692813597024
2024-06-20,0.0,37.43661857178318,18.39716716187065,12.247771295443302,9.567191909649111,7.128529654052771,5.1307069082245516,5.369471090043047,4.722543408933392
2024-06-21,0.0,37.42117299737153,18.389576871262076,12.242718118363275,9.5632446841734,7.125588570177737,5.169848016095178,5.367255757343768,4.720594985213043
2024-06-24,0.0,37.36122783721672,18.360118518077783,12.223106448296516,9.547925275713578,7.114174054976232,5.321756900634411,5.358657924080006,4.713033041004761
2024-06-26,0.0,37.30808056859854,18.334000796385304,12.205718777725663,9.534343116380228,7.104053966815756,5.456439037961984,5.351035100939266,4.706328635193261
2024-06-27,0.0,37.2959355880339,18.328032489253154,12.181756605875913,9.531239380940605,7.1017413686857465,5.507204826557029,5.34929316685123,4.704796573802427
2024-07-02,0.0,37.28890789689313,18.324578929246638,12.179461191600112,9.52944340490456,7.100403184132555,5.525010149550993,5.34828519695839,4.70391004671363
2024-07-03,0.0,37.284649978961,18.322486495930082,12.178070452392765,9.528355263946688,7.099592408603097,5.535797989048301,5.347674490967503,4.703372920150568
2024-07-04,0.0,37.27677156654327,18.32478819886381,12.179600282991556,9.529552232669765,7.100484271870605,5.536493405714305,5.348346275229273,4.703963766117414
2024-07-05,0.0,37.27498074220595,18.32531139381889,12.179948025369466,9.529824312957855,7.100686999318769,5.5366514793240675,5.348498977009991,4.704098069995015
2024-07-09,0.0,37.26349042887259,18.31966246883882,12.156213768974283,9.526886667781724,7.098498155303837,5.585750257309854,5.346850259079485,4.702647993839405
2024-07-11,0.0,37.21590245031553,18.2962670301747,12.119024936445957,9.514720194022983,7.089432896678999,5.727988123275746,5.3400219723959665,4.696642396690116
2024-07-12,0.0,37.20081475869358,18.295015389316355,12.118195878433808,9.514069295534732,7.088947911197459,5.746979002234145,5.339656663468516,4.696321101121405
2024-07-15,0.0,37.160943676241445,18.296997233100846,12.122359316034844,9.515099925938554,7.089715835523154,5.7778190813986035,5.340235092354453,4.696829839408101
2024-07-16,0.0,37.16073180729994,18.296892914828682,12.122860340521074,9.515045676666329,7.08967541430558,5.7777861398128465,5.340204645604601,4.696803060960946
2024-07-17,0.0,37.15247080255981,18.292825429831808,12.142395840280356,9.512930437444316,7.088099346253225,5.776501710891049,5.339017493098579,4.695758939640858
2024-07-22,0.0,37.2597588754425,18.261597440235263,12.121667352358582,9.496690754084703,7.075999132784666,5.766640547779638,5.329903166644759,4.687742730669889
2024-07-24,0.0,37.26103105408388,18.262220955118934,12.118666878356377,9.497015004361833,7.076240732173251,5.76683744108112,5.3300851482027145,4.687902786621893
2024-07-25,0.0,37.250675726053345,18.265235210720096,12.120667114779234,9.49858252622796,7.077408695167158,5.767789281610291,5.330964900947581,4.688676544494333
2024-07-26,0.0,37.20691830661572,18.25661085350168,12.114944058836212,9.494097548737676,7.07406693142507,5.8384518630651785,5.3284477614147905,4.686462676403678
2024-07-29,0.0,37.196557231446924,18.259623257293295,12.116943066412752,9.495664107595905,7.075234176880285,5.8394152277701945,5.329326973683088,4.6872359589175545
2024-07-30,0.0,37.15924390755836,18.254430078058565,12.089037842732726,9.492963466680774,7.073221925110876,5.9173886358607515,5.32781127153607,4.685902872461874
2024-08-01,0.0,37.125891451894994,18.24083794630855,12.102203712850605,9.485895066868483,7.067955249356437,5.970958576155158,5.323844217378133,4.682413779187643
2024-08-02,0.0,37.092376405429626,18.2335832695567,12.07523199638192,9.493485692727873,7.06514420905327,6.037900081190921,5.321726838286889,4.680551507372806
2024-08-06,0.0,37.10291671331688,18.238764592517743,12.050246966694306,9.49618339699548,7.067151866756766,6.039615833375485,5.323239080014254,4.6818815503290905
2024-08-08,0.0,37.10148683524779,18.23917922556804,12.050520912368166,9.496399279571746,7.067312528665667,6.039753135675919,5.323360096481462,4.681987986421212
2024-08-12,0.0,37.09136818468752,18.234204872871366,12.074507283852343,9.493809336308352,7.065385067747583,6.038105919980182,5.3219082619266365,4.680711072626022
2024-08-13,0.0,37.0758876716826,18.22799074627866,12.043128748390455,9.490573893168706,7.062977219555501,6.100231229435149,5.320094581983643,4.679115909505285
2024-08-15,0.0,37.07209747559163,18.22612733413639,12.041897602695185,9.489603690205813,7.062255185092423,6.109830420685507,5.3195507190324225,4.678637572560626
2024-08-16,0.0,37.068939570758225,18.2245747816907,12.040871840215251,9.488795339251833,7.061653602465531,6.117828247636603,5.319097584840643,4.678239033141217
2024-08-21,0.0,37.046849291900145,18.21371431619966,12.033696393069345,9.483140736301262,7.057445392058543,6.173774907504049,5.3159278057672985,4.675451157199701
2024-08-22,0.0,37.044326364899845,18.21247394427864,12.032876886468276,9.4824949250577,7.056964773061973,6.180164566034973,5.315565785837151,4.675132754361442
2024-08-27,0.0,36.65341252350124,18.102651261099098,11.975547995548233,9.428135148261571,7.014410707708067,6.901029400731845,5.283512496481513,4.641300466668434
2024-08-28,0.0,36.627667990430105,18.095506064633412,11.970821193822989,9.418775187075799,7.011642088798345,6.954691879633196,5.281427070746257,4.639468524859894
2024-08-29,0.0,36.64569388237671,18.110824112475374,11.909283349294771,9.426748285391644,7.017577522081243,6.960579103928433,5.285897857705988,4.643395886745836
2024-08-30,0.0,36.6403087762236,18.114299809385546,11.911568891856637,9.428557397980063,7.012150895300905,6.96191492736387,5.286912288564431,4.644287013324949
2024-09-03,0.0,36.57633562663045,18.07145883063788,12.011821103696823,9.397473641335381,6.989033467810671,6.938963116153651,5.297611981778893,4.717302231956249
2024-11-07,0.0,36.57942249946409,18.07298397782315,12.004395310093853,9.398266744460429,6.989623309772025,6.9395487324098974,5.298059075623303,4.717700350353251
2024-11-14,0.0,36.57921669173195,18.072882293335223,12.00489040199532,9.398213866753988,6.9895839838772025,6.939509688250939,5.298029267019213,4.71767380703617
2024-11-18,0.0,36.827660956460875,18.0020836730931,11.957862503355566,9.361397349957883,6.962203021942456,6.912324887115694,5.277274793215901,4.699192814858528
2024-11-27,0.0,36.8273069186965,18.002184562462624,11.957929518998352,9.361449814188896,6.96224204032978,6.912363625970178,5.277304368732623,4.699219150621042
2025-03-14,0.0,36.84376627358742,18.00612013011583,11.960543715094994,9.333226454343706,6.963764098637348,6.913874780052569,5.278458072512163,4.700246475655975
2025-03-17,0.0,36.93772827075926,18.035181304375435,11.796038127222996,9.357028814590896,6.981523661481242,6.931507111060907,5.291919629585296,4.669073080923969
2025-03-18,0.0,36.38358171132217,18.193661698350994,11.899693351875463,9.439251753631561,7.0428723444663595,6.992416284041542,5.33842126955385,4.7101015867580625
2025-04-29,0.0,36.38048797632281,18.192114671771552,11.90718461549799,9.438449123924853,7.04227348147258,6.991821711380728,5.337967337864167,4.7097010817653135
2025-04-30,53.62253285845273,16.872348857153668,8.437042004253453,5.522250632535952,4.377313641119905,3.2660280698878426,3.242629816791166,2.4756140481444797,2.1842400716608044
