date,BNP PARIBAS,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,3.506566184491437,5.778748591305159,0.0,1.5071154985185058,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,12.316250320669333
2024-03-04,0.0,3.506429873690844,5.778748591305159,0.0,1.5064339445155386,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,12.315432455865773
2024-03-05,72.31914514340505,3.504521522482536,5.778748591305159,0.0,1.508751228125627,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,84.63498653167261
2024-03-06,72.31914514340505,3.5047941440837227,5.778748591305159,0.0,1.5082644038377935,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,84.63477232898595
2024-03-07,72.31914514340505,3.5042489008813487,5.778748591305159,0.0,1.5082644038377935,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,84.63422708578359
2024-03-11,72.31914514340505,3.5042489008813487,5.778748591305159,0.0,1.509082268641354,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,84.63504495058714
2024-03-12,72.31914514340505,3.5041125900807555,5.778748591305159,0.0,1.509082268641354,0.0,0.0,1.2203922042332302,0.3034278421210004,0.0,84.63490863978654
2024-03-13,72.31914514340505,3.5041125900807555,5.778748591305159,0.0,1.509082268641354,1.558197971040898,0.0,1.2203922042332302,0.3034278421210004,0.0,86.19310661082746
2024-03-14,72.32023562980979,3.502204238872447,5.778748591305159,1.967549041708759,1.5077191606354197,1.558197971040898,0.895323415997871,1.2203922042332302,0.3034278421210004,0.0,89.05379809572457
2024-03-18,72.32023562980979,3.5011137524676994,5.778748591305159,1.967549041708759,1.5077191606354197,1.558197971040898,0.8960049700008382,1.2203922042332302,0.3034278421210004,0.0,89.0533891633228
2024-03-19,72.32241660261928,3.500704820065919,5.778067037302192,1.967549041708759,1.511808484653223,1.558197971040898,0.8994127400156744,1.2203922042332302,0.3034278421210004,0.0,89.06197674376018
2024-03-20,72.32241660261928,3.499341712059985,5.778067037302192,1.967549041708759,1.5116721738526293,1.558197971040898,0.8994127400156744,1.2203922042332302,0.30492726092752825,0.0,89.06197674376018
2024-03-21,72.32241660261928,3.499341712059985,5.777249172498632,1.967549041708759,1.5116721738526293,1.558197971040898,0.8994127400156744,1.2203922042332302,0.30492726092752825,0.0,89.06115887895663
2024-03-22,72.32241660261928,3.4990690904587978,5.777249172498632,1.967549041708759,1.5116721738526293,1.558197971040898,0.8994127400156744,1.2203922042332302,0.30492726092752825,0.0,89.06088625735545
2024-03-25,72.3222802918187,3.4789827203427786,5.777005760354714,1.967549041708759,1.5133079034597507,1.558197971040898,0.9065447158324382,1.2203922042332302,0.30642667973405613,0.0,89.05068728852532
