date,MINERVA HOLDING FINANCIAL SECURITIES LTD,GET NICE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA DEMETER SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CINDA INTERNATIONAL SECURITIES LTD,KOALA SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,VC BROKERAGE LTD
2024-03-01,0.0,0.0,86.17961888653795,0.0,0.0,0.0,13.820381113462037,0.0,0.0
2024-03-05,0.0,0.0,49.44890862399814,42.61883855652036,0.0,0.0,7.932252819481492,0.0,0.0
2024-03-13,0.0,0.0,36.975653934350575,31.869045522850058,25.22380792674505,0.0,5.931492616054314,0.0,0.0
2024-03-14,0.0,0.0,36.97431880448403,31.86972064789541,25.224342276744906,0.0,5.931618270875653,0.0,0.0
2024-03-19,0.0,0.0,36.98199659429376,31.865992514495602,25.22108650354892,0.0,5.930924387661712,0.0,0.0
2024-03-20,0.0,0.0,34.29898472155423,29.55357807505235,23.390871907762403,0.0,5.500535935551321,7.256029360079698,0.0
2024-03-22,0.0,0.0,34.450294074537354,29.59524448785327,23.438931991702518,0.0,5.508290922116229,7.007238523790623,0.0
2024-03-25,0.0,30.067077000911652,24.076250611761246,20.706460088648583,16.393659837476868,0.0,3.8539031560383727,4.902649305163283,0.0
2024-03-26,0.0,30.069422285321863,24.076293266144404,20.708075228624946,16.3889737323533,0.0,3.854203767201541,4.903031720353951,0.0
2024-03-27,0.0,30.058750058198548,24.07244364434393,20.714633384391394,16.39416404779316,0.0,3.855424376475067,4.9045844887979,0.0
2024-03-28,0.0,29.64588903693144,24.283639852078696,20.67866687279863,16.549039620146882,0.0,3.891846548122998,4.95091806992136,0.0
2024-04-02,0.0,29.051859955810993,24.4865349429411,20.85422682024716,16.689539418509533,0.0,3.924887961269654,4.99295090122156,0.0
2024-04-03,0.0,28.85174007176098,24.31918188638351,21.397683770060013,16.574842317290173,0.0,3.8979145822877794,4.958637372217543,0.0
2024-04-05,0.0,28.850740521347905,24.321050638501823,21.39728660436727,16.574534669097883,0.0,3.8978422324969344,4.9585453341881855,0.0
2024-04-08,0.0,28.850544242200655,24.32266845340463,21.39748518537066,16.572832359191647,0.0,3.8978784070566297,4.958591352775778,0.0
2024-04-09,0.0,28.84889341861743,24.323232792713515,21.397981654005445,16.57321688528827,0.0,3.8979688463935216,4.95870640298182,0.0
2024-04-10,0.0,28.833388953912632,24.325478088493423,21.404040426920965,16.57790954084856,0.0,3.8990725443241927,4.960110445500231,0.0
2024-04-11,0.0,26.56852690300345,22.415434045488098,19.723388570256155,15.276206970038364,7.852886302475909,3.592916165426346,4.570641043311681,0.0
2024-04-12,0.0,26.568212814604358,22.41552992301169,19.72347293309513,15.27627231094995,7.852919891622129,3.592931533404665,4.570660593312076,0.0
2024-04-15,22.600563123742543,20.66012553131967,17.431734438317342,14.97232772280766,11.879795973885308,6.106927410875352,2.7940909075305727,3.554434891521549,0.0
2024-04-16,22.601540456912698,20.656694577382396,17.43248825193635,14.972975182450051,11.880309700848498,6.107191497336105,2.7942117345077326,3.554588598626174,0.0
2024-04-17,22.603194597930344,20.658206380785998,17.42644537586921,14.97407101096018,11.881179186165927,6.107638464921241,2.7944162347386285,3.5548487486284737,0.0
2024-04-18,22.603269791911373,20.658275104380444,17.426170678667756,14.974120825158197,11.881218711249801,6.10765878318417,2.7944255309149026,3.554860574533357,0.0
2024-04-19,22.60342018137433,20.658412552941076,17.42562127878181,14.97422045454854,11.881297762206485,6.107699420115585,2.7944441234530055,3.554884226579172,0.0
2024-04-22,22.566934288592357,20.62506624431149,17.3974932634401,15.111467006234333,11.862119259449644,6.097840519807637,2.789933399507011,3.549146018657427,0.0
2024-04-23,22.566634481891143,20.6247922357557,17.3985906559676,15.111266247060945,11.861961668578012,6.097759508650897,2.789896334626224,3.5490988674694823,0.0
2024-04-24,22.566934288592357,20.62506624431149,17.3974932634401,15.111467006234333,11.862119259449644,6.097840519807637,2.789933399507011,3.549146018657427,0.0
2024-04-25,22.567084194930274,20.62520325131964,17.396944556241802,15.111567387821415,11.862198056455714,6.097881026193211,2.789951932316723,3.5491695947212194,0.0
2024-04-26,22.54851098430611,20.608228251765244,17.38196275760959,15.182096177468217,11.852435204460079,6.0928623349133675,2.7876557400207833,3.5462485494566107,0.0
2024-05-02,22.549858010901552,20.609459367716067,17.377027234660584,15.18300314145089,11.853143257663783,6.093226316713018,2.7878222719227503,3.5464603989713517,0.0
2024-05-03,22.56266279500751,20.62116230959785,17.386562589792284,15.135172456444899,11.859873984762727,6.09668631399799,2.7894053179135714,3.5484742324831724,0.0
2024-05-07,22.563636852950573,20.622052550573635,17.382996065945132,15.135825860481683,11.860385990130338,6.096949515455393,2.789525739976829,3.5486274244864093,0.0
2024-05-08,22.315014153111512,20.39482365060682,17.19080061151573,16.071578428080034,11.729699558451928,6.029768853969221,2.758788699433965,3.5095260448307894,0.0
2024-05-09,22.315234021023805,20.395024599047492,17.189984699607123,16.071736779957924,11.729815130171312,6.029828264762351,2.7588158815413855,3.509560623888608,0.0
2024-05-13,22.029445947101586,20.133828378014513,16.969834975278676,15.865908299978651,11.579593032103368,5.952605099446466,4.004170095122482,3.464614172954262,0.0
2024-05-16,22.029874504338945,20.13422005821781,16.96821972003232,15.866216952762999,11.57981829961175,5.952720900452204,4.004247991592415,3.464681572991559,0.0
2024-05-27,22.029895646927574,20.13423938150229,16.96823600483182,15.866232179944529,11.579733440684029,5.95272661341844,4.004251834563379,3.464684898127943,0.0
2024-05-30,22.030038503319627,20.134369945207215,16.967697572039388,15.866335067072141,11.579808531322985,5.952765214829018,4.004277800776706,3.464707365432921,0.0
2024-05-31,21.809686328069784,20.170470372772552,16.99747060559949,15.975986604136006,11.600570841752521,5.96343837569952,4.0114573718828215,3.4709195000873097,0.0
2024-06-03,21.809757169293405,20.170535889570036,16.9972010005874,15.976038496603534,11.600608522195092,5.963457745866756,4.011470401714817,3.470930774168963,0.0
2024-06-04,21.810111382314734,20.170863479941804,16.995852949254953,15.976297963997915,11.600796928079761,5.963554598590486,4.0115355521445055,3.470987145675844,0.0
2024-06-05,21.810258171562662,20.17099923651032,16.995317691197435,15.976405489756113,11.600851618024615,5.963594735281178,4.0115625511027595,3.4710105065649173,0.0
2024-06-06,21.81047070775905,20.171195798486863,16.994508828719905,15.97656117633387,11.600964665786744,5.963652849207747,4.0116016429025665,3.4710443308032586,0.0
2024-06-07,21.81053191895188,20.171252409046634,16.99455652389214,15.976606014631036,11.600716573461254,5.963669586228668,4.011612901482219,3.4710540723061687,0.0
2024-06-12,21.824710427441246,20.119357637308845,17.005604281225267,15.986992026528934,11.608257923623219,5.967546426104482,4.014220755696462,3.473310522071545,0.0
2024-06-14,21.409535968012804,19.736624337873423,16.682104338892266,15.682869284806076,11.38743244122477,5.854024972071493,3.937857683764144,3.4072372596920792,1.9023137136629436
2024-06-17,21.375457623863774,19.705208828563407,16.655550821168195,15.817079956278087,11.369306647079314,5.844706905675597,3.931589651166066,3.4018138350972325,1.8992857311083249
2024-06-18,21.26897369598614,19.695041616917138,16.63491708052266,15.968010427658935,11.363440474943921,5.8416912374511485,3.9295610858036047,3.4000586158786206,1.8983057648378363
2024-06-19,21.29953865554008,19.53343508978589,16.66838179606354,15.990957543013653,11.416414149060786,5.850086144462248,3.9352081319361125,3.4049447310039107,1.9010337591337825
2024-06-20,21.30381525607719,19.508673697372398,16.667585379652692,15.994168266904124,11.43145455162043,5.851260746501857,3.935998257651173,3.405628388462456,1.9014154557576792
2024-06-21,21.305173266196295,19.503542783763486,16.668647853643126,15.99518781397079,11.432183248840651,5.851633734682976,3.9362491575673815,3.4058454799907976,1.9015366613444957
2024-06-24,21.310131472718698,19.478433420553785,16.67890300953246,15.998910264079758,11.434843782263286,5.852995545177897,3.937165213776032,3.406638098997562,1.9019791929005203
2024-06-25,21.311150568111604,19.479364920285978,16.67491841909559,15.999675365682368,11.435390620589084,5.853275447758621,3.9373534973131648,3.4068010116101104,1.9020701495534797
2024-06-27,21.330804186620345,19.354368811727348,16.707528236434364,16.014430623259653,11.479442939852929,5.858673468963961,3.940984612551309,3.409942839509237,1.9038242810808563
2024-06-28,21.351244249384468,19.288270302177935,16.705970322446117,16.02977631600557,11.49683129596163,5.864287493281677,3.9447610277360456,3.413210388404809,1.9056486046017465
2024-07-03,22.343125977583796,19.035433610762347,16.50024553044613,15.829351948188258,11.353083491939273,5.790964816135747,3.8954386779048176,3.3705341513296565,1.881821795709979
2024-07-04,22.34603524270128,19.035493652542286,16.497143364399513,15.829401877309165,11.3531193019636,5.790983082062453,3.895450964941544,3.3705447827065895,1.881827731373566
2024-07-05,22.344978030965667,19.034593065612025,16.496678275392956,15.828652973566257,11.356997862228134,5.790709105260365,3.8952666675290084,3.3703853190943205,1.8817387003512658
2024-07-08,24.001176028633264,17.378395067944428,16.496678275392956,15.828652973566257,11.356997862228134,5.790709105260365,3.8952666675290084,3.3703853190943205,1.8817387003512658
2024-07-09,24.00132743198666,17.378504693709715,16.4961515227491,15.828752823304331,11.357069504032635,5.790745634002792,3.8952912395097785,3.3704065800374905,1.8817505706674997
2024-07-10,24.002765859118586,17.379546207464923,16.497455583165202,15.829701458649193,11.35144160425181,5.791092680042542,3.895524688789679,3.370608572376625,1.8818633461414411
2024-07-11,24.22715652314685,17.382123120030602,16.49643149319094,15.599859803538566,11.353124713359456,5.791951341098364,3.8961022888259866,3.3711083416732714,1.8821423751359652
2024-07-12,23.258896079209645,17.604371859431236,16.707355732920075,15.799320430541478,11.497711248829672,5.866007535231838,3.9459180573767036,3.4142115100345904,1.906207546424762
2024-07-15,23.995260145093454,17.544386941808842,16.664707355274736,15.242378559940107,11.466186242691503,5.8484611239709725,3.9341150208786146,3.403998915023957,1.9005056953178125
2024-07-16,24.18372243807776,17.502570872795893,16.61767872437652,15.206049199678159,11.438857226475088,5.834521642654772,3.924738276865638,3.3958856732205946,1.895975945855577
2024-07-17,24.544076500502392,17.398867519020754,16.547029268279747,15.1382167385164,11.387829781518104,5.808494503223236,3.907230464465479,3.380737012315079,1.8875182121588057
2024-07-18,24.54531898429958,17.399748294102327,16.54280466590128,15.138983073685521,11.388406262527214,5.808788544040219,3.9074282584441553,3.3809081538514194,1.887613763148286
2024-07-19,23.544080861825766,20.7809647785657,15.874070068830722,14.521442637622933,10.905951525341322,5.5718398802480555,3.7480387579170595,3.24299614975875,1.8106153398896916
2024-07-22,23.867665591549464,20.785254226187917,15.871882816692178,14.19053772364336,10.90820264834436,5.57298997677054,3.748812399377379,3.243665544191187,1.810989073243614
2024-07-23,23.8678104918635,20.785076863813664,15.871675625298517,14.190623874229166,10.908268871912949,5.57302381032643,3.7488351583728847,3.2436852364461406,1.8110000677367462
2024-07-24,23.867448244377186,20.784761403715247,15.872952461062015,14.190408499725946,10.908103314499117,5.572939227206955,3.7487782614022485,3.2436360062570677,1.8109725817542146
2024-07-25,23.806883813793366,20.78488758660553,15.872441731407566,14.251203977001556,10.908169536861596,5.572973060146646,3.748801019983252,3.243655698153373,1.810983576047108
2024-07-26,23.80702834466323,20.78501377102792,15.87193099555187,14.251290495628838,10.908235760028145,5.573006893497134,3.7488237788405896,3.2436753902887765,1.8109945704734933
2024-07-29,23.807100610756248,20.785076863813664,15.871675625298517,14.251333755336418,10.908268871912949,5.57302381032643,3.7488351583728847,3.2436852364461406,1.8110000677367462
2024-07-31,23.806739284678365,20.784761403715247,15.872952461062015,14.251117459424767,10.908103314499117,5.572939227206955,3.7487782614022485,3.2436360062570677,1.8109725817542146
2024-08-01,23.80681154901651,20.78482449496888,15.872697097009942,14.25116071808185,10.90813642557985,5.572956143625451,3.7487896406582086,3.243645852175333,1.8109780788839749
