date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA INDUSTRIAL SECURITIES,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,ICBC INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,30.000903762065917,0.0,44.18654637917686,16.745682263646042,0.0,9.066867595111178,0.0,0.0
2024-03-04,0.0,30.946309238487075,20.646410972264096,0.0,30.481546054646525,11.654692309632315,0.0,6.271041424969995,0.0,0.0
2024-03-05,0.0,30.937489567845017,20.643376754594655,0.0,30.48378380704587,11.651370732677426,0.0,6.2839791378370276,0.0,0.0
2024-03-06,0.0,29.067165619160434,19.33367516486736,0.0,28.580413904991076,11.062227397765076,0.0,5.5709155287918515,6.385602384424209,0.0
2024-03-07,0.0,29.05328766096006,19.325925573654015,0.0,28.56895790800224,11.088078505997155,0.0,5.58070753247215,6.3830428189143795,0.0
2024-03-08,0.0,29.118270982032485,19.229131468255858,0.0,28.579659054015526,11.090449644275974,0.0,5.597055120193389,6.385433731226765,0.0
2024-03-11,0.0,29.110867230255906,19.23183854766724,0.0,28.568458126534523,11.086103080100298,0.0,5.619801860611402,6.382931154830629,0.0
2024-03-12,0.0,29.097147295074894,19.235382289490495,0.0,28.55586757300859,11.10748211085839,0.0,5.62400263147035,6.380118100097282,0.0
2024-03-13,0.0,29.090024841796385,19.24358049608556,0.0,28.548432557284404,11.102537911477718,0.0,5.636867830312065,6.37855636304387,0.0
2024-03-14,0.0,29.065648797974525,19.25950930397938,0.0,28.551593197225998,11.243142161571345,0.0,5.500843996628456,6.379262542620292,0.0
2024-03-15,0.0,28.94821151438108,19.274372448214322,0.0,28.57626903131722,11.288052950555567,0.0,5.528318208521165,6.38477584701065,0.0
2024-03-18,67.47613579372944,7.200826380982495,4.837860483599153,7.474504515098471,7.169319033468451,2.844282395054789,0.0,1.3952354497060622,1.6018359483611404,0.0
2024-03-19,66.52851386556374,6.957308193066586,6.185544288142688,7.3772477950616535,7.12484675013669,2.853706092986854,0.0,1.393492943958382,1.5793400710834113,0.0
2024-03-20,66.48581912659273,6.9563673746462324,6.165798128418644,7.372513439059487,7.1202743727524584,2.85495826011941,0.0,1.4659427703659922,1.5783265280450438,0.0
2024-03-21,66.41963052434569,6.945591522298635,6.257452589424204,7.365173883557438,7.113185928712226,2.847715398803292,0.0,1.4744948956220765,1.5767552572364254,0.0
2024-03-22,66.40764877171245,6.943788590060011,6.255113813044119,7.367145148817731,7.111792750517326,2.8517115546424274,0.0,1.4863285523397112,1.5764708188662289,0.0
2024-03-25,66.38891038322411,7.044867164093779,6.1519163765549045,7.365066345691861,7.107696651272183,2.859704141937461,0.0,1.5058129545069767,1.5760259827187244,0.0
2024-03-26,65.73805783095845,6.869611864993982,5.862923732982782,7.294435567166493,7.039392378053881,3.1791926546192277,0.0,1.393371741681126,1.5604459662867491,1.062568263257306
2024-03-27,65.75437376028962,6.891246619422691,5.791858580386592,7.296572734706769,7.040703904951842,3.1859715314699546,0.0,1.4156076173361856,1.5608332628840493,1.0628319885522854
2024-03-28,65.7349230073154,6.906410135820307,5.765942718727452,7.294414340888912,7.039709934377572,3.1918881212734633,0.0,1.4436048476756373,1.5605893009183516,1.0625175930029065
2024-04-02,65.69744280845595,6.79703403858789,6.059492669278418,7.290255271591311,7.03852518702663,3.1458907639505735,0.0,1.34974798874675,1.5596994969198001,1.0619117754426883
2024-04-03,65.55797053625102,6.755031462541655,6.377975237069833,7.274693669858625,7.02381542612588,3.134755662205319,0.0,1.235411385819237,1.5806541261260136,1.0596924940024166
2024-04-05,65.5593942765908,6.741822040543238,6.380936994781579,7.274851656366635,7.0360210507264025,3.135258086008523,0.0,1.23131193372618,1.5806884536231,1.0597155076335454
2024-04-08,65.5652892196167,6.738301596078568,6.358184304875205,7.275505793527441,7.050771209524349,3.137603327315877,0.0,1.2337031690326759,1.5808305853264,1.0598107947027764
2024-04-09,65.55653262127531,6.750648617765687,6.357335135035474,7.274534110450576,7.038428470345283,3.1412018035755365,0.0,1.2410305334352465,1.5806194568673284,1.0596692512495627
2024-04-10,65.54550121387942,6.768836941468958,6.358653759699837,7.273310001331638,7.021610968563809,3.1489240383734978,0.0,1.2433186583905782,1.5803534809764546,1.059490937315802
2024-04-11,65.54592361383403,6.7679300481574405,6.358624260338649,7.273152081775438,7.021458513947168,3.14983271727501,0.0,1.2432916632080941,1.5803191680267368,1.0594679334374317
2024-04-12,65.53845294809051,6.766724471703078,6.357465334942951,7.272323116599436,7.021200978926219,3.1522959759701137,0.0,1.2483602916371512,1.5838297026677366,1.0593471794628089
2024-04-15,65.53589196899009,6.766351510949729,6.356999822008922,7.27203894346633,7.020926618636067,3.1557547615109525,0.0,1.2489627770272416,1.58376781297421,1.0593057844364593
2024-04-16,65.54597342398733,6.776728638686193,6.328264558659481,7.273157608844098,7.020703922194535,3.1630795625474875,0.0,1.2486121008865922,1.5840114456379746,1.0594687385563053
2024-04-17,65.53725165296946,6.780640361275305,6.31954821830633,7.277424296590866,7.016544478235804,3.16257486371463,0.0,1.2506922920820456,1.5857124894701702,1.069611347355392
2024-04-18,65.54393341201104,6.778409484710217,6.315524661619934,7.278166256230106,7.014545969651907,3.162897299621802,0.0,1.2509283594928802,1.5858741585743308,1.069720398087776
2024-04-19,65.54400456318946,6.778959617714916,6.31553151743402,7.278174157039211,7.014445029346911,3.163877727574386,0.0,1.2494099482598817,1.585875880119092,1.0697215593221256
2024-04-22,65.54215468275414,6.7856070601081635,6.309491469722634,7.277968741577221,7.01424705724083,3.163896983786326,0.0,1.2511115155922923,1.585831121170001,1.069691368048385
2024-04-23,65.58296167129491,6.789180108155897,6.24974707279265,7.2825000541115,7.018614174871801,3.166953042060809,0.0,1.2528680412421278,1.5868184703455417,1.0703573651247613
2024-04-24,65.57548275891396,6.788188673354805,6.247622475713478,7.281669576523559,7.01781379015126,3.168764032393968,0.0,1.263585874981194,1.5866375136457869,1.0702353043219845
2024-04-25,65.57541153937699,6.787312445246006,6.247289869486921,7.281661668123743,7.01780616831719,3.170063874391118,0.0,1.2635845026390138,1.5866357904470496,1.0702341419719776
2024-04-26,65.5411866677116,6.778559623550776,6.276553140661366,7.277861250707336,7.026646933254424,3.172425726746284,0.0,1.2712833884917258,1.5858076994746406,1.0696755694018474
2024-04-29,65.52781411079378,6.757315927395625,6.256931264102938,7.278438362134887,7.02521326626068,3.172321088228193,0.0,1.3287609681224166,1.5837476925441634,1.0694573204173128
2024-04-30,42.874522187606615,4.41957390751082,4.090399480888249,4.762245945223385,4.596633036457561,2.078048197462428,0.0,0.8292813611165933,1.036238363985862,0.6941308511002954
2024-05-02,65.58010415156988,6.749730142859697,6.243128350722855,7.28512722628977,7.032212882473357,3.1901184595758165,0.0,1.2730610952368266,1.5853109110099448,1.0612067802618506
2024-05-03,65.60426596160286,6.761819764343079,6.248843958209357,7.289260185131481,7.036854713638665,3.18644389731194,0.0,1.2346551050932097,1.5862644083583333,1.0515920063110595
2024-05-06,65.57068678091396,6.746104200659866,6.301026585191698,7.300079014753301,7.036414828657819,3.1787279649159506,0.0,1.2545485813642132,1.5859937704184761,1.0264182731247158
2024-05-07,65.5936302641338,6.712657482937932,6.325470872721889,7.302705962870128,7.029815578518425,3.1905254215829326,0.0,1.252282281915247,1.586779413237999,1.0061327220816465
2024-05-08,65.56740876810895,6.721651404448684,6.317137611895807,7.300077023554554,7.028806271264684,3.2185006531567604,0.0,1.25443956825245,1.586208180217552,1.0057705191005577
2024-05-09,65.54176782588608,6.730102918670291,6.315644873250155,7.343932458742324,7.029207794209856,3.213222767359942,0.0,1.251776435839742,1.5855878739851332,0.9887570520564786
2024-05-10,65.46816162984635,6.702145518693071,6.153713575688545,7.614871940473505,7.022073239525442,3.2177521632207022,0.0,1.287262821977692,1.583807191288249,0.9502119192864327
