date,THE HONGKONG AND SHANGHAI BANKING,THE CORE SECURITIES COMPANY LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,23.289356979099306,32.19941609866396,5.364986175135351,8.739913397934968,6.156043017402618,6.487716959478792,4.062770834674172,3.9255046145348373,6.189922670718761,3.5843692523572357
2024-03-04,23.37553877587706,32.2216173517149,5.247742401443955,8.743266358341122,6.170358890735515,6.493942255803091,4.054699142495701,3.925419392375452,6.180139830275117,3.5872756009380877
2024-03-05,23.394249854265457,32.190670884753345,5.280436429027279,8.738698387750171,6.147647510813544,6.4901618769613565,4.080617578847445,3.92829102247697,6.177996311190113,3.5712301439143217
2024-03-06,23.346359218637993,32.19370387686399,5.254079926282723,8.744374239323353,6.1751701082668395,6.495110617956625,4.085363227468221,3.9348479730021686,6.199552847080224,3.571437965117857
2024-03-07,23.6253777814882,32.0077899636882,5.158971014680164,8.698053836464775,6.298712054112919,6.46365770701543,4.1294926212825915,3.9032538645198436,6.163823680208949,3.55086747653893
2024-03-08,23.55629840270928,32.002540760488955,5.233904086938879,8.674785489128698,6.313196997399924,6.46214328254133,4.174318675368995,3.870751979144255,6.1629390347296376,3.5491212915500463
2024-03-11,23.76519849123993,31.91773879199597,5.211462326710235,8.655085992589301,6.2827022948173,6.452070539587837,4.152796779723129,3.849537315050434,6.173519389958728,3.5398880783271394
2024-03-12,23.633386945857787,31.90340704964206,5.223366991115011,8.654069942767425,6.374896138865011,6.472254524821162,4.202290826979724,3.857666273630136,6.139536584417609,3.5391247219040785
2024-03-13,23.61560969770371,31.778194498138294,5.575661445937366,8.636639207386919,6.332537443525742,6.450980038023972,4.139224541370887,3.8326925522687314,6.11726978216816,3.5211907934762183
2024-03-14,23.800273058006617,31.739119075213956,5.672267853414843,8.58832439361485,6.242272801800306,6.42460546845056,4.097682182169574,3.7643123124255244,6.14719128323145,3.5239515716723164
2024-03-15,23.76152489065594,31.73482837046908,5.669681063360678,8.56892885966308,6.328296848027513,6.397843489184199,4.146347474432978,3.774700932118079,6.094143814571383,3.5237042575170645
2024-03-18,23.812497971762564,31.703757655651344,5.690648201614494,8.55466244584736,6.344440415314641,6.390184155846182,4.138375223674832,3.7569068674115256,6.088237756354891,3.5202893065221708
2024-03-19,23.59137332689668,31.72218629357434,5.998709910273825,8.550690769240035,6.381322705361928,6.3995900438838484,4.168599989588299,3.7494136302897383,6.099159877849595,3.338953453041714
2024-03-20,23.621442528696505,31.78799712982307,5.885392306409322,8.57203466520409,6.396994966371347,6.356523387775727,4.171718042722028,3.7495462502062953,6.112635065511123,3.345715657280491
2024-03-21,23.6363359869851,31.760725978504066,5.89678688594528,8.566064020995986,6.427398344425593,6.352273029684315,4.1587198188445775,3.7508120931434865,6.10780945458545,3.343074386886146
2024-03-22,23.66723541490374,31.740053704676697,5.9317899081635685,8.550541370866604,6.412155685570547,6.346450327930185,4.161938232626337,3.7447924469371117,6.104034642907145,3.341008265418066
2024-03-25,23.707048584213567,31.6665319678394,6.072592034887073,8.535261463169125,6.353402599916088,6.327429135707205,4.17501207776472,3.7344969727004864,6.093165862724824,3.3350593010775142
2024-03-26,23.884121757233455,31.60778525592191,5.916639185184999,8.519427125931738,6.411677354829237,6.321085208744087,4.199597107620398,3.7289327749507675,6.081862021181124,3.3288722084022844
2024-03-27,23.868684111608758,31.600112569824628,5.960966085755862,8.519199575052165,6.35971978418215,6.322122245068128,4.222622129533931,3.7367873647620105,6.0812769633304695,3.3285091708818952
2024-03-28,24.048504167075325,31.5459260593681,5.955006113036124,8.51786130002901,6.329314775088483,6.308795259444519,4.172865875186731,3.7275089160619057,6.071294338079026,3.322923196630776
2024-04-02,23.97413132544698,31.554314820052404,5.925608002947124,8.512844155964977,6.340092209839095,6.314363558580283,4.248396841166776,3.732804018995407,6.0729855248928635,3.324459542114093
2024-04-03,23.918003325136524,31.568387860446084,6.024769790750423,8.531300241324011,6.308163871979447,6.31418417373264,4.205381475773178,3.727356574414854,6.076221638552634,3.3262310478902046
2024-04-05,23.931212293987883,31.552949213659844,6.018220375184803,8.522142186432392,6.289147957970435,6.31888777760508,4.212140146059123,3.729714688595819,6.094749058441482,3.330836302063142
2024-04-08,23.970297148289195,31.43133825369347,5.987283170240245,8.526706848579343,6.319372702809132,6.31787512340698,4.28263534797999,3.735974018961963,6.0980632980369185,3.3304540880027655
2024-04-09,24.003400423236602,31.375255770985376,6.065773697412079,8.511524310560043,6.310733312756331,6.310099283432119,4.276780438170878,3.730499868157094,6.090031963631868,3.3259009316576096
2024-04-10,24.039401901138902,31.37235469594948,6.011836471879162,8.511933224501862,6.303135952887083,6.311147885152889,4.303082747346181,3.7307218619662392,6.090324543302111,3.3260607158760926
2024-04-11,24.06070872532786,31.3742835515548,6.0169294821585835,8.522806237964684,6.269589127448855,6.3122692795253235,4.291178955134739,3.730785074029693,6.094536959480813,3.3269126073746498
2024-04-12,24.110284999571984,31.374892164648937,6.037816263430525,8.522098250631394,6.22772714264568,6.314330879161549,4.267126905975227,3.7251265131045606,6.093290349652845,3.327306531177296
2024-04-15,24.11282686054059,31.356413974037096,6.013986794589013,8.515062732803676,6.24955902994125,6.315635498218519,4.281754019669546,3.7330765694535915,6.0944018726194145,3.327282648127303
2024-04-16,24.096439700000317,31.313773181917494,5.95363487513886,8.5063645036663,6.319426243065402,6.314290233544829,4.341932795610716,3.7402426384893652,6.089387494461575,3.3245083341051447
2024-04-17,24.082271674549194,31.3176698723256,5.899873225813583,8.506753640481246,6.326935672494952,6.318000404904776,4.391879301265349,3.7412752508924605,6.090365419783636,3.3249755374892045
2024-04-18,24.08101966339625,31.320668744040358,5.9044088568789626,8.508681815922364,6.3167150769713825,6.319740446082543,4.399035029568434,3.732251571117106,6.091748292613593,3.3257305034090052
2024-04-19,24.073590066041785,31.32657851432863,5.898082058795623,8.510776960653052,6.355358553180422,6.320918630986676,4.36516734406849,3.7309332322812394,6.09217659018865,3.3264180494754374
2024-04-22,24.05740208137821,31.337502726931692,5.910471803128187,8.518608993278516,6.340856440662149,6.323156497971384,4.360700492186623,3.7293389601531555,6.094354683720839,3.3276073205892445
2024-04-23,24.148428005660318,31.317023470688987,5.857415247989732,8.508066254859534,6.343700407080023,6.319230523544876,4.365274932708814,3.7249864280766336,6.090354375691442,3.3255203536996425
2024-04-24,24.11319775435945,31.298174194095246,5.920099305576755,8.610840067000073,6.299702715769888,6.312865472561178,4.315992214276102,3.7178076704559664,6.087324577918355,3.32399602798699
2024-04-25,24.24255078927263,31.294129648154584,5.945888474258923,8.621063979673375,6.208394897885459,6.312370459221775,4.255238338196535,3.7057459922584983,6.089400891416458,3.3252165296617577
2024-04-26,24.27494775603367,31.28526876010057,5.980678326323215,8.611051949784105,6.202579962019469,6.313939994119557,4.2057255887367395,3.7074702494794263,6.093452252000834,3.3248851614024146
2024-04-29,24.23082033695026,31.262914541838487,6.118123995834985,8.609647457147505,6.163395281575386,6.30463409814235,4.18528282499548,3.7060391061640026,6.09396044493283,3.3251819124187154
2024-04-30,6.009199092893562,7.721288530887016,1.5338795110520498,2.128176621404921,1.518127216645955,1.5572348902099316,1.0212349853564349,0.9154977773286024,1.506928491100516,0.8222540772370257
2024-05-02,24.4149142143947,31.161868165557856,6.2851837413855,8.608278237150321,6.084343499674213,6.27977771127146,4.132640583540841,3.659332411620027,6.082498011136077,3.2911634242690044
2024-05-03,24.47957548605556,31.226473979801366,6.159289498014044,8.621953035758153,6.047286086046569,6.289315632770874,4.117213273969071,3.665552110643862,6.095263899658916,3.298076997281584
2024-05-06,24.532130690599192,31.248384037599692,6.108667360053201,8.59965224991107,6.054201800236554,6.278808250430841,4.12192174481977,3.6567022942558167,6.09732192590269,3.302209646191176
2024-05-07,24.521891086179608,31.247457944929284,6.136631458853438,8.546256850207287,6.0542533169839805,6.288179095542768,4.121956819303318,3.687175608127138,6.10196216337735,3.2942356564958266
2024-05-08,24.58144947203101,31.248054324610226,6.208973484387304,8.549010719676273,5.951142602101842,6.290670681829166,4.0659638500774875,3.7079497280771574,6.102343571712193,3.2944415654973387
2024-05-09,24.53080068275191,31.198740716911498,6.323842337771005,8.540680593919728,5.964677256964208,6.283115125050977,4.0601608928367146,3.7153835553089145,6.0933133782956626,3.289285460189383
2024-05-10,24.518661626842853,31.194147336893003,6.339542887680774,8.531901209985634,5.968331681836705,6.283052599267444,4.053742397756334,3.727315073683727,6.094493747429295,3.288811438624231
2024-05-13,24.467692028442514,31.202293207242153,6.3510083851130785,8.532217646121081,5.969195583267929,6.284459858915683,4.07523000825393,3.731986812345758,6.096118355789649,3.2897981145082196
2024-05-14,24.40112250197693,31.179384505213743,6.516050020891161,8.523311239716044,5.965846699945172,6.2814163294030125,4.023274529556163,3.7300379316500933,6.091987410586362,3.2875688310613196
2024-05-16,24.34841307105757,31.126639622408042,6.529897941693507,8.523381488062434,6.013015852781468,6.278941014538702,4.07272099852379,3.7394671136960795,6.083236640039523,3.2842862571988816
2024-05-17,6.026843323563182,7.701786458905435,1.6524648487102869,2.099132473043206,1.5115109105464768,1.5536634079575669,0.9847706125454871,0.9247263984646781,1.5058199764559406,0.8130536710371653
2024-05-20,24.39183328141462,30.962398350252823,6.798325618880598,8.448970043193617,6.129579356936208,6.253593207793378,3.9604251861001036,3.7169170036205803,6.079169582382723,3.2587883694253508
2024-05-21,24.155930539515037,30.770992488619953,6.9595744524623635,9.541853632098512,5.886013667140646,6.176903806832494,3.612964885097107,3.6447214904523024,6.028416770003095,3.2226282677784908
2024-05-22,24.312174959923617,31.044914352457383,7.2731506238704755,8.528668433831303,5.867009925129821,6.24571850936616,3.676998305730043,3.711334181225958,6.087466106501406,3.2525646019638357
2024-05-23,24.362003305124418,30.996188379736296,7.44064366120093,8.465011864462928,5.836602593782,6.2375534663616,3.634602613792253,3.698739528606857,6.079965359841637,3.248689227091085
2024-05-24,24.660097918315163,30.91770164802268,7.3508121100035,8.423599336298782,5.825222716001919,6.2248588238913936,3.5987709045953005,3.69271909967308,6.06534191597752,3.2408755272206684
2024-05-27,24.675278248050038,30.894818969944275,7.397383803523898,8.42879538405454,5.812654090327097,6.221753209072251,3.611801095557649,3.6576412869084356,6.06149616865607,3.2383777439057417
2024-05-28,24.716775536309488,30.875973222967072,7.331044754009257,8.355834719241194,5.825645827932627,6.235755657801639,3.7116454026508006,3.6555505094894682,6.054219253346884,3.2375551162515706
2024-05-29,24.700997427378855,30.81714709165157,7.454686631182965,8.34277865078472,5.827269362337351,6.228591331364963,3.7007660617082583,3.6495614853742335,6.0457055515558435,3.2324964066612463
2024-05-30,24.68483604304826,30.776486310339774,7.532297565794203,8.335638773955997,5.8613396003257625,6.2240842256161155,3.70874039996996,3.651833774810054,5.996263269015601,3.2284800371242732
2024-05-31,6.30026970513065,7.7218729054240764,1.9279148231752887,2.0979373684277656,1.4862820651670872,1.5626196707183952,0.9371337443861394,0.9199349262441237,1.504693459507774,0.8100516392771708
2024-06-03,24.98810378101986,30.50777534736564,7.686908867982201,8.289738057568272,5.852018821467098,6.177734521266993,3.7133559530736404,3.638642247554644,5.94515080258409,3.2005716001175646
2024-06-04,24.917667464385627,30.43789874375743,7.8066205453839315,8.269376817731882,5.91528374760106,6.158384757570859,3.7318774819923455,3.637396991722145,5.93206112942493,3.193432320429791
2024-06-05,24.893813360279236,30.406479449164653,7.976669728616594,8.251065092231908,5.869877264768798,6.155078698840732,3.6921414758130466,3.638440784328973,5.926040093618766,3.1903940523372984
2024-06-06,24.89255624520417,30.389494801695765,7.965822276337945,8.248658250376547,5.895098749551295,6.154916162289959,3.7044787488445503,3.6371570836095337,5.9230392108699155,3.1887784712203215
2024-06-07,24.915009195394642,30.337055387133866,8.01391819825144,8.237687808005969,5.917145337513828,6.144297527974626,3.702607487651738,3.6324961331447385,5.915117818745315,3.184665106183836
2024-06-11,24.973584752519105,30.33874201796963,7.875005425121855,8.242230481995326,5.9481597763215825,6.14595888675573,3.729805957794796,3.6427697531291456,5.918890425254897,3.1848525231379314
2024-06-12,25.060986213140318,30.4225113699641,7.595994140167764,8.261962699636403,5.95750174126435,6.163142837329489,3.7541853648811006,3.6540692118665055,5.9357318300818545,3.1939145916681175
2024-06-13,25.110873938946483,30.42557044895668,7.516082513756348,8.257916397856714,5.965718415848884,6.165211215307979,3.767888893273249,3.658747967244024,5.937503494577753,3.194486714231886
2024-06-14,25.247987830885236,30.513477596980152,7.153384942081156,8.28222366553719,6.006847902136237,6.1846744581080495,3.782214357845495,3.6703222252890564,5.95497845496102,3.2038885661764036
2024-06-17,25.26710714547919,30.448480863190287,7.115079746872214,8.265480217993511,5.989433471624923,6.169885767366451,3.9405712061637024,3.664113214420623,5.942435600515917,3.1974127663731875
2024-06-18,25.24992111712731,30.373703239242666,7.102412936308807,8.245782014785393,5.982526900918492,6.153561385641574,4.115169143323351,3.6588680863419856,5.928270233299396,3.189784943011023
2024-06-19,25.254806946869873,30.310798842154302,7.1753718626508896,8.229265947558849,5.979539434719417,6.140828683838584,4.160544176796897,3.649049117166365,5.916398038267613,3.1833969499772103
2024-06-20,25.30825399792954,30.299364983583803,7.095806606956822,8.226340102842396,5.925701186520759,6.1315742307406715,4.263073089323888,3.6517099240133235,5.915841178033373,3.1823347000554185
2024-06-21,25.475409102024187,30.212955666600926,7.144884286646253,8.204680514188864,5.908703327706913,6.108108551034887,4.2401139151217775,3.6324822819791853,5.899763163175275,3.172899191521731
2024-06-24,25.475710410536962,30.196239578745786,7.111982455399348,8.200339704527087,5.92658366868527,6.109040759222813,4.281699324437268,3.628586771498496,5.897228802342877,3.172588524604096
2024-06-25,25.586492209583767,30.168899504648255,7.014936556605866,8.19320358896386,5.945984615651588,6.109783898369605,4.292036097073212,3.6267399361339994,5.892096267288438,3.169827325681414
2024-06-26,25.543279968112927,30.15336161526927,7.112810678402657,8.194065444877719,5.929586565687931,6.106513675802079,4.279473688292588,3.623385778603723,5.889321445387708,3.168201139563403
2024-06-27,25.46370695985526,30.161110902601873,7.1185372819375505,8.199812742802454,5.945211299080063,6.109528654557362,4.313374431509592,3.627498536599693,5.891766342852017,3.16945284820414
2024-06-28,25.492320913064013,30.119590392593576,7.092475360348146,8.22145123686582,5.940315562620068,6.103481260555371,4.356604725648997,3.62040774728067,5.886651475739996,3.1667013252833365
2024-07-02,25.42785568244776,30.13373098521541,7.118436077524561,8.233978891142126,5.931971275537393,6.108151097524166,4.3629496362124405,3.625118594691705,5.889562623921682,3.1682451357827572
2024-07-03,25.45719649030812,30.15255395483351,7.083763845842282,8.239462852752798,5.914248153617648,6.113681846052322,4.354215574334269,3.6203721772108883,5.893820241511573,3.170684863536589
2024-07-04,25.506455940418615,30.125654281214526,6.9808074658009645,8.232507901421132,5.911522911496508,6.116329672383609,4.4398694892890855,3.6217847241865364,5.893536029769905,3.171531584019121
2024-07-05,25.564246669910677,30.114583089158142,6.966043080686819,8.238955587981573,5.862965023665178,6.108889448225599,4.46235012328797,3.615252351237732,5.894443437019413,3.1722711888268944
2024-07-08,25.590654763067977,30.08623469098019,6.981701517451307,8.226884272908533,5.874260482328639,6.1045342346421645,4.461786365014361,3.611579690043234,5.891615001813452,3.170748981750144
2024-07-09,25.601196961281893,30.08280604777723,6.983108239958319,8.22633899165663,5.866078510447741,6.10442093015281,4.462544415531769,3.6107663049185112,5.891859196073713,3.170880402201384
2024-07-10,25.626819819337577,30.072858597463338,6.993656828442764,8.224738315024743,5.84594857788741,6.101803213650913,4.461651818672018,3.612099793178441,5.890353155149104,3.170069881193697
2024-07-11,25.66338760127701,30.049435553281207,7.003642891053667,8.20160250921229,5.842064501348954,6.104943178381128,4.468409689314186,3.612577396806502,5.886136251217393,3.1678004281076597
2024-07-12,25.672884961820458,30.031884266528074,7.074894218818857,8.167412895687349,5.847985155215438,6.102050441908465,4.44063820559876,3.6135918750077924,5.882704468115578,3.1659535112992256
2024-07-15,25.671941003735505,30.041357515803067,7.093978493744772,8.170564391477127,5.83262641649367,6.1041488160851305,4.422061199392951,3.61119880206089,5.884957378657491,3.1671659825493923
2024-07-16,25.700945220514175,30.044087605195223,7.043654089712775,8.177932410149245,5.833683255471062,6.106787997645031,4.427552520386375,3.6053781176650785,5.890064337780271,3.169914445480763
2024-07-17,25.702179942025772,30.00523597791642,7.0379601714874,8.17581771252646,5.869507068398513,6.1013364508307,4.451558766302893,3.606960895126971,5.8833964759138,3.166046539471073
2024-07-18,25.702432809600502,29.981904890571926,7.014970581566131,8.163467213815176,5.888099819713368,6.105331575233245,4.487321824783796,3.6125320255726368,5.879818268943344,3.1641209901998812
2024-07-19,25.7046313213243,29.989270079436707,7.029049101830094,8.14870918147188,5.880062897011062,6.102506031428547,4.487975432964407,3.6114815429380815,5.8813624483519895,3.1649519632429324
2024-07-22,27.430246777776045,29.271103506339784,6.89473680050583,7.95797462746104,5.747119942344208,5.957559437661092,4.38556653382292,3.5252698663612345,5.741002686515767,3.0894198212120765
2024-07-23,27.461964733998702,29.232698108554928,6.964311691417449,7.945853163536312,5.7286783532093715,5.92114330927944,4.404643978460126,3.5217296975019052,5.733561491375569,3.085415472666198
2024-07-24,27.469528138563433,29.223528618213667,6.971834150442121,7.942319345739332,5.7318542939563635,5.920589536102649,4.4004811856467425,3.5227890569286933,5.732385180872963,3.0846904935340387
