date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,41.88796680497926,0.0,58.11203319502075,0.0,0.0
2024-03-07,0.0,0.0,0.0,44.86258410309043,0.0,23.02429011289771,0.0,32.11312578401186,0.0,0.0
2024-03-12,0.0,0.0,40.12057817439455,26.86039286909143,0.0,13.757928731880842,0.0,19.26110022463318,0.0,0.0
2024-03-13,0.0,0.0,30.996829683865144,20.75211925874738,22.35046499728334,11.009067842655258,0.0,14.891518217448871,0.0,0.0
2024-03-14,0.0,0.0,30.868531608604666,20.73680492960345,22.3339711455846,11.180163511868052,0.0,14.880528804339232,0.0,0.0
2024-03-15,0.0,0.0,30.87341378419557,20.734812659148783,22.337503492706176,11.814572888164866,0.0,14.239697175784608,0.0,0.0
2024-03-18,0.0,0.0,30.850643500982507,20.793273663082587,22.321028758672647,11.805859204197638,0.0,14.229194873064625,0.0,0.0
2024-03-21,0.0,0.0,27.241765962099464,18.350075140393894,19.713303339211187,10.426602025766408,0.0,12.566823771349874,11.701429761179169,0.0
2024-03-22,0.0,0.0,24.00998929718159,16.119838760605425,17.374651953366875,9.353689191793686,11.752596766190576,11.075981809309402,10.313252221552442,0.0
2024-03-25,0.0,0.0,24.082644831015138,15.963432649536974,17.338391216633724,9.542867197826256,11.728069206247877,11.052866338477152,10.291728560262879,0.0
2024-03-26,0.0,0.0,23.955025319715045,15.7435903723776,17.317131985400806,9.968488296528808,11.697340510317938,11.039314017599143,10.279109498060661,0.0
