date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,THE BANK OF EAST ASIA LTD
2025-02-26,62971101.0,43529900.0,36210800.0,17469500.0,13446400.0,15079000.0,15178800.0,3681900.0,17216900.0,0.0
2025-02-27,62399001.0,43225300.0,35457800.0,17281500.0,13352000.0,15176300.0,14907000.0,6069800.0,17399400.0,0.0
2025-02-28,62623401.0,42440300.0,34891800.0,17161500.0,13381100.0,15349900.0,14805200.0,10731800.0,17084400.0,9944400.0
2025-03-03,62818001.0,42441300.0,34752100.0,17087000.0,13380100.0,14319900.0,14828500.0,12667100.0,17149400.0,0.0
2025-03-04,61708001.0,42523400.0,34363100.0,16943500.0,13427400.0,14587200.0,14632700.0,2943900.0,16836400.0,0.0
2025-03-05,60491101.0,42819700.0,34378000.0,16963400.0,13430500.0,13934600.0,14420700.0,5503100.0,17035400.0,9984400.0
2025-03-06,60223101.0,44180900.0,34211500.0,16968800.0,13375900.0,14300500.0,14122100.0,9366900.0,13766400.0,9904400.0
2025-03-07,60000101.0,44059900.0,34201500.0,16885200.0,13345900.0,14052200.0,14014300.0,14092700.0,10501400.0,0.0
2025-03-10,59980101.0,44000900.0,34700500.0,16857500.0,13349400.0,13139900.0,13853700.0,14394400.0,10601400.0,0.0
2025-03-11,59896301.0,43503000.0,34250500.0,16920800.0,13342700.0,12805200.0,13702100.0,14503100.0,10446400.0,0.0
2025-03-12,59653601.0,43775000.0,34104400.0,16914600.0,13348700.0,13388800.0,13466800.0,14167100.0,10561400.0,0.0
2025-03-13,55827901.0,42840600.0,33800400.0,16362600.0,13102400.0,12413800.0,13070500.0,24211800.0,10421000.0,0.0
2025-03-14,55703701.0,41080800.0,33665500.0,16197100.0,13090900.0,11735100.0,12851100.0,2277300.0,9011500.0,9814400.0
2025-03-17,55525001.0,41191800.0,33715500.0,16145100.0,13093200.0,11787200.0,12725000.0,2738400.0,8458500.0,0.0
2025-03-18,55204501.0,40921800.0,33498500.0,16163500.0,13085700.0,12370700.0,12921500.0,4320700.0,8243500.0,0.0
2025-03-19,55101601.0,41543800.0,33328500.0,16221100.0,13088500.0,12325600.0,12953900.0,6830300.0,8343500.0,0.0
2025-03-20,55091601.0,41556800.0,33462500.0,16269100.0,13113500.0,11605600.0,13012600.0,7332900.0,8383500.0,0.0
2025-03-21,55101601.0,41446800.0,33453700.0,16290100.0,13198700.0,11600700.0,12811200.0,6578900.0,8083500.0,0.0
2025-03-24,55346101.0,41931600.0,33553700.0,16385100.0,13201600.0,11585700.0,12972600.0,9815500.0,8511000.0,9764400.0
2025-03-25,55078301.0,42097600.0,33533700.0,16432900.0,13189600.0,11701400.0,12946400.0,8942600.0,8461000.0,0.0
2025-03-26,55596901.0,41997600.0,33573700.0,16431100.0,13131800.0,11741300.0,13035700.0,8977000.0,7747000.0,0.0
2025-03-27,55715801.0,42067600.0,33543700.0,15841700.0,13134300.0,11846300.0,13059400.0,8662500.0,7737000.0,0.0
2025-03-28,55555801.0,42137600.0,0.0,15831700.0,13136800.0,11961300.0,13121200.0,8308600.0,7787000.0,0.0
2025-03-31,55689801.0,42097600.0,33553700.0,15837700.0,13144500.0,12105900.0,13202500.0,3697300.0,7737000.0,0.0
2025-04-01,55739801.0,41960600.0,33760300.0,15883700.0,13182100.0,12046900.0,13215500.0,3238500.0,7689500.0,0.0
2025-04-02,55073101.0,41650200.0,33684600.0,15879400.0,13120400.0,12133900.0,12841600.0,4984500.0,8082500.0,9769800.0
2025-04-03,54834101.0,40623400.0,33674600.0,15889900.0,13047600.0,12073000.0,12826900.0,5688100.0,8132500.0,0.0
2025-04-07,54944101.0,40758400.0,33752600.0,16280900.0,13049700.0,11999000.0,13078900.0,4349500.0,8432500.0,0.0
2025-04-08,54937501.0,39938400.0,33575600.0,15957900.0,13476900.0,12155500.0,12980700.0,5563500.0,8445500.0,0.0
2025-04-09,49636001.0,35595000.0,26728300.0,12976300.0,12508500.0,10722400.0,11102300.0,13501000.0,7589100.0,9754100.0
2025-04-10,51327301.0,34049600.0,26706300.0,12322800.0,12436000.0,10954800.0,11197600.0,4090700.0,7274400.0,9924100.0
2025-04-11,49173801.0,34013200.0,26933000.0,12276100.0,12342500.0,9251300.0,10921200.0,7671100.0,7111700.0,9862100.0
2025-04-14,55336201.0,39539100.0,29580500.0,13278700.0,12773300.0,10518100.0,12004300.0,0.0,7734700.0,9656800.0
2025-04-15,53862201.0,39603600.0,30192500.0,12901700.0,12802800.0,10357400.0,11648800.0,6871600.0,7554700.0,9667800.0
2025-04-16,54776801.0,40426100.0,30369500.0,13041700.0,12930500.0,10638500.0,11994200.0,4408100.0,7684700.0,0.0
2025-04-17,54451701.0,40561100.0,30474500.0,13047700.0,12939100.0,10622400.0,11658100.0,6007500.0,7674700.0,0.0
2025-04-22,54532701.0,40751100.0,30464500.0,13156000.0,12917200.0,10740200.0,11556500.0,2266600.0,7761400.0,0.0
2025-04-23,54060501.0,41100300.0,31740500.0,13007000.0,12840800.0,10803300.0,11631200.0,426700.0,7762500.0,0.0
2025-04-24,52050701.0,39745300.0,30153500.0,12880000.0,12797800.0,10510100.0,11158100.0,7627700.0,7421500.0,0.0
2025-04-25,52326701.0,39895400.0,30926500.0,12970000.0,12789900.0,11101100.0,11281400.0,5086600.0,7721500.0,0.0
2025-04-28,52186801.0,40084700.0,31051500.0,12798000.0,12824000.0,11418000.0,11382700.0,3515700.0,8051500.0,0.0
2025-04-29,53407801.0,42129700.0,31399500.0,12698000.0,12937200.0,11521800.0,12084400.0,0.0,8409000.0,0.0
2025-04-30,53802801.0,42504500.0,31602500.0,13490600.0,13016500.0,12270800.0,12164900.0,11956800.0,8429000.0,9767800.0
2025-05-02,54426901.0,42909500.0,31410500.0,13438600.0,13029000.0,12390300.0,12157700.0,10579000.0,8422000.0,0.0
