date,FUTU SECURITIES INTERNATIONAL,RUISEN PORT SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,PARTNERS CAPITAL SECURITIES LTD,BOCI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-08-12,30.20439088972215,27.72410371664967,8.673680380403493,10.384305141116954,8.904747152672849,0.0,4.566537001370691,5.16201342634943,4.380222291714767
2024-09-02,30.215429279787624,27.73423566972091,8.658577409527595,10.388100152614623,8.889728626643825,0.0,4.568205871862191,5.163899917553021,4.381823072290214
2024-09-03,30.226475740904853,27.74437503107516,8.625183891808735,10.391897938949382,8.892978623217017,0.0,4.5698759625986725,5.1657877881215395,4.383425023324647
2024-09-04,30.219244092829474,27.754521808840565,8.628338326682035,10.37741231406603,8.896230996992289,0.0,4.571547274918956,5.167677039568387,4.385028146102262
2024-09-05,30.224771051618916,27.759597981420757,8.611626875957457,10.3793102943737,8.897858076145912,0.0,4.572383389591939,5.168622183594727,4.385830147296588
2024-09-13,30.259957271534905,27.944099502384972,8.668863232825947,9.765243832836111,8.95699684139285,0.0,5.155106095765669,4.834753074100232,4.414980149159313
2024-09-16,30.47773590970652,27.975002525109172,8.586292748992353,9.573297099552706,8.966902269796671,0.0,5.16080706175348,4.840099765773085,4.4198626193160155
2024-09-17,30.85067844592316,27.571406331965203,8.592627733833465,9.580360298278634,8.973518069142386,0.0,5.164614716053172,4.843670801555582,4.423123603248396
2024-09-19,31.428272036495475,26.63562160594542,8.778697494773553,9.748163825235569,8.975173544619803,0.0,5.165567507694851,4.8445643840023855,4.423939601232947
2024-09-20,31.311804759856482,26.612263598983898,8.869303522193455,9.801700928966627,8.973518069142386,0.0,5.164614716053172,4.843670801555582,4.423123603248396
2024-09-24,31.34291364807576,26.478264301315924,8.867667876193083,9.7998933334907,8.971863204258987,0.0,5.163662275832511,4.9534274546021875,4.422307906230843
2024-09-26,29.707210856229814,25.066936601226857,8.3950090505827,9.27754561605417,8.49365062516062,5.29521939282881,4.888432014480933,4.689402996748495,4.186592846687598
2024-09-30,29.848705453053043,25.05381440104083,8.39061437758864,9.167991668888575,8.489204314644637,5.292447417536934,4.8858729868458335,4.686948158095682,4.184401222305826
2024-10-03,29.81196297082584,25.066936601226857,8.3950090505827,9.17279350145815,8.49365062516062,5.29521939282881,4.888432014480933,4.689402996748495,4.186592846687598
2024-10-04,29.76851832470231,25.045073897468743,8.492347903505577,9.164793239194475,8.48624269293512,5.29060104577024,4.884168456365537,4.6853130263563685,4.182941413701627
2024-10-07,29.73739494334015,25.01888894000287,8.588020369386813,9.15521132611511,8.477370213465932,5.285069652094999,4.879061993361688,4.680414469346247,4.178568092886188
2024-10-14,29.74963622476571,25.014530102749085,8.586524148542948,9.153616288210337,8.475893270297544,5.284148877453741,4.878211954128083,4.679599038852868,4.177840094999693
2024-10-15,29.47913862155455,25.036339490354344,8.594010470795187,9.161597040389147,8.483283136941987,5.288755961838652,4.882465114786755,4.892927540032726,4.181482623306657
2024-10-17,29.601894441032666,24.992758678793095,8.579050857748422,9.145649428144509,8.468516267210322,5.2795498126308145,4.873966196955582,4.884410410234772,4.174203907249815
2024-10-21,29.612203646717774,25.001462699083792,8.582038612469718,9.114008338777824,8.471465526968688,5.281388477553142,4.87566361264385,4.886111463242372,4.17565762254284
2024-10-28,29.663857572065904,25.045073897468743,8.597008656141982,9.129906321649008,8.48624269293512,5.29060104577024,4.884168456365537,4.894634531629177,4.008506825974287
2024-10-29,29.489422984338564,25.045073897468743,8.597008656141982,9.304340909376348,8.48624269293512,5.29060104577024,4.884168456365537,4.894634531629177,4.008506825974287
2024-10-30,29.19481421236666,25.99992945823928,8.261857931660249,9.2222978356128,8.411413380250519,5.243950006639224,4.841101226043465,4.851475014384986,3.9731609348028147
2024-11-04,29.207054062987055,25.99543493924085,8.260429732499333,9.220703608486227,8.409959327950038,5.243043502913148,4.840264361410093,4.850636356470258,3.972474108042998
2024-11-05,29.198473414363207,25.987797822106184,8.297750560441635,9.217994686951094,8.407488592429148,5.241503165639795,4.838842355354904,4.849211303259237,3.9609380994548005
2024-11-07,29.19948264074432,25.988696073558476,8.298037366832183,9.214856865552266,8.407779191843918,5.241684334812458,4.839009606816644,4.849378913116966,3.961075006722767
2024-11-11,29.298112352064205,25.98420543713934,8.296603533110732,9.230543803785801,8.302651249942116,5.240778614167416,4.838173465106747,4.8485409796748336,3.960390565008809
2024-11-12,29.273670477008313,25.993188262405393,8.299471696234669,9.23373483313248,8.305521503781648,5.242590368568104,4.839846037583478,4.850217136235443,3.961759685050476
2024-11-13,29.285893526580338,25.988696073558476,8.298037366832183,9.232139042719469,8.304086128840705,5.241684334812458,4.839009606816644,4.849378913116966,3.961075006722767
2024-11-18,28.98583149966611,25.722416992347863,9.237611798964389,9.137546936407325,8.219002813447624,5.187978258727709,4.7894293189705195,4.799692381796884,3.9204899996715823
2024-11-19,29.01011728721003,25.713620308990375,9.234452673365928,9.13442203150093,8.216192036945333,5.18620404746206,4.787791405504045,4.798050958515839,3.919149250505454
2024-11-22,29.03438646967766,25.70482964024527,9.231295707776543,9.131299263205685,8.213383182273178,5.184431049289188,4.786154611938584,4.796410657535595,3.9178094180582983
2024-11-26,28.941720267131398,25.713620308990375,9.234452673365928,9.202819051579562,8.216192036945333,5.18620404746206,4.787791405504045,4.798050958515839,3.919149250505454
2024-11-27,28.94419488798004,25.715818915718774,9.235242252178118,9.203605925603672,8.216894550822305,5.17809712796877,4.7882007788350585,4.798461209075419,3.9194843518178404
2024-11-28,28.919884469083986,25.724617103693852,9.23840191812523,9.2067547677715,8.219705808090312,5.179868717356392,4.789838972456373,4.800102913111637,3.920825330310717
2024-12-11,28.92978225469171,25.733421314001315,9.241563746853881,9.209905765312024,8.188294144745083,5.181641519391455,4.79147828741614,4.801745740889175,3.9221672266992123
2024-12-17,28.934733688556747,25.737825679462333,9.243145472955348,9.211482073038734,8.17258024874767,5.18252837554093,4.792298365757796,4.802567576541563,3.9228385193988817
2025-01-02,28.94194200976336,25.729018455669646,9.257092056609158,9.208329996981886,8.169783674393999,5.180754966715189,4.790658489697004,4.800924186460641,3.921496163709119
2025-01-03,28.93699103684276,25.724617103693852,9.255508485884002,9.223861335530273,8.168386104813994,5.179868717356392,4.789838972456373,4.800102913111637,3.920825330310717
2025-01-07,28.93699103684276,25.724617103693852,9.255508485884002,9.292287606565363,8.168386104813994,5.179868717356392,4.789838972456373,4.800102913111637,3.8523990592756254
2025-01-08,28.93699103684276,25.724617103693852,9.255508485884002,9.377820445359228,8.168386104813994,5.179868717356392,4.789838972456373,4.7145700743177725,3.8523990592756254
2025-01-10,28.780578803451395,25.783720612834575,9.276773448864498,9.450804038469848,8.187153353355137,5.191769707635467,4.80084385118207,4.725402019234924,3.8029541649720833
2025-01-14,28.82939008702077,25.76604935860136,9.27041547498864,9.444326790155694,8.18154216672595,5.188211451486111,4.797553521849772,4.722163395077847,3.8003477540938553
2025-01-15,28.87391570859134,25.805843796140515,9.078806200049835,9.510394851276095,8.194178169405152,5.196224397268859,4.804963115043859,4.729456551807456,3.8062172104168854
2025-01-22,28.92270482025645,25.78814221440541,9.072578570708322,9.503871172642569,8.188557352827187,5.1926600344210945,4.801667138830602,4.726212369506121,3.803606326402241
2025-01-23,28.873552784666153,25.77488195686618,9.067913452632258,9.584684250471522,8.184346798283533,5.189989969675924,4.799198122553695,4.7237821520564225,3.80165051279432
2025-01-24,28.964217216029052,25.779300527248004,9.069467958832277,9.586327346335905,8.185749835256427,5.190879686106065,4.8000208458048155,4.621734357246352,3.8023022271411007
2025-02-12,28.97639274443516,25.77488195686618,9.067913452632258,9.584684250471522,8.184346798283533,5.189989969675924,4.799198122553695,4.620942192287415,3.80165051279432
2025-02-19,28.961033538957903,25.730779418196303,9.052397649131429,9.619616214614288,8.170342836140737,5.18110955137888,4.790986375119176,4.698588780741877,3.795145635719404
2025-02-25,28.93671473671022,25.73958784781631,9.055496560605842,9.622909302282592,8.173139793383026,5.182883203008126,4.7926264757010415,4.700197250812521,3.7964448296803246
2025-02-26,28.937705362516407,25.74046902248298,9.052383146631318,9.623238735059331,8.173419594434064,5.183060634962586,4.792790547521545,4.700358158390772,3.7965747980009956
2025-03-06,29.086780528444795,25.73606375237288,9.050833905517406,9.484678359530578,8.172020780721493,5.182173596654383,4.79197030073721,4.699553730651564,3.7959250453696898
2025-03-11,29.307197743603368,25.749284088581923,9.055483220515786,9.472427564695723,8.176218658970006,5.184835622902864,4.79443188379393,4.462246246131064,3.7978749708053345
2025-03-12,29.51070975558444,25.762518014057644,9.060137314574272,9.477295948610168,8.180420852243953,5.187500385464857,4.796895997127345,4.224694831755726,3.7998269005815892
2025-03-14,29.720005175327923,25.73606375237288,9.050833905517406,9.467564179885088,8.172020780721493,5.182173596654383,4.79197030073721,4.0834432634139235,3.7959250453696898
2025-03-18,29.752394989955665,25.749284088581923,9.055483220515786,9.472427564695723,8.176218658970006,5.184835622902864,4.79443188379393,4.017048999778771,3.7978749708053345
2025-03-25,29.74730136816508,25.744875800961047,9.053932918206614,9.556406079120606,8.174818887101557,5.183947976993406,4.793611075159028,3.9478811211845426,3.7972247731081152
2025-03-27,29.91984325024578,25.864431826859768,9.095978265281621,9.101998105298353,8.212781737112554,5.208021591618181,4.8158720133853725,3.966214593880953,3.8148586163174123
2025-04-01,29.96802396930411,25.84664980436939,9.089724700882144,9.095740402206353,8.20713537803011,5.204441031345585,4.8125610593684405,3.963487786751294,3.8122358677425723
2025-04-08,29.959263134305168,25.843540463957567,9.088631211065909,9.09464618870394,8.223333713709062,5.203814939417145,4.811982110425365,3.963010980943176,3.8117772574726643
2025-04-14,29.971298022202795,25.839099846592877,9.087069539063831,9.093083483166454,8.221920723157877,5.202920783640972,4.811155282098654,3.9623300287569623,3.811122291319576
2025-04-24,29.995355394750224,25.830223188397834,9.083947804530826,9.089959682627802,8.219096198294414,5.201133393612431,4.809502477580848,3.9609688261790836,3.8098130340265426
2025-04-29,30.008241529748897,25.841319964504372,9.086131890595926,9.052622751708622,8.222627157730782,5.203367823115738,4.811568660741105,3.9626704755960676,3.8114497462584898
