date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-04,0.0,44.274921340480375,0.0,25.972075399296944,12.245875471626047,0.0,17.50712778859664,0.0
2024-03-05,0.0,44.24681501956213,0.0,25.955587973368576,12.301582980780648,0.0,17.496014026288652,0.0
2024-03-06,0.0,44.238268003467454,0.0,25.969890896212455,12.299206723242557,0.0,17.492634377077536,0.0
2024-03-07,0.0,44.219026873792146,0.0,25.978852060446357,12.303450684521954,0.0,17.49867038123955,0.0
2024-03-11,0.0,39.15970775501576,0.0,23.26439150603923,10.9263095835671,0.0,15.496560342372042,11.153030813005868
2024-03-12,0.0,39.1487017485192,0.0,23.25785294743568,10.947678205982625,0.0,15.495870892964131,11.149896205098367
2024-03-13,0.0,38.93744387938733,0.0,23.154223619967468,11.406353771726604,0.0,15.41225063178104,11.089728097137554
2024-03-14,0.0,38.88545715493629,0.0,23.147584789946354,11.52463820479952,0.0,15.367398031697391,11.074921818620437
2024-03-15,0.0,38.87932244022115,0.0,23.145146507802476,11.537382840635086,0.0,15.364973613682634,11.073174597658651
2024-03-18,0.0,38.876491686241444,0.0,23.150742211861296,11.536542818475702,0.0,15.363854909510977,11.072368373910578
2024-03-20,0.0,38.25627797796165,0.0,24.375557978517154,11.352495295362713,0.0,15.118748599409626,10.896920148748855
2024-03-22,0.0,38.24714364497983,0.0,24.369737902049664,11.349784695229003,0.0,15.139015432859889,10.894318324881612
2024-03-25,0.0,37.250115627506034,0.8150622243325991,25.52620827059452,11.053918069515007,0.0,14.744370993953906,10.61032481409794
2024-03-26,0.0,36.22819934730598,0.79518394405417,27.457094707434333,10.783193398258117,0.0,14.384775455850113,10.351553147097285
2024-03-27,37.42393466635946,22.621682301521478,0.4965302962263269,17.287892235869442,6.733262476358721,0.0,8.972961187724835,6.463736835939736
2024-03-28,37.30728948934467,22.563985631172166,0.4952638941772675,17.59140260313882,6.64473170433267,0.0,8.950075622592903,6.447251055241505
2024-04-02,37.33604184439453,22.58137546932679,0.4956455891093753,17.61485889194568,6.562884961645111,0.0,8.956973356401663,6.452219887176852
2024-04-03,37.28226619074194,22.548851180027498,0.49422566676487756,17.734931503340892,6.553432341302276,0.0,8.94407249511067,6.442220622711843
2024-04-05,37.14615042617989,22.46652640656382,0.49101435465341464,18.036684238168736,6.529506074345265,0.0,8.911418115686901,6.418700384401983
2024-04-08,37.144060080427494,22.46526213536731,0.4909867235325895,18.090535961142578,6.529138635858878,0.0,8.861677282326022,6.418339181345127
2024-04-09,37.14536651895196,22.46112817938143,0.49100399261866245,18.09468946577348,6.53077516829751,0.0,8.85847174648541,6.418564928491547
2024-04-10,37.14432136078054,22.460496191226355,0.4909901772526241,18.097697457599754,6.530591412053528,0.0,8.858222495905869,6.417680905181331
2024-04-11,37.12290857218857,22.4475482670486,0.4900041146636765,18.122415520487344,6.550026307491354,0.0,8.85311594829222,6.413981269828229
2024-04-12,37.121081794860864,22.446443647992222,0.4899800021024149,18.12644462598387,6.549703987931419,0.0,8.85268029623488,6.4136656448943326
2024-04-18,37.12055989150323,22.446128062515168,0.4885671645600746,18.155714699650684,6.525007800642609,0.0,8.850446909081064,6.41357547204718
2024-04-22,37.12055989150323,22.446128062515168,0.48786419022257804,18.15641767398818,6.525007800642609,0.0,8.850446909081064,6.41357547204718
2024-04-23,37.108038612050855,22.438556672349833,0.4876996268679726,18.185430123330345,6.522806825055507,0.0,8.846056056216195,6.411412084129296
2024-04-26,37.105952553351734,22.43729527055947,0.4869695127255516,18.184407814522743,6.52595362869004,0.0,8.845558767949846,6.413862452200614
2024-04-29,37.10517034180537,22.43611959855431,0.48695924717112254,18.1840244783522,6.528626789995526,0.0,8.8453722992642,6.413727244857272
2024-04-30,8.222516350046714,4.97091622547493,0.10791030831516663,4.029585020242915,1.4475241357832451,0.0,1.9593584553098724,1.4212837900965432
2024-05-02,37.1069955533831,22.43230421403464,0.4869832008047436,18.18491895455866,6.532461521906055,0.0,8.842293817786565,6.41404273752624
2024-05-03,36.941891782420115,22.287020575633306,0.4848164189985255,18.104007022744227,6.510391912265915,0.0,8.802251347531671,6.869620940406243
2024-05-06,36.93982436154099,22.28577330188937,0.48478928666883636,18.10159474443922,6.517023080240808,0.0,8.80175873718225,6.8692364880385215
2024-05-07,36.940082776495956,22.285929203472655,0.48479267804396725,18.099622705726084,6.518467783569534,0.0,8.8018203104606,6.869284542231209
2024-05-08,36.9395659502015,22.2856174024873,0.48478589534115407,18.10076856857559,6.5183765841109285,0.0,8.801697164765368,6.869188434518159
2024-05-10,36.95016378061256,22.29201106705163,0.48492497869452716,18.06957474776895,6.527244157666017,0.0,8.804222340453883,6.871858927752431
2024-05-13,36.94887103670922,22.256245007323596,0.4849080130373922,18.100430096264354,6.534013024160417,0.0,8.803914314626939,6.871618507878077
2024-05-14,36.948612498783234,22.25608927635637,0.4849046200484193,18.099603726218415,6.535366740623718,0.0,8.803852712047924,6.87157042592192
2024-05-16,36.94293898306307,22.25562209653054,0.4848944413663909,18.09922379560206,6.542226589864006,0.0,8.803667909483307,6.8714261840906214
2024-05-17,36.943197475863975,22.255777820959885,0.48489783421291965,18.0986507290941,6.542272366364789,0.0,8.803729509476128,6.871474264028207
2024-05-20,36.93529863470722,22.260294777569854,0.48499624742026876,18.0869272631287,6.554097917879967,0.0,8.805516284331633,6.872868874962358
2024-05-21,36.92583458266813,22.260917949960614,0.48500982479083066,18.08743360295109,6.561280097278553,0.0,8.805762792955601,6.873761149395179
2024-05-22,36.92406878489918,22.261541157243514,0.48502340292160534,18.08793997112403,6.561463784112625,0.0,8.806009315381873,6.8739535843171735
2024-05-23,33.56134984948873,20.234156081753213,9.54224553599202,16.440649728063335,5.9702649570190065,0.0,8.004035555590105,6.247298292093588
2024-05-24,30.636924778881635,18.471018615786317,8.710765807063035,15.008065864260537,5.4535201129419315,0.0,7.306590358964474,14.413114462102067
2024-05-27,30.635454533595052,18.470482308967192,8.710512889603567,15.007049403564036,5.453361769751139,0.0,7.311023818673927,14.412115275845089
2024-05-28,30.628162355513528,18.466085767499173,8.708439520295377,15.019733019157606,5.4578693286864555,0.0,7.309283570701252,14.41042643814661
2024-05-29,30.807196280985817,18.574027464578112,8.175387594468903,15.106945442283754,5.489772769685868,0.0,7.352009272454535,14.494661175543012
2024-05-30,28.476627262726552,17.168899501669006,7.55691829703108,13.964102754257327,5.0825673346317615,0.0,6.795828668544379,20.95505618113989
2024-05-31,8.214886328246653,4.952853316723762,2.1800062285892245,4.028339302398007,1.467767050763002,0.0,1.960448458424167,6.045077000934288
2024-06-04,30.811154601617407,18.575829952188833,17.339304893612468,15.081437016107996,5.505662946952902,0.0,7.352953909211525,5.333656680308869
2024-06-05,30.811334549451264,18.57593844148127,17.33940616116951,15.081525096933188,5.50569510193489,0.0,7.3524128183153,5.333687830714576
2024-06-06,30.8149339475822,18.578108493479487,17.341431760743195,15.066347944674835,5.512179309715164,0.0,7.352687628557221,5.334310915247901
2024-06-07,30.8170939901535,18.57240104162549,17.342647347669786,15.067404054449721,5.512565698405463,0.0,7.353203031845711,5.33468483585033
2024-06-11,30.817274007370425,18.587113213850504,17.342748654272892,15.052304240949866,5.512597899908156,0.0,7.353245985381358,5.3347159982668
2024-06-12,30.81799409726993,18.58754752846519,17.343153892521173,15.052655959672473,5.512726709681104,0.0,7.351081160816681,5.334840651573454
2024-06-14,30.820514676948342,18.589067789466732,17.344572375538693,15.0538871046522,5.519019678389776,0.0,7.337661390978679,5.335276984025575
2024-06-17,30.812774207794604,18.58439920727953,17.34021634421135,15.062955734990366,5.529898896796559,0.0,7.335818561867848,5.333937047059746
2024-06-18,30.81367406258022,18.58494194518595,17.340722747060887,15.060475237608248,5.530060391699703,0.0,7.336032796762597,5.334092819102394
2024-06-19,30.816193935614745,18.586461779982695,17.342140832407047,15.047687806020202,5.539274529748932,0.0,7.333712086997557,5.33452902922882
2024-06-20,30.81961442258993,18.588524810562205,17.344065747825315,15.02949552945445,5.54865224402455,0.0,7.334526102729861,5.335121142813689
2024-06-21,30.81921027419642,18.588633403805467,17.343582875942438,15.033088501371342,5.548684658976734,0.0,7.3316479753798705,5.335152310327733
2024-06-24,30.818806121080854,18.588741998317527,17.343684196888358,15.033176324444458,5.548717074307653,0.0,7.331690806755217,5.335183478205937
2024-06-25,30.833216295325006,18.597433672165074,17.351793709967183,14.937922961478467,5.606836333189005,0.0,7.335118938968208,5.337678088907059
2024-06-27,30.830873725097945,18.596020722117867,17.350475398087497,14.936788044729967,5.61400790467625,0.0,7.334561649353209,5.33727255593726
2024-07-02,30.82384814966652,18.591783159878393,17.34593737004114,14.933384328959628,5.636100376306693,0.0,7.332890288476984,5.3360563266706444
2024-07-03,30.8209667884803,18.590045231436765,17.1252261156298,14.931988381452504,5.864011139552957,0.0,7.332204822296465,5.3355575211512125
2024-07-08,30.822587487859998,18.59102277620303,17.126126633888468,14.927515138461494,5.864319494553035,0.0,7.332590381253421,5.335838087780555
2024-07-09,30.82240740173407,18.590914155041027,17.126026571627346,14.927427921956,5.864869498021128,0.0,7.332547539366921,5.33580691225351
2024-07-10,30.815980467635818,18.590914155041027,17.126026571627346,14.927427921956,5.871296432119378,0.0,7.332547539366921,5.33580691225351
2024-07-11,30.81526029437352,18.59047968308547,17.125626334275196,14.927079066125318,5.873496231525264,0.0,7.332376176827022,5.3356822137882105
2024-07-16,30.810223136873354,18.58885059409841,17.12412561080096,14.925771001969354,5.875318342925262,0.0,7.340496666884349,5.335214646448308
2024-07-17,30.798723505650226,18.591783159878393,17.126827102457163,14.928125682537614,5.876829523625618,0.0,7.341654699180344,5.3360563266706444
2024-07-18,30.800523161882687,18.59228520198766,17.127827871243294,14.923154693113508,5.877757251529623,0.0,7.342083692759689,5.336368127483535
2024-07-19,30.79890346180966,18.591307493734423,17.126927174073057,14.922369932587879,5.886212621165801,0.0,7.34169759628234,5.332581720346838
