date,GLORY SUN SECURITIES LTD,SOLOMON JFZ (ASIA) HOLDINGS LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,WELL LINK SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,CMB INTERNATIONAL SECURITIES LTD
2024-06-13,0.0,0.0,28.07542784661389,22.980462079996588,15.087936474652652,0.0,8.533067709782399,7.462425600761313,10.372487205084477,7.48819308310868
2024-06-18,0.0,0.0,28.075479465195517,22.980504331137485,15.087780358054673,0.0,8.533083398407147,7.4624393209378,10.372506275606943,7.488206850660434
2024-06-19,0.0,0.0,28.076769991426826,22.981560660155292,15.083877256526446,0.0,8.53347563277569,7.462782341747298,10.372983061460223,7.488551055908227
2024-06-28,0.0,0.0,28.07692486254733,22.981687426163333,15.083408860230064,0.0,8.533522703323102,7.462823506363589,10.373040278708153,7.48859236266443
2024-07-02,0.0,0.0,27.884660553556333,22.824314128550803,15.664898100853309,0.0,8.475087107051591,7.411719811368603,10.302008090137464,7.437312208481894
2024-07-12,0.0,0.0,27.95520279758942,22.88205477538606,15.451548279818256,0.0,8.496527269888036,7.430469881739164,10.328069973420192,7.456127022158872
2024-07-15,0.0,0.0,27.95525397503335,22.882096665444372,15.451393497408745,0.0,8.496542824436187,7.4304834846616155,10.328088880964014,7.456140672051717
2024-07-18,0.0,0.0,27.95529235823927,22.88212808308876,15.4512774102297,0.0,8.496554490384673,7.430493686886138,10.328103061667312,7.456150909504148
2024-07-22,0.0,0.0,27.955289799355594,22.882125988576448,15.451275995899238,0.0,8.496553712653778,7.430502160222613,10.328102116285882,7.456150227006445
2024-07-24,0.0,0.0,27.9556493271026,22.88242027131372,15.451474711866306,0.0,8.49666298523995,7.429311641246119,10.328234944073085,7.456246119158222
2024-07-26,0.0,0.0,27.955751685447716,22.882504054260195,15.45153128674184,0.0,8.49669409538703,7.428972697859179,10.328272760438018,7.456273419866019
2024-07-29,0.0,0.0,27.956033174761757,22.88273446052658,15.451686869785778,0.0,8.496779649466184,7.428040590746889,10.328376756869497,7.4563484978433126
2024-07-31,0.0,0.0,5.59338777012375,4.578332207519618,3.0915209400664336,0.0,1.7000188503019094,1.4861876553278384,2.066481173346818,1.491851445335567
2024-08-05,0.0,0.0,27.956115063626612,22.882801488675316,15.451439210708246,0.0,8.496804538249084,7.428062348977331,10.32840701077008,7.456370338993329
2024-08-07,0.0,0.0,27.955258174079876,22.89034466323791,15.456532682469884,0.0,8.499605457528482,7.407619030613612,10.331811706522668,7.4588282855475665
2024-08-08,0.0,0.0,27.95599797575012,22.890950428175184,15.456941720677417,0.0,8.499830389177285,7.405168686650907,10.332085125265914,7.4590256743031755
2024-08-12,76.05997359329399,0.0,6.692673297652778,5.480099577251124,3.700395929599333,0.0,2.0348616396942654,1.7727993390453525,2.4735039073520046,1.785692716111162
2024-08-19,76.0608114612917,0.0,6.6927470233788116,5.4801599454032965,3.7004366927390215,0.0,2.0348840554980994,1.7717172794014846,2.4735311551890504,1.7857123870985407
2024-08-22,76.06082813546904,0.0,6.692748490573923,5.480161146773056,3.70041558178891,0.0,2.0348845015887598,1.7717176678002873,2.4735316974406563,1.7857127785653744
2024-08-26,72.65349111634276,0.0,6.392929907859863,5.234663478605152,3.744047185599865,4.270351650884021,1.9437267077298679,1.6923490973426534,2.362723593883583,1.7057172617522292
2024-08-28,72.65354588577206,0.0,6.39293472713444,5.2346674247270375,3.74397462358637,4.27035487006481,1.943728172997412,1.692350373110587,2.3627253750095942,1.7057185475976795
2024-09-10,72.66115355321516,0.0,6.393604141418306,5.235215555013824,3.7443666610775117,4.270802025662232,1.9439317038417725,1.6820564239804467,2.3629727797121904,1.7058971560785654
2024-09-12,72.66434924866087,0.0,6.39388533722428,5.235445803966509,3.7401332616055405,4.270989858939238,1.9440171995074613,1.6821304021626071,2.36307670513838,1.7059721827951249
2024-09-13,72.66530040277618,0.0,6.393969031228481,5.235514334351401,3.740182218806429,4.271045764890681,1.9427336766721741,1.6821524207352778,2.363107637089965,1.7059945134494148
2024-09-17,72.6663657249478,0.0,6.39406277111445,5.235591090512448,3.738770985142634,4.271108381293891,1.9427621584543704,1.6821770822210202,2.363142281837124,1.7060195244762704
2024-09-25,72.67429194162179,0.0,6.394760215199417,5.236162172181193,3.728271115624391,4.271574260248074,1.9429740687881312,1.6823605687612468,2.3634000459012885,1.7062056116744693
2024-09-30,63.54406920830884,0.0,5.591373164138786,4.578332207519618,3.2592771804343847,3.7349274849443685,1.6988741878104525,1.4710021048511757,2.066481173346818,1.491851445335567
2024-10-03,72.68012945186382,0.0,6.395273869715398,5.231345816935276,3.7278803568107413,4.271917371378951,1.943130136783065,1.680390450788893,2.3635898843105165,1.7063426614133392
2024-10-07,72.68188492259654,0.0,6.3954283371907685,5.231472171614934,3.7279033631883833,4.272020552619472,1.9431770699422475,1.678082734499383,2.363646972993453,1.7063838753548208
2024-10-08,72.73721882932901,0.0,6.400297281295633,5.235454976869998,3.6928454701934483,4.275272911677986,1.9446564424002868,1.6414600867145916,2.365446456059851,1.7073475454591966
2024-10-09,72.72823839240992,0.0,6.399507074206015,5.234808586013718,3.688993748847961,4.274745068858132,1.9444163470984406,1.6569996249855876,2.3651544082880775,1.7071367492921485
2024-10-10,72.7320498519752,0.0,6.399842452361602,5.235082925963353,3.6839463901585003,4.274969094880789,1.9445182478793324,1.6570864631547766,2.3652783586351798,1.7072262149912525
2024-10-14,72.68260814639163,0.0,6.395491975137944,5.231524227573058,3.660388879769891,4.27206306151863,2.068887401010093,1.61930013724514,2.3636704925504364,1.7060656788031763
2024-10-15,72.65977644732139,0.0,6.393482967042247,5.229880855246599,3.659239046274447,4.270721083558329,2.0682375039335468,1.6502043465308294,2.3629279956207934,1.7055297544718142
2024-10-22,72.75118941700599,0.0,6.401526581999815,5.236460547112584,3.6638427200587764,4.276094060410601,1.9450299512279188,1.652280461917892,2.36590078573648,1.7076754745299367
2024-10-28,72.75123518102276,0.0,6.401530608869647,5.236463841099531,3.6638827676949655,4.27609675028058,1.9449305270073893,1.6522815012822156,2.3659022740025017,1.7076765487404024
2024-10-30,72.75146781566492,0.0,6.401551078869623,5.2364805855972545,3.6635747163182,4.276110423838627,1.9449367462587335,1.652286784737745,2.3659098393837286,1.7076820093311658
2024-10-31,63.54406920830884,0.0,5.591373164138786,4.573753557553791,3.199914067897441,3.7349274849443685,1.6987862777311087,1.443152008569035,2.066481173346818,1.4915584117377538
2024-11-01,72.74767262453929,0.0,6.4012171322074565,5.236207416611876,3.6686254133746163,4.275887354025467,1.9448352856710514,1.6521754299785827,2.365786418093464,1.7075929254981956
2024-11-04,72.74769092836935,0.0,6.401218742799057,5.236208734078775,3.668601175717987,4.275888429869032,1.944835775005394,1.6521758456776312,2.365787013342095,1.7075933551406786
2024-11-07,72.7478587139074,0.0,6.40123350659317,5.23622081088958,3.668378996630554,4.275898291793606,1.944840260581675,1.6521796562619908,2.3657924698018378,1.7075972935401826
2024-11-13,72.74864350290466,0.0,6.401302561788931,5.236277298167036,3.668418570351694,4.275944419308451,1.9448612411200012,1.6511187001228937,2.3658179914863644,1.7076157147499802
2024-11-18,72.74233821326763,0.0,6.400747746403203,5.235823458158551,3.66797482592141,4.275573813524792,1.9446926755930225,1.6597686146167154,2.365612940684775,1.7074677118299013
2024-11-28,72.74235651441343,0.0,6.400749356758611,5.235824775432244,3.6679757487422013,4.275574889210584,1.9446931648556038,1.6597438733318297,2.3656135358461134,1.7074681414093775
2024-11-29,41.56859855117441,31.173757963239023,6.400749356758611,5.235824775432244,3.6679757487422013,4.275574889210584,1.9446931648556038,1.6597438733318297,2.3656135358461134,1.7074681414093775
2024-12-09,41.59094532389313,31.19051659615601,6.404190321719912,5.238639491114986,3.6699476078678823,4.277873386240101,1.945738608235399,1.6606361314401459,2.3668852608950295,1.654627272437409
2024-12-12,41.5917305463057,31.191105462133926,6.404311230579659,5.23873839478519,3.6681289303756337,4.277954150984322,1.9457753430956497,1.6606674836659576,2.366929946855888,1.6546585112180772
2024-12-13,41.59176544576775,31.191131634471247,6.404316604412723,5.2387427905905435,3.6681320082885924,4.277957740599291,1.9457769757882992,1.6605849675080984,2.3669319329377556,1.6546598996357065
2024-12-16,41.59382636284678,31.192677188866707,6.404633945245171,5.239002375976594,3.668313768207244,4.278169718044261,1.9458733911474073,1.6557121428561539,2.3670492169816812,1.6547418898280097
2024-12-17,41.59385254007578,31.192696820093875,6.404637976025315,5.239005673162184,3.668316076874129,4.278172410526252,1.9458746157900484,1.6556502495135725,2.3670507066928916,1.6547429312459603
2025-01-06,41.59385254007578,31.192696820093875,6.404637976025315,5.239005673162184,3.668316076874129,4.173280125253136,1.9458746157900484,1.7605425347866872,2.3670507066928916,1.6547429312459603
2025-01-08,41.59401004043246,31.19281493516557,6.404662227992951,5.239025511316426,3.66795130483088,4.173295927903483,1.9458819840891435,1.7605492013025363,2.3670596698282544,1.6547491971382968
2025-01-17,41.63775487837371,31.22562073179215,6.411398075557533,5.244535447043706,3.6718089260424502,4.177685025128531,1.94792848770743,1.6572297846257233,2.3695491302470324,1.6564895134817288
2025-01-23,41.59626142244799,31.194503325933624,6.405008896692162,5.239309086951562,3.668149842062406,4.173521818203275,2.045640751963894,1.655578298102782,2.3671877929778415,1.654838764664463
2025-01-27,41.5963033109344,31.19453473958678,6.4050153466979785,5.239314363068213,3.6680528334549405,4.1735260210452125,2.0456428119758256,1.6555799653119656,2.367190176795769,1.6548404311289178
2025-02-06,41.59634694486412,31.19456746220942,6.405022065467851,5.239319859034357,3.668056681190119,4.173530399014566,2.0456449578259996,1.6554768034160516,2.3671926599445494,1.65484216703296
2025-02-11,41.59766255083389,31.195554081520772,6.405224642998925,5.239485567828284,3.668172694196588,4.173662399103786,2.0457096573228593,1.6523663706181377,2.367267529326688,1.6548945062500757
2025-02-18,41.5977323697281,31.195606441171698,6.405235393740057,5.239494361954352,3.6680110076678796,4.173669404316955,2.045713090909686,1.6523691440045678,2.3672715026268945,1.6548972838798124
2025-02-24,41.59636658016236,31.194582187412013,6.405025088918894,5.2393223322228835,3.6711739018430416,4.173532369103771,2.0456459234600466,1.6523148913228214,2.3671937773632,1.6548429481909674
2025-02-25,41.38657627592573,31.194587423042947,6.405026163924396,5.239323211579366,3.6711577342220427,4.173533069580381,2.0456462667968167,1.862112454324246,2.367194174667863,1.6548432259362145
2025-02-26,41.077839662776235,31.23101952687718,6.412506582725919,5.245442207951294,3.853981234316141,4.178407331518344,2.048035373477067,1.926033349341358,2.369958816584672,1.6567759144317886
2025-02-27,40.87346591974459,31.283586540523416,6.423299900592172,5.254271161866443,3.860468127386099,4.185440287808049,2.051482558521183,2.03447310652998,2.373947852464375,1.6595645445636913
2025-02-28,35.18131339398426,27.23182927276524,5.591373164138786,4.573753557553791,3.415415554379046,3.643354485627824,1.7857806270818264,1.8488112382413973,2.066481173346818,1.4446226709380587
2025-03-03,40.53639322108189,31.380972326258544,6.443295629247555,5.270627704774366,3.9358010040784306,4.198469560859834,2.0578688224690427,2.130503012581414,2.381337950674725,1.6647307679742052
2025-03-04,39.69614878393914,31.62795119607446,6.494006545909301,5.312109328103685,3.9667770896407717,4.231512936836748,2.2335988317525013,2.359982639309881,2.4000798860613246,1.6778327623721931
2025-03-05,39.25233644859813,31.77665515842082,6.5245391750667565,5.337085075050079,3.9854275380152946,4.251408083902285,2.2975284469834945,2.477934455229869,2.411364252436893,1.6857213662963781
2025-03-06,39.06943834312987,31.819155994454544,6.533265655821031,5.344223352396826,4.092406939211961,4.257094283314576,2.3006013594508783,2.4812486582338984,2.4145894187169654,1.6879759952694509
2025-03-07,37.70900739865526,32.387413043980665,6.649942988997128,5.439665626062755,4.29618480979092,4.3331215618952035,2.341687708217803,2.66714389480413,2.4577114757299237,1.7181214918662147
2025-03-10,37.570144242053615,32.268146621454555,6.625454620345292,5.419634095354274,4.464148615454218,4.317164871981248,2.658590622973634,2.516260818550078,2.4486609703711406,1.7117945214619452
2025-03-12,37.57017685558836,32.268174632481454,6.625460371707146,5.419638799978876,4.46415249065004,4.317168619584814,2.6585929308177847,2.5161761957896602,2.4486630959815487,1.7117960074203102
2025-03-13,37.57018663965983,32.268183035799005,6.62546209711765,5.419640211367849,4.464127611087638,4.3171697438671535,2.6585936231718117,2.516176851055347,2.448663733665391,1.7117964532083227
2025-03-17,37.57419853836654,32.27162876480299,6.626169591149386,5.420218942790275,4.464604308953455,4.317630748968837,2.6588775187090037,2.5057671283737117,2.4489252120274885,1.7119792458583205
2025-03-18,37.57423768306209,32.27166238529609,6.62617649427444,5.420224589559297,4.464504780443894,4.317635247064544,2.658880288720209,2.5057697388749376,2.4489277633109645,1.7119810293935378
2025-03-19,37.576276582043796,32.273413549488176,6.626536051921911,5.420518708377875,4.4647470388318755,4.317869535839286,2.659024568116078,2.5004793883832286,2.4490606500075627,1.71207392699021
2025-03-25,37.57016054881392,32.26816062696193,6.625457496024971,5.419636447665554,4.464020342529412,4.317166745782218,2.658591776895208,2.51634871771011,2.4486620331758835,1.7117952644408054
2025-03-26,37.570173594232344,32.26817183137658,6.625459796570513,5.419638329516048,4.463987169745176,4.317168244824165,2.6585927000331897,2.5163495914572924,2.448662883420342,1.7117958588243578
2025-03-27,37.58051738500405,32.27705587917509,6.627283912973121,5.42113046009666,4.465216191196877,4.318356844204436,2.659324661693345,2.4895104691689744,2.4493370473677887,1.7122671491196542
2025-03-28,37.580537779713964,32.277073395729865,6.627287509558329,5.421133402109991,4.465164345071874,4.318359187749476,2.659326104892077,2.4895118202106143,2.449338376607566,1.7122680783562432
2025-04-01,37.58055409549783,32.27708740898738,6.627290386829304,5.421135755722954,4.465131551234274,4.318361062587339,2.6593272594521897,2.489504217942063,2.4493394400004265,1.712268821746241
2025-04-02,37.5805573586563,32.27709021164034,6.6272909622838,5.4211362264457925,4.465123255842602,4.318361437555107,2.6593274903643325,2.489504434108295,2.4493396526791096,1.7122689704243177
