date,SUNHIGH FINANCIAL HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,DBS BANK LTD,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,LONG BRIDGE HK LTD,CITIBANK N.A.,USMART SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,4.604043026706232,81.11554154302671,0.0,0.0,14.280415430267063,0.0,0.0,0.0,0.0,0.0
2024-03-06,4.433763083419433,78.6083284668254,0.0,0.0,13.840348591707471,0.0,0.0,3.1175598580477066,0.0,0.0
2024-03-07,3.5732387227572224,63.471146187821304,14.441387299978278,0.0,11.46187821301861,4.539859532256896,0.0,2.5124900441676923,0.0,0.0
2024-03-08,3.5105815401031477,62.13409212164325,14.198826249333097,0.0,11.56322247910368,4.460252534234394,0.0,2.4684332207006934,0.0,1.6645918548817358
2024-03-11,3.5105815401031477,62.098523919615864,14.191712608927617,0.0,11.605904321536546,4.460252534234394,0.0,2.4684332207006934,0.0,1.6645918548817358
2024-03-12,3.4946712459724534,61.81354671954112,14.15217930106575,0.0,11.737421662004746,4.440038239563786,0.0,2.457246043267358,0.0,1.9048967885847823
2024-03-13,3.4938053097345136,61.83362831858407,14.16283185840708,0.0,11.738053097345134,4.410619469026549,0.0,2.4566371681415933,0.0,1.904424778761062
2024-03-15,3.4896054306321598,61.73101400084854,14.149342384386932,0.0,11.723942865224155,4.405317493989535,0.0,2.598642341960119,0.0,1.902135482958563
2024-03-18,3.4527848459146173,61.72603901611535,14.146875883517104,0.0,11.718970879276224,4.403449250777495,0.0,2.6505513146734523,0.0,1.9013288097257564
2024-03-19,3.4381625441696118,61.71378091872791,14.13427561837456,0.0,11.717314487632509,4.402826855123674,0.0,2.6925795053003534,0.0,1.901060070671378
2024-03-20,3.4161819143310415,61.551207473999646,14.101886127269522,0.0,11.690463599506435,4.392737528644456,0.0,2.9508196721311477,0.0,1.896703684117751
2024-03-21,3.387858704082352,61.54903758020165,14.094338292321792,0.0,11.690051470069802,4.392582669392935,0.0,2.9894944652048228,0.0,1.8966368187266447
2024-03-22,3.3863067761372845,61.52789034144966,14.094929349166637,0.0,11.7023150921456,4.390570492265407,0.0,3.002219951372494,0.0,1.8957679974629125
2024-03-25,3.3725683676346208,61.481533690442625,14.110515928954046,0.0,11.714124612348463,4.3910346771919935,0.0,3.03425429940795,0.0,1.8959684240202987
2024-03-26,3.3725683676346208,61.47800958556526,14.106991824076683,0.0,11.721172822103187,4.3910346771919935,0.0,3.03425429940795,0.0,1.8959684240202987
2024-03-27,3.3718554013106896,61.45444295680361,14.12514974279473,0.0,11.72926502712987,4.390106405468255,0.0,3.0336128532168276,0.0,1.89556761327602
2024-03-28,3.3717366028961,61.45227777190571,14.124652080470703,0.0,11.732375013212135,4.389951731670366,0.0,3.033505971884579,0.0,1.8955008279603989
2024-04-02,3.3567909922589725,61.372273047149896,14.190710767065449,0.0,11.773399014778326,4.384236453201971,0.0,3.029556650246305,0.0,1.8930330752990852
2024-04-03,3.3391915641476277,61.258347978910365,14.1792618629174,0.0,11.926186291739894,4.3796133567662565,0.0,3.026362038664323,0.0,1.8910369068541302
2024-04-05,3.1319317993709648,57.93742757821553,13.42492964740937,0.0,11.484853501075982,4.125144843568945,5.038900844231088,3.075649726866413,0.0,1.7811620592617115
