date,UOB KAY HIAN (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-07,0.0,0.0,4.821082646059021,0.0,0.0,0.0,2.8508537573944994,0.0,0.0,0.0,7.671936403453521
2024-03-13,0.0,0.0,4.824144095795763,0.0,0.0,0.0,2.8508537573944994,0.0,0.0,0.0,7.674997853190262
2024-03-18,0.0,0.0,4.824399216607158,0.0,1.2409117085587817,0.0,2.8508537573944994,0.0,0.0,0.0,8.916164682560439
2024-03-20,0.0,16.81648708600074,4.828863830806572,0.0,1.2421873126157572,3.056106422687219,2.854170327942636,0.0,0.0,0.0,28.797814980052927
2024-03-22,0.0,16.81648708600074,4.830139434863547,0.0,1.2409117085587817,3.056106422687219,2.854170327942636,0.0,0.0,0.0,28.797814980052927
2024-04-09,0.0,16.81648708600074,4.830139434863547,0.0,1.2835168840617643,3.056106422687219,2.854170327942636,0.0,0.0,0.0,28.840420155555908
2024-04-15,0.0,16.81648708600074,4.830139434863547,0.0,1.2835168840617643,3.027357304912525,2.854170327942636,0.0,0.0,0.0,28.811671037781217
2024-04-16,0.0,16.81648708600074,4.830139434863547,0.0,1.2835168840617643,3.027357304912525,2.854170327942636,0.8605224968356951,0.0,0.0,29.67219353461691
2024-04-18,0.0,16.81648708600074,4.830139434863547,0.0,1.2910429479979202,3.0202139221934616,2.854170327942636,0.8605224968356951,0.0,0.0,29.672576215834003
2024-04-23,0.0,16.81648708600074,4.830139434863547,0.0,1.2911705084036176,3.020086361787764,2.854170327942636,0.8605224968356951,0.0,0.0,29.672576215834003
2024-04-29,0.0,16.81648708600074,4.830139434863547,0.0,1.296528045442915,3.020086361787764,2.854170327942636,0.8415159963867597,0.0,0.0,29.658927252424366
2024-04-30,0.0,16.81648708600074,4.829884314052153,0.0,1.3034163073505827,3.020086361787764,2.854170327942636,0.8415159963867597,0.0,0.6211367079448015,30.28669710146544
2024-05-02,0.0,16.81648708600074,4.829884314052153,0.0,1.3002272972081441,3.020086361787764,2.8605483482275136,0.8415159963867597,0.0,0.6211367079448015,30.289886111607878
2024-05-06,0.0,16.81648708600074,4.829884314052153,2.508428627153699,1.3002272972081441,3.020086361787764,0.9890221298003996,0.8415159963867597,0.0,0.6211367079448015,30.926788520334465
2024-05-07,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.3025233845106998,3.020086361787764,0.9890221298003996,0.8415159963867597,0.0,0.6211367079448015,30.926788520334465
2024-05-13,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.3021407032936072,3.020086361787764,0.9890221298003996,0.8415159963867597,0.0,0.6211367079448015,30.926405839117372
2024-05-14,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.297420968282798,3.020086361787764,0.9890221298003996,0.8415159963867597,0.0,0.6211367079448015,30.92168610410656
2024-05-17,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.3025233845106998,3.020086361787764,0.9826441095155218,0.8415159963867597,0.0,0.6211367079448015,30.920410500049584
2024-05-20,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.2994619347739587,3.020086361787764,0.9826441095155218,0.8415159963867597,0.0,0.6211367079448015,30.917349050312843
2024-05-22,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.2989516931511684,3.0207241638162516,0.9826441095155218,0.8415159963867597,0.0,0.6211367079448015,30.91747661071854
2024-05-28,0.0,16.81648708600074,4.827588226749596,2.508428627153699,1.2891295419124569,3.0207241638162516,0.9807307034300586,0.8415159963867597,0.0,0.6211367079448015,30.905741053394365
2024-06-11,0.0,16.81648708600074,4.795698125325208,2.508428627153699,1.2891295419124569,3.0207241638162516,0.9807307034300586,0.8415159963867597,0.0,0.6211367079448015,30.873850951969978
