date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-06-18,49.39141606593157,18.090178641246055,13.129496128293958,14.503513164975883,2.204283039060502,0.0,2.6811129604920327
2024-06-24,49.36843763084116,18.089422014943704,13.154042135722069,14.50290655186527,2.2041908443642386,0.0,2.6810008222635657
2024-06-25,49.353987929545326,18.12594041382463,13.179461172866258,14.49866168049294,2.2035456973669154,0.0,2.6384031059039326
2024-06-26,49.31664195192172,18.118364579989038,13.232466496019676,14.492601887223064,2.202624713645726,0.0,2.6373003712007783
2024-06-27,49.29397900125373,18.110038473700996,13.272339614982254,14.485941962527846,2.201612520332278,0.0,2.636088427202899
2024-06-28,49.3001577400318,18.11230847095537,13.261468762817147,14.487757698509283,2.2018884807828094,0.0,2.636418846903592
2024-07-02,49.338093014739556,18.207633462631893,13.154597570479462,14.455441108004655,2.200785053854818,0.0,2.6434497902896146
2024-07-03,49.30633802794831,18.21904604448109,13.162842899109044,14.464501808020938,2.2021645104223704,0.0,2.645106710018246
2024-07-05,49.20777114606656,18.1795434645469,13.134303191129066,14.641620843063402,2.197389771976196,0.0,2.6393715832178715
2024-07-11,49.24946734667333,18.1795434645469,13.092606990522308,14.641620843063402,2.197389771976196,0.0,2.6393715832178715
2024-07-12,49.29586164543432,18.165909375319583,13.07445495865891,14.630640085191448,2.195741798347115,0.0,2.63739213704862
2024-07-17,49.28752865948234,18.165909375319583,13.07445495865891,14.638973071143429,2.195741798347115,0.0,2.63739213704862
2024-07-19,49.291754170483806,18.16439573877441,13.0733655569436,14.637753309216487,2.195558842737182,0.0,2.637172381844511
2024-07-22,58.01738610381574,15.041225117445316,10.81864265328177,12.120950561959662,1.8180563387370834,0.0,2.1837392247604233
2024-07-23,58.14397751594061,15.010672467625966,10.755353391941174,12.096329751147666,1.8143633923024962,0.0,2.1793034810420804
2024-07-24,58.15118140251314,15.008088964096089,10.753502276109216,12.094247838383398,1.8140511202015228,0.0,2.17892839869663
2024-07-29,58.15718710139791,15.009638959487074,10.754612869137068,12.085169166807196,1.814238470561855,0.0,2.1791534326088984
2024-08-01,58.15918927670346,15.010155695766247,10.751540421531649,12.085585222474176,1.8143009292818375,0.0,2.1792284542426335
2024-08-05,58.09918392373381,14.994669068427468,10.843621920355918,12.073116001081335,1.812429036481944,0.0,2.176980049919523
2024-08-06,58.12037733240968,14.995700515981076,10.820292161301941,12.073946481961368,1.812553709156428,0.0,2.1771297991895135
2024-08-07,58.11837842003064,14.998624037030128,10.819920023044435,12.073531227240144,1.8124913706752757,0.0,2.177054921979383
2024-08-08,58.12037733240968,14.999139896833363,10.81685278044965,12.073946481961368,1.812553709156428,0.0,2.1771297991895135
2024-08-09,58.125579276407635,14.999483941413914,10.814621044416956,12.071455382011358,1.8121797425779764,0.0,2.176680613172164
2024-08-13,63.59617652465715,7.005003442214298,11.827997219292028,13.206801602520567,1.982619126770642,0.0,2.3814020845453125
2024-08-16,63.57739050132765,7.013387353087633,11.84566764730619,13.201338500275675,1.9817990000413848,0.0,2.3804169979614733
2024-08-21,63.56543851627179,7.012068898521094,11.843440766939114,13.217655878150621,1.9814264394212422,0.0,2.3799695006961405
2024-08-22,63.56543851627179,7.012068898521094,11.82464165461064,13.236454990479096,1.9814264394212422,0.0,2.3799695006961405
2024-08-23,58.09394443519441,14.998968885317696,10.806817215194537,12.114287469687865,1.810872073897463,0.0,2.1751099207080284
2024-08-26,55.53310906035493,14.350939194078649,14.725397209213684,11.580278354022495,1.7310471401417826,0.0,2.07922904218846
2024-08-27,55.545880744720556,14.304957546654439,14.728783803778562,11.609225422853346,1.7314452519721844,0.0,2.0797072300209085
2024-08-28,55.54953265750997,14.301668402613513,14.728681928644693,11.609840828901575,1.7310471401417826,0.0,2.07922904218846
2024-08-29,55.55683220176031,14.290407124007768,14.75689857495239,11.585085223635263,1.7312746101958834,0.0,2.079502265448386
2024-09-02,55.55683220176031,14.126149570858255,14.921156128101904,11.585085223635263,1.7312746101958834,0.0,2.079502265448386
2024-09-03,55.53199790402002,14.13404309019421,14.929493887363279,11.591558827341833,1.732242025240081,0.0,2.0806642658405767
2024-09-09,58.41198944763701,14.86706055964007,10.517580981959323,12.192718386876908,1.822079282541934,0.0,2.1885713413447543
2024-09-10,58.41400908626635,14.867574599481802,10.517944635261314,12.189682383830952,1.8221422823085835,0.0,2.1886470128509954
2024-09-11,58.27682733209667,14.989967221511671,10.523766510001963,12.196429595993399,1.8231508713908728,0.0,2.189858469005423
2024-09-12,58.28173006050904,14.989448663136114,10.519943084375011,12.196007676410424,1.8230878018630814,0.0,2.1897827137063217
2024-09-13,58.269635488022075,14.986338066158163,10.538511905742885,12.193476771807202,1.8227094763132592,0.0,2.189328291956416
2024-09-16,58.27396496275479,14.984783251750185,10.537418547907413,12.192211713373016,1.8225203724145738,0.0,2.189101151800022
2024-09-17,58.2759803168601,14.98530148737158,10.534324562781869,12.192633370350451,1.8225834026874734,0.0,2.1891768599485237
2024-09-19,58.27799581036876,14.985819758839666,10.531230363643385,12.193055056494172,1.8226464373202178,0.0,2.1892525733338077
2024-09-20,58.2854859870385,14.98685640933079,10.504288694931367,12.211192373215406,1.8227725196670497,0.0,2.1894040158168924
2024-09-23,58.27540792137137,14.984265051971763,10.519763279044104,12.209080952223934,1.8224573465010658,0.0,2.189025448887757
2024-09-24,58.2532484400365,14.978567218982175,10.553788534399395,12.204438395249612,1.8217643490430664,0.0,2.1881930622892516
2024-09-25,58.22646887030402,14.977014016504544,10.583802658328391,12.203172856051072,1.821575441194991,0.0,2.1879661576169824
2024-09-26,58.22848153770339,14.977531714871557,10.580711880734327,12.203594673287336,1.8216384061244657,0.0,2.188041787278918
2024-09-27,58.230494344248086,14.978049449029529,10.577620889460041,12.204016519685842,1.821701375407007,0.0,2.188117422169494
2024-09-30,10.113359218184458,2.6019763971376215,1.8633585876570598,2.120073314122865,0.3164647037367936,0.4479747039613815,0.3861232689470781
2024-10-02,56.65578859153958,14.576464802252827,10.593419723585082,11.87680798161865,1.7728587470083639,2.3615689571155056,2.163091196879984
2024-10-03,56.66531986364321,14.578917018624594,10.578378746031783,11.878806031445679,1.7731569971878975,2.3619662467284708,2.1634550963383616
2024-10-04,56.67676162415006,14.581860767594467,10.556957587801488,11.881204578811971,1.7735150298920574,2.3624431707480538,2.1672572410018973
2024-10-07,56.671040166379974,14.580388744525393,10.565986766168875,11.880005184063442,1.7733359954684704,2.3622046846657803,2.1670384587280695
2024-10-09,56.67744121161328,14.590699151586033,10.536417642583128,11.888406036158432,1.7745899960502747,2.3638750991030224,2.1685708629058347
2024-10-10,56.6679001974968,14.588242970368276,10.551477837326143,11.886404755800877,1.7742912636473762,2.3634771671355943,2.1682058082249376
2024-10-14,56.68001789618927,14.58529664424908,10.545980703076937,11.88400410859021,1.7739329174980996,2.3629998255857037,2.167767904810692
2024-10-15,56.681925864578616,14.585787615952677,10.542969492998797,11.8844041491163,1.773992631804076,2.36307936912042,2.1678408764291097
2024-10-16,56.68001789618927,14.58529664424908,10.54934679969458,11.88400410859021,1.7739329174980996,2.3629998255857037,2.1644018081930487
2024-10-17,56.681925864578616,14.585787615952677,10.546335702926319,11.8844041491163,1.773992631804076,2.36307936912042,2.164474666501588
2024-10-18,56.68383396142473,14.586278620711665,10.543324403431557,11.884804216575704,1.7740523501304055,2.363158918010521,2.1645475297154193
2024-10-23,56.666665713163965,14.581860767594467,10.540131069491316,11.91149231177028,1.7735150298920574,2.3624431707480538,2.163891937339863
2024-10-31,10.106153190774892,2.6019763971376215,1.8861776744540204,2.12547783468004,0.3164647037367936,0.42155260345963774,0.3861232689470781
2024-11-05,56.61161099617178,14.47456918604398,10.71044115462794,11.906283438067085,1.7727394750279286,2.361410078689954,2.162945671371339
2024-11-06,56.613515379730295,14.475056102616204,10.707437502818355,11.906683958914725,1.7727991090120243,2.3614895152304385,2.1630184316779624
2024-11-07,56.61161099617178,14.373654225416201,10.811356115255718,11.906283438067085,1.7727394750279286,2.361410078689954,2.162945671371339
2024-11-14,56.61161194833154,14.373654467169,10.81135629709365,11.906283638320774,1.7727395048439183,2.361410118406889,2.1629440258342303
2024-11-18,57.71953977775593,14.006621431146952,10.535286983315304,11.602255220113417,1.7274723833874195,2.3011112203756516,2.107712983905333
2024-11-19,57.63909380020327,14.009376741746172,10.609488213501196,11.6045375561457,1.7278122028785943,2.301563883151372,2.1081276023736923
2024-11-20,57.6626908709614,14.00157284225703,10.603578216134741,11.59807326823514,1.7268497280293598,2.300281800904384,2.1069532734779477
2024-11-26,57.5781863386548,13.978670505103377,10.739989531536247,11.579102329233185,1.724025124313007,2.2965192358021462,2.1035069353572364
2024-12-04,57.58007001014166,13.979127817581052,10.900644485883468,11.415906042464096,1.7240815258285076,2.296594366473648,2.1035757516275724
2024-12-05,57.58195380488124,13.979585159981678,10.897729503369757,11.416279526271019,1.7241379310344827,2.2966695020611136,2.103644572400707
2024-12-10,57.44440441489536,14.112599482527102,10.883306586316445,11.428618216356073,1.7260013755608685,2.299151737464383,2.1059181868797694
2024-12-11,54.757593731464425,13.451752879842664,15.03761745699747,10.909062529266695,1.6451784097649298,2.1914900259107797,2.007304966753036
2024-12-12,54.776562500000004,13.465625000000001,14.9875,10.9203125,1.646875,2.1937499999999996,2.009375
2024-12-16,54.77827432107253,13.466045813931684,14.984843276352386,10.920653770430325,1.6469264664520766,2.193818556829901,2.0094377949310913
2024-12-17,57.31264713575725,14.213314151190165,10.927282239079258,11.42590897201151,1.7231232016740778,2.2953178132356786,2.102406487052053
2024-12-18,57.31452113919497,14.226858058398456,10.91129058627342,11.426282575286924,1.7231795441912174,2.2953928653173334,2.1024752313376713
2024-12-19,57.21350001632014,14.325815190782388,10.94428305643503,11.40614289910892,1.7201423115840324,2.2913470640075726,2.098769461761922
2024-12-20,57.016231337214975,14.497609211853105,11.03015320560778,11.366815209966497,1.7142113651888236,2.283446638259116,2.091533031909703
2024-12-23,56.8938064599987,14.486254630532267,11.181516864885943,11.355364918437642,1.7124845648924418,2.281146422304543,2.089426138948463
2024-12-30,56.89195775792039,14.489033306255077,11.181153533712429,11.354995938261576,1.7124289195775793,2.281072298943948,2.0893582453290005
2025-01-02,56.8845641508821,14.500146203580364,11.17970044510868,11.353520257318301,1.7122063744761038,2.280775853666461,2.0890867149679977
2025-01-03,56.88271604938272,14.502923976608187,11.17933723196881,11.353151397011047,1.7121507472384663,2.280701754385965,2.0890188434048085
2025-01-06,56.80889033095392,14.613887086307592,11.164828033744321,11.338416612589228,1.7099286177806619,2.2777417261518496,2.0863075924724206
2025-01-08,56.716877227081305,14.752186588921282,11.146744412050534,11.320051830255911,1.7071590540978294,2.2740524781341107,2.0829284094590217
2025-01-10,56.71504000518286,14.751708723397364,11.149622623173853,11.319685141394837,1.7071037543325451,2.273978815069159,2.0828609374493863
2025-01-20,56.71136591844006,14.750753085220095,11.14890033362485,11.318951834936676,1.7069931655491855,2.2738315032552716,2.0892041589738604
2025-01-22,56.546523269709006,14.707877143687629,11.40716338856054,11.286051093240319,1.702031456900171,2.2672221683945355,2.0831314795077995
2025-01-23,56.539505135990694,14.710252600297178,11.409005749725434,11.28787389366238,1.7023063505394405,2.2675883455003554,2.0834679242845144
2025-01-24,56.51029896041842,14.702653838703428,11.454768515529153,11.282043003809648,1.7014270032930843,2.2664169948989477,2.0823916833473235
2025-01-27,56.237951420125945,14.631795399048967,11.881506233131988,11.22766996530009,1.693227091633466,2.255494152422568,2.0723557383369746
2025-02-04,55.583603226011306,14.459897123261573,12.910395630913824,11.095764272559853,1.6733346034165235,2.22899599923795,2.0480091445989714
2025-02-05,55.583603226011306,13.942338223153616,13.427954531021783,11.095764272559853,1.6733346034165235,2.22899599923795,2.0480091445989714
2025-02-06,55.57125170629503,13.932891019332718,13.453541157423574,11.093298625440461,1.6729627630868862,2.2285006825180154,2.047554045903305
2025-02-07,55.569487651577674,14.030855183797856,13.357882039235605,11.092946479588598,1.6729096565297443,2.2284299409561297,2.0474890483143926
2025-02-10,55.54832772735927,14.025512470647966,13.35279558291553,11.126800786951831,1.6722726407311035,2.22758139239703,2.046709398997271
2025-02-11,55.54832772735927,14.120708256647841,13.257599796915656,11.126800786951831,1.6722726407311035,2.22758139239703,2.046709398997271
2025-02-12,55.573015873015876,14.126984126984127,13.219047619047618,11.131746031746031,1.673015873015873,2.2285714285714286,2.047619047619048
2025-02-13,55.555379244684225,14.12250079339892,13.2148524278007,11.159949222469058,1.6724849254205014,2.227864170104729,2.046969216121866
2025-02-14,55.56419615933979,14.124742104427867,13.210601491826694,11.161720361847326,1.6727503570861768,2.2282177432153625,2.037771782256785
2025-02-17,55.553263077704415,14.125190452006095,13.220543423057391,11.16207465718639,1.6728034535297105,2.228288471305231,2.037836465210767
2025-02-18,55.592115720871085,14.147194404705136,13.13304721030043,11.179462724527102,1.6754093148942935,2.2317596566523603,2.0410109680495947
2025-02-19,55.43350768743065,14.243144713900776,13.244571247424314,11.147566967823744,1.6706292597876051,2.225392296718973,2.0351878269139325
2025-02-20,55.40960228173031,14.238630961812706,13.256219299635557,11.166217715100618,1.6700998257011566,2.2246870543495483,2.0345428616701
2025-02-21,55.422584326654835,14.243596246512807,13.168906923662185,11.170111590159777,1.705554146588892,2.2254628455490746,2.063783920872432
2025-02-24,55.34188034188035,14.222855333966445,13.149730927508704,11.153846153846155,1.8486862931307375,2.2222222222222223,2.060778727445394
2025-02-25,55.36817102137768,14.229612034837688,12.953285827395092,11.15914489311164,2.004750593824228,2.223277909738717,2.0617577197149646
2025-02-26,55.30336581045173,14.212957104896876,12.938124762748323,11.146083765658611,2.1605719347083383,2.2206756927748956,2.0182209287612296
2025-02-27,55.655036417416746,14.290257943449635,12.238796475939061,11.222607423428007,2.331350784008142,2.232753411151045,2.02919754460736
2025-02-28,10.507889218858221,2.698056762598508,2.3137353007549635,2.118872309554604,0.44016817426768445,0.42155260345963774,0.3831204572752833
2025-03-03,55.53492652892824,14.25941794407947,12.275857691453236,11.198387762226664,2.4786568916817417,2.227934875749786,2.024818305880859
2025-03-04,55.42410997086026,14.230964145445332,12.305207145572025,11.176042062587102,2.6194096034460914,2.2234891676168758,2.0207779044723173
2025-03-05,55.417814508723595,14.226908584275355,12.320699154554953,11.172857097621987,2.6186631202305186,2.2228555143915645,2.0202020202020203
2025-03-07,43.76845814084413,11.195973835111314,30.843119998699244,8.792564806852942,2.0607768443438808,1.7492930407852534,1.5898133333632356
2025-03-11,44.06258449050091,11.193463495650388,30.55468619157477,8.790593355086221,2.0603147809710376,1.7489008177045566,1.5894568685121184
2025-03-13,44.058193982724106,11.192348150531727,30.561605898937927,8.789717438048342,2.060109485975904,1.748726552787285,1.589298490994712
2025-03-17,44.05992074448368,11.198485300804139,30.523530434027297,8.816969007699676,2.0612391150155847,1.7496854398318507,1.5901699581377788
2025-03-18,44.05852644274912,11.198764422101197,30.52429123043651,8.81718876990496,2.061290491225838,1.7497290505931538,1.5902095929892197
2025-03-19,44.16568469218762,11.177312717041652,30.465820664582417,8.800299073344057,2.057342002446794,1.7463773708798664,1.5871634795175993
2025-03-20,44.164005284554186,11.178146959045824,30.465606641804637,8.800955901986335,2.057495556450233,1.7465077153906452,1.587281940768136
2025-03-21,44.180203109962235,11.200299371557424,30.421251348469376,8.804679783752087,2.0583661289506643,1.747246701962958,1.5879535553452526
2025-03-24,44.16213597593248,11.20392456049027,30.43109776239576,8.807529585052071,2.059032358116767,1.7478122314364817,1.5884675265761756
2025-03-25,44.1676343186316,11.205319488870597,30.434886542093807,8.808626153751051,2.059288714954663,1.748029840263813,1.5762149414344637
2025-03-26,44.16873415147069,11.205598516229347,30.4331542782446,8.808845500258071,2.0593399939825936,1.7480733685317784,1.5762541912829282
2025-03-28,44.13217657175236,11.28404255365472,30.402215155837663,8.802050834300678,2.057751530732625,1.746724999485251,1.5750383542367008
2025-03-31,10.665821319584554,2.723277858531991,7.336034652825009,2.1242768301117785,0.4966153889759551,0.42155260345963774,0.38011794585463066
2025-04-01,44.16991284210901,11.278429928153168,30.377145349802,8.797672738884637,2.0567280155639844,1.7458561873348453,1.5742549381523605
2025-04-02,44.19079410499957,11.28376178971161,30.366624598264803,8.779438472987303,2.0577003307809263,1.7466815383412457,1.5749991649145423
2025-04-07,44.158546772637386,11.285805684343883,30.38801523621113,8.78490301284081,2.0589810944082045,1.7477687161723814,1.5759794833862073
2025-04-09,56.040384211471284,14.322502276694916,11.657365176176967,11.148676215159497,2.6129956723641503,2.218044694074527,2.0000317540586545
2025-04-10,56.05670749693471,14.327481891325592,11.661418182073911,11.120945297734194,2.613904152686138,2.218815858749297,2.0007271204961614
2025-04-11,56.05847934085178,14.327934755269439,11.658625970653969,11.121296809268811,2.613986773132104,2.2188859912197545,2.0007903596041374
2025-04-14,56.0602512967815,14.328387647842497,11.65583358271566,11.12164834302533,2.614069398801179,2.218956128123854,2.000853602709971
2025-04-16,56.219004533634774,14.132003338246047,11.645662914639326,11.15125672698334,2.6210286523277593,2.224863499315704,2.0061803348530494
2025-04-17,56.18339189036281,14.186397512581955,11.63828582138616,11.144192821616345,2.619368328400374,2.223454131241914,2.0049094944104437
2025-04-25,56.18517145092659,14.186846854508564,11.635487040169698,11.14454580432873,2.619451294636879,2.223524557237109,2.004972998192436
2025-04-28,56.181612442523985,14.185948199118581,11.641084425315885,11.14383986126339,2.619285367419305,2.2233837097078015,2.004845994651052
2025-05-02,56.17627477525017,14.184600429480817,11.64947917355305,11.142781114339865,2.6190365160037143,2.2231724718677235,2.004655519504657
