date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,DBS VICKERS (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GUOYUAN SECURITIES BROKERAGE (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,24.299551909266484,15.283464240460063,11.555862777868633,0.0,11.662251763715622,6.529896712091659,0.18812595663514142,0.0,1.2688622698142205,0.0,70.78801562985181
2024-03-04,25.81791387943454,15.400665205727144,11.604249327499176,9.470051607280022,11.262280630832464,4.3801652089901575,0.21972649386732857,0.0,1.3159680310731512,0.0,79.47102038470398
2024-03-05,24.600981800916134,15.428940652841728,11.656145782284264,9.470051607280022,11.263452415938406,4.829136961401007,0.19463394211028626,0.0,1.3171180155259608,0.4060776048292118,79.16653878312702
2024-03-06,25.26535457960603,15.430744656888551,11.751965102970747,9.470051607280022,11.263452415938406,4.72337370880059,0.18904676172188173,0.0,1.3131393963290363,0.4060776048292118,79.81320583436448
2024-03-07,25.606767141611297,15.505046732931941,11.874898985992434,9.470051607280022,11.263043653692147,4.73387301235311,0.17225927777943892,1.5225170111504684,1.2915185985835569,0.4060776048292118,81.84605362620363
2024-03-08,24.928800184148372,15.352867273731214,11.808848457160202,9.497302423697313,11.262411434751266,4.612508558350528,0.17594827529948057,1.5225170111504684,1.3006312715934993,0.40654086870830575,80.86837575859064
2024-03-11,24.93804922024367,15.320258946806284,11.89101511882162,9.497302423697313,11.263970181450334,4.515740909252725,0.18012310037460966,1.5225170111504684,1.2965545494574724,0.40654086870830575,80.8320723299628
2024-03-12,25.084969598885653,15.33720895461784,11.846122123855773,9.497302423697313,11.264340792553611,3.969781648157216,0.17243172094572753,1.521001865757667,1.3029966424585202,0.40654086870830575,80.40269663963763
2024-03-13,25.047228308180358,15.326929946665235,11.763955462194357,9.496670204756432,11.261491174680854,4.000454077083863,0.17841807129301254,1.5220918984143585,1.3077164838619952,0.40654086870830575,80.31149649583878
2024-03-14,25.011301485835396,15.265162919164005,11.758207174979292,9.552425375146212,11.260613698392218,4.042939462419242,0.4078249816795214,1.5220918984143585,1.2997319946517287,0.4000388239111399,80.52033781459312
2024-03-15,25.221408168999254,15.275093116666467,11.79104440876213,9.575098054405398,11.261649229416074,4.18961360268408,0.1954073747818418,1.520794596047997,1.2968543084380626,0.39785875859775655,80.72482161879906
2024-03-18,25.202645218873094,15.261287853069467,11.833528431556687,9.601912857760013,11.261262267822948,4.273732621836899,0.39764696525256144,1.520308277978214,1.2875890308561833,0.39785875859775655,81.03777228360381
2024-03-19,24.948931997284813,15.259140161725988,11.852135289006412,9.605727972058434,11.261267717986232,4.459963229688585,0.4084573096236682,1.520308277978214,1.2915731002163915,0.39785875859775655,81.0053638141665
2024-03-20,24.99752303704175,15.284025607278256,11.843458629059148,9.605727972058434,11.261185965536981,4.464953726200716,0.4043123514433325,1.520308277978214,1.2965000478246378,0.3999298206454708,81.07792543506694
2024-03-21,25.142871370586256,15.285595036297362,11.90889328944035,9.605727972058434,11.261185965536981,4.460115997765421,0.40180527633294166,1.519445026615747,1.299486028782746,0.406900579485014,81.29202654290125
2024-03-22,25.12431296508812,15.29320346424107,11.964681160809828,9.605727972058434,11.263425165121989,4.737896050380795,0.41089614868975016,1.519445026615747,1.3002599519689972,0.406900579485014,81.62674848445974
2024-03-25,25.09048876123628,15.269239314290237,11.971036051198341,9.605727972058434,11.26260764062947,4.736735165601418,0.5730708803425405,1.519445026615747,1.2976493237562206,0.406900579485014,81.7329007152137
2024-03-26,25.277642081731855,15.31690099220408,12.005323028414578,9.605727972058434,11.262062624301125,4.425226777506362,0.4067480839163428,1.519445026615747,1.2911690796121886,0.406900579485014,81.51714624584572
2024-03-27,25.292822585030166,15.332886321114461,11.93377873499262,9.611178135341893,11.26151760797278,4.543997335297447,0.41469987214690857,1.519445026615747,1.2853374048988881,0.406900579485014,81.60256360289593
2024-03-28,25.213706543263402,15.279083017701389,12.061546912846733,9.613903216983621,11.223611722336326,4.748881562999832,0.40720191901295644,1.519445026615747,1.3004289070307844,0.406900579485014,81.7747094082758
2024-04-02,25.081831449368668,15.289667234797863,12.0876204939948,9.62480354355054,11.223611722336326,4.661447373026584,0.40808479096324385,1.519445026615747,1.3173135128829385,0.406900579485014,81.62072572702172
2024-04-03,25.055646085371663,15.281557391832079,12.085516730967385,9.62480354355054,11.168559623010113,4.568644172701168,0.41209066097658575,1.519445026615747,1.3458778186515439,0.406900579485014,81.46904163316184
2024-04-05,24.823971198538004,15.363835509332644,12.447411279100052,9.64159004646359,11.144009198994876,4.411051720330579,0.41017694514286507,1.519445026615747,1.3186139218423716,0.4368764775440351,81.51698132390477
