date,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,LONG BRIDGE HK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,99.84229461337539,0.0,0.0,0.0,0.1577053866246119,0.0,0.0,0.0
2024-03-05,0.0,99.81769806858495,0.0,0.0,0.024635396137169887,0.15766653527788727,0.0,0.0,0.0
2024-03-13,0.0,99.82261640798225,0.0,0.0,0.02463661000246366,0.1527469820152747,0.0,0.0,0.0
2024-03-14,0.0,99.90145355999014,0.0,0.0,0.02463661000246366,0.07390983000739099,0.0,0.0,0.0
2024-03-15,0.0,99.90637626884794,0.0,0.0,0.024637823987385433,0.06898590716467921,0.0,0.0,0.0
2024-03-18,0.0,99.91129946286897,0.0,0.0,0.024639038091952892,0.06406149903907751,0.0,0.0,0.0
2024-03-19,0.0,99.67553217639251,0.0,0.0,0.02458089572784032,0.03441325401897646,0.0,0.0,0.2654736738606755
2024-03-26,0.0,99.5434014139827,0.0,0.024548311076197957,0.024548311076197957,0.14238020424194817,0.0,0.0,0.26512175962293794
2024-04-05,0.0,99.62165880503144,0.0,0.024567610062893083,0.024567610062893083,0.0589622641509434,0.0,0.0,0.2702437106918239
2024-04-08,0.420311812716876,99.24246126777773,0.0,0.02443673329749279,0.02443673329749279,0.019549386637994232,0.0,0.0,0.2688040662724207
2024-04-10,0.4196964521009224,99.09716460885267,0.0,0.024400956517495485,0.024400956517495485,0.1659265043189693,0.0,0.0,0.26841052169245033
2024-04-11,0.4196964521009224,99.13620613928066,0.0,0.024400956517495485,0.024400956517495485,0.06832267824898736,0.0,0.0,0.3269728173344395
2024-04-15,0.5171236218167626,99.10235144892184,0.0,0.02439262367060201,0.02439262367060201,0.004878524734120402,0.0,0.0,0.32686115718606695
2024-04-16,0.5156645261724071,98.82272815722904,0.0,0.00972951936174353,0.024323798404358825,0.3016151002140494,0.0,0.0,0.32593889861840825
2024-04-18,0.5096153846153846,97.66826923076923,1.5048076923076923,0.009615384615384616,0.02403846153846154,0.20192307692307693,0.0,0.0,0.08173076923076923
2024-04-30,0.5480769230769231,97.66826923076923,1.5048076923076923,0.009615384615384616,0.02403846153846154,0.16346153846153846,0.0,0.0,0.08173076923076923
2024-05-08,0.38461538461538464,97.66826923076923,1.5048076923076923,0.009615384615384616,0.02403846153846154,0.3269230769230769,0.0,0.0,0.08173076923076923
2024-05-17,0.3846523704202327,97.67766131358785,1.5049523992691605,0.009616309260505818,0.024040773151264544,0.317338205596692,0.0,0.0,0.08173862871429945
2024-05-20,0.3846523704202327,97.67766131358785,1.5145687085296664,0.009616309260505818,0.024040773151264544,0.317338205596692,0.0,0.0,0.07212231945379363
2024-05-31,0.3846523704202327,97.67766131358785,1.5145687085296664,0.03365708241177036,0.024040773151264544,0.29329743244542744,0.0,0.0,0.07212231945379363
2024-06-04,0.38467086599028705,97.67754964658364,1.5146415348367555,0.03365870077415012,0.02404192912439294,0.2933115353175939,0.0,0.0,0.07212578737317882
2024-06-05,0.3847263633740502,97.6916418197557,1.5148600557853227,0.033663556795229393,0.024045397710878137,0.2596902952774839,0.0,0.01923631816870251,0.07213619313263442
2024-06-06,0.3847263633740502,97.6916418197557,1.5148600557853227,0.033663556795229393,0.024045397710878137,0.3173992497835914,0.0,0.01923631816870251,0.014427238626526883
2024-06-07,0.3832886163280951,97.32656190111155,1.4996167113836718,0.033537753928708315,0.023955538520505942,0.6995017247987735,0.0,0.019164430816404752,0.014373323112303564
2024-06-12,0.3832886163280951,97.42238405519356,1.4037945573016481,0.033537753928708315,0.023955538520505942,0.6995017247987735,0.0,0.019164430816404752,0.014373323112303564
2024-06-13,0.6515906477577615,97.42238405519356,1.1354925258719817,0.033537753928708315,0.023955538520505942,0.6995017247987735,0.0,0.019164430816404752,0.014373323112303564
2024-06-17,0.994733762434172,96.06495026331187,1.7334698654183733,0.051199531889994154,0.03657109420713868,1.0678759508484494,0.0,0.029256875365710942,0.021942656524283205
2024-06-24,0.994733762434172,96.06495026331187,1.7334698654183733,0.16091281451141018,0.03657109420713868,0.9581626682270333,0.0,0.029256875365710942,0.021942656524283205
2024-07-02,1.0093622001170275,96.06495026331187,1.7334698654183733,0.16091281451141018,0.03657109420713868,0.9435342305441778,0.0,0.029256875365710942,0.021942656524283205
2024-07-04,1.5279394644935973,95.5616996507567,1.7243888242142025,0.16006984866123397,0.036379511059371365,0.9385913853317811,0.0,0.02910360884749709,0.021827706635622817
2024-07-08,1.6732140258984431,95.54779572239197,1.5931907463989523,0.16004655899898151,0.03637421795431398,0.9384548232213007,0.0,0.029099374363451183,0.021824530772588387
2024-07-10,1.6732140258984431,95.54779572239197,1.5931907463989523,0.23279499490760946,0.03637421795431398,0.8657063873126728,0.0,0.029099374363451183,0.021824530772588387
2024-07-19,1.6445932178722165,95.57560762625528,1.593654489885024,0.23286275651288021,0.03638480570513754,0.8659583757822733,0.0,0.029107844564110027,0.021830883423082523
2024-07-26,1.6450720628912503,95.57431940602707,1.5941185034211676,0.2329305575775222,0.03639539962148784,0.8662105109914107,0.0,0.029116319697190276,0.021837239772892706
2024-07-29,1.9362352598631531,95.57431940602707,1.5941185034211676,0.2329305575775222,0.03639539962148784,0.5750473140195079,0.0,0.029116319697190276,0.021837239772892706
2024-08-07,1.9362352598631531,95.57431940602707,1.5650021837239774,0.2329305575775222,0.03639539962148784,0.5750473140195079,0.0,0.05823263939438055,0.021837239772892706
2024-08-14,1.9365171811298778,95.58823529411765,1.5652300524170062,0.21840419336051253,0.03640069889341875,0.5751310425160163,0.0,0.05824111822947001,0.021840419336051253
2024-08-21,1.9470062948323819,96.10598741033523,1.5737080954472258,0.21958717610891526,0.0365978626848192,0.0365978626848192,0.0,0.05855658029571073,0.021958717610891524
2024-08-28,2.928870292887029,94.71937671331699,1.5510027413071705,0.2164189871591401,0.036069831193190016,0.4689078055114702,0.0,0.057711729909104025,0.02164189871591401
2024-08-30,2.9458714264983312,95.26919169931794,1.4148889856334348,0.21767522855899,0.036279204759831665,0.036279204759831665,0.0,0.05804672761573067,0.021767522855899
2024-09-04,2.9458714264983312,95.29821506312581,1.4148889856334348,0.21767522855899,0.036279204759831665,0.007255840951966333,0.0,0.05804672761573067,0.021767522855899
2024-09-11,2.9225453498416356,94.54362222862079,1.4036855744313272,0.28793550244745175,0.03599193780593147,0.7270371436798156,0.0,0.05758710048949035,0.021595162683558884
2024-09-16,2.9365193608751983,95.10580106520801,1.403483518065352,0.2878940549877645,0.03598675687347056,0.15114437886857637,0.0,0.0575788109975529,0.021592054124082338
2024-09-20,3.08046638836908,95.10580106520801,1.2595364905714697,0.2878940549877645,0.03598675687347056,0.15114437886857637,0.0,0.0575788109975529,0.021592054124082338
2024-09-25,3.084462381089651,95.22917267223984,1.2611703660997406,0.28826751225136926,0.03603343903142116,0.021620063418852694,0.0,0.057653502450273855,0.021620063418852694
2024-09-30,3.1193718031842086,95.19487068654996,1.2607160867372669,0.28816367696851813,0.03602045962106477,0.02161227577263886,0.0,0.05763273539370362,0.02161227577263886
2024-10-03,3.2587583627077192,95.05790950291346,1.2589022372491188,0.28774908279979855,0.03596863534997482,0.021581181209984892,0.0,0.05754981655995971,0.021581181209984892
2024-10-09,3.618444716207467,95.05790950291346,0.8992158837493704,0.28774908279979855,0.03596863534997482,0.021581181209984892,0.0,0.05754981655995971,0.021581181209984892
2024-10-10,3.618444716207467,94.48241133731386,0.8992158837493704,0.28774908279979855,0.03596863534997482,0.597079346809582,0.0,0.05754981655995971,0.021581181209984892
2024-10-14,3.6174038115785687,94.45523193096008,0.8989572096368214,0.2876663070837828,0.03595828838547285,0.5969075871988494,0.028766630708378284,0.05753326141675657,0.021574973031283712
2024-10-16,3.5969679633867275,93.9216247139588,1.444508009153318,0.2860411899313501,0.03575514874141876,0.5935354691075515,0.04290617848970252,0.057208237986270026,0.02145308924485126
2024-10-17,3.5967107615302107,93.91490883089024,1.4372542009295675,0.2860207365033965,0.03575259206292456,0.5934930282445477,0.057204147300679305,0.057204147300679305,0.021451555237754737
2024-10-23,3.5967107615302107,93.91490883089024,1.315695387915624,0.40757954951734,0.03575259206292456,0.5934930282445477,0.057204147300679305,0.057204147300679305,0.021451555237754737
2024-10-24,3.6767330620404084,93.83879488827014,1.3136288998357963,0.4069393874491326,0.03569643749553794,0.5925608624259299,0.05711429999286071,0.05711429999286071,0.021417862497322766
2024-11-05,3.6767330620404084,93.83879488827014,1.285071749839366,0.4069393874491326,0.03569643749553794,0.5925608624259299,0.08567144998929106,0.05711429999286071,0.021417862497322766
2024-11-06,3.7458241523917835,93.42526121259507,1.2794086289004194,0.40514606581846613,0.0355391285805672,0.5899495344374156,0.08529390859336129,0.4122538915345796,0.021323477148340323
2024-11-08,3.7458241523917835,93.42526121259507,1.2794086289004194,0.40514606581846613,0.0355391285805672,0.5757338830051887,0.09950956002558818,0.4122538915345796,0.021323477148340323
2024-11-19,3.7458241523917835,93.42526121259507,1.2509773260359656,0.40514606581846613,0.0355391285805672,0.5757338830051887,0.12794086289004192,0.4122538915345796,0.021323477148340323
2024-11-20,3.7458241523917835,93.42526121259507,1.2509773260359656,0.40514606581846613,0.0355391285805672,0.5615182315729619,0.1421565143222688,0.4122538915345796,0.021323477148340323
2024-11-22,3.7511566659548725,93.55826037440387,1.1103993166773436,0.4057228272474909,0.035589721688376395,0.562317602676347,0.14235888675350558,0.41284077158516624,0.021353833013025837
