date,CHINA RENAISSANCE BROKING SERVICES (HONG,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,FORTHRIGHT SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-07-30,0.0,50.07675689927073,10.824664048602894,32.184390242314656,0.0,6.184923402918713,0.0,0.0,0.0,0.7292654068930049
2024-08-06,0.0,50.07251932869109,10.82374804923019,32.18166675074573,0.0,6.184400025386451,0.0,0.0,0.0,0.7376658459465485
2024-08-12,0.0,47.243978865753775,10.21232666024599,36.01264834097236,0.0,5.835050203461815,0.0,0.0,0.0,0.6959959295660652
2024-08-16,61.0918417402462,18.38176206529212,3.9734282189715406,14.011858210034129,0.0,2.27031056769901,0.0,0.0,0.0,0.2707991977570092
2024-08-21,61.093739604546435,18.38233310864268,3.9735516565264013,14.01229349901412,0.0,2.270381096615051,0.0,0.0,0.0,0.26770103465530704
2024-08-27,61.08571098443858,18.37991739845403,3.973029473125357,14.010452076602075,0.0,2.2700827349917034,0.0,0.0,0.0,0.2808073323882604
2024-08-30,61.08512716710721,18.3797417352072,3.9729915015043824,14.010318173851156,0.0,2.2700610390234814,0.0,0.0,0.0,0.28176038330657305
2024-09-02,61.085856940515114,18.379961314790393,3.973038966144011,14.010485552689733,0.0,2.270088159048558,0.0,0.0,0.0,0.28056906681219873
2024-09-10,61.08657271921176,18.380176683542068,3.9719137621040774,14.010649721739505,0.0,2.2701147589986146,0.0,0.0,0.0,0.28057235440397565
2024-09-11,53.566908401581415,16.322961537675333,3.8521346120391255,11.219072007026137,10.653760731924503,2.0064025022732133,0.02097357851246866,1.4583446669578857,0.6681163816454427,0.23132558036447962
2024-09-12,53.56884882061569,16.448686438587956,3.8743133418624787,11.054812043318357,10.53925924671827,2.0177900104569964,0.020974338263818455,1.4531591481242132,0.7410164562436959,0.2811401558085318
2024-09-13,53.126289390295575,17.155726707654075,4.000370030260324,10.778974958243486,10.427231966265596,2.0091827717494977,0.020801058617200316,1.4411538633567196,0.7866166562392616,0.25365259731826184
2024-09-16,52.89674759162089,17.574222225784666,4.313197766586212,10.385664527117234,10.3187007798638,2.001639709184936,0.0207111838590697,1.4248508256292056,0.8098466008270201,0.2544187895269763
2024-09-17,52.94549867805893,17.9881669620154,4.0533279264255855,10.202098861121527,10.199190203098015,2.0108570791521627,0.02073027185144199,1.4261640070425103,0.7833806127117845,0.37058539852263944
2024-09-19,52.804939753339205,18.28763643542193,3.979658515840205,10.224193042126615,10.17211354419871,2.005745886010377,0.020675237433156423,1.422377847986331,0.7336094736771728,0.34905026396629174
2024-09-20,52.6882869146625,18.422618917525025,3.9429418102116913,10.30778918784973,10.149642049565529,1.9984502931983368,0.020629563199871456,1.4192356341250227,0.6674622011530837,0.38294342850921426
2024-09-23,52.66072432165922,18.58732451123738,3.8410192127688836,10.458750854355578,10.016088285549904,1.9912665970346795,0.020618771346736536,1.4156094513531152,0.6291300032401338,0.3794679914543782
2024-09-24,52.36052702511335,18.62206852246633,3.902344615119739,10.821186868718728,9.88386725805683,1.9720096288368456,0.020501232146580835,1.406699928826931,0.6075819708895775,0.4032129498250919
2024-09-25,52.24498663449118,18.75596616113565,3.8843283172158363,10.980518177739393,9.728183864828953,1.9729305041278848,0.020455993481024327,1.4035958603902845,0.6001514650856368,0.40888302150415773
2024-09-26,52.039176911649484,19.069518538345626,3.9567136387192434,10.994361590535831,9.56724257951813,1.9403863966437982,0.020375410775965275,1.3939956359452608,0.6112826783346786,0.406946619531984
2024-09-27,51.951322133173775,19.088004360755356,3.9460712096079953,11.082504386795307,9.528941195107292,1.9548911578146575,0.020341012130438787,1.3903620289478045,0.6279296861565324,0.4096328295108477
2024-09-30,51.847513160148786,19.25982250636931,3.9215970712666928,11.047582905800544,9.480575488588002,1.948165968230283,0.02030036678220036,1.3861439256377568,0.7095799533890194,0.3787186537874028
2024-10-02,51.7861328377746,19.392507179974423,3.915192161095566,11.12803612198305,9.427036844896135,1.9437529756558183,0.020276333940865098,1.3845029219361933,0.6392818173563461,0.3632808053870034
2024-10-03,51.63759391057007,19.61191921971773,3.904063147666439,11.181494261167966,9.316498699178574,1.888733032545463,0.06788540088743891,1.3781079745760065,0.6250264000183866,0.3886779536719283
2024-10-04,51.34116960962138,20.110694765980075,3.755258279018133,10.885038404876239,9.263017574187039,1.881585902092869,0.268797986013267,1.370196980626463,0.669996802940652,0.4542436946438813
2024-10-07,51.10052281296954,20.25680624904499,3.982772842668066,10.69556175403062,9.219599874054628,1.871287410779775,0.4339173732455126,1.3637745808900146,0.6366146915044257,0.4391424108124254
2024-10-08,50.91472949718202,20.186202776337943,4.143219130889782,10.254904562923832,9.186078885686186,1.870059973777896,0.9789729409803947,1.3588161149600733,0.6779144152607489,0.42910170200112674
2024-10-09,51.06474156293107,19.736359701792924,4.194769185841806,10.167967283877822,9.238601896266507,1.8817538232449333,1.1231316924615984,1.3665853834445807,0.7915699976419943,0.4345194724967601
2024-10-10,51.09153538913363,19.671647059607196,4.140932837807807,10.230435369054746,9.092631331232504,1.8987728714147107,1.1852025195943077,1.3658996624376174,0.8407817816495404,0.4821611780679383
2024-10-14,51.1628233098074,19.616276013710035,4.094996548217599,10.251733524903162,9.03397805455611,1.8996161443303226,1.1868562303813426,1.3678054995991462,0.8488180314267121,0.5370966430681688
2024-10-15,51.223071584968515,19.659963016869778,4.023915842201024,10.194374818281501,8.991931216437935,1.9019963284022494,1.1964407028347506,1.3695193347196555,0.8616358220478725,0.5771513332367169
2024-10-16,51.19463814751054,19.682435457218084,3.9946150390432456,10.24091340790763,8.979067947125047,1.9024816571115013,1.1966195852411134,1.3697240944821534,0.8617646470610061,0.5777400172996796
2024-10-17,51.19600695944826,19.656542855549166,3.9908850266212372,10.280258377808305,8.97111227371116,1.9029351966030628,1.1966520494759374,1.3697612550344251,0.864199578201957,0.5716464275464904
2024-10-18,51.19933282505244,19.68963426124073,3.9881296527879826,10.267295243564838,8.968861310380731,1.903360281224466,1.196729788036577,1.3698502393539966,0.8433542487384353,0.5734521496198022
2024-10-21,51.22056183013714,19.710420499753717,3.9504833251069718,10.271806762817695,8.96122571721162,1.9042189949723318,1.1972697007013544,1.3704682564707003,0.8361143189125234,0.5774305939159438
2024-10-22,51.28533801108035,19.746783846609507,3.8808459946228733,10.231507516554935,8.97376555468059,1.9086289355750443,1.1997257349521444,1.373279583756057,0.8070032342688542,0.59312158789965
2024-10-23,51.28079193414008,19.76370886631969,3.8741761115842253,10.230600566884931,8.971721036898169,1.9084597493255615,1.1996193878808403,1.3731578523823276,0.8038292005583169,0.5939352940258639
2024-10-24,51.27753134357845,19.765695543992056,3.8626009403260886,10.257548469410304,8.96752452069101,1.9101514368687667,1.1857842042206497,1.3730705427803456,0.8021665054799496,0.5979264926523764
2024-10-25,51.27805434483707,19.77866908522402,3.910532502272031,10.24486100293935,8.964392781108717,1.9101709193122356,1.1857962985359376,1.371070045331633,0.8001601851391781,0.5562928352998281
2024-10-28,51.296967443412825,19.783928736761432,3.8977226246333956,10.239248616065263,8.96669153297617,1.9108754556164125,1.1862336607286244,1.3715757428128055,0.7884444513930092,0.5583117356000664
2024-10-29,51.29835271864284,19.78984385143726,3.891620760480369,10.235877435156567,8.96514006211028,1.910927058831344,1.1864672249246235,1.3706857445012712,0.7878611535203442,0.5632239903950991
2024-10-30,51.28455499519266,19.781579429261267,3.8882167647141954,10.276784082098397,8.956805320783994,1.9104130765747236,1.1861481007074774,1.3703170710090937,0.7841032694670496,0.5610778901911423
2024-10-31,51.27772606035922,19.778703620395255,3.8816958411455134,10.302792555470916,8.946769045875703,1.9101586903095782,1.1859901559211123,1.3701346027010435,0.7860133491367852,0.5600160786848798
2024-11-01,51.278934680350254,19.781405941560916,3.8824924208148577,10.301484199940393,8.945650327787359,1.910203712898459,1.18601810980132,1.3701668968801826,0.7860318755325515,0.5576118344337091
2024-11-04,51.29660563011588,19.79676728084526,3.8722830726642057,10.300298345042304,8.920963158673368,1.9108619776237925,1.1864268169355474,1.3706390625083538,0.7842875148454745,0.5608671407458115
2024-11-05,51.35941194105864,19.81711180165486,3.768428053619482,10.307805002343908,8.914553740699937,1.91320159035374,1.1878794489500821,1.3723172394967282,0.787769900045149,0.5715212817774726
2024-11-06,51.35392025535517,19.820399678804694,3.7665523463608195,10.300670551645165,8.913560188405825,1.912997018271925,1.1877524330762492,1.3721705023227628,0.7876856665125949,0.584291359244795
2024-11-07,51.393787546796624,19.79694023877451,3.7693350787201325,10.2869018670577,8.894535225751293,1.9144821241659802,1.1886745140424986,1.3715599411176764,0.7903364051038602,0.5934470584697208
2024-11-08,51.38072842038882,19.77400543883925,3.844795620120059,10.24292817754768,8.89205309149145,1.9139956555623148,1.188372472658168,1.371211428670902,0.7943745059533155,0.597535188768041
2024-11-11,51.497401157719445,19.882251104020195,3.8502082704109544,10.061225089960422,8.83763207589785,1.9183418592701773,1.1910709682540064,1.3743251056420247,0.790938452327729,0.5966059164971954
2024-11-12,51.5243662567695,19.919644159936702,3.8020686153413323,10.007488549753292,8.838352977328299,1.9193463425466957,1.1916946375249324,1.3750447305506122,0.8045907316932811,0.617402998555354
2024-11-13,51.52935201708111,19.912927607469914,3.802497254113233,10.002991114423484,8.829794880363167,1.922933017306893,1.1918099519724255,1.3739429184918133,0.8032515259000539,0.6304997128779151
2024-11-14,51.53996436351053,19.952259996360397,3.787707091709352,9.990027254744255,8.821691877897015,1.923329040748707,1.1920554023728918,1.370419271030898,0.8013921622902976,0.6211535393356578
2024-11-15,51.55341957934137,20.047737317430368,3.7901946614381226,9.924159221644597,8.7670834116187,1.9238311522203888,1.192366604813936,1.370777037810487,0.8022089727052331,0.6282220409767914
2024-11-18,51.52432589482305,20.057090413378067,3.7893916577416658,9.925096707888303,8.751205235447893,1.9227454563137756,1.19169370400321,1.3689711225084689,0.8017562536623434,0.6677235542332228
2024-11-19,51.52430441019518,20.07940871256978,3.789128149250148,9.903069533133777,8.751201586367877,1.9227446545668352,1.1916932070904347,1.368970551674506,0.8017559193457957,0.6677232758056677
2024-11-20,51.43429743771638,20.013881272254345,3.993508265240489,9.875343518418351,8.735813222114391,1.907100351159368,1.2046046072235483,1.3665791192004664,0.8023153658377625,0.6665568408348931
2024-11-21,51.433112660671995,20.041203418816846,3.9940224537814375,9.8510709786473,8.732358839039511,1.9070564215476113,1.2065974530118946,1.366547640369211,0.8012865879032016,0.6667435462109892
2024-11-22,51.454715636129514,20.03950327514243,3.9974765597945936,9.841433781532679,8.71905604845418,1.9078949014864923,1.2071279605245324,1.3671484735532888,0.8016388914437051,0.6640044719385938
2024-11-25,51.454684431714405,20.05812917479489,3.9967868320938162,9.808983047251962,8.714805651262898,1.9078937444546487,1.2121809303379176,1.3671476444539934,0.8077028475374275,0.6716856960980477
2024-11-26,51.53499448037698,20.066314396494377,4.010617368608392,9.748652431729997,8.721382161886652,1.9108715693340055,1.2150852103027128,1.36928147726373,0.7998526421431137,0.6229482618600364
2024-11-27,51.5578563461495,20.07229941144159,4.017095790734707,9.709830604285768,8.723225592444143,1.910706499887031,1.2156242443175642,1.369888915561796,0.8002074713989785,0.6232651237789157
2024-11-28,51.21197371517992,20.770064078350465,3.9404197358852797,9.536983043313574,8.612192914626222,1.897888275119217,1.2074690698845534,1.3606988363802757,0.8047178270127883,0.6575925042476947
2024-11-29,51.196650916794596,20.82889645208121,3.9517629710228785,9.500077500081394,8.588396443194089,1.897320420430404,1.186994356168177,1.360291710616114,0.8078963365959022,0.6817128930152343
2024-12-02,51.2003685499403,20.839963512947634,3.9596935876266186,9.481336357130457,8.589020087645709,1.8974581939205974,1.1870805494929988,1.3603904878888586,0.8079550018043766,0.6767336716024442
2024-12-03,49.23240061490277,20.0516924441772,7.6190681876142445,9.114043473435608,8.2585005484923,1.8245263578915711,1.1414532127399377,1.308101706867995,0.7731089785042455,0.677104475374129
2024-12-04,47.81295369751704,19.485217006867437,10.285484894352477,8.828749251958659,7.9752756986159286,1.7719224165429492,1.1085433358310857,1.2703870938844726,0.7493163129651417,0.7121502914648108
2024-12-05,47.8242531206769,19.493482153918062,10.28016403041569,8.806830884905214,7.967208797392082,1.772342559691148,1.108806184183069,1.2706883172496,0.7494939844657598,0.7267299671024731
2024-12-06,47.805215611473045,19.480181923728352,10.38262692952268,8.783041574963637,7.916971913036836,1.7720502227801977,1.1083647991836336,1.270182491461295,0.7491956316908298,0.7321689021594923
2024-12-09,47.84318979374243,19.448045813175725,10.391115357517426,8.758572716201327,7.904972281453132,1.773457854924298,1.1092452312947916,1.2711914638261128,0.7450917599552118,0.7551177279095447
2024-12-10,47.88052020434367,19.454492317184396,10.413368802426362,8.680326144609337,7.903315029933836,1.774841623652799,1.110110737548037,1.272183331205817,0.7432277446625517,0.7676140644331974
2024-12-11,47.87699337427725,19.47122907237549,10.452677355637775,8.643422115236442,7.900494576919291,1.7762156320999816,1.1146184293902852,1.2720896234849455,0.7431729992682894,0.749086821310251
2024-12-12,47.92320483847305,19.507325344645537,10.46729195639443,8.528972398543813,7.899742028341452,1.7835406294447016,1.1192714832510802,1.2732798052244325,0.748597174814483,0.7487743408670219
2024-12-13,47.92189865713035,19.520932667954686,10.465759756585825,8.506166470106823,7.899413753742351,1.7834920177647862,1.1219708786635278,1.2732451010694992,0.7485767712612098,0.7585439257209416
2024-12-16,47.94264970596414,19.544585480262057,10.446276915205374,8.460577270630914,7.900894331332925,1.7888223871804527,1.12245671234595,1.2737964392261678,0.755888726715234,0.7640520311367842
2024-12-17,47.94572914330302,19.557613532155813,10.453747791498875,8.464228692718665,7.901401819116008,1.7940607523200363,1.122528809635784,1.2738782573221874,0.7578209059513854,0.7289902959782264
2024-12-18,47.97511087175558,19.577872867561233,10.348907195843159,8.467172785419248,7.896933073871041,1.795235565924099,1.1254972946609159,1.2746589054780721,0.7545157447854942,0.7840956947011566
2024-12-19,47.9897638075214,19.57519870594964,10.342773229486552,8.464913527931696,7.895348060025603,1.795783880893132,1.1258410528985436,1.2750482218282777,0.752860837718239,0.7824686757469153
2024-12-20,48.00039396099017,19.580175947543296,10.33324741366077,8.461640415229061,7.896304923422777,1.7961816627686003,1.1260904365633966,1.2753306561893318,0.7506138112194497,0.7800207724131419
2024-12-23,47.990348572970646,19.603039199659435,10.305311753588594,8.457079224161381,7.8946524068425825,1.7995765232505856,1.1258547715105314,1.2750637585612616,0.7579982455632489,0.7910755438917391
2024-12-27,48.00198712951418,19.622502834913384,10.288745168046086,8.46635298124852,7.893549667750713,1.8000129541943708,1.1261278123366076,1.2753729853556466,0.7581820743059695,0.7671663923345265
2024-12-30,47.99643865320265,19.632943774792054,10.348555696406718,8.447838107714826,7.8916944546945675,1.7998048934486803,1.1259976449442943,1.2752255669419355,0.7580944371990356,0.7234067706552346
2025-01-02,48.014156631936565,19.641870135001298,10.32611837392676,8.403081955847972,7.889288279311025,1.8004692949276677,1.1264133091662112,1.275696318941668,0.7583742892358427,0.764531411704987
2025-01-03,47.99944354149677,19.643413038063652,10.326725592267055,8.426473584949473,7.883136986009107,1.7999175729059018,1.126068139698435,1.2753054043316665,0.7543704238549142,0.7651457164230306
2025-01-06,47.994619611494684,19.644832867158623,10.339320271194746,8.436148084496518,7.870767468518693,1.799736681717576,1.1278405181503923,1.2751772365124614,0.7542946098485044,0.7572626509078048
2025-01-07,47.99319316295964,19.64847250482054,10.306820652605373,8.428770194167713,7.870250717576275,1.7996831917269502,1.1278069975918819,1.2751393369579767,0.7542721914514025,0.7955910501422463
2025-01-08,47.98558979417924,19.64771616778239,10.315223987554436,8.436389525756383,7.862311429448021,1.799398075149103,1.127628323660212,1.274937321755688,0.7519470190727222,0.7988583556417986
2025-01-09,47.98924474172871,19.652078399257647,10.380884113086077,8.431036734305852,7.860082277682036,1.7995351309946908,1.127714212411313,1.2750344306806771,0.7614309771237266,0.7229589827292704
2025-01-10,47.97797409351139,19.64538957202663,10.377202051474924,8.435710315508151,7.857783901522007,1.7991124961412923,1.1274493599376776,1.2743580001007515,0.7544476816996654,0.7505725280775039
2025-01-13,47.9750442303896,19.647205536494347,10.359416860409688,8.429314663135557,7.852158605065773,1.7990026300318116,1.12738051017143,1.2742801790885265,0.7515744415881626,0.7846223436251045
2025-01-14,47.987742888964945,19.68807547044572,10.379201836948333,8.328232619964195,7.853558316504684,1.799478813442195,1.1276789199053412,1.2746174721370929,0.7517733780848513,0.8096402836026421
2025-01-15,47.999063384237694,19.70610859416808,10.401148702223301,8.294066838372265,7.832744616410146,1.7999033174962435,1.1279449437504614,1.2749181593584376,0.7606250480835679,0.803476395899801
2025-01-16,47.98129838418762,19.695780249288436,10.437024693044052,8.31073331757591,7.810995382181664,1.7992371527782052,1.1275274784799039,1.2736922877774575,0.7603435320900344,0.8033675225967185
2025-01-17,47.97769890626391,19.695904855046177,10.434488783266401,8.310015615899284,7.809089995933534,1.7991021769724427,1.127442893226819,1.2735967374812829,0.7602864923714281,0.8123735435387259
2025-01-20,47.96748222574167,19.730323714838182,10.422938610880486,8.290644967280485,7.779159850472321,1.798719064555882,1.1272028082683956,1.273325529580995,0.7603130402473741,0.8498901881342098
2025-01-21,48.00170261444669,19.755752160861263,10.403727694619347,8.303612570396455,7.6920400645519065,1.7886873278204107,1.1285727117145408,1.274233930283897,0.7531235661297,0.8985473591757797
2025-01-22,48.01117317481064,19.773400284143325,10.387785980223372,8.307948106361494,7.663887776602989,1.7890402292882275,1.1287953749829094,1.2744853319779463,0.7532721546548161,0.9102115869542823
2025-01-23,48.02511418921688,19.847762842533335,10.392651294892929,8.267342678198855,7.653396473263058,1.7907672307139744,1.1285948546523428,1.274855404550615,0.7561700617676679,0.8633449702103467
2025-01-24,48.01594608712357,19.850293252539984,10.39881650115766,8.263972357400263,7.650049036882237,1.7904253692301715,1.1283794033614063,1.2746120317924148,0.7560257072056179,0.8714802533066791
2025-01-27,48.02658213539681,19.857029942455377,10.404365253122476,8.225708338126365,7.651724736952163,1.7933880206899115,1.128629351530352,1.2748943720606913,0.7561931750277255,0.8814846746381317
2025-02-03,48.02618342508849,19.864714130135948,10.416844885586297,8.197187286251093,7.65166121334933,1.7933731322206752,1.1286199817993259,1.2748837880568844,0.7561868972123875,0.8903452602995657
2025-02-04,48.02043004749972,19.870314560382134,10.444102933545576,8.180395901029819,7.650197466724956,1.793158292063674,1.1284847768663824,1.274731061204751,0.7559076523309797,0.8822773083520028
2025-02-05,48.02051756099699,19.874123903311464,10.432959914184515,8.17558120170606,7.650211408614574,1.7931615599551347,1.1284868334420803,1.2747333843029225,0.7559090299138584,0.8943152035723971
2025-02-06,48.023324322438214,19.886850852134902,10.534793636159156,8.058255028415665,7.650658557447812,1.7932663688364208,1.1285527926089511,1.27480789146554,0.7568965500423942,0.8925940004509494
2025-02-07,48.00039423254398,19.875394108790008,10.58650646677544,8.023178956130208,7.645968358700955,1.7924101232594667,1.128013933266121,1.2733883153238725,0.7565351484489399,0.91821035676101
2025-02-10,48.00186972024687,19.877796601175987,10.59433750074158,8.02857390477766,7.6273262023419806,1.7924652202880993,1.1280486073706535,1.2734274581023914,0.7567469869195977,0.919407798035182
2025-02-11,48.03336539320863,19.904633588124476,10.604968595727474,7.952980771021127,7.586248499290941,1.7993025286779798,1.1287887587487098,1.2742629975302233,0.7576209286029589,0.9578279390674783
2025-02-12,48.146845130278,20.005037594098596,10.665678345599199,7.81428118431839,7.438643504934184,1.8035534150398067,1.134084768084895,1.2772734680382383,0.7592973307169233,0.9553052588917615
2025-02-13,48.1673673716953,19.962490483165187,10.66229563098003,7.79514105837172,7.376642167064099,1.8043221665227396,1.1502934643931007,1.2772501961385943,0.7746271894472763,1.0295702722219526
2025-02-14,48.20789885132873,19.999401859975706,10.633086083436545,7.778386208138759,7.348020085686711,1.8058404526806733,1.1522083673634138,1.2783249661153733,0.7717184336005558,1.0251146916735332
2025-02-17,48.166314079446096,20.01182126960041,10.718558025901528,7.749555560864069,7.335607324864397,1.8042827107945822,1.1516686075540288,1.2772222660729649,0.7623481900154311,1.022621964886485
2025-02-18,48.14209233980852,20.03911731320318,10.731763248621721,7.752807305526595,7.288976471204335,1.8024903961582497,1.1534354827784563,1.2786355272162315,0.7637600531998461,1.0469218622828609
2025-02-19,48.085192395201034,20.051447568417156,10.80010259739614,7.753373010267682,7.289437084731682,1.8026043012398014,1.1469723234680351,1.2787163282481333,0.7645661203495011,1.0275882706808306
2025-02-20,48.072081684999766,20.068601725906866,10.825248892789032,7.755027334491599,7.274990432221237,1.8027378394363671,1.1470572919857962,1.278811056454582,0.7553389887945186,1.0201047529202367
2025-02-21,48.04709278993179,20.076180068198553,10.830705855309041,7.758635005419098,7.273795873908613,1.8029113661873382,1.1471677046707147,1.2789341514065369,0.7554116957171448,1.0291654892511664
2025-02-24,48.04117063026136,20.09245676080755,10.855311226139518,7.752289028919053,7.2685999205081755,1.8041150691727994,1.1607183084839694,1.2792502359399434,0.752338481030521,0.993750338737108
2025-02-25,47.95818569995876,20.074375359867496,10.878344610888751,7.784555163181765,7.271083754647605,1.8049144632656458,1.1617207911729464,1.28035509162028,0.7490236628499226,1.0374414025468277
2025-02-26,47.85644438900088,20.11601785756102,10.875317754211125,7.817506285216524,7.276227174958579,1.8016563193554385,1.1639616836579783,1.281464723443961,0.7875874292198919,1.0238163833746028
2025-02-27,47.87136828967131,20.199513865599698,10.787418993300884,7.778335583982315,7.283357834206259,1.8041657313123953,1.1683396651099565,1.2832495937684962,0.7883041647864044,1.0359462782622861
2025-02-28,47.7711303424984,20.17706779665318,10.817205850113856,7.874343937194757,7.28615740537148,1.8051325143793608,1.1699168544112908,1.2839372379003038,0.7792153768535935,1.0358926846237775
2025-03-03,47.70721119095603,20.067209980147176,10.798440228147241,8.056209444408799,7.290874620145556,1.8063719360304753,1.171786117689699,1.284818801773676,0.7770854264668539,1.0399922542344988
2025-03-04,47.67069441056398,20.021522778111397,10.79864974694794,8.104035705427309,7.288334493771726,1.8062000266022171,1.1735779676509774,1.2846965276942226,0.816125662475893,1.0361626807543327
2025-03-05,47.671376923534325,19.9900097666064,10.761765946526445,8.14998765425937,7.288968516444536,1.8063381152087072,1.1755835913657273,1.2848082852880782,0.8371926217146938,1.0339685790517186
2025-03-06,47.66822603820079,19.88719844613667,10.729113266916288,8.148643045327992,7.279684675089874,1.8249559106039845,1.2817558060823633,1.2847823616635012,0.847454597659428,1.04818585231911
2025-03-07,47.68135010301633,19.77963225252746,10.726888288006995,8.238604654161398,7.2721497944085005,1.826600770223322,1.2825847049407242,1.2851360892592132,0.8478783215420471,1.0591750219140112
2025-03-10,47.582969062597556,19.60656642313657,10.860573030747247,8.42370797173916,7.266988904381309,1.825211553321928,1.282010141963544,1.2845603833314239,0.8513048255718549,1.0161077032094032
2025-03-11,47.589271211945636,19.612170623587552,10.850936811918228,8.439346727551198,7.267932350068326,1.8254532943487591,1.2821799384167616,1.2847305175525927,0.8400351418031967,1.0079433828077542
2025-03-12,47.581074931067526,19.611419090824217,10.850076596875974,8.456105788235496,7.26034330918989,1.824758279380145,1.2819591090860345,1.2845092489366554,0.8398904628914516,1.0098631835126044
2025-03-13,47.55541755368276,19.590762993605427,10.836788789409756,8.500048572988666,7.25469740097021,1.8237743059857254,1.287449537454172,1.283816596687795,0.8486055093816814,1.0186387398338097
2025-03-14,47.55759758082074,19.59080510224764,10.839054567479927,8.503272434858946,7.244796400267063,1.8238579111286333,1.2875085564907993,1.283875449183787,0.8543508622746504,1.0148811352478064
2025-03-17,47.562510158770294,19.6175592920346,10.842685311959345,8.474207860749301,7.238981672329503,1.8246740854569006,1.2876415528250595,1.2840080702273735,0.8539635278017481,1.01376846784588
2025-03-18,47.56288113128005,19.605860589094696,10.841970889535487,8.463639754717239,7.2375352683124685,1.8246883173366462,1.2876515960212012,1.2840180850835021,0.8539701884466991,1.0377841801720114
2025-03-19,47.569052791144124,19.59911987457365,10.845375459999863,8.45562448372478,7.238474395734269,1.824925085072004,1.287818678996098,1.2841846965816277,0.8569349107211762,1.038489623452412
2025-03-20,47.58205290241398,19.594465647347715,10.85954881183897,8.411765416309049,7.240186155052626,1.8284688231896853,1.2893886282869405,1.2845356504679684,0.8571691018294016,1.052418863263673
