date,QUAM SECURITIES LTD,THEIA SECURITIES LTD,ROOFER SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-21,64.89266,10.2568,16.6494,0.1344,2.7207063,2.9549289,0.0,0.0,0.098,0.0,97.7068952
2024-03-22,64.88705999999999,10.2604,16.6494,0.1344,2.7211063,2.9553289,0.0,0.0,0.098,0.0,97.7056952
2024-03-25,64.88546,10.2604,16.6494,0.1344,2.7215063,2.9661289,0.0,0.0,0.0968,0.0,97.71409519999999
2024-03-26,64.88866,10.2556,16.6494,0.1344,2.7215063,2.9665289,0.0,0.0,0.0968,0.0,97.7128952
2024-03-27,64.85746,10.2796,16.6494,0.1396,2.7215063,2.9689289,0.0,0.0,0.0968,0.0,97.7132952
2024-03-28,64.85466,10.282,16.6494,0.1396,2.7215063,2.9693289000000003,0.0,0.0,0.0964,0.0,97.7128952
2024-04-02,64.84826,10.282,16.6494,0.14200000000000002,2.7215063,2.9733289,0.0,0.0,0.0964,0.0,97.7128952
2024-04-03,64.81026,10.3416,16.6294,0.1268,2.7211063,2.9725289,0.0,0.0,0.0964,0.0212,97.7192952
2024-04-05,64.80266,10.3452,16.6294,0.1268,2.7211063,2.9765289,0.0,0.0,0.0968,0.0212,97.7196952
2024-04-08,64.80186,10.3452,16.6294,0.1268,2.7211063,2.9769289,0.0,0.0,0.0972,0.0212,97.7196952
2024-04-09,64.80186,10.3452,16.6294,0.1268,2.7211063,2.9773289000000003,0.0,0.0,0.0972,0.0212,97.7200952
2024-04-10,64.58226,10.5616,16.6294,0.1268,2.7207063,2.9821289,0.0,0.0,0.0972,0.0212,97.7212952
2024-04-11,64.27386,10.893600000000001,16.6294,0.1268,2.7207063,2.9617289,0.0,0.0,0.0964,0.0212,97.72369520000001
2024-04-12,64.26346,10.903599999999999,16.6294,0.1268,2.7207063,2.9625288999999997,0.0,0.0,0.0964,0.0212,97.72409520000001
2024-04-15,64.21906,10.9496,16.6294,0.1252,2.7187063,2.9649289,0.0,0.0,0.0964,0.0212,97.72449519999999
2024-04-16,64.14506,11.0236,16.6294,0.1248,2.7163063000000003,2.9681289,0.0,0.0,0.0964,0.0212,97.72489519999999
2024-04-17,63.83506,11.3496,16.6294,0.12440000000000001,2.7163063000000003,2.9533289000000003,0.0,0.0,0.0964,0.0212,97.72569519999999
2024-04-18,63.821859999999994,11.3948,16.6294,0.12,2.7163063000000003,2.9269289,0.0,0.0,0.0964,0.0212,97.7268952
2024-04-19,63.71306,11.5952,16.5378,0.12,2.7163063000000003,2.9269289,1.1372,0.0,0.0964,0.0212,98.86409520000001
2024-04-22,63.60586,11.7028,16.5378,0.11800000000000001,2.7163063000000003,2.9294588999999998,1.1372,0.0,0.0964,0.0212,98.8650252
2024-04-23,63.56906,11.7404,16.5378,0.1168,2.7163063000000003,2.9310589,1.1372,0.0,0.0964,0.0212,98.8662252
2024-04-24,63.476659999999995,11.8316,16.5378,0.1168,2.7163063000000003,2.9334589,1.1372,0.0,0.0964,0.0212,98.8674252
2024-04-25,63.40786000000001,11.9032,16.5378,0.1124,2.7159063,2.9346589,1.1372,0.0,0.0964,0.0212,98.8666252
2024-04-26,63.42066,12.014800000000001,16.4146,0.1124,2.7135063,2.9370589,1.1372,0.0,0.096,0.0212,98.8674252
2024-04-29,63.36106,12.0784,16.4146,0.1124,2.7135063,2.9358589,1.1372,0.0,0.0952,0.0212,98.86942520000001
2024-04-30,63.30306,12.1352,16.4146,0.11199999999999999,2.7143063,2.9406589,1.1372,0.0,0.096,0.0212,98.8742252
2024-05-02,63.201859999999996,12.2372,16.4146,0.11199999999999999,2.7143063,2.9390589,1.1372,0.0,0.0956,0.026,98.8778252
2024-05-03,62.97866,12.4748,16.4146,0.11199999999999999,2.7143063,2.9234589,1.1372,0.0,0.0964,0.026,98.8774252
2024-05-06,62.900659999999995,12.5532,16.4146,0.11199999999999999,2.7147063,2.9222589,1.1372,0.0,0.0964,0.026,98.8770252
2024-05-07,62.821059999999996,12.634400000000001,16.4146,0.11199999999999999,2.7103063,2.9262588999999997,1.1372,0.0,0.0964,0.026,98.8782252
2024-05-08,62.81666,12.6436,16.4146,0.11199999999999999,2.7103063,2.9279289,1.1372,0.0,0.0952,0.0332,98.8906952
2024-05-09,62.77506,12.681999999999999,16.4146,0.11199999999999999,2.7091062999999997,2.9287289000000003,1.1372,0.0,0.0968,0.0356,98.8910952
2024-05-10,62.67706,12.759200000000002,16.4146,0.108,2.7071063,2.9264248999999998,1.1372,0.0,0.0972,0.0664,98.89319119999999
2024-05-13,62.60386,12.8312,16.4146,0.108,2.7047063,2.9284249,1.1372,0.0,0.0972,0.068,98.89319119999999
2024-05-14,62.60266,12.832799999999999,16.4146,0.108,2.7047063,2.9272249,1.1372,0.0,0.0968,0.068,98.89199119999999
2024-05-16,62.418260000000004,13.0444,16.4146,0.108,2.7027063,2.9012249,1.1372,0.0,0.09759999999999999,0.068,98.89199119999999
2024-05-17,62.37746,13.0856,16.4146,0.108,2.7027063,2.8996249,1.1372,0.0,0.09759999999999999,0.068,98.8907912
2024-05-20,62.37106,13.0908,16.4146,0.108,2.7043063,2.9012249,1.1372,0.0,0.09759999999999999,0.068,98.89279119999999
2024-05-21,62.31626,13.1476,16.4146,0.108,2.7019063,2.9064249,1.1372,0.0,0.098,0.0672,98.8971912
2024-05-22,62.29906,13.161999999999999,16.4146,0.106,2.7023063,2.9104248999999998,1.1372,0.0,0.0984,0.0672,98.8971912
2024-05-23,62.29146,13.1688,16.4146,0.104,2.7079063,2.9100249000000002,1.1372,0.0,0.0984,0.0672,98.8995912
2024-05-24,62.253460000000004,13.2048,16.4146,0.10319999999999999,2.7083063000000003,2.9112249,1.1372,0.0,0.098,0.0672,98.8979912
2024-05-27,62.235859999999995,13.219600000000002,16.4146,0.11720000000000001,2.7091062999999997,2.9008249,1.1372,0.0,0.098,0.0672,98.8995912
2024-05-28,62.22826,13.2272,16.4146,0.11720000000000001,2.7083063000000003,2.9024248999999998,1.1372,0.0,0.098,0.0672,98.9003912
2024-05-29,62.12386,13.3312,16.4146,0.11720000000000001,2.7079063,2.9036049,1.1372,0.0,0.098,0.0672,98.90077120000001
2024-05-30,61.99466,13.453599999999998,16.4146,0.1168,2.7071063,2.9153439,1.1372,0.0,0.098,0.0672,98.90451019999999
2024-05-31,61.96906,13.4772,16.4146,0.1168,2.7071063,2.9157439,1.1372,0.0,0.098,0.0672,98.90291020000001
2024-06-03,61.49146,13.956,16.4146,0.1168,2.7075063,2.9165439,1.1368,0.0,0.098,0.0672,98.90491019999999
2024-06-04,61.39506,14.05,16.4146,0.1168,2.7071063,2.9201439,1.1368,0.0,0.09759999999999999,0.0672,98.9053102
2024-06-05,61.346259999999994,14.100399999999999,16.4146,0.1168,2.7071063,2.9193439000000003,1.1368,0.0,0.09759999999999999,0.0672,98.9061102
2024-06-06,61.22946,14.2196,16.4146,0.1156,2.7059063,2.9197439,1.1368,0.0,0.09759999999999999,0.0672,98.9065102
2024-06-07,61.19426,14.255999999999998,16.4146,0.1156,2.7047063,2.9197439,1.1368,0.0,0.09759999999999999,0.0672,98.9065102
2024-06-11,59.39306,16.0708,16.4146,0.1156,2.6915063,2.9197439,1.1368,0.0,0.09759999999999999,0.0672,98.9069102
2024-06-12,59.14066,16.323999999999998,16.4146,0.1148,2.6919063,2.9197439,1.1368,0.0,0.09759999999999999,0.0672,98.9073102
2024-06-13,58.08145999999999,17.3824,16.4146,0.1148,2.6927063,2.9201439,1.1368,0.0,0.09759999999999999,0.0672,98.9077102
2024-06-14,58.04266,17.4124,16.4146,0.1148,2.6875063,2.9197439,1.1368,0.0,0.09759999999999999,0.0832,98.9093102
2024-06-17,57.99306,17.4456,16.4146,0.1148,2.6863063,2.9381439,1.1368,0.0,0.09759999999999999,0.0832,98.9101102
2024-06-18,57.97145999999999,17.4684,16.4146,0.1148,2.6851063,2.9385439,1.1368,0.0,0.0972,0.0832,98.9101102
2024-06-19,57.954660000000004,17.4872,16.4146,0.1148,2.6847063,2.9401439000000003,1.1368,0.0,0.098,0.0832,98.91411020000001
2024-06-20,57.91306,17.528,16.4146,0.1148,2.6847063,2.9405438999999998,1.1368,0.0,0.098,0.0832,98.91371020000001
2024-06-21,57.889860000000006,17.549999999999997,16.4146,0.1144,2.6855062999999997,2.9421439,1.1368,0.0,0.098,0.0832,98.91451020000001
2024-06-24,57.85466,17.584,16.4146,0.1144,2.6855062999999997,2.9429439000000004,1.1368,0.0,0.098,0.0828,98.91371020000001
2024-06-25,57.79666,17.6688,16.4146,0.1144,2.6855062999999997,2.9161219,1.1368,0.0,0.098,0.0828,98.91368820000001
2024-06-26,57.67586,17.7848,16.4146,0.1144,2.6855062999999997,2.9165219,1.1368,0.0,0.0984,0.08760000000000001,98.9144882
2024-06-27,57.65786000000001,17.799599999999998,16.4146,0.1144,2.6863063,2.9173219,1.1368,0.0,0.0984,0.0888,98.91408820000001
2024-06-28,57.593059999999994,17.8644,16.4146,0.1144,2.6855062999999997,2.9181219,1.1368,0.0,0.0984,0.0888,98.91408820000001
2024-07-02,57.593059999999994,17.864,16.4146,0.1124,2.6871063,2.9185219,1.1368,0.0,0.0984,0.0888,98.91368820000001
2024-07-03,57.55106,17.9056,16.4146,0.1124,2.6871063,2.9185219,1.1368,0.0,0.0984,0.0892,98.91368820000001
2024-07-04,57.282259999999994,18.168400000000002,16.4146,0.11839999999999999,2.6859063,2.9173219,1.1368,0.0,0.0984,0.0928,98.9148882
2024-07-05,57.23546,18.2048,16.4146,0.1292,2.6847063,2.9173219,1.1368,0.0,0.0984,0.0944,98.91568819999999
2024-07-08,57.20986,18.2352,16.4146,0.13040000000000002,2.6851063,2.9129219,1.1368,0.0,0.0984,0.0944,98.9176882
2024-07-09,57.20666,18.2372,16.4146,0.1376,2.6827063,2.9129219,1.1368,0.0,0.0984,0.0948,98.9216882
2024-07-10,57.20666,18.2372,16.4146,0.1376,2.6827063,2.9129219,1.1368,0.0,0.0984,0.0952,98.9220882
2024-07-11,57.18346,18.2588,16.4146,0.13799999999999998,2.6835063,2.9129219,1.1368,0.0,0.0984,0.0952,98.9216882
2024-07-12,57.181459999999994,18.259600000000002,16.4146,0.1392,2.6827063,2.9133218999999997,1.1368,0.0,0.0984,0.0968,98.9228882
2024-07-15,57.12946,18.2888,16.4146,0.1444,2.6839063,2.9129219,1.1368,0.0,0.0984,0.0972,98.9064882
2024-07-16,57.10666,18.2884,16.255,0.32,2.6835063,2.9105219,1.1368,0.0,0.0984,0.09759999999999999,98.8968882
2024-07-17,57.06106,18.340400000000002,16.255,0.3236,2.6763063,2.9105219,1.1368,0.0,0.098,0.09759999999999999,98.8992882
2024-07-18,57.04906,18.354,16.255,0.32880000000000004,2.6727062999999998,2.9097219,1.1368,0.0,0.0968,0.09759999999999999,98.9004882
2024-07-19,56.88466,18.5208,16.255,0.32880000000000004,2.6719063000000003,2.9085218999999998,1.1368,0.0,0.0964,0.09759999999999999,98.9004882
2024-07-22,56.87146,18.520400000000002,16.255,0.3292,2.6735063,2.9089219,1.1368,0.0,0.0956,0.09759999999999999,98.8884882
2024-07-23,56.85986,18.529999999999998,16.255,0.3392,2.6739063,2.9085218999999998,1.1368,0.0,0.086,0.09920000000000001,98.8884882
2024-07-24,56.81746,18.526,16.255,0.3488,2.6719063000000003,2.9045219,1.1368,0.0,0.0848,0.09920000000000001,98.8444882
2024-07-25,56.79986,18.5304,16.255,0.3604,2.6723063,2.9061219,1.1368,0.0,0.0844,0.1036,98.84888819999999
2024-07-26,56.79546,18.5332,16.255,0.36679999999999996,2.6703063,2.9041219,1.1368,0.0,0.08360000000000001,0.104,98.84928819999999
2024-07-29,56.758660000000006,18.567600000000002,16.255,0.3708,2.6699063,2.9049219,1.1368,0.0,0.0832,0.1044,98.8512882
2024-07-30,56.72186,18.5684,16.255,0.40080000000000005,2.6699063,2.9049219,1.1368,0.0,0.08,0.1044,98.8420882
2024-07-31,56.70226,18.532,16.255,0.4624,2.6683063,2.9037219,1.1368,0.0,0.0788,0.1044,98.8436882
2024-08-01,56.70026,18.5316,16.255,0.4656,2.6675063,2.9037219,1.1368,0.0,0.0784,0.10759999999999999,98.84648820000001
2024-08-02,56.691860000000005,18.54,16.255,0.46759999999999996,2.6671063,2.9017219,1.1368,0.0,0.0784,0.108,98.84648820000001
2024-08-05,56.674659999999996,18.5564,16.255,0.4692,2.6671063,2.9013219,1.1364,0.0,0.0784,0.108,98.84648820000001
2024-08-06,56.674659999999996,18.5564,16.255,0.4704,2.6671063,2.9013219,1.1364,0.0,0.0784,0.108,98.8476882
2024-08-07,56.67386,18.554399999999998,16.255,0.47159999999999996,2.6683063,2.8989219,1.1364,0.0,0.076,0.108,98.8424882
2024-08-08,56.67306,18.5536,16.255,0.47280000000000005,2.6683063,2.8989219,1.1364,0.0,0.076,0.108,98.8420882
2024-08-09,56.363459999999996,18.5536,16.255,0.4732,2.6683063,2.8989219,1.1364,0.0,0.076,0.108,98.5328882
2024-08-12,56.35906000000001,18.5548,16.255,0.4744,2.6683063,2.8989219,1.1364,0.0,0.076,0.108,98.53088819999999
2024-08-13,56.35106,18.5588,16.255,0.5948,2.6671063,2.7865219,1.1364,0.0,0.07519999999999999,0.108,98.5328882
2024-08-14,56.33826,18.562,16.255,0.6008,2.6683063,2.7969219,1.1364,0.0,0.058,0.108,98.52368820000001
2024-08-15,56.332660000000004,18.5644,16.255,0.6028,2.6675063,2.7997219,1.1364,0.0,0.0572,0.108,98.52368820000001
2024-08-16,56.33186,18.5644,16.255,0.6048,2.6675063,2.8005219,1.1364,0.0,0.056400000000000006,0.108,98.5248882
2024-08-19,56.327059999999996,18.312800000000003,16.255,0.6048,2.6675063,2.8017219,1.1364,0.0,0.056400000000000006,0.108,98.2696882
2024-08-20,56.325860000000006,18.0292,16.255,0.6304,2.6675063,2.8017219,1.1364,0.0,0.055999999999999994,0.108,98.0100882
2024-08-21,56.315059999999995,17.8476,16.255,0.6324,2.6671063,2.8013219,1.1364,0.0,0.055999999999999994,0.108,97.8188882
2024-08-22,56.31026,17.8504,16.255,0.6344,2.6675063,2.8069219,1.1364,0.0,0.0556,0.108,97.8244882
2024-08-23,56.26626,17.560000000000002,16.255,0.6407999999999999,2.6671063,2.8201219,1.1364,0.0,0.0556,0.108,97.5092882
2024-08-26,56.24946,17.549200000000003,16.255,0.6928,2.6683063,2.8017962,1.1364,0.0,0.0556,0.108,97.5165625
2024-08-27,56.247460000000004,17.5508,16.255,0.6936,2.6683063,2.8081962,1.1364,0.0,0.0548,0.108,97.52256249999999
2024-08-28,56.24506,17.5544,16.255,0.6944,2.6679063,2.8105962,1.1364,0.0,0.0536,0.108,97.5253625
2024-08-29,56.24466,17.5532,16.255,0.6948,2.6671063,2.8125962,1.1364,0.0,0.0536,0.108,97.5253625
2024-08-30,56.24346,17.552799999999998,16.255,0.6968,2.6671063,2.8149962,1.1364,0.0,0.0536,0.108,97.52816250000001
2024-09-02,56.17746,17.6156,16.255,0.6996,2.6675063,2.8209962,1.1364,0.0,0.0524,0.108,97.5329625
2024-09-03,56.17706,17.616,16.255,0.7000000000000001,2.6663063,2.8257962,1.1364,0.0,0.0524,0.108,97.5369625
2024-09-04,55.96786,17.8224,16.255,0.7012,2.6675063,2.8333962,1.1360000000000001,0.0,0.0524,0.1084,97.5441625
2024-09-05,55.92106,17.8664,16.255,0.7012,2.6671063,2.8365962000000002,1.1360000000000001,0.0,0.0524,0.1084,97.5441625
2024-09-09,55.918659999999996,17.8416,16.255,0.7263999999999999,2.6679063,2.8373961999999997,1.1360000000000001,0.0,0.0524,0.1084,97.5437625
2024-09-10,55.90346,17.854400000000002,16.255,0.7296,2.6679063,2.8417962,1.1356,0.0,0.05159999999999999,0.1084,97.5477625
2024-09-11,55.90026,17.8496,16.255,0.7308,2.6683063,2.8421962,1.1356,0.0,0.05159999999999999,0.1084,97.54176249999999
2024-09-12,55.89586,17.848,16.255,0.7328,2.6687063,2.8469962,1.1356,0.0,0.05159999999999999,0.1084,97.5429625
2024-09-13,55.859460000000006,17.8796,16.255,0.7332,2.6687063,2.8497962,1.1356,0.0,0.05159999999999999,0.1084,97.54136249999999
2024-09-16,55.85306,17.886,16.255,0.7343999999999999,2.6687063,2.8517962,1.1356,0.0,0.05159999999999999,0.1084,97.5445625
2024-09-17,55.847860000000004,17.886,16.255,0.7368,2.6695063,2.8577961999999997,1.1356,0.0,0.049600000000000005,0.1084,97.5465625
2024-09-19,55.847060000000006,17.8836,16.255,0.7388,2.6695063,2.8621542,1.1356,0.0,0.049600000000000005,0.1084,97.5497205
2024-09-20,55.84266,17.8836,16.255,0.7412,2.6691063,2.8669542,1.1356,0.0,0.049600000000000005,0.1084,97.5521205
2024-09-23,55.83386,17.8824,16.255,0.7464000000000001,2.6691063,2.8709542,1.1356,0.0,0.049600000000000005,0.1084,97.5513205
2024-09-24,55.83146,17.882,16.255,0.7488,2.6687063,2.8761542,1.1356,0.0,0.049600000000000005,0.1084,97.55572049999999
2024-09-25,55.83066,18.4548,16.255,0.752,2.6675063,2.8753542,1.1356,0.0,0.049600000000000005,0.1084,98.1289205
2024-09-26,55.827859999999994,18.451999999999998,16.255,0.8528000000000001,2.6663063,2.7817542,1.1356,0.0,0.049600000000000005,0.1084,98.12932049999999
2024-09-27,55.82386,18.450400000000002,16.255,0.8548,2.6679063,2.7845542,1.1356,0.0,0.049600000000000005,0.1084,98.13012049999999
2024-09-30,55.818259999999995,18.4544,16.255,0.8564,2.6683063,2.7905542,1.1356,0.0,0.049600000000000005,0.1084,98.1365205
2024-10-02,55.80946,18.4544,16.255,0.8576,2.6663063,2.8013542,1.1356,0.0,0.049600000000000005,0.1084,98.1377205
2024-10-03,55.80746,18.4544,16.255,0.8576,2.6651062999999997,2.8061542,1.1352,0.0,0.049600000000000005,0.1084,98.1389205
2024-10-04,55.802260000000004,19.322,16.255,0.8576,2.6643063000000002,2.8193542,1.1352,0.0,0.049600000000000005,0.1084,99.0137205
2024-10-07,55.79746,19.32,16.255,0.8576,2.6631063,2.8321542,1.1352,0.0,0.049600000000000005,0.1084,99.0185205
2024-10-08,55.796659999999996,19.32,16.255,0.8576,2.6631063,2.8329542,1.1352,0.0,0.049600000000000005,0.1084,99.0185205
2024-10-09,55.79586,19.3204,16.255,0.8580000000000001,2.6623063,2.8337542,1.1352,0.0,0.049600000000000005,0.1084,99.0185205
2024-10-10,55.79586,19.3204,16.255,0.8580000000000001,2.6607063,2.8365542,1.1352,0.0,0.05,0.1084,99.02012049999999
2024-10-14,55.74026,19.3728,16.255,0.8904000000000001,2.6603063,2.8089542,1.1348,0.0,0.05,0.1084,99.0209205
2024-10-15,55.69986,19.400000000000002,16.255,0.8920000000000001,2.6599063,2.8069542,1.1348,0.0,0.05,0.1084,99.00692049999999
2024-10-16,55.69425999999999,19.3996,16.255,0.8987999999999999,2.6587063,2.8073542,1.1348,0.0,0.05,0.1084,99.00692049999999
2024-10-17,55.686659999999996,19.4012,16.255,0.9044,2.6587063,2.8057542,1.1348,0.0,0.05,0.1084,99.0049205
2024-10-18,55.637859999999996,19.447200000000002,16.255,0.9067999999999999,2.6587063,2.8061542,1.1348,0.0,0.05,0.1084,99.0049205
2024-10-21,55.63626000000001,19.447200000000002,16.255,0.9088,2.6583063,2.8065542,1.1348,0.0,0.05,0.1084,99.00532050000001
2024-10-22,55.634660000000004,19.4488,16.255,0.9088,2.6583063,2.8065542,1.1348,0.0,0.05,0.1084,99.00532050000001
2024-10-23,55.62826,19.453599999999998,16.255,0.9091999999999999,2.6583063,2.8078461999999997,1.1348,0.0,0.05,0.1084,99.0054125
2024-10-24,54.78706,20.2836,16.255,0.9176,2.6587063,2.8102462000000004,1.1348,0.0,0.05,0.1084,99.0054125
2024-10-25,54.78146,20.285600000000002,16.255,0.9236,2.6583063,2.8074462000000002,1.1348,0.0,0.05,0.1084,99.0046125
2024-10-28,54.77826,20.2884,16.255,0.9248,2.6579063,2.8074462000000002,1.1348,0.0,0.05,0.1084,99.0050125
2024-10-29,54.76266,20.3076,16.255,0.9264,2.6579063,2.8058462,1.1348,0.0,0.05,0.1084,99.0086125
2024-10-30,54.74226,20.325599999999998,16.255,0.9284000000000001,2.6579063,2.8070462000000003,1.1348,0.0,0.05,0.1084,99.00941250000001
2024-10-31,54.739059999999995,20.328,16.255,0.9304,2.6575063,2.8074462000000002,1.1348,0.0,0.05,0.1084,99.0106125
2024-11-01,54.737460000000006,20.3284,16.255,0.9308000000000001,2.6579063,2.8086462,1.1348,0.0,0.05,0.1084,99.01141249999999
2024-11-04,54.73706000000001,20.3268,16.255,0.9324000000000001,2.6579063,2.8090462,1.1348,0.0,0.05,0.1084,99.01141249999999
2024-11-05,54.73626,20.3268,16.255,0.9324000000000001,2.6571062999999997,2.8106462,1.1348,0.0,0.05,0.1084,99.01141249999999
2024-11-06,54.73426,20.3268,16.255,0.9339999999999999,2.6567062999999997,2.8114462,1.1348,0.0,0.05,0.1084,99.01141249999999
2024-11-07,54.73306,20.3268,16.255,0.9348000000000001,2.6571062999999997,2.8126462,1.1348,0.0,0.05,0.1084,99.0126125
2024-11-08,54.73226,20.3568,16.255,0.9351999999999999,2.6567062999999997,2.8138462,1.1348,0.0,0.05,0.1084,99.0430125
2024-11-11,54.72906,20.36,16.255,0.9351999999999999,2.6563063000000002,2.8154462000000002,1.1348,0.0,0.05,0.1084,99.0442125
2024-11-12,54.715860000000006,20.3716,16.255,0.9364000000000001,2.6575063,2.8150462000000003,1.1348,0.0,0.05,0.1084,99.0446125
2024-11-13,54.69906,20.383599999999998,16.255,0.9388000000000001,2.6583063,2.8166462,1.1348,0.0,0.05,0.1084,99.0446125
2024-11-14,54.69906,20.383599999999998,16.255,0.9388000000000001,2.6579063,2.8170462,1.1348,0.0,0.05,0.1084,99.0446125
2024-11-15,54.708259999999996,20.372799999999998,16.255,0.9396,2.6575063,2.8182462,1.1348,0.0,0.05,0.1084,99.0446125
2024-11-18,54.70066,20.3768,16.255,1.0116,2.6579063,2.8194462,1.1348,0.0,0.05,0.1084,99.11461249999999
2024-11-19,54.59666,20.480400000000003,16.255,1.0116,2.6579063,2.8202462,1.1348,0.0,0.05,0.1084,99.1150125
2024-11-20,54.59506,20.4968,16.255,1.0116,2.6567062999999997,2.8022462000000004,1.1348,0.0,0.05,0.1084,99.1106125
2024-11-21,54.59346000000001,20.4968,16.255,1.0124,2.6567062999999997,2.8034461999999998,1.1348,0.0,0.05,0.1084,99.1110125
2024-11-22,54.591860000000004,20.465600000000002,16.255,1.0448000000000002,2.6575063,2.8034461999999998,1.1348,0.0,0.05,0.1084,99.1114125
2024-11-25,54.56346,20.4916,16.255,1.0472000000000001,2.6559063000000003,2.8050462,1.1348,0.0,0.05,0.1084,99.1114125
2024-11-26,54.56346,20.4916,16.255,1.0475999999999999,2.6563063000000002,2.8062462,1.1348,0.0,0.05,0.1084,99.1134125
2024-11-27,54.56346,20.4916,16.255,1.048,2.6563063000000002,2.8058462,1.1348,0.0,0.05,0.1084,99.1134125
2024-11-28,54.56305999999999,20.4848,16.255,1.0484,2.6563063000000002,2.8062462,1.1348,0.0,0.05,0.1084,99.1070125
2024-12-02,54.56146,20.4976,16.255,1.0504,2.6563063000000002,2.7854462,1.1348,0.0,0.05,0.1084,99.0994125
2024-12-03,54.536660000000005,20.528399999999998,16.255,1.0532,2.6563063000000002,2.7766462,1.1348,0.0,0.05,0.1084,99.0994125
2024-12-04,54.53186,20.5324,16.255,1.054,2.6547063,2.7782462,1.1348,0.0,0.05,0.1084,99.0994125
2024-12-05,54.52986,20.5324,16.255,1.0544,2.6551063,2.7798462,1.1348,0.0,0.05,0.1084,99.0998125
2024-12-06,54.528659999999995,20.533199999999997,16.255,1.0544,2.6551063,2.7802462,1.1348,0.0,0.05,0.1084,99.0998125
2024-12-09,54.527460000000005,20.533199999999997,16.255,1.0568,2.6543063,2.7798462,1.1348,0.0,0.05,0.1084,99.0998125
2024-12-10,54.48826,20.53,16.255,1.0572,2.6535063,2.7802812,1.1348,0.0,0.05,0.1084,99.0574475
2024-12-11,54.49706,20.5184,16.255,1.0592000000000001,2.6539063,2.7806812,1.1348,0.0,0.05,0.1084,99.0574475
2024-12-12,54.49706,20.5148,16.255,1.0604,2.6547063,2.7810812,1.1348,0.0,0.05,0.1084,99.05624750000001
2024-12-13,54.47506,20.535999999999998,16.255,1.0616,2.6551063,2.7810812,1.1348,0.0,0.05,0.1084,99.0570475
2024-12-16,54.42466,20.5836,16.255,1.0628,2.6551063,2.7806812,1.1348,0.0,0.05,0.1084,99.0550475
2024-12-17,54.414660000000005,20.586399999999998,16.255,1.0652,2.6551063,2.7806812,1.1348,0.0,0.05,0.1084,99.0502475
2024-12-18,54.41026,20.587600000000002,16.255,1.0668,2.6551063,2.7802812,1.1348,0.0,0.05,0.1084,99.0482475
2024-12-19,54.26026,20.7272,16.255,1.0688,2.6551063,2.7830812,1.1348,0.0,0.05,0.1084,99.0426475
2024-12-20,54.24426,20.7428,16.255,1.0708,2.6543063,2.7822812,1.1348,0.0,0.05,0.1084,99.0426475
2024-12-23,54.23346,20.7468,16.255,1.0708,2.6543063,2.7850812,1.1348,0.0,0.05,0.1084,99.0386475
