date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FORTHRIGHT SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,56.77527517336258,38.84934174417896,0.0,0.0,0.0,0.0,2.61297121080414,0.0,1.7624118716543271,0.0
2024-03-04,54.250088768144245,36.29089210654967,0.0,0.0,0.0,5.277224937957405,2.4846461400749775,0.0,1.6971480472737017,0.0
2024-03-05,47.89747462400785,32.13377098188167,0.0,11.591010104393835,0.0,4.6790133589896445,2.197630279847274,0.0,1.5011006508797309,0.0
2024-03-06,47.89627514325585,32.13934234029759,0.0,11.58796392491977,0.0,4.678659707078733,2.1970527308511327,0.0,1.50070615359692,0.0
2024-03-07,47.98251256404878,32.57745745949537,0.0,11.650100345659425,0.0,4.0945592206121475,2.2008475193517505,0.0,1.4945228908325223,0.0
2024-03-08,48.11338871005786,32.471056995118516,0.0,11.629813640632356,0.0,4.108972835708605,2.1833850535455457,0.0,1.4933827649371159,0.0
2024-03-11,47.98027339491476,32.696707825055974,0.0,11.61372351054412,0.0,4.098909730291565,2.119068905641014,0.0,1.4913166335525665,0.0
2024-03-12,47.87799790080195,32.857089082857044,0.0,11.566598765167319,0.0,4.09772563534006,2.109702794524577,0.0,1.4908858213090488,0.0
2024-03-13,32.29138933671629,21.950659422980543,0.0,7.799969421144628,32.76483030211082,2.7650841420299286,1.4226841977566453,0.0,1.0053831772611381,0.0
2024-03-14,32.34280251508832,21.516231820046062,0.0,7.859204579208437,33.038660286283864,2.803074631787664,1.4345741904031155,0.0,1.005451977182532,0.0
2024-03-15,32.2077699414388,21.609364554069845,0.0,7.884361116121685,33.04180723558607,2.7997697318876686,1.4329248872323237,0.0,1.0240025336636145,0.0
2024-03-18,32.25349100568247,21.553955480257894,0.0,7.871703270027301,33.063655713358955,2.811152393768642,1.4338723907186102,0.0,1.0121697461861199,0.0
2024-03-19,32.63214301254537,21.139424833593715,0.0,7.876395312310935,33.083363782291045,2.8110398284288163,1.4347270710407465,0.0,1.0229061597893745,0.0
2024-03-20,32.57019016309824,21.21570190758978,0.0,7.87395475246858,33.07311265523411,2.819107002718999,1.4342825101552803,0.0,1.0136510087350008,0.0
2024-03-21,28.559759862119204,18.534096866765978,12.608070100142319,6.865981384845687,28.839304132215087,2.4582229401925946,1.2506748292207936,0.0,0.883889884498335,0.0
2024-03-22,28.58201969637737,18.556273917641544,12.597727788360249,6.8603492683038265,28.815647452600825,2.4468613668469756,1.2496489093996752,0.0,0.8914716004695398,0.0
2024-03-25,28.450602463035658,18.277709666464137,12.504824909260787,6.8097571131659596,28.6031443205729,2.4288168059899475,1.2352798395836844,0.0,0.8699523976642544,0.8199124842626792
2024-03-26,28.50152854859643,18.325607857197603,12.48198946399719,6.797321606316046,28.550911239243188,2.423867065912003,1.2330240570863904,0.0,0.867334944786551,0.8184152168646004
2024-03-27,28.55814445189701,18.332964696572603,12.452395822481641,6.837655962857836,28.483219671757613,2.418120301484999,1.2357456888743372,0.0,0.8652785739248423,0.8164748301491158
2024-03-28,28.566944206365203,18.357832841188923,12.445944899316846,6.834113737420056,28.468464032424595,2.410712591254448,1.2351055148384489,0.0,0.8648303191732178,0.8160518580182609
2024-04-02,28.609129884024526,18.342918923795963,12.439309345348343,6.835596571641246,28.453286074381584,2.4058388113628593,1.2344470184874845,0.0,0.8638565908859055,0.815616780072088
2024-04-03,28.604799788439077,18.379355179936972,12.435866751468703,6.820379753906676,28.445411593108076,2.402097979152434,1.2341053837847367,0.0,0.8625925130598382,0.8153910571434868
2024-04-05,28.430714584910955,18.54946087104536,12.440648646653278,6.823002356878708,28.456349550183262,2.3953311550448846,1.223813242100201,0.0,0.8649749982183699,0.8157045949649852
2024-04-08,28.687748581057885,18.245484041294922,12.451181771859869,6.828779188951622,28.480442690440476,2.3994117438787033,1.2248494081776018,0.0,0.8657073466847222,0.8163952276541953
2024-04-10,28.761097147807824,18.166551270529435,12.454057538618358,6.8303563867271,28.487020629133923,2.3963731567199305,1.225132303510489,0.0,0.8628277819151584,0.8165837850377831
2024-04-11,28.792019066977325,18.141565425132278,12.461220773391686,6.808607665923222,28.503405587700755,2.3843992602867337,1.2278911547158262,0.0,0.8638376040767424,0.8170534617954327
2024-04-12,28.82182781315377,18.09477363161197,12.46967374317868,6.813226230664041,28.522740645689108,2.3834472211359046,1.2240990256027866,0.0,0.8526039854649803,0.8176077034987547
2024-04-15,28.720935191508012,18.205117533504847,12.467815668496376,6.812211008981041,28.51849054393383,2.380009156252842,1.2239166256896092,0.0,0.8540183977996219,0.8174858738338238
2024-04-16,28.75839671989615,18.225251523048343,12.454888563009211,6.805147849510659,28.488921488262942,2.374975041460689,1.2226476223815348,0.0,0.8531329190429676,0.8166382733874986
2024-04-17,28.938538946433233,18.048628604814233,12.446710995731749,6.836586200334341,28.470216377337703,2.3682862010011743,1.2218448626347838,0.0,0.8530857225222119,0.8161020891905714
2024-04-18,28.894424042327,18.131644684175736,12.44383862036215,6.809366956569901,28.46364619600084,2.3677396624855573,1.2113062774075996,0.0,0.8621198064986941,0.8159137541725193
2024-04-19,28.93463034580562,18.17905888493364,12.440839998954077,6.807726087208417,28.45678724343491,2.3646055666670596,1.1674342747833684,0.0,0.8332004567195661,0.8157171414933417
2024-04-22,28.99829899538431,17.968756827279407,12.473519794419532,6.83331953955157,28.531537982677406,2.3708169500046523,1.1705009096185155,0.0,0.835389120870026,0.8178598801945797
2024-04-23,28.996231368020087,18.027196387371617,12.460260933731336,6.826055989783255,28.5012100805642,2.3682968648822964,1.1692567132127036,0.0,0.8345011351084606,0.816990527326048
2024-04-24,29.039994947422905,17.986969075044634,12.459429192291124,6.825600340124701,28.49930758127897,2.3681387774509237,1.1691786635420107,0.0,0.8344454308836722,0.8169359919610623
2024-04-25,29.113415270798654,17.928504659224433,12.455911514518721,6.823673264475473,28.491261355463944,2.367470179474978,1.1688485686609984,0.0,0.8342098414277509,0.8167053459550498
2024-04-26,29.05677865761747,18.137904736096846,12.453418364545147,6.719662338635467,28.4701618354178,2.361350830219337,1.1686146143032885,0.0,0.8155667472944031,0.8165418758702381
2024-04-29,28.937085090052133,18.223263900848828,12.474609940307976,6.723385485239963,28.51860858103047,2.367939558419886,1.1448982623971096,0.0,0.7922778231612868,0.8179313585423444
2024-04-30,22.456948338005606,14.534241089307168,9.717661193432118,5.222266720064077,22.215859030837002,1.7973568281938326,0.8794553464156989,0.0,0.6267921505806968,0.6371645975170205
2024-05-02,29.03307245645039,18.219904763912506,12.476534192079496,6.7048838188632445,28.523007675138096,2.3076317928725643,1.123993560432136,0.0,0.7929142129654149,0.8180575272861521
2024-05-03,29.109658497813463,18.13872553977945,12.458917406594061,6.695416566329551,28.482733373006074,2.378310547180865,1.1224064888034049,0.0,0.7969291451380441,0.8169024353550856
