date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,UZEN SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,92.00655694393124,0.0,0.0,7.993443056068748,0.0,0.0,0.0,0.0,0.0
2024-04-09,74.88998163049926,18.615314513165647,0.0,6.494703856335092,0.0,0.0,0.0,0.0,0.0
2024-04-10,74.58962244023436,18.538621003295283,0.0,6.465169589397236,0.0,0.0,0.0,0.0,0.40658696707311304
2024-04-12,74.59308966304968,18.539482752257193,0.0,6.46082171783794,0.0,0.0,0.0,0.0,0.40660586685518096
2024-04-15,74.59308966304968,18.554961918925798,0.0,6.445342551169338,0.0,0.0,0.0,0.0,0.40660586685518096
2024-04-16,74.59308966304968,18.554961918925798,0.0,6.4337215551718865,0.0,0.0,0.0,0.0,0.418226862852631
2024-05-10,74.17266853445112,18.441715929487152,0.0,6.3974598519828545,0.0,0.0,0.57228602898484,0.0,0.41586965509404367
2024-05-14,71.52938111561114,17.782837931636127,0.0,6.169473917629884,0.0,0.0,0.553841649050249,3.563416055619787,0.401049330452807
2024-05-16,71.53874828613993,17.77959411598702,0.0,6.15913669009263,0.0,0.0,0.557536352902668,3.563882704783214,0.4011018500945293
2024-05-17,71.53874828613993,17.775136054194697,0.0,6.15913669009263,0.0,0.0,0.5619944146949931,3.563882704783214,0.4011018500945293
2024-05-21,71.54114029732098,17.770157630410107,0.0,6.159342630567983,0.0,0.0,0.5642423112943277,3.5640018688374084,0.4011152615691937
2024-05-23,71.55230513154048,17.75732469883904,0.0,6.160303868243055,0.0,0.0,0.5643303679263445,3.5645580731396906,0.40117786031139596
2024-05-24,63.255853047039935,15.696154936960612,11.589773575464069,5.4460198801187785,0.0,0.0,0.5062876192026483,3.151249442455379,0.3546614987585827
2024-05-29,63.29015701317567,15.704667040449575,11.541828266575964,5.448973283994358,0.0,0.0,0.5065621815159754,3.152958380821586,0.3548538334668669
2024-06-04,63.29031302523911,15.70445925002128,11.54185671751571,5.448986715870746,0.0,0.0,0.506563430206371,3.1529661529549813,0.3548547081918066
