date,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,DBS BANK LTD
2024-03-01,28.05254892726905,7.490133972955027,33.15924149806326,13.3002518626052,8.83876411374786,7.025992078174275,0.0,0.9882574857588734,1.1448100614264598,0.0
2024-03-04,27.968834653005185,11.69531215989854,31.85943252201496,12.93266776354584,4.694333491386787,6.702897697174161,2.5913792483545137,0.7341046870555429,0.8210377775644697,0.0
2024-03-05,27.250106034989575,11.875311128549313,32.36138168969321,13.150614533990607,4.318281478531722,6.766759420844822,2.619099697014576,0.9375226443600861,0.7209233720260922,0.0
2024-03-06,27.086695338237543,12.012378926404661,32.549320674805685,13.213916823731541,4.323114734793111,6.785601576807848,2.6376903193294434,0.670105079078724,0.721176526811438,0.0
2024-03-07,28.204993149082636,12.151848981433917,32.81963241037087,13.19215640774574,3.1980260396996085,6.804850153951639,2.5661625081642074,0.4011729926440917,0.6611573569072915,0.0
2024-03-08,27.31416553094901,12.247730889453665,32.822801174277664,13.192167068203345,4.732197105139752,6.837671317309193,2.038584462277335,0.520204593040989,0.2944778593490525,0.0
2024-03-11,28.127851499381286,12.173909818951204,32.87048859814895,13.046246191652115,4.04844879148568,6.859607210769357,2.034011666495119,0.5401883411873637,0.29924788192892693,0.0
2024-03-12,27.391793048961578,11.21946123121103,32.850578123795536,13.04891186118185,5.794588064288169,6.829823767449146,2.048162097396742,0.5194819137414685,0.2971998919744789,0.0
2024-03-13,27.528503650428416,11.292844821292789,32.253345909420595,13.381295287057412,5.338364875552156,6.552298170594728,2.4734383473976327,0.5797544022232386,0.6001545360330277,0.0
2024-03-14,26.46949163496502,11.866989735611956,32.58917855669735,13.717585384847988,5.8513332693261395,6.281503578355769,2.445959791143234,0.4929578499382288,0.285000199114314,0.0
2024-03-15,27.027714291041516,11.939766767992001,32.5482130863606,13.720411250920089,5.027543958114065,6.213667225443558,2.4474569651758498,0.48523971179185194,0.5899867431604682,0.0
2024-03-18,26.27969870456465,11.796145596996748,32.5565452263915,14.094735695308245,5.551929238116235,6.120104103658391,2.5228283433835825,0.49335222423916136,0.5846608673414875,0.0
2024-03-19,26.78381860049267,11.475868379204753,32.542477575248164,14.291219980654867,5.328821159976386,6.015308562634598,2.5187855555376957,0.4616381629553767,0.5820620232954895,0.0
2024-03-20,26.684375873770627,12.291445775035967,32.737365482045895,14.330523290454503,5.062434771899279,5.8807600505759785,2.0304366091534423,0.3999948629795979,0.5826632840847148,0.0
2024-03-21,26.62029351704659,12.744623859016679,32.648853148211714,14.555324540023484,4.194135945215869,5.799746631884103,2.0227011281214535,0.8447639619453813,0.5695572685347223,0.0
2024-03-22,26.644807685893678,12.753825014617986,32.64836757569753,14.532570407146551,4.285283952222028,5.828902753832194,2.3048620314099924,0.42593308233116667,0.5754474968488725,0.0
2024-03-25,26.56377129271668,12.628137397566878,32.76310008704695,14.726199845444818,4.278488301283967,5.734745920085978,2.32766770885236,0.4087095858040065,0.5691798611983595,0.0
2024-03-26,26.64451722350683,12.853122359702645,32.84036136242807,14.651189907544717,3.8616135751942067,5.766914316904469,2.3341475716138502,0.4126164078833765,0.6355172752218422,0.0
2024-03-27,26.517990903629528,12.756566757273122,32.995615524792186,14.597644880646873,4.043168394450023,5.647785748202129,2.349214119656702,0.40248466662828886,0.6895290047211508,0.0
