date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TAI FUNG KUENTAI SECURITIES CO LTD
2024-03-01,26.43234571384192,27.434194869399903,14.756180677405464,6.082260501690449,8.388732238794141,7.5525186114361595,0.0,4.083235359739673,3.4184135328446685,1.8521184948476197
2024-03-04,28.695926714650376,27.2921801203753,12.744791561656685,6.101833030512896,8.347073225729721,7.519159154703621,0.0,4.050067836189749,3.4047663017442282,1.8442020544374211
2024-03-05,28.669517855687065,27.192079190931413,12.945707845659882,6.0790873510283,8.341323300831826,7.502016702671001,0.0,4.037177251187718,3.3926126930677514,1.8404778089350444
2024-03-06,27.83607770503182,26.27932417359233,12.356574899676001,5.867693996813679,8.082876471411781,7.267551170664103,3.370260403023998,3.9120357247901367,3.245386039546108,1.7822194154500413
2024-03-07,27.822689179054137,26.26936841208007,12.421306381113553,5.880109706305983,8.094320091901738,7.252691397025137,3.3720858487729766,3.9149230216804867,3.190504641945883,1.7820013201200364
2024-03-08,27.81957627109018,26.239436684646282,12.485356759170447,5.863759495180633,8.098952348881813,7.253751083820154,3.346537891530822,3.917348304145446,3.1955513281169745,1.7797298334172467
2024-03-11,27.556610419214923,26.407453306670682,12.359140509286227,5.901529969952081,8.146282052414003,7.305110805315539,3.3668265256727525,3.9415777345246252,3.2258194905363324,1.789649186412835
2024-03-12,27.805954496433422,26.402895276580747,12.26626567972277,5.8867265896274885,8.157376829412298,7.294997495597778,3.251428639620059,3.9339151810548847,3.2134081249439603,1.7870316870065968
2024-03-13,27.95165169891568,26.524935496800456,11.866427033682541,5.904595006419358,8.186213046247996,7.328962562212283,3.265774745470492,3.9502179964342354,3.2259292627003653,1.7952931511165953
2024-03-14,28.136736738824812,26.540414048596954,11.798085389951837,5.889348413742081,8.09652338946185,7.331973111803277,3.2676804791737677,3.9480082898169693,3.2010999842643306,1.790130154364113
2024-03-15,28.265667702390928,26.559590490408574,11.770482964683106,5.904977965750369,8.090063867511029,7.3354303362669,3.2700415005373804,3.902105349727373,3.1102765733641897,1.7913632493601526
2024-03-18,28.309470587857955,26.499346283665247,11.938114572621593,5.89420655408607,8.045033582521707,7.318934851674862,3.263426256259492,3.8706056309654664,3.0736341924963693,1.787227487851242
2024-03-19,27.97945031748047,26.303363386657324,12.704580490939184,5.841771698672308,7.993514125174689,7.266142809707958,3.2404201430907538,3.839797879495589,3.056480530102723,1.7744786186790045
2024-03-20,28.33874129871084,26.540909101933924,11.919167078187598,5.896942760597381,8.062798453171013,7.318221415138902,3.2676787452866902,3.7982341723794817,3.0677505953617867,1.7895563792323839
2024-03-21,28.31929760397272,26.521476532257598,11.952770555998624,5.892056119920891,8.074633098931692,7.312649215547708,3.2702098829488073,3.794622542610715,3.0740464609173226,1.7882379868939238
2024-03-22,28.321125151803,26.524251007219757,11.94645622981849,5.878963203360434,8.070581043096032,7.314075961830488,3.2706188607836353,3.8091076726879827,3.0763592425179302,1.7884616268822466
2024-03-25,28.359285936596784,26.525050756428737,11.978429077943973,5.835719909781533,8.040101931758393,7.312443048020367,3.269619291190807,3.8302029826644444,3.064846555571298,1.7843005100436637
2024-03-26,7.1668372132799005,6.709785710730637,3.0755891985019286,1.4692016673083046,2.021823113125396,1.8423307263094424,0.8273533279436258,0.9681454990823599,0.7625645871222171,0.4509707037363904
2024-03-27,28.543957674570603,26.383547525371558,12.344380275227879,5.785414959746607,7.914410531034457,7.2413039289574055,3.252581945433212,3.7865129848782306,2.976632816627401,1.7712573581526478
2024-03-28,28.483985831609047,26.425632408021414,12.440388189912953,5.753130203284009,7.886967720667861,7.237734744751297,3.2566790979373232,3.7724415569264265,2.972761900327919,1.7702783465617478
2024-04-02,28.50947467933142,26.480002894934433,12.403452546526543,5.725012282226942,7.879729097622813,7.231283117716096,3.25370869824161,3.7849171772761645,2.963965642331825,1.7684538637921507
2024-04-03,28.454608514165763,26.416918554692497,12.466738529621477,5.706041971228536,7.879792501123045,7.260473865435917,3.2550102301961994,3.832010622020296,2.9592439398313375,1.7691612716849308
2024-04-05,28.09151866477826,26.33076858939367,12.7866204130239,5.651529682752795,7.714777874390149,7.2209825595427075,3.7620771964023367,3.7682821390121024,2.9286242574047923,1.7448186232992908
2024-04-08,27.784609704751773,26.176619320695583,13.300530760849705,5.635358661464467,7.655398445882187,7.320259933290239,3.740052717829205,3.7415919786734477,2.9179483237610397,1.7276301528023528
2024-04-09,27.69616514220293,26.23217395634559,13.387789413964605,5.640815110990683,7.61968046259988,7.284247155431841,3.7518426580559137,3.742066150349847,2.9207736342168906,1.724446315841828
