date,THE HONGKONG AND SHANGHAI BANKING,YUE XIU SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,SINOMAX SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-03,0.18720405241713467,28.344895936570865,0.1046140292919282,22.55808831626473,12.162757405572073,0.016518004625041292,33.93899350291818,2.68142275079837,0.0,0.005506001541680432
2024-06-04,0.1872246696035242,28.348017621145377,0.10462555066079295,22.56057268722467,12.16409691629956,0.016519823788546256,33.93171806167401,2.681718061674009,0.0,0.005506607929515419
2024-06-05,9.96600291403594,25.002428363283148,9.043224866440019,8.761534725594949,18.523555123846528,6.750849927149101,10.31568722680913,7.323943661971831,2.248664400194269,2.064108790675085
2024-06-06,10.376596856152348,24.44792705513606,8.666951607541435,15.296575960488198,16.431590444982668,6.843330009023128,8.296528470342404,5.309398299852781,2.706938310300613,1.6241629861803675
2024-06-07,10.022586109542631,24.2283079239601,9.340297383775646,15.1562205910032,16.13965744400527,6.389986824769434,8.079239600978731,5.510069640504423,3.2467532467532463,1.8868812347073216
2024-06-11,9.923880667580729,23.488251146517893,9.966431847193986,15.22859439270011,16.032338896506076,6.273935038532458,7.564654153467922,5.602571982412179,3.484468819441161,2.434873055647487
2024-06-12,10.590377611654207,23.33237492811961,10.09679892658616,15.43511596703086,15.875982365344068,6.296722254169063,7.604945370902818,5.424573509679893,3.5077630822311674,1.8353459842821545
2024-06-13,11.067251461988304,23.723196881091617,11.159844054580896,15.696881091617934,16.432748538011698,3.879142300194932,7.821637426900585,4.7953216374269,3.61598440545809,1.807992202729045
2024-06-14,11.30638547158758,23.76488966998633,10.96465534075376,15.724467877367701,16.44698301113064,4.252099199375122,7.5278265963678965,4.632884202304237,3.6076938098027727,1.7721148213239601
2024-06-17,10.494009035552937,23.904930269102337,10.734629738754666,15.817128265566685,16.219799646434886,4.237870752307995,7.483794932233353,5.200353565114909,3.6387743076016497,2.2687094873305833
2024-06-18,10.458157559109193,23.879132738153636,10.502305503777102,15.800058863926225,16.02079858726577,4.507995683312077,7.470813303247327,5.366427940743647,3.683900716177769,2.310409104287256
2024-06-19,10.717462199822117,24.053760252989427,10.613697005632968,15.915604308726158,16.11325229765787,4.284020160094871,7.31791679019666,4.941199723292815,3.6663701946832687,2.3767170669038444
2024-06-20,10.697605087945941,24.18761800655868,10.76716684885223,16.004173705654377,16.183046805127695,4.109112590678724,7.3834840504819645,4.655669283513863,3.701679419656166,2.3104442015303586
2024-06-21,10.764592497405228,24.059704443236296,10.428507883161172,15.919537389413335,15.964019176592695,4.349330301981911,7.576731082884397,4.9028814313250635,3.800721593436465,2.233974200563436
2024-06-24,69.20970266040689,8.284003538137034,3.670817173572838,5.479009321630265,5.451792882901272,1.5003061849357011,2.6672109954412466,1.643192488262911,1.3165952235150031,0.7773695311968429
2024-06-25,69.10871894291107,8.278489192728262,3.8127306429944054,5.477611686478581,5.518425930649797,1.503324660306447,2.6325187490434163,1.5747495876060744,1.3162593745217082,0.7771712327602334
2024-06-26,69.10556687033265,8.26205023761032,3.891717583163612,5.46673455532926,5.617786829599456,1.4867617107942974,2.4083503054989817,1.4748811948404617,1.3136456211812628,0.9725050916496945
2024-06-27,68.9068661465297,8.238698867771252,4.017804254743006,5.451283700306328,5.618833245891651,1.502868651310779,2.401543486722968,1.4470188027823379,1.3928613739062738,1.0222214700357102
2024-06-28,69.47878466057116,8.07792509500025,3.960971076780114,5.344904833811792,5.452765378424573,1.5067288385908435,2.3032374757313776,1.4868161226623302,1.359042862121036,1.0288236563065232
2024-07-02,69.56189463541061,8.094233357146416,3.9058995530893323,5.351298366865478,5.414430728846505,1.5085311757571729,2.30100845641375,1.468658105032314,1.3606685384858201,1.033377082952601
2024-07-03,70.00249854251686,8.108603314733072,3.941034396601982,5.365203631215124,5.50845340218206,1.475805779961689,1.9438660781210961,1.267593903556259,1.347547264095944,1.0393936870159075
2024-07-04,70.31923064079875,8.127692256319499,3.8217517614452197,5.377834173706883,5.501385781547401,1.5076635389187565,1.8332387217417436,1.2638995558820583,1.24052492737169,1.006778642268007
2024-07-05,70.30155040056196,8.141693565921294,3.891890083791875,5.387098392734693,5.3653559900319445,1.5035707715207975,1.823016841999632,1.3229415798364303,1.2460069241190146,1.0168754494823635
2024-07-08,70.41545116185495,8.161486101331187,3.8912919558729837,5.400194480769875,5.289541628944104,1.515608758340878,1.817389263320256,1.2523890956644201,1.2440063038594373,1.012641250041914
2024-07-09,70.46658175236308,8.15847690554401,3.9233760139438223,5.398203392102969,5.170275524569283,1.508346182208219,1.7932560166253269,1.3156130589260575,1.2435476302205537,1.0223235234966817
2024-07-10,70.39673103009395,8.152328638654899,3.9254433707902803,5.394135280424698,5.266859812771088,1.4653425552224808,1.8053020280340966,1.3246696699211227,1.249309195652538,1.0198784184348466
2024-07-11,70.31273530445259,8.145508090289978,3.938891956561752,5.389622341582585,5.369543028295099,1.464116593879156,1.785385606478925,1.3336010575105,1.2415708716095244,1.0190251493398925
2024-07-12,70.346606804818,8.155060057293149,3.971990015579716,5.395942572830985,5.412694955857471,1.4658335148174828,1.7539745028730336,1.2413515822625767,1.2363258673546313,1.020220126312968
2024-07-15,70.3422626526612,8.155333299827443,3.988876044964903,5.396123368682046,5.369318657754101,1.4658826288720241,1.7540332713474394,1.2681978857784255,1.2430684692834766,1.0169037208289358
