date,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS VICKERS (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FIRST SHANGHAI SECURITIES LTD
2024-03-01,0.0,45.62508595443129,54.3749140455687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,39.141605366068006,46.64763536464088,0.0,0.0,0.0,14.210759269291117,0.0,0.0,0.0
2024-03-05,0.0,39.15115503831216,46.63482079824499,0.0,0.0,0.0,14.214024163442849,0.0,0.0,0.0
2024-03-06,0.0,39.152604807297756,46.64086052626978,0.0,0.0,0.0,14.206534666432452,0.0,0.0,0.0
2024-03-07,0.0,34.71908117337465,41.33666710148514,0.0,0.0,11.346422469491472,12.59782925564874,0.0,0.0,0.0
2024-03-08,39.62236137580125,20.95645972583589,24.95280666748402,0.0,0.0,6.86198769094613,7.606384539932718,0.0,0.0,0.0
2024-03-11,39.623395407794455,20.957006630388484,24.95084814718861,0.0,0.0,6.862166769490746,7.606583045137705,0.0,0.0,0.0
2024-03-12,39.630901143042934,20.96097645028275,24.936631822246422,0.0,0.0,6.863466648172838,7.608023936255055,0.0,0.0,0.0
2024-03-13,37.559800410673866,19.865561195387084,23.627088627833963,0.0,0.0,6.504783640932746,7.210430556044338,5.232335569128006,0.0,0.0
2024-03-14,37.56245829268907,19.865097853233237,23.625336018529328,0.0,0.0,6.504631924077992,7.210262380758921,5.2322135307114515,0.0,0.0
2024-03-15,37.566122351958036,19.864349566485597,23.6205720356075,0.0,0.0,6.505266423468499,7.210965711422267,5.232723911058101,0.0,0.0
2024-03-18,37.552001070361754,19.885993880191087,23.611692951786843,0.0,0.0,6.502821063306915,7.216734128757597,5.230756905595803,0.0,0.0
2024-03-19,37.53881780662052,19.86895974487947,23.65379896307662,0.0,0.0,6.5048947622997355,7.199300639608499,5.234228083515155,0.0,0.0
2024-03-20,31.81538665661844,16.82469966362116,20.027868370588543,15.284038533189129,0.0,5.513112935236828,6.1016448276639315,4.433249013081971,0.0,0.0
2024-03-21,31.839491992598823,16.80237419332171,20.029558695150136,15.285556825311577,0.0,5.513660599123017,6.1022509553739415,4.427106739120798,0.0,0.0
2024-03-22,31.843919314935338,16.801471232824873,20.02876763903803,15.284953130874888,0.0,5.511946838869474,6.10200995041775,4.426931893039651,0.0,0.0
2024-03-25,31.836867477944786,16.772864132250337,20.062593020384295,15.285876985650726,0.0,5.512279992551247,6.1023787687573705,4.427139622461238,0.0,0.0
2024-03-26,31.826430212936234,16.770356589452508,20.0557764878886,15.280865727897499,0.0,5.540504543721521,6.100378190514672,4.425688247588962,0.0,0.0
2024-03-27,31.826468292701872,16.77037665489008,20.055680836027094,15.280884011185373,0.0,5.5405111728380465,6.100385489510198,4.425693542847339,0.0,0.0
2024-03-28,27.45814574898324,14.468568809468291,17.30295056385509,13.18351557243474,13.725439164484138,4.780051682408714,5.263080790348458,3.818247668017325,0.0,0.0
2024-04-02,27.463007596305033,14.471027426912315,17.291766582175818,13.185849897573213,13.727869444746045,4.777542618174008,5.2640126921410575,3.8189237419725153,0.0,0.0
2024-04-03,27.467374804141826,14.359955874516,17.27866582766939,13.187946730806264,13.73005247072422,4.89162347612565,5.264849783177117,3.819531032839532,0.0,0.0
2024-04-05,27.45311823091737,14.36005569332599,17.300505237705295,13.184720062657465,13.726693166664768,4.882683995278706,5.263561643070826,3.828661970379583,0.0,0.0
2024-04-08,27.4570440684792,14.357462944393685,17.293067217676327,13.186605497631692,13.728656104615212,4.8836403519810645,5.264314340372224,3.8292094748506025,0.0,0.0
2024-04-09,27.455839269680162,14.356832947440282,17.29669634880346,13.186026877208196,13.728053699332765,4.88342606074067,5.264083345383135,3.829041451411334,0.0,0.0
2024-04-10,27.457199991345107,14.352536814653902,17.297553579544893,13.186680381632886,13.728734066809523,4.881138441069265,5.264344235322932,3.83181248962149,0.0,0.0
2024-04-11,27.465366860462865,14.365041164610357,17.266820395358057,13.192190091941422,13.734470260106239,4.871195802682136,5.263961456196036,3.8409539686428915,0.0,0.0
2024-04-12,27.47097189121585,14.326592153142336,17.238678096923394,13.194882305431241,13.73727314013238,4.872086583352564,5.2624528310363985,3.8970629987658336,0.0,0.0
2024-04-15,27.44621798289196,14.372169618481825,17.24144620988241,13.191624991797685,13.733881930870224,4.859986809079313,5.256040901948094,3.8986315550484893,0.0,0.0
2024-04-16,27.490496287586286,14.409456120039884,17.096014352385662,13.210420947783682,13.75345051627574,4.859257199758614,5.2635299196782865,3.9173746564918415,0.0,0.0
2024-04-17,27.477237639826598,14.390461889364618,17.10798107149879,13.204049570698615,13.746817236397197,4.896975960109431,5.26099132275928,3.915485309345474,0.0,0.0
2024-04-18,27.378930227889022,14.724104655826057,17.01988513408815,13.156808433965516,13.69763419832752,4.879455675164153,5.239902300795958,3.9032793739436284,0.0,0.0
2024-04-19,27.162663009887783,15.331316261730809,16.875903258051093,13.07748519337376,13.615050284568712,4.8500371244251586,5.205750699551069,3.8817941684116155,0.0,0.0
2024-04-22,27.029053624918348,15.762020068442464,16.81937896913044,12.976314036450013,13.52667918251736,4.831070108672166,5.178777751380674,3.876706258488534,0.0,0.0
2024-04-23,26.871634559827317,16.352192381433166,16.71555968992638,12.904949300928703,13.448926414851009,4.67149815455292,5.147346846264895,3.887892652215605,0.0,0.0
2024-04-24,26.892033493341767,16.186739193383744,16.756697477929738,12.91894352014617,13.455582082102616,4.739946782541678,5.1498941892111345,3.9001632613431534,0.0,0.0
2024-04-25,26.84068898360915,16.37547683915499,16.695626329454978,12.893596712175363,13.433231906053653,4.722952996053571,5.139790160280257,3.898636073218034,0.0,0.0
2024-04-26,26.73297340737284,16.87299776294483,16.50881353451866,12.817128477425218,13.360928098078567,4.677770982838396,5.108793714147142,3.9205940226743485,0.0,0.0
2024-04-29,26.622900823882002,17.367490395973043,16.426841947870873,12.765556278268411,13.156881050724529,4.662960723914147,5.088237493044959,3.9091312863220358,0.0,0.0
2024-04-30,26.505041729331037,17.774912523986984,16.3341962646145,12.714791160502092,13.079586582486494,4.634877660632726,5.068002967425644,3.888591111020525,0.0,0.0
2024-05-02,26.428433131708502,18.215270010397553,16.115147310949375,12.669684883297316,13.033186177582772,4.613458316462998,5.050024005456259,3.87479616414522,0.0,0.0
2024-05-03,26.373767684018052,18.455278990207717,16.046914349571523,12.638718325459323,12.974620820750907,4.632368024430278,5.032219786462652,3.846112019099548,0.0,0.0
2024-05-06,26.360612348123087,18.45513020952291,16.061347581673072,12.63538728150996,12.921566843313151,4.672343678496794,5.030893501246073,3.8627185561149524,0.0,0.0
2024-05-07,26.401156156525353,18.38744477121248,16.034707240498815,12.645297142685886,12.931701153464454,4.699106269746113,5.034839201926033,3.8657480639408646,0.0,0.0
2024-05-08,26.361745026282403,18.46684580359553,16.041733806570775,12.638309873873746,12.908122842018932,4.698992031946574,5.0305677812564875,3.853682834455551,0.0,0.0
2024-05-09,26.427250286355488,18.53219997778005,16.034450926695243,12.67233948833533,12.70448463878426,4.717866871750221,5.042370684590306,3.869037125709108,0.0,0.0
2024-05-10,26.454892287720956,18.567430483529183,16.02012747953247,12.685594322706848,12.634404783802115,4.72529318074637,5.0481431484108885,3.8641143135511724,0.0,0.0
2024-05-13,26.48764969616213,18.509148148377182,16.011563672987826,12.70010596173273,12.648857864743007,4.721419377012532,5.053917953221538,3.8673373257630526,0.0,0.0
2024-05-14,26.53611806028424,18.440579291972682,16.01237598554182,12.716638835193978,12.666572863341544,4.717325191337989,5.060497094077205,3.849892678250546,0.0,0.0
2024-05-16,25.6147819312467,17.809261624816006,15.380376865802617,12.268187757017149,12.219887356975645,4.562872576156621,4.882039137744516,3.701211125868501,3.561381624372246,0.0
2024-05-17,25.614424452449846,17.83605016573895,15.37457191631207,12.267785735074652,12.219486917811391,4.562723053265974,4.881879155936578,3.7010898391621123,3.5419887642484293,0.0
2024-05-20,25.621565571587094,17.841007748896992,15.385595819505962,12.260595177594901,12.212324669875777,4.565105714445552,4.883833938388675,3.690058672945415,3.5399126867596333,0.0
2024-05-21,24.721607541419573,17.233094807304308,14.909191420702442,11.841070641261057,11.794451820272972,4.389782774062606,4.713466306816348,3.5708184451378253,3.418786411316744,3.407729831706126
2024-05-22,24.70077780099461,17.297630074721955,14.876098925943767,11.833542837148823,11.786953653459847,4.382279837987377,4.7088428221600065,3.596532069719328,3.411778565345893,3.4055634125183953
2024-05-23,24.734808216118715,17.274165443970187,14.853956007777578,11.850515030076545,11.805255564018953,4.392754712171561,4.712105108988195,3.549320204239628,3.4166718897572377,3.4104478228814026
2024-05-24,24.749703953959905,17.40189119760759,14.892033243491781,11.863233313063308,11.585058958742753,4.404039904070467,4.714133184020279,3.5554594887899174,3.420338751480679,3.4141080047733205
2024-05-27,24.72106148839535,17.462759412684868,14.907295953256948,11.850619845728968,11.572741257582681,4.402243555387111,4.709120927803342,3.5516326294246587,3.4167021095993566,3.4058228201367196
2024-05-28,24.727728784017778,17.462099873972786,14.884258164704086,11.852699992398035,11.574772628050415,4.410884898011534,4.709947522727466,3.553885644339336,3.4173018454448227,3.406420646333743
2024-05-29,24.723737053956025,17.48365776825846,14.873518874482489,11.849671055819961,11.57181471532011,4.412783320796163,4.709814506756441,3.553024003079344,3.416428559985423,3.4055501415455844
2024-05-30,24.72815845443378,17.4774329140647,14.866030568354319,11.85223644821683,11.574319953258684,4.41373866552488,4.710834157198161,3.5537932143697217,3.4171681990699985,3.406287425508922
2024-05-31,24.72634727809413,17.480864561286356,14.869785327740095,11.852037797523861,11.574125960615236,4.409008964043099,4.710755200751934,3.5537336506335624,3.417110925252208,3.4062303340595164
2024-06-03,24.73497599539162,17.445926161454437,14.890527163009532,11.855504103896754,11.577510987499501,4.410298444901268,4.712132931826747,3.547787364127316,3.4181103106388764,3.407226537253954
2024-06-04,24.80256983901505,17.478313526751705,14.92877409819679,11.883762600431957,11.374031624992067,4.417636360028874,4.7217307940397575,3.551575598693345,3.4262576367688875,3.415347921081572
2024-06-05,24.213169596375486,19.392298417780594,14.631338869737414,11.604451034346603,11.071028188632019,4.330809397736581,4.609394978790964,3.468674216410897,3.344742730123915,3.3340925700655264
2024-06-06,24.20746623623572,19.399758579031225,14.637141273477635,11.60171763080727,11.068420431699332,4.33206731054479,4.6083092456949375,3.467857177642595,3.3439548831512655,3.333307231715225
2024-06-07,24.22401133976413,19.405859151277735,14.613761210463974,11.605365981187612,11.071901078029194,4.3324269536640525,4.609758404114775,3.4575539920510967,3.3450064446060446,3.334355444841385
2024-06-11,24.236973981405395,19.372149727410637,14.626138023063534,11.611139289411335,11.077135418997793,4.332302325542182,4.610455702444589,3.4510208677098873,3.3466704811600287,3.336014182854622
2024-06-12,24.24249544456396,19.364749380662687,14.627192705457738,11.614221442738877,11.075514860438119,4.32775112433383,4.611679538541166,3.451936934185855,3.3475588480379534,3.3368997210398184
