date,BANK OF CHINA (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD,HANG SENG SECURITIES LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,HANTEC SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-04-19,4.3549999999999995,2.3941666666666666,1.3575,1.43,1.0733333333333333,0.0,0.9141666666666666,0.3108333333333333,0.5291666666666667,0.6033333333333333,12.967500000000001
2024-04-29,4.3549999999999995,2.3941666666666666,1.3575,1.43,1.0733333333333333,0.0,0.9141666666666666,0.3108333333333333,0.5308333333333334,0.6033333333333333,12.969166666666668
2024-04-30,4.3549999999999995,2.3941666666666666,1.3575,1.43,1.0733333333333333,0.0,0.9225000000000001,0.3108333333333333,0.5316666666666666,0.6033333333333333,12.978333333333333
2024-05-02,4.3549999999999995,2.3941666666666666,1.3575,1.43,1.0733333333333333,0.0,0.8975000000000001,0.3416666666666667,0.5316666666666666,0.6033333333333333,12.984166666666667
2024-05-03,4.3549999999999995,2.3941666666666666,1.3575,1.43,1.0733333333333333,0.0,0.8975000000000001,0.3416666666666667,0.5741666666666667,0.6033333333333333,13.026666666666667
2024-05-06,4.3549999999999995,2.4091666666666667,1.3575,1.43,1.0733333333333333,0.0,0.8975000000000001,0.3416666666666667,0.5725,0.6033333333333333,13.04
2024-05-16,4.3549999999999995,2.4091666666666667,1.3575,1.43,1.0733333333333333,0.0,0.8975000000000001,0.38999999999999996,0.5741666666666667,0.6033333333333333,13.089999999999998
2024-05-17,4.3549999999999995,2.4091666666666667,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.38999999999999996,0.5933333333333333,0.6033333333333333,13.092500000000001
2024-05-21,4.3549999999999995,2.4258333333333333,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.38999999999999996,0.5933333333333333,0.6033333333333333,13.109166666666667
2024-05-22,4.3549999999999995,2.4425,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.4391666666666667,0.5933333333333333,0.6033333333333333,13.175
2024-05-23,4.3549999999999995,2.4425,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.48916666666666664,0.5933333333333333,0.6033333333333333,13.225000000000001
2024-05-30,4.3549999999999995,2.4425,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.5041666666666667,0.5933333333333333,0.6033333333333333,13.239999999999998
2024-05-31,4.3549999999999995,2.4425,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.5525,0.5933333333333333,0.6033333333333333,13.288333333333332
2024-06-03,4.3549999999999995,2.4425,1.3408333333333333,1.43,1.0733333333333333,0.0,0.8975000000000001,0.5925,0.5933333333333333,0.6033333333333333,13.328333333333333
2024-06-04,4.3549999999999995,2.4425,1.34,1.43,1.0733333333333333,0.0,0.8975000000000001,0.5950000000000001,0.6074999999999999,0.6033333333333333,13.344166666666665
2024-06-06,4.3549999999999995,2.4091666666666667,1.34,1.43,1.0733333333333333,0.0,0.8975000000000001,0.6441666666666667,0.6074999999999999,0.6033333333333333,13.36
2024-06-13,4.443333333333333,2.3425000000000002,1.3233333333333333,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.6041666666666666,0.6033333333333333,13.353333333333333
2024-06-14,4.469166666666666,2.3425000000000002,1.3033333333333332,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.6041666666666666,0.6033333333333333,13.359166666666667
2024-06-18,4.4825,2.3425000000000002,1.3016666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.6041666666666666,0.6033333333333333,13.370833333333335
2024-06-19,4.4825,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5791666666666666,0.6033333333333333,13.303333333333335
2024-06-20,4.483333333333333,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5791666666666666,0.6033333333333333,13.304166666666667
2024-06-21,4.4875,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5791666666666666,0.6033333333333333,13.308333333333334
2024-06-26,4.530833333333333,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5791666666666666,0.6033333333333333,13.351666666666667
2024-06-27,4.530833333333333,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.334999999999999
2024-07-02,4.5375,2.3425000000000002,1.2591666666666665,1.43,1.065,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.341666666666665
2024-07-04,4.554166666666667,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.351666666666667
2024-07-18,4.538333333333333,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.335833333333333
2024-07-19,4.539166666666667,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.336666666666666
2024-07-22,4.54,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.338333333333333
2024-07-23,4.5425,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.34
2024-07-30,4.659166666666667,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5625,0.6033333333333333,13.456666666666667
2024-08-07,4.66,2.3425000000000002,1.2591666666666665,1.43,1.0583333333333333,0.0,0.8975000000000001,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.458333333333334
2024-08-08,4.660833333333334,2.3425000000000002,1.2591666666666665,1.43,1.165,0.0,0.7908333333333333,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.459166666666667
2024-08-09,4.6725,2.3425000000000002,1.2591666666666665,1.43,1.165,0.0,0.7908333333333333,0.6441666666666667,0.5591666666666667,0.6033333333333333,13.466666666666665
2024-08-14,4.6725,2.3425000000000002,1.2625000000000002,1.43,1.165,0.0,0.7908333333333333,0.6441666666666667,0.5591666666666667,0.6033333333333333,13.469999999999999
2024-08-16,4.6725,2.3425000000000002,1.2625000000000002,1.43,0.8416666666666666,0.0,0.7908333333333333,0.6441666666666667,0.5616666666666666,0.6033333333333333,13.149166666666668
2024-08-19,4.654166666666667,2.35,1.2625000000000002,1.43,0.8416666666666666,0.0,0.7908333333333333,0.6441666666666667,0.5616666666666666,0.6033333333333333,13.138333333333332
2024-08-20,4.649166666666667,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.15
2024-08-21,4.632499999999999,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.565,0.6033333333333333,13.135
2024-08-22,4.635833333333333,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.565,0.6033333333333333,13.138333333333332
2024-08-23,4.635833333333333,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.136666666666667
2024-08-27,4.636666666666667,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.1375
2024-08-29,4.6375,2.35,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5625,0.6033333333333333,13.1375
2024-09-17,4.655,2.3333333333333335,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5625,0.6033333333333333,13.138333333333332
2024-09-23,4.678333333333334,2.3333333333333335,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5608333333333333,0.6033333333333333,13.16
2024-09-26,4.683333333333333,2.3333333333333335,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7908333333333333,0.6441666666666667,0.5608333333333333,0.6033333333333333,13.165
2024-10-03,4.684166666666666,2.3333333333333335,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7991666666666666,0.6441666666666667,0.5608333333333333,0.6033333333333333,13.174166666666668
2024-10-04,4.684166666666666,2.3333333333333335,1.2625000000000002,1.43,0.8566666666666667,0.0,0.7991666666666666,0.6441666666666667,0.5641666666666666,0.6033333333333333,13.1775
2024-10-08,4.6850000000000005,2.3333333333333335,1.2675,1.43,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5675,0.6033333333333333,13.176666666666668
2024-10-09,4.6850000000000005,2.3333333333333335,1.2675,1.43,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5633333333333334,0.6033333333333333,13.172500000000001
2024-10-16,4.6883333333333335,2.3333333333333335,1.2675,1.43,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5599999999999999,0.6033333333333333,13.172500000000001
2024-10-18,4.736666666666666,2.4391666666666665,1.2758333333333334,1.43,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5708333333333333,0.6033333333333333,13.345833333333335
2024-10-23,4.765833333333333,2.4391666666666665,1.2758333333333334,1.4133333333333333,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5708333333333333,0.6033333333333333,13.358333333333333
2024-10-24,4.765833333333333,2.4558333333333335,1.2758333333333334,1.3883333333333332,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5708333333333333,0.6033333333333333,13.350000000000001
2024-10-28,4.753333333333333,2.4558333333333335,1.2758333333333334,1.3883333333333332,0.8466666666666668,0.0,0.7991666666666666,0.6441666666666667,0.5708333333333333,0.6033333333333333,13.337499999999999
2024-10-29,4.7316666666666665,2.4725,1.2758333333333334,1.3741666666666665,0.8441666666666667,0.0,0.8158333333333333,0.6441666666666667,0.5708333333333333,0.6033333333333333,13.3325
2024-10-30,4.7316666666666665,2.4866666666666664,1.2841666666666667,1.3541666666666667,0.8441666666666667,0.0,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,13.336666666666666
2024-10-31,4.740833333333333,2.4866666666666664,1.2841666666666667,1.3541666666666667,0.8441666666666667,0.0,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,13.345833333333335
2024-11-05,4.740833333333333,2.62,1.2841666666666667,1.3541666666666667,0.8441666666666667,0.0,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,13.479166666666668
2024-11-06,4.740833333333333,2.62,1.3241666666666667,1.3025,0.8441666666666667,0.0,0.8158333333333333,0.6441666666666667,0.5733333333333334,0.6033333333333333,13.468333333333332
2024-11-07,4.741666666666667,2.62,1.3241666666666667,1.3025,0.8475,0.0,0.8158333333333333,0.6441666666666667,0.5733333333333334,0.6033333333333333,13.472500000000002
2024-11-08,4.741666666666667,2.62,1.3241666666666667,1.3025,0.8475,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5733333333333334,0.6033333333333333,14.258333333333335
2024-11-11,4.741666666666667,2.62,1.3241666666666667,1.3025,0.8475,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,14.2575
2024-11-13,4.740833333333333,2.62,1.3241666666666667,1.3025,0.8475,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,14.256666666666668
2024-11-18,4.7575,2.6366666666666667,1.28,1.3025,0.8475,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5725,0.6033333333333333,14.245833333333332
2024-11-25,4.759166666666666,2.6366666666666667,1.28,1.3025,0.8475,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5641666666666666,0.6033333333333333,14.239166666666666
2024-11-27,4.775833333333333,2.6366666666666667,1.2883333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8158333333333333,0.6441666666666667,0.5208333333333333,0.6033333333333333,14.230833333333335
2024-11-28,4.775833333333333,2.6533333333333333,1.3016666666666665,1.3025,0.8574999999999999,0.7858333333333334,0.8325000000000001,0.6441666666666667,0.5208333333333333,0.6033333333333333,14.277500000000002
2024-11-29,4.724166666666667,2.6908333333333334,1.3050000000000002,1.3025,0.8574999999999999,0.7858333333333334,0.8325000000000001,0.6441666666666667,0.5208333333333333,0.6033333333333333,14.266666666666666
2024-12-02,4.6825,2.7241666666666666,1.3050000000000002,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.5283333333333333,0.6033333333333333,14.244166666666667
2024-12-04,4.6825,2.7525,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.5133333333333333,0.6033333333333333,14.263333333333334
2024-12-05,4.6825,2.7525,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.505,0.6033333333333333,14.255
2024-12-10,4.683333333333333,2.7525,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.505,0.6033333333333333,14.255833333333335
2024-12-11,4.683333333333333,2.7525,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4991666666666667,0.6033333333333333,14.249999999999998
2024-12-18,4.683333333333333,2.7816666666666667,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4508333333333333,0.6033333333333333,14.230833333333335
2025-01-02,4.683333333333333,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4508333333333333,0.6033333333333333,14.231666666666667
2025-01-03,4.6850000000000005,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4508333333333333,0.6033333333333333,14.233333333333334
2025-01-27,4.6850000000000005,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.44999999999999996,0.6033333333333333,14.2325
2025-02-05,4.6850000000000005,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4583333333333333,0.6033333333333333,14.240833333333333
2025-02-11,4.690833333333334,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.4583333333333333,0.6033333333333333,14.246666666666666
2025-02-12,4.683333333333333,2.7824999999999998,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.246666666666666
2025-02-13,4.681666666666667,2.7841666666666667,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.246666666666666
2025-02-14,4.690833333333334,2.785,1.3108333333333333,1.3025,0.8574999999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.256666666666668
2025-02-24,4.690833333333334,2.785,1.3108333333333333,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.258074166666667
2025-02-27,4.689166666666667,2.785,1.3108333333333333,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.256407500000002
2025-02-28,4.7175,2.7841666666666667,1.3108333333333333,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.283907500000002
2025-03-06,4.734166666666666,2.7841666666666667,1.3108333333333333,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.300574166666665
2025-03-11,4.7675,2.7841666666666667,1.31,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.333074166666668
2025-03-17,4.775833333333333,2.7841666666666667,1.3025,1.3025,0.8589074999999999,0.7858333333333334,0.8108333333333334,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.3339075
2025-03-25,4.775833333333333,2.7841666666666667,1.3025,1.3025,0.8589074999999999,0.7858333333333334,0.6441666666666667,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.167240833333333
2025-04-01,4.694166666666667,2.7841666666666667,1.3108333333333333,1.3025,0.8589074999999999,0.7858333333333334,0.6441666666666667,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.0939075
2025-04-02,4.635,2.7925,1.3116666666666668,1.3025,0.8589074999999999,0.7858333333333334,0.6441666666666667,0.6441666666666667,0.46583333333333327,0.6033333333333333,14.0439075
2025-04-03,4.5249999999999995,2.7941666666666665,1.3191666666666668,1.3025,0.8589074999999999,0.7858333333333334,0.6441666666666667,0.6441666666666667,0.46583333333333327,0.6033333333333333,13.943074166666666
2025-04-07,4.491666666666667,2.810833333333333,1.3191666666666668,1.3025,0.8589074999999999,0.7858333333333334,0.6441666666666667,0.6441666666666667,0.46583333333333327,0.6033333333333333,13.926407499999998
2025-04-08,4.233333333333333,2.9116666666666666,1.3258333333333334,1.3025,0.8655741666666666,0.7858333333333334,0.6608333333333333,0.6441666666666667,0.48,0.6033333333333333,13.813074166666667
2025-04-09,4.25,2.9116666666666666,1.3258333333333334,1.3025,0.8655741666666666,0.7858333333333334,0.6608333333333333,0.6441666666666667,0.48,0.6033333333333333,13.829740833333334
2025-04-10,4.25,2.9483333333333333,1.3258333333333334,1.3025,0.8655741666666666,0.7858333333333334,0.6608333333333333,0.6441666666666667,0.48,0.6033333333333333,13.8664075
2025-04-11,4.25,2.9366666666666665,1.3375,1.3025,0.8655741666666666,0.7858333333333334,0.6608333333333333,0.6441666666666667,0.48,0.6033333333333333,13.8664075
2025-04-15,4.25,2.9366666666666665,1.3383333333333334,1.3025,0.8655741666666666,0.7858333333333334,0.6608333333333333,0.6441666666666667,0.48,0.6033333333333333,13.867240833333334
2025-04-17,3.9258333333333333,2.9858333333333333,1.3575,1.3025,0.9122408333333334,0.7858333333333334,0.6691666666666667,0.6441666666666667,0.5066666666666666,0.6033333333333333,13.693074166666666
2025-04-22,3.9258333333333333,2.9858333333333333,1.3741666666666665,1.3025,0.9222408333333333,0.7858333333333334,0.6691666666666667,0.6441666666666667,0.5566666666666666,0.6033333333333333,13.769740833333334
2025-04-23,3.9258333333333333,2.9858333333333333,1.3741666666666665,1.3025,0.9222408333333333,0.7858333333333334,0.6816666666666668,0.6441666666666667,0.5508333333333333,0.6033333333333333,13.776407500000001
2025-04-24,3.9258333333333333,2.9858333333333333,1.37,1.3025,0.9222408333333333,0.7858333333333334,0.6725,0.6441666666666667,0.555,0.6033333333333333,13.767240833333332
2025-04-28,3.9258333333333333,2.9858333333333333,1.3533333333333333,1.3025,0.9222408333333333,0.7858333333333334,0.6725,0.6441666666666667,0.6341666666666667,0.6033333333333333,13.829740833333334
