date,CHINA DEMETER SECURITIES LTD,VALUABLE CAPITAL LTD,VC BROKERAGE LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,GET NICE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SILVERBRICKS SECURITIES CO LTD,NANYANG COMMERCIAL BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,53.260428030552845,46.739571969447155,0.0,0.0
2024-03-26,0.0,59.862091182963376,0.0,0.0,0.0,21.254775809380156,18.88313300765647,0.0,0.0
2024-03-27,0.0,59.91539342159074,0.0,0.0,0.0,21.27563613865227,18.808970439756983,0.0,0.0
2024-03-28,0.0,59.8704664892355,0.0,0.0,0.0,21.380212096034967,18.74267065557032,0.006650759159217678,0.0
2024-04-03,0.0,59.82615511629389,0.0,0.0,0.0,21.417142051062214,18.75004886507434,0.006653967569560161,0.0
2024-04-05,0.0,60.21544443182453,0.0,0.0,0.0,21.197293023318686,18.580668686475388,0.006593858381395693,0.0
2024-04-08,0.0,60.2949597169216,0.0,0.0,0.0,21.093233013950726,18.605204703469695,0.006602565657976204,0.0
2024-04-11,0.0,61.10310917057985,0.0,0.0,0.0,20.678519247781992,18.2118988289334,0.006472752704761081,0.0
2024-04-12,0.0,61.095200088147486,0.0,0.0,0.0,20.688786485217904,18.209541511751944,0.006471914882669846,0.0
2024-04-22,0.0,40.84943439086579,32.33319460898503,0.0,0.0,13.837250700500261,12.1752522325623,0.8048680670866188,0.0
2024-04-24,0.0,40.516568238989024,32.5175265311922,0.0,0.0,13.911785111894867,12.24466348853395,0.8094566293899559,0.0
2024-04-25,26.470383187366508,27.081182263331172,21.727639588707298,6.7026511311523445,0.0,9.295610250578104,8.181668888888726,0.5408646899758509,0.0
2024-04-26,26.579361314269562,26.780976704662873,21.817091919171936,6.730245834273463,0.0,9.333880123226274,8.215352683495736,0.5430914209001579,0.0
2024-04-30,9.108100536300329,8.806981909869528,7.476186664532138,2.3062915232530217,0.0,3.1984936564476105,2.8152015128471946,0.6593692467781959,0.0
2024-05-03,26.29300350628741,26.2036078720438,21.58204132692294,6.65773624980693,0.0,9.233319789196718,8.126843017727992,1.9034482380142153,0.0
2024-05-07,25.750785829656277,25.663233723600264,21.13697371407137,6.5204395624912355,0.0,9.042909089160363,7.95925022299974,3.926407858020752,0.0
2024-05-08,25.7500756159188,24.89876448150039,21.13639075053776,6.5202597269793285,0.0,9.042659683246914,7.9589599860429665,4.692889755773842,0.0
2024-05-16,25.61386001616096,24.76705224159613,21.024581131578017,6.485768135477427,0.0,9.523815888317042,7.916857798689494,4.668064788180932,0.0
2024-05-17,25.61890603781441,24.77193143910187,21.028723048945324,6.487045854900826,0.0,9.522877777372045,7.9015314282948195,4.668984413570703,0.0
2024-05-20,26.155526252822913,25.290810705664057,21.469196106898035,6.622925190899354,0.0,9.722346431999618,8.06703894402127,2.6721563676947504,0.0
2024-05-21,26.164171626101258,25.29917025832413,21.476292473934812,6.625114313760672,0.0,9.728434264890035,8.033777448326445,2.673039614662657,0.0
2024-05-22,26.669321000933046,25.787619127349526,21.890933375697212,6.753024816780257,0.0,9.916260294975347,8.188884887367676,0.7939564968969411,0.0
2024-05-23,25.90948430719347,25.05290303703529,21.267237915341052,6.560624116014605,0.0,9.633735725394759,7.895803627000483,3.6802112720203404,0.0
2024-05-28,26.112197685084688,25.24891460331755,21.433630792370952,6.611953824466682,0.0,9.706240644569403,7.955428259906581,2.9316341902841425,0.0
2024-05-31,9.108100536300329,8.806981909869528,7.476186664532138,2.3062915232530217,0.0,3.3845978748098937,2.7749039462098777,1.02257264067878,0.0
2024-06-03,25.43369542751582,24.592843989647985,20.876696938855126,6.440148078701963,0.0,9.44565063342209,7.74871352454147,5.462251407315547,0.0
2024-06-05,24.299235614693693,25.360117302094938,21.479224951258875,8.494527533588059,0.0,9.712514860931575,7.972351247132468,2.682028490300392,0.0
2024-06-11,25.3711573185325,25.000069074272268,21.17427538077458,8.373927161427849,0.0,9.574622211551329,7.859164430844645,2.6467844225968227,0.0
2024-06-12,25.3711573185325,25.000069074272268,21.17427538077458,8.373927161427849,0.0,9.571788395253046,7.859164430844645,2.649618238895106,0.0
2024-06-13,26.48980557696939,24.62533079982116,20.856883800960514,8.248406267644315,0.0,9.42831217300774,7.741359567638362,2.609901813958522,0.0
2024-06-14,27.795994637914074,22.26658638491989,17.596515456620686,2.4845187107514484,12.222065811368157,7.961534233871278,6.528867722987468,3.143917041566999,0.0
2024-06-17,28.12853211566158,22.532972767956114,17.80703142999435,2.51424225891917,11.176700528902437,8.052015740109809,6.606975854516171,3.181529303940372,0.0
2024-06-18,29.352994089498,22.558240003731456,17.82699925520028,2.5170615918410464,9.881792942338235,8.061044827495092,6.6143845536877,3.1874827362081875,0.0
2024-06-19,30.347465904580122,23.322507315378388,18.43097335926381,2.602338984746162,6.828611496134633,8.334150932331108,6.838478184228457,3.29547382333732,0.0
2024-06-20,30.649878697804915,22.002866061362912,18.614638188246634,2.6282713180674784,6.8966586761820885,8.41720082751932,6.906623685918838,3.883862544897818,0.0
2024-06-24,31.37763782853127,22.52530815114034,19.056629265608848,2.690677713492684,7.060414832367272,8.6221619646436,7.070616454029803,1.5965537901861802,0.0
2024-06-27,31.26758968703247,22.446307038556053,18.98979355779132,2.6812409265885764,7.0356524351862415,8.60462948649598,7.045818277561934,1.9289685907874214,0.0
2024-06-28,31.275538241832006,22.45201312921827,18.994620965859443,2.6819225266303146,7.037440973077756,8.606816875088695,7.022188333115878,1.9294589551776389,0.0
2024-07-02,30.55321167883665,21.93347095895873,18.55592925825144,2.619981981725812,6.874907221905831,8.408037483871125,6.860006850445778,4.194454566004642,0.0
2024-07-04,30.555488119452264,21.9351051650336,18.557311812447967,2.620177189792907,6.875419453424829,8.401213204128382,6.860517971776718,4.194767083943337,0.0
2024-07-05,30.557005934996134,21.9361947710463,18.55823362970748,2.620307344665604,6.875760983511871,8.396663119316937,6.860858761646474,4.194975455109199,0.0
