date,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,48.309052407481786,24.33009308208264,12.060950212084471,7.141540129297463,0.0,0.0,3.597893154086429,1.675746785756354,2.8847242292108546
2024-03-04,0.0,46.30177779177191,23.36436707094137,11.753526327649855,6.8291949414316795,0.0,3.9243288828014324,3.4627235943552637,1.5991911744772318,2.764890216571255
2024-03-05,0.0,46.28553697180417,23.458717078655415,11.779709886475707,6.812130303139155,0.0,3.8610302085443116,3.441917877191115,1.5973720458688185,2.763585628321308
2024-03-06,0.0,46.23866259217918,23.512485953709735,11.840666995407569,6.793938346921739,0.0,3.799250232305689,3.4555245250995585,1.5986844699035867,2.760786884472943
2024-03-07,0.0,46.21926840112103,23.582773062232633,11.878121539663146,6.78323516342402,0.0,3.7294086583698047,3.451223807030025,1.597400238279123,2.7585691298802195
2024-03-08,0.0,46.2482213997849,23.49175783613229,11.845275176282561,6.757391595723185,0.0,3.81813620748697,3.4559502196683245,1.5963216072410964,2.7869459576806745
2024-03-11,0.0,46.28211358118851,23.48448925671933,11.806441608688246,6.762522124174485,0.0,3.8160874890130243,3.464682319883774,1.5936854555214475,2.789978164811185
2024-03-12,0.0,46.21449906524826,23.526482694304654,11.74670511444504,6.753711076904094,0.0,3.9280496677159973,3.460527045371658,1.582901891733428,2.787123444276871
2024-03-13,0.0,46.23908691280473,23.385483928124774,11.724580337800505,6.877988932266986,0.0,3.9238252835937506,3.4684596142088395,1.5844704000486165,2.7961045911517974
2024-03-14,0.0,46.28240418575671,23.052012612865216,11.525945196819718,6.992146323937029,0.0,4.288545524634292,3.449943195712112,1.576139135662152,2.832863824612771
2024-03-15,0.0,46.298536861342605,22.98050985819203,11.562147731572242,7.012344785861862,0.0,4.351710459220747,3.460085652510217,1.543249919821338,2.7914147314789615
2024-03-18,0.0,46.28729051574128,23.00713712032169,11.628464185449083,7.0154367784135765,0.0,4.271625964011559,3.4598563503507664,1.5309569453609204,2.799232140351121
2024-03-19,0.0,46.34320261210157,23.071154124561218,11.602246087095038,6.963147012215415,0.0,4.227770773314702,3.4646475594016652,1.530664512811481,2.797167318498911
2024-03-20,0.0,46.415380199676925,23.0376771270948,11.537531410226137,6.9709734626879545,0.0,4.240083090132503,3.470679392033487,1.5213525675616246,2.8063227505865656
2024-03-21,0.0,46.37110152110686,22.992738891135573,11.676476182275513,6.986366033305902,0.0,4.176585216805987,3.467674630870432,1.5254119094338219,2.803645615065914
2024-03-22,0.0,46.493599279686,22.826576161805036,11.73703512420905,7.0048217988930945,0.0,4.120577592596911,3.47836991119843,1.5301782600579055,2.808841871553571
2024-03-25,0.0,46.50621251012646,22.63992349321444,11.629163069181947,7.006999700768654,0.0,4.401196803789306,3.4840571668231624,1.525741183588703,2.8067060725073296
2024-03-26,0.0,46.59150436894094,22.675686252310527,11.745939897757902,6.969042145568885,0.0,4.202616358941901,3.4841565633442153,1.519312259214407,2.8117421539212257
2024-03-27,0.0,46.638162549803404,22.525102108889154,11.885732018569604,6.822575280508334,0.0,4.303173711713764,3.4876457060385215,1.5230507045545914,2.8145579199226285
2024-03-28,0.0,46.67625544915939,22.563592247101408,11.89161877668263,6.830660239877341,0.0,4.223977638747211,3.490494328917427,1.4991486396261522,2.824252679888438
2024-04-02,0.0,46.609147902274316,22.585741460896994,11.893600519595264,6.820839639490858,0.0,4.3048720727573935,3.4731671878607386,1.4949623305157387,2.817668886608695
2024-04-03,0.0,46.473490569690384,22.645189072917248,12.066887616798256,6.766439024197468,0.0,4.2831992644918975,3.466126667483207,1.4900589147338579,2.8086088696876805
2024-04-05,0.0,46.44920551334052,22.680305594692577,12.006672284130637,6.675613508466376,0.0,4.436984071962715,3.458284666581683,1.4885612092484255,2.8043731515770642
2024-04-08,0.0,46.469153820456505,22.652069017022363,12.00250320412318,6.675167435128294,0.0,4.443859124578156,3.4597698787367897,1.4918999883182458,2.8055775316364686
2024-04-09,0.0,46.4689701015748,22.647344842579763,12.000000036803607,6.678253075948086,0.0,4.436369031103247,3.4727883439075873,1.4912821502239872,2.804992417858927
2024-04-10,0.0,46.46780938313552,22.649496734509736,12.009732280392944,6.688694917468134,0.0,4.423257240521816,3.4730144419128686,1.4862789044876705,2.8017160975713145
2024-04-11,0.0,46.44277547113154,22.566575024462818,12.02396775160212,6.710921031079989,0.0,4.498922307339393,3.4711204893616494,1.4855296982503163,2.800188226772175
2024-04-12,0.0,46.41099064352721,22.60382303368357,12.031117498164035,6.7220133077227215,0.0,4.487142950960495,3.467274417764653,1.4772831504987372,2.8003549976785838
2024-04-15,0.0,46.420498871662105,22.586582566279105,12.046692137445502,6.690349727126134,0.0,4.480350294260363,3.4679481328431514,1.4773863507082998,2.830191919675335
