date,SHANGHAI COMMERCIAL BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD
2024-03-01,68.29199744185469,12.220279153561956,7.87492275398633,2.863820943341586,2.191547277164703,2.0988634168807994,3.7863643249498384,0.08883657491520275,0.5833681133448897
2024-03-04,68.05739260454179,12.213406319869309,7.790961148626359,2.8580418681822475,2.1943567844184035,2.0962896453747817,3.717339379155847,0.49084103129674345,0.5813712185345161
2024-03-05,68.10190687572404,12.315303693997464,7.752784566256131,2.7617630974096556,2.2097330108108517,2.0555704293964325,3.722172744671346,0.4987803689549529,0.5819852127791246
2024-03-06,68.6103286085343,12.352397887806132,7.823678303693965,2.5391208465327253,2.1978346524117884,2.0616204048372087,3.73314352351884,0.09901059815540893,0.5828651745096219
2024-03-07,68.52826507235473,12.260726928382336,8.02500510321295,2.54731023193671,2.1907321928711054,2.0581416325522635,3.7117966048060653,0.09669830231727343,0.5813239315665603
2024-03-08,68.58134789388905,12.41383047835661,7.826033390291315,2.570401974324983,2.1752808855959116,2.057455088877156,3.729201380079309,0.06940523507114123,0.5770436735145283
2024-03-11,68.32186818648358,12.533643840905231,7.998379365522331,2.5406043912865584,2.1826799315505614,2.0484343984415556,3.7380516808454445,0.05920864861053629,0.5771295563541978
2024-03-12,67.9050842450378,12.856307098078329,8.033588442476987,2.5191079518449437,2.262851578690178,2.0580421232915276,3.7383355350470966,0.04900327756584648,0.577679747967297
2024-03-13,67.58168861499671,12.873590008452233,8.14994977225615,2.5149069078506736,2.2530834076215114,2.0481112999033817,3.953551397224743,0.04886376685634561,0.5762548248382579
2024-03-14,65.41787030634008,14.003620380960086,8.905543717581848,2.5194915539352354,2.272975502275989,2.087329070524588,4.162473099267182,0.05742951264762494,0.5732668564673711
2024-03-15,65.3518871238281,14.086619679233776,8.96222624983302,2.5327323593416304,2.324414820843478,2.1300672333915394,3.9964151027513393,0.048997367145791705,0.5666400636313255
2024-03-18,65.57326582108661,13.992303845211657,8.82363453072725,2.545120977283323,2.290474184183323,2.139906800181457,4.0160473389334195,0.049417279703142206,0.569829222689829
2024-03-19,64.27768913669935,14.466871820248652,9.138700327603711,2.0471527260844513,2.292704786711212,2.115642633744604,5.030575104282135,0.06965488791864355,0.5610085767072489
2024-03-20,64.05773596761296,14.49786632819729,9.10682087132156,2.0513563424926278,2.4327643950065254,2.1097156891686333,5.111601400746368,0.06944341617785971,0.5626955892761837
2024-03-21,63.64030945288663,14.772751646537536,9.037337288116754,2.004639898840235,2.3790441435972913,2.1596802792365586,5.329447245811041,0.11314380542408473,0.5636462395498633
2024-03-22,63.601014819709114,14.805894104240863,9.173324668886638,2.0157841311271607,2.414638643401442,2.1642901447285476,5.221982735365311,0.04794465225870896,0.5551261002822183
2024-03-25,63.6191841302586,14.4444203229327,9.442069070043159,2.0258555677000927,2.425154304160151,2.1656515633228275,5.273018312312988,0.0479583489155712,0.5566883803539158
2024-03-26,62.38441526851144,15.07649638598883,10.180626764651015,1.9960904229768694,2.463667873558269,2.1687989097715237,5.100557649646534,0.07965749177228816,0.5496892331232313
2024-03-27,62.41303019300349,15.600627222185063,10.119277600744603,2.0204163817280083,2.465931992899216,2.186723706249504,4.513486510924465,0.12659579017881623,0.553910602086835
2024-03-28,61.7853149961712,16.15621362555992,10.36857570597148,2.005549093318695,2.4542822052073174,2.2048259012814064,4.430322877359274,0.04657591471745282,0.5483396804132482
2024-04-02,61.58864039773864,16.104354812312927,10.273674455728047,2.0756096572754115,2.377836613063856,2.2385233844123142,4.681025137906977,0.11213552119689679,0.5482000203649353
2024-04-03,60.8407234854216,16.803742198528063,10.569664153286173,2.136503746487053,2.401230495037509,2.2829596509693917,4.34709692452463,0.07079125288210528,0.5472880928634771
2024-04-05,60.657234554230946,16.63033290928194,10.99328551489651,2.2112249515126345,2.7424220222463247,2.279853258032289,3.8669123285177096,0.07136499639565513,0.5473694648859981
2024-04-08,60.81102388277891,16.887030269516046,10.254186973847181,2.2780172492009374,3.084400998344083,2.3867408922750766,3.6804287924701002,0.07248361241962677,0.5456873291480296
2024-04-09,60.90205911280149,16.91231046686886,10.26953768183161,2.275500105450817,3.144498660026547,2.421926569236503,3.4524630026256236,0.07259212173106686,0.5491122794274833
2024-04-10,60.81568868869509,16.93338877584122,10.602851266675684,2.2641443028311703,3.1728697401729984,2.411152302936178,3.1934455852001395,0.07248917262832663,0.5339701650191863
2024-04-11,60.85994537616847,17.19725342795814,10.566813867495235,2.2699516834102327,3.1089959244941867,2.4196989691195476,2.97241450851028,0.07254192432328213,0.5323843185206238
2024-04-12,60.874849296505076,17.103904296222296,11.004039723137767,2.2863068480497715,3.1358260929392276,2.4531540263486926,2.551064685239187,0.07255968902968296,0.5182953425282982
2024-04-15,60.728017786178434,17.419245778526875,10.847389267448829,2.2689713463635943,3.1099794517047776,2.3697708098356935,2.6758643278999705,0.07238467342221647,0.5083765586196023
2024-04-16,60.39361191293066,17.650829402851755,10.516139595351989,2.332986760325753,3.154599999481139,2.365040328031595,2.8889296694150093,0.19843326154605906,0.4994290700660412
2024-04-17,60.26022198172536,17.409399005277656,11.488128310813236,2.256649943553052,3.1622601107915607,2.3076333555221877,2.5366278312731074,0.07963301431926488,0.4994464467245717
2024-04-18,60.3770186588178,17.41478412857026,11.366881930879057,2.260005417903246,3.17786795368152,2.3283217076806637,2.4036561773178184,0.07978735944368487,0.5916766657059435
2024-04-19,60.33939728363863,17.69154636711468,11.515727008622887,2.26103383432144,3.1756982589440383,2.331972103140557,2.013318520104135,0.07880125660649062,0.592505367507142
2024-04-22,60.1233409724924,18.201966078352417,11.242723505123681,2.268539895466043,3.152001421302175,2.3317351445908687,2.0061094628016347,0.07851909421205945,0.5950644256587203
2024-04-23,59.98335438863474,18.247688339927794,11.489259308095747,2.24029847249892,3.164353256676283,2.337669131822925,1.7870660196077996,0.15538689697023486,0.5949241857655626
2024-04-24,59.89110245572961,18.281213208834036,11.220394367095798,1.9282496891856113,3.1613433737079504,2.33521529129652,2.1455003215546617,0.44150178185723316,0.5954795107385855
2024-04-25,60.103203385562665,18.365561546517192,10.858967687381734,1.9343760878490313,3.1681643843709333,2.3723135828994484,2.1533583281660946,0.4431188051156028,0.6009361921372999
2024-04-26,59.96477682102794,18.58487154992483,10.72089502775507,1.946339558360722,3.1523859741456994,2.3595353355539532,2.272342711894521,0.4435766913397977,0.555276329997461
2024-04-29,60.090919008884235,18.35182677947839,10.594355384530342,1.944819538004697,3.1803830669068494,2.3750257704487923,2.46850024405655,0.44450980136361473,0.5496604063265328
2024-04-30,60.188128463662075,17.89828797192294,10.252820794131132,1.9461164612502162,3.1269911551501584,2.3486723960380993,3.2796660297979807,0.4088380925754699,0.5504786354719339
2024-05-02,60.28072579073854,17.49183492408492,10.285490868799629,1.9247044823792476,3.1907048900331603,2.3403956383795816,3.5237080900890727,0.4027397777905146,0.5596955377053346
2024-05-03,59.98512342438019,17.73190070745253,10.627526577118164,1.9379957021821392,3.1927282924360907,2.318877430672971,3.2698496877183563,0.37772396075903913,0.5582742172805153
2024-05-06,59.97966089781481,17.72929666726612,10.62596585857222,1.8919474267222953,3.0278837940033942,2.2682591169804858,3.5398802478732145,0.3845174740723756,0.5525885166950814
2024-05-07,59.99981553200063,17.734977990867165,10.629370931641345,1.9080467055846446,3.089424726601982,2.274513632765946,3.4350860239974508,0.3817600826297053,0.5470043739111258
2024-05-08,59.87966932564382,17.80032573585293,10.65407459181099,1.9185782751864364,3.0913139128011635,2.285224724118609,3.428806478925434,0.3770134427992829,0.5649935128613377
2024-05-09,59.77000188002183,18.02852008591619,10.997707420496376,1.9082249477057378,2.999955745217276,2.154427535772453,3.1929382970744102,0.37968598340890425,0.568538104386828
2024-05-10,59.40297771288119,18.18153340242278,11.387175396989631,1.8983568666339201,3.045730059150735,2.1624682194622933,2.9738081849258724,0.3739635823890573,0.5739865751445176
2024-05-13,59.49247377119591,17.965184885049073,11.529829114695813,1.9033780113947825,3.021992947784286,2.1725953726918523,2.9787515927542194,0.37452699297663494,0.5612673114574285
2024-05-14,59.53891686161816,18.134929392701675,10.957718669368473,1.9233446366440077,3.000780904872722,2.16302675494477,3.3466396450938083,0.3748081854691416,0.5598349492872338
2024-05-16,59.616341456570424,17.899598077673833,11.117012522142494,1.9305726397989011,2.999541700659987,2.145715344202672,3.372480668747655,0.38298540421506017,0.5357521859889759
2024-05-17,59.205044271354,18.700928898749883,11.837001254509222,1.9690377529231373,3.047512365995667,2.156993006582112,2.161135557620712,0.3704829620479604,0.5518639302173014
2024-05-20,59.400293238688896,18.014581684343884,12.002913910315836,2.0435442767369203,2.92146007971473,2.2944673285977575,2.3881581805992114,0.37094409937168304,0.5636372016310874
2024-05-21,59.09488789102993,18.065753666215866,12.530782764516198,2.0441126154782627,3.116603514278821,2.2741487542391936,1.9324658591031714,0.36908478125161803,0.5721601538869436
2024-05-22,59.77978999561159,17.98945075044868,11.517501382524758,2.0433096718960604,3.0403232667284716,2.1166796804001664,2.5577071934616,0.3732946163507106,0.5819434425779604
2024-05-23,60.36483648213049,18.022117727503097,11.064142123983862,2.0681911525142955,3.1590455217802718,2.1483915577492003,2.208560382967378,0.37696749766208826,0.5877475537093191
2024-05-24,60.2931531514251,17.857397374997944,11.579584566200875,2.0712936618786966,3.0729318337842377,2.098367008301113,2.066990147703791,0.37396922531691373,0.5863130303913228
2024-05-27,60.40643002702444,17.84917587478575,11.44450478860235,2.09937527414129,3.2309561328629215,2.134576822574856,1.8738609796331178,0.3781718105144808,0.5829482898607962
2024-05-28,59.35455463235184,18.50385306921848,11.727385297480675,2.1870959056433406,3.2653006423124533,2.149291629364662,1.8546516238533575,0.37922953216335986,0.5786376676118262
2024-05-29,59.494108393427325,18.140145478976414,11.614746721100383,2.2004149355589626,3.2597765714115865,2.1525712212409265,2.165751523418012,0.3800669305558505,0.5924182243105429
2024-05-30,58.24389129938342,18.91058930274177,12.467910157588083,2.085420816406479,3.2403139313318965,2.207072833459416,1.8864784853601786,0.37208243856694634,0.5862407351618092
2024-05-31,58.36731983634361,19.065374255181965,12.363191042529296,2.0956703296772856,3.2212857098718843,2.2187158927704416,1.7159593993057543,0.3741621341566118,0.5783214001631448
2024-06-03,58.45036364802149,18.92859515548524,12.378246824947086,2.10850366418929,3.180745316101352,2.2593238630502195,1.7402336470404935,0.3746935121443385,0.5792943690204946
2024-06-04,58.424669737457805,19.07246182937198,12.1326253128696,2.117884310674291,3.267036761672043,2.2684108396011213,1.7625847806803767,0.3745288024489839,0.5797976252238081
2024-06-05,58.33375703054963,18.795485728707227,11.986162123201161,2.117539972117778,3.2778442800814127,2.2595082852152117,2.2703533044688915,0.37394601049827675,0.5854032651604165
2024-06-06,58.505519276711226,18.722458976177126,11.836333859650384,2.135724343703461,3.2994153625895217,2.270888340169123,2.2784252094213584,0.3750130312936085,0.5762216002841917
2024-06-07,58.376930052053865,19.090357706584626,11.961232207928331,2.169724043098754,3.204099204530391,2.2721063390230465,1.9777695240919861,0.37388590357762996,0.5738950191113668
2024-06-11,58.36603804729015,19.468740684794277,11.705758533508797,2.1749972850117083,3.285492718322137,2.2620675420889502,1.7860434056019108,0.3725313856439444,0.5783303977381269
2024-06-12,58.31712379888688,19.34553951469413,11.736342384508822,2.194960024014176,3.1877302156192244,2.2656181728783626,1.9675977402475775,0.4100412608926188,0.5750468882581988
2024-06-13,58.38294821032915,19.026062410510118,11.698775050004631,2.192742314447924,3.179287312299091,2.255301427128177,2.2804250049011023,0.4059603152462622,0.5784979551335464
2024-06-14,58.36205605041989,19.20139406346611,11.875517511344654,2.1869612872406607,3.1859469653836516,2.2480596669677047,1.957775328753366,0.40233273133238767,0.5799563950915809
2024-06-17,58.30723858134734,19.473102502060048,11.783740243028289,2.187176089897463,3.173651860854558,2.2425447318509146,1.8809026097711692,0.37215608782939946,0.5794872933608212
2024-06-18,58.29508003851925,19.395062261659408,11.808892434783093,2.1951800904493406,3.192100991317802,2.2215781374811585,1.9405993956654106,0.37210261685540325,0.5794040332691346
2024-06-19,58.43504377094615,19.236508596058993,11.641524185652328,2.1992377816305133,3.1194149230005896,2.209477574674719,2.1774858584661136,0.40650051497890527,0.5748067945916837
2024-06-20,58.471886119416325,19.196788531462204,11.682238214720389,2.2311339591209602,3.1395041694851127,2.256094426100544,2.06882114372771,0.3795168746378298,0.5740165613289264
2024-06-21,58.59503789123035,19.058222339855305,11.717332051447883,2.2415336782478796,3.1439882882195436,2.191679227448753,2.07773889032042,0.40121829272636145,0.5732493405035024
2024-06-24,58.43195704634343,19.814068475898168,11.390972494082686,2.247107563427668,3.1322334669979983,2.186014533070658,1.8513872333229326,0.37369727791022295,0.5725619089462384
2024-06-25,58.32681339186369,20.19906131109451,11.138624040243139,2.243820767139234,3.1428662017918336,2.154083264064792,1.8500988855277753,0.3730248394115868,0.5716072988634362
2024-06-26,58.35578674456565,19.883523769648832,11.161046353251203,2.2507356113044636,3.229253130200301,2.157169392030848,1.8586402082494722,0.3760064200401464,0.7278383707090816
2024-06-27,58.46162482383238,19.30836395494728,11.537601080525722,2.2675593914955243,3.2335172150198064,2.1547867811707313,1.9252392285641862,0.3829075298520089,0.7283999945923657
2024-06-28,58.39997127111965,19.183826685893845,11.218515952798933,2.2588038995926025,3.2466235761948345,2.2016848013367527,2.385438657376302,0.3734878698471348,0.7316472858399525
