date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,CHINA MERCHANTS BANK CO LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD
2024-05-29,38.35279655808236,15.623847572218807,12.452366318377383,12.280270436385987,0.0,6.047940995697603,3.9336201598033185,5.838967424708052,5.47019053472649
2024-05-31,38.36609336609337,15.614250614250613,12.469287469287469,12.272727272727273,0.0,6.044226044226044,3.9312039312039313,5.835380835380835,5.466830466830467
2024-06-03,38.33783452000982,15.602749815860545,12.533758900073655,12.26368769948441,0.0,6.0397741222685974,3.9283083722072183,5.8310827399950895,5.462803830100663
2024-06-04,38.40872869927669,15.581708961628049,12.529116096604142,12.247149687385068,0.0,6.031629275468922,3.923010910874096,5.823219320828736,5.455437047934289
2024-06-18,38.61942577886378,15.528405620036652,12.486255345143556,12.205253512522908,0.0,6.010995723885156,3.9095907147220528,5.803298717165547,5.436774587660354
2024-06-20,38.609991449859535,15.524612190057407,12.50763405398803,12.202271894466838,0.0,6.009527299377061,3.9086356418712596,5.80188103090265,5.43544643947722
2024-06-24,38.59306301905227,15.522716170004886,12.530532486565708,12.200781631656083,0.0,6.008793356130923,3.9081582804103565,5.801172447484123,5.434782608695652
2024-07-02,38.58835022591281,15.520820613017463,12.541213823421662,12.19929173281231,0.0,6.008059592135792,3.9076810355354743,5.800464037122969,5.434118940041519
2024-07-05,38.57142857142858,15.518925518925519,12.564102564102564,12.197802197802197,0.0,6.007326007326007,3.907203907203907,5.7997557997558,5.433455433455434
2024-07-09,38.623886787849216,15.505672807124556,12.5533731853117,12.187385628888618,0.0,6.002195925338539,3.9038672685128706,5.794802976698792,5.42881542027571
2024-07-15,39.02499076695803,14.662070663547949,12.692355041240921,12.298411916779516,0.0,6.056875538594116,3.939431244614059,5.847593253723994,5.478271574541425
2024-07-16,39.11493546404425,14.640442532267977,12.72280270436386,12.231100184388445,0.0,6.047940995697603,3.9336201598033185,5.838967424708052,5.47019053472649
2024-07-22,39.23444976076555,14.611704085388297,12.697828487302171,12.207091154459576,0.0,6.036069193963931,3.9258986627407677,5.827505827505827,5.45945282787388
2024-07-23,39.237090641481664,14.608119710536,12.706979026125353,12.204096651539311,0.0,6.034588495032503,3.9249356065252052,5.826076290935852,5.458113577824114
2024-07-24,39.22963689892051,14.6099116781158,12.708537782139354,12.20559371933268,0.0,6.035328753680078,3.9254170755642788,5.826790971540726,5.458783120706575
2024-08-02,39.31770769419561,14.615290219658855,12.713216345563874,12.099644128113878,0.0,6.03755061970794,3.9268621916799606,5.828936065774942,5.4607927353049455
2024-08-06,38.86117532546539,15.464168390315121,12.604939773695097,11.996593259520623,0.0,5.986129699476822,3.8934176907166322,5.779291884657501,5.4142839761528165
2024-08-07,38.816510410325094,15.475465725070011,12.614148301473275,12.00535736028248,0.0,5.990502861317423,3.8962620236210888,5.783513941312553,5.418239376598076
2024-08-09,38.823959094229366,15.473581689797905,12.624786949111275,11.99172145118091,0.0,5.989773557341125,3.8957876795714634,5.782809836863891,5.417579741904066
2024-08-12,38.98222546871196,15.473581689797905,12.466520574628683,11.99172145118091,0.0,5.989773557341125,3.8957876795714634,5.782809836863891,5.417579741904066
2024-08-14,39.02676399026764,15.46228710462287,12.45742092457421,11.982968369829685,0.0,5.985401459854015,3.8929440389294405,5.778588807785888,5.413625304136254
2024-08-15,39.01459854014598,15.46228710462287,12.469586374695863,11.982968369829685,0.0,5.985401459854015,3.8929440389294405,5.778588807785888,5.413625304136254
2024-08-16,39.535166707228036,15.46605013385252,12.034558286687759,11.888537357021173,0.0,5.986858116330007,3.8938914577756147,5.779995132635678,5.414942808469214
2024-09-04,39.577002552570804,15.449130910416919,12.02139297435274,11.899841983712168,0.0,5.980308739516227,3.889631700498359,5.773672055427252,5.40901908350553
2024-09-23,39.628370172455675,15.435997085256254,12.011173184357542,11.889725528297305,0.0,5.975224678163711,3.886324993927617,5.768763662861306,5.404420694680593
2024-09-24,39.61622540684965,15.435997085256254,12.011173184357542,11.901870293903327,0.0,5.975224678163711,3.886324993927617,5.768763662861306,5.404420694680593
2024-09-26,39.493762867869684,15.392999878890636,11.977715877437326,11.820273707157563,0.0,5.958580598280247,4.214605789027492,5.752694683299019,5.389366598038029
2024-09-30,38.872832369942195,15.293834296724471,11.921965317919076,11.753371868978805,0.0,5.924855491329479,5.154142581888246,5.720134874759152,5.358863198458574
2024-10-02,38.86815171583384,15.291992775436483,11.932570740517761,11.751956652618905,0.0,5.924142083082481,5.153521974714028,5.71944611679711,5.358217940999397
2024-10-03,38.90489913544668,15.357829010566762,11.91162343900096,11.731508165225744,0.0,5.9077809798270895,5.139289145052834,5.703650336215178,5.343419788664745
2024-10-04,38.895558223289314,15.354141656662664,11.932773109243698,11.728691476590637,0.0,5.906362545018007,5.138055222088835,5.702280912364946,5.342136854741897
2024-10-07,38.89088944904574,15.352298643620212,11.943344136358181,11.727283639419039,0.0,5.905653583003241,5.137438482775178,5.701596447005161,5.341495618773257
2024-10-09,39.108143555502565,15.452485990222964,11.92321449862883,11.577441278168594,0.0,5.866221533325384,5.103135805413139,5.663526886848694,5.305830451889829
2024-10-10,39.11074025509596,15.448802002622482,11.93229228751937,11.574681130051259,0.0,5.864822982477054,5.101919179878412,5.662176659911789,5.304565502443676
2024-10-14,39.15425848719476,15.43776057176891,11.923764145324597,11.566408576533652,0.0,5.8606313281715305,5.09827278141751,5.658129839189994,5.300774270399048
2024-10-15,39.59251757416895,14.964851662099369,11.950434886214703,11.569164780173955,0.0,5.8620278803765045,5.099487668295008,5.659478136542357,5.302037412129155
2024-10-16,39.60690887432996,14.961286480047647,11.947587849910661,11.566408576533652,0.0,5.8606313281715305,5.09827278141751,5.658129839189994,5.300774270399048
2024-10-17,39.60219151977132,14.959504525964745,11.958075273939972,11.565030967127203,0.0,5.859933301572178,5.097665555026203,5.657455931395903,5.300142925202477
2024-10-18,39.62376473389689,14.954161209667818,11.953804024288605,11.560900107155614,0.0,5.857840219073699,5.095844743421836,5.655435170853673,5.298249791641862
2024-10-21,39.600190385530695,15.01665873393622,11.946692051404094,11.5421227986673,0.0,5.854355069014755,5.092812946216087,5.652070442646359,5.295097572584483
2024-10-22,39.58358120166567,15.014872099940513,11.969066032123736,11.540749553837001,0.0,5.853658536585367,5.0922070196311715,5.651397977394408,5.29446757882213
2024-10-23,39.62667934847224,15.004161217453335,11.960527880156938,11.532516942099631,0.0,5.849482820116513,5.088574485792415,5.647366543811675,5.290690762097253
2024-10-28,39.65496728138013,14.943486020226057,11.969066032123736,11.540749553837001,0.0,5.853658536585367,5.0922070196311715,5.651397977394408,5.29446757882213
2024-10-29,36.330935251798564,13.69086548942664,10.965772836276432,10.573359494222803,8.382385001090038,5.362982341399607,4.665358622193154,5.177676040985394,4.850664922607368
2024-10-30,36.37155613633889,13.677447457257976,10.976804965697484,10.562996841990635,8.37416966133072,5.357726233257106,4.660786235435043,5.1726015463356205,4.845910922356529
2024-11-01,36.415114886202765,13.677447457257976,10.976804965697484,10.562996841990635,8.37416966133072,5.357726233257106,4.660786235435043,5.1726015463356205,4.8023521724926495
2024-11-04,36.35967302452316,13.689373297002724,10.986376021798366,10.572207084468666,8.381471389645776,5.362397820163488,4.6648501362397825,5.177111716621254,4.806539509536785
2024-11-06,36.34877384196185,13.689373297002724,10.997275204359672,10.572207084468666,8.381471389645776,5.362397820163488,4.6648501362397825,5.177111716621254,4.806539509536785
2024-11-11,37.8576747154558,13.360280821189235,10.754175087756622,10.318051271141368,8.179980853100734,5.233485799383045,4.5527071588128925,5.052653972981598,4.690990320178704
2024-11-12,39.27049776576951,13.0520627662891,10.52686272472202,10.080016626831549,7.9912709134365585,5.1127507014444555,4.447677439467941,4.936090616231945,4.582770445806921
2024-11-14,39.251948051948055,13.04935064935065,10.555844155844156,10.077922077922077,7.989610389610389,5.111688311688312,4.4467532467532465,4.935064935064935,4.581818181818182
2024-11-18,39.19858818644244,13.142323263780753,10.547077753555486,10.069552579674038,7.9829751894529215,5.1074431641233256,4.443060313505658,4.930966469428008,4.578013080037372
2024-11-19,39.2048993149263,13.14095910317625,10.545982976956612,10.068507369732197,7.982146564251609,5.106913016400249,4.4425991280880215,4.930454639817314,4.5775378866514425
2024-12-02,39.3464871072137,13.216410898841216,10.606535128927863,9.635661342520097,8.02797786825347,5.136235515189477,4.468107318091659,4.958763962835369,4.603820858127153
2024-12-04,39.3718042366691,13.210894291975372,10.602107899405198,9.631639361369091,8.024626943545861,5.134091620578108,4.466242304080142,4.956694145883335,4.6018991964937905
2024-12-05,39.37402190923318,13.20813771517997,10.610328638497652,9.62962962962963,8.022952529994784,5.13302034428795,4.465310380803338,4.95565988523735,4.600938967136151
2024-12-10,39.25516378051325,13.206759858126436,10.609221781765074,9.628625078239098,8.022115585228457,5.132484873774254,4.590027122887545,4.9551429167536,4.600459002712289
2024-12-11,39.217118997912316,13.215031315240083,10.615866388308977,9.63465553235908,8.027139874739039,5.135699373695198,4.592901878914405,4.958246346555324,4.603340292275574
2024-12-13,39.28050052137643,13.201251303441083,10.604796663190823,9.62460896767466,8.018769551616266,5.130344108446298,4.588112617309697,4.953076120959333,4.598540145985401
2024-12-18,39.6431180214964,13.210894291975372,10.612543044975476,9.631639361369091,8.024626943545861,5.134091620578108,4.591464050923511,4.549723468642387,4.6018991964937905
2024-12-19,39.662007093678284,13.206759858126436,10.609221781765074,9.628625078239098,8.022115585228457,5.132484873774254,4.590027122887545,4.548299603588567,4.600459002712289
2024-12-23,39.59899749373433,13.220551378446116,10.6203007518797,9.638680033416875,8.030492898913952,5.137844611528822,4.594820384294068,4.553049289891395,4.605263157894736
2024-12-27,39.59486269186593,13.219170930353974,10.629633496919704,9.63767359298319,8.029654380286102,5.137308134071213,4.594340607705962,4.552573874908635,4.604782290905294
2024-12-30,38.9726822065183,13.353021833139964,10.74781141229828,9.735259993671553,8.110958759624513,5.189326020461977,4.640860668705833,4.598671026263053,4.6514080793165276
2025-01-02,38.96857203121704,13.351613583632146,10.75722421430078,9.734233284117275,8.110103353722844,5.188778738662729,4.640371229698376,4.598186036701118,4.650917527947691
2025-01-03,38.9621347959076,13.353021833139964,10.758358822908976,9.735259993671553,8.110958759624513,5.189326020461977,4.640860668705833,4.598671026263053,4.6514080793165276
2025-01-06,38.975007908889594,13.35020563112939,10.756089844985764,9.733206791099864,8.109248128229464,5.188231572287251,4.639881893915428,4.597701149425287,4.650427080037963
2025-01-07,39.00716694772344,13.34317032040472,10.750421585160202,9.728077571669477,8.104974704890386,5.185497470489039,4.63743676222597,4.5952782462057336,4.647976391231029
2025-01-09,39.0177065767285,13.332630691399663,10.750421585160202,9.728077571669477,8.104974704890386,5.185497470489039,4.63743676222597,4.5952782462057336,4.647976391231029
2025-01-10,39.01127859175714,13.334036049330663,10.751554759144092,9.729102983029408,8.10582902919785,5.186044060293033,4.637925582375883,4.595762622536102,4.648466322335828
2025-01-16,39.02413320687111,13.331225629676469,10.749288650015808,9.727052376435873,8.104120560649172,5.184950995889978,4.636948045104859,4.594793971967541,4.6474865633891875
2025-01-24,39.120370370370374,13.310185185185187,10.732323232323232,9.711700336700337,8.091329966329965,5.1767676767676765,4.62962962962963,4.587542087542087,4.640151515151516
2025-01-27,39.09110035766884,13.307384809593941,10.772143909110035,9.709657058699769,8.089627603618768,5.175678518830212,4.628655585945719,4.586576898800757,4.639175257731959
2025-02-04,39.142316586083666,13.296195080933362,10.763085978557916,9.701492537313433,8.082825310069373,5.171326466260248,4.624763506411604,4.582720201807862,4.63527433256254
2025-02-05,39.193446754883425,13.285024154589372,10.754043268220961,9.693341734929636,8.076034446544844,5.16698172652804,4.620877966813695,4.578869985297207,4.631379962192817
2025-02-06,39.28908461780434,13.264129181084197,10.737129076229422,9.678095837265388,8.063332284785572,5.158854985844606,4.61361014994233,4.571668239488309,4.624095627555835
2025-02-07,39.246747796894674,13.271086865295844,10.75325220310533,9.68317247167436,8.067561896768778,5.161561057490558,4.616030214015946,4.574066302979437,4.6265211917750735
2025-02-10,39.240373517993916,13.272479278145,10.754380442765713,9.684188437729514,8.06840835169447,5.1621026125275415,4.616514531528696,4.574546217605708,4.627006610009444
2025-02-12,39.24900356618418,13.268302915880009,10.761485210824418,9.681141178938537,8.065869519614013,5.160478288231593,4.6150618837843504,4.573106775749947,4.6255506607929515
2025-02-17,39.22988143951317,13.272479278145,10.764872521246458,9.684188437729514,8.06840835169447,5.1621026125275415,4.616514531528696,4.574546217605708,4.627006610009444
2025-02-18,39.28346291237655,13.154023954612311,10.77957554108006,9.697415423408279,8.079428451355327,5.1691531834419,4.622819920151292,4.580794284513553,4.633326329060727
2025-02-19,39.277083114426816,13.155406115372493,10.780708206367553,9.698434380582116,8.080277398339813,5.169696332878008,4.623305663549438,4.581275612062625,4.633813176421142
2025-02-20,37.34876380852183,15.034192530247239,10.783798001052078,9.710678590215675,8.090478695423462,5.176223040504997,4.629142556549184,4.587059442398737,4.639663335086796
2025-02-21,37.34483484115296,15.032610982537346,10.793183252682516,9.709657058699769,8.089627603618768,5.175678518830212,4.628655585945719,4.586576898800757,4.639175257731959
2025-02-26,37.31986956979068,15.031029767539708,10.823603660460714,9.70863574208478,8.088776690859367,5.1751341117071625,4.6281687177868935,4.586094456716104,4.638687283054591
2025-03-03,37.37915090374106,15.01681378730559,10.813366960907944,9.699453551912567,8.081126523749473,5.170239596469105,4.623791509037411,4.581757040773434,4.634300126103405
2025-03-04,37.42518114039694,15.00577549091673,10.805418460569149,9.69232384752704,8.075186390843221,5.166439147327523,4.620392733382338,4.578389163078862,4.6308936259582065
2025-03-05,37.418609535811804,15.007351396765387,10.806553245116572,9.693341734929636,8.076034446544844,5.16698172652804,4.620877966813695,4.578869985297207,4.631379962192817
2025-03-07,37.39751944502838,14.977927265083036,10.826150935463527,9.701492537313433,8.082825310069373,5.171326466260248,4.624763506411604,4.582720201807862,4.63527433256254
2025-03-10,37.4356820329728,14.963771920613253,10.836921138296756,9.69232384752704,8.075186390843221,5.166439147327523,4.620392733382338,4.578389163078862,4.6308936259582065
2025-03-12,37.664783427495294,14.908976773383554,10.797237915881984,9.656831973216153,8.045616237706634,5.14752040175769,4.603473530027202,4.561623770663319,4.613935969868174
2025-03-13,37.65173712850565,14.912097111762243,10.799497697781499,9.658853076601089,8.047300125575555,5.148597739640016,4.604437002930097,4.562578484721641,4.61490163248221
2025-03-14,37.64127249895354,14.912097111762243,10.809962327333613,9.658853076601089,8.047300125575555,5.148597739640016,4.604437002930097,4.562578484721641,4.61490163248221
2025-03-17,37.59162303664921,14.921465968586386,10.827225130890053,9.664921465968586,8.052356020942408,5.151832460732984,4.607329842931937,4.56544502617801,4.617801047120419
2025-03-20,37.57195185766614,14.955520669806385,10.832025117739404,9.659863945578232,8.04814233385662,5.149136577708006,4.604918890633177,4.5630559916274205,4.615384615384616
2025-03-24,37.591546348608496,14.950826532747435,10.828625235404896,9.656831973216153,8.045616237706634,5.14752040175769,4.603473530027202,4.561623770663319,4.613935969868174
2025-03-25,37.5991649269311,15.052192066805844,10.80375782881002,9.63465553235908,8.027139874739039,5.135699373695198,4.592901878914405,4.551148225469729,4.603340292275574
2025-03-26,37.608355091383814,15.018276762402088,10.809399477806789,9.639686684073107,8.031331592689295,5.138381201044386,4.595300261096606,4.553524804177546,4.60574412532637
2025-03-28,37.54180602006689,15.029264214046822,10.827759197324415,9.646739130434783,8.03720735785953,5.152591973244148,4.598662207357859,4.55685618729097,4.609113712374581
2025-03-31,37.54833315915979,15.02769359389696,10.826627651792247,9.645731006374751,8.036367436513741,5.152053506113492,4.598181628174313,4.556379977009092,4.6086320409656185
2025-04-07,37.54440961337513,15.02612330198537,10.83594566353187,9.644723092998955,8.035527690700105,5.151515151515151,4.597701149425287,4.555903866248694,4.608150470219436
2025-04-08,37.62262575662701,15.007305364224589,10.822375286996452,9.6326445418493,8.025464412439993,5.1450636610311,4.591943226883741,4.5501982884575245,4.602379461490294
2025-04-09,37.71619087309856,14.982287976661803,10.814753073556991,9.616586788914356,8.012085851219004,5.136486768076683,4.584288393415295,4.542613044384247,4.594707230673057
2025-04-10,38.130548302872064,14.433420365535248,10.861618798955613,9.639686684073107,8.031331592689295,5.148825065274151,4.595300261096606,4.553524804177546,4.60574412532637
2025-04-14,38.14346872715882,14.430406181476455,10.859350527305002,9.63767359298319,8.029654380286102,5.147749817270544,4.594340607705962,4.552573874908635,4.604782290905294
2025-04-15,38.19778381768764,14.446999790926196,10.87183775872883,9.648756010871837,8.038887727367761,5.153669245243571,4.599623667154506,4.55780890654401,4.484633075475643
2025-04-23,38.18333855963207,14.445489704191491,10.89160656423121,9.647747465245113,8.038047454792515,5.153130552942406,4.599142887007422,4.557332497125536,4.484164314832236
2025-04-24,38.172885962161594,14.445489704191491,10.902059161701683,9.647747465245113,8.038047454792515,5.153130552942406,4.599142887007422,4.557332497125536,4.484164314832236
2025-04-25,38.19778381768764,14.405185030315701,10.913652519339328,9.648756010871837,8.038887727367761,5.153669245243571,4.599623667154506,4.55780890654401,4.484633075475643
2025-04-29,38.204243754573014,14.403679314309606,10.912511759172155,9.647747465245113,8.038047454792515,5.153130552942406,4.599142887007422,4.557332497125536,4.484164314832236
2025-04-30,38.18733012753502,14.405185030315701,10.924106209491951,9.648756010871837,8.038887727367761,5.153669245243571,4.599623667154506,4.55780890654401,4.484633075475643
