date,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,OCBC BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,10.543341286584408,7.886575471594341,7.203818021356839,0.0,2.386071440788018,0.0,0.0,0.0,2.122176935784015,30.14198315610762
2024-03-04,0.0,10.538513431572685,7.886575471594341,7.205518743008697,2.913594040978559,2.386620060675714,2.3668559194974925,0.0,0.0,2.1091746444456225,35.406852311773115
2024-03-05,0.0,10.539610671348075,7.889538018987899,7.204311779255766,2.9178732761025867,2.386620060675714,2.3668559194974925,0.0,0.0,2.101439104029111,35.40624882989665
2024-03-06,0.0,10.54070791112347,7.9021014144161335,7.205683328975006,2.9178732761025867,2.3656627809657316,2.3668559194974925,0.0,0.0,2.079494308521277,35.378378939601696
2024-03-07,0.0,10.551680308877385,7.896670077527945,7.2050249851097705,2.9178732761025867,2.3711489798426904,2.3668559194974925,0.0,0.0,2.0676989809358157,35.376952527893685
2024-03-08,0.0,10.551570584899848,7.89853538514611,7.2050249851097705,2.9250053346426332,2.3711489798426904,2.3668559194974925,0.0,0.0,2.061170404272235,35.379311593410776
2024-03-11,0.0,10.555410924113717,7.8973832833819495,7.2050249851097705,2.921274719406301,2.372246219618082,2.3668559194974925,0.0,1.5824392040699475,2.061170404272235,36.9618056594695
2024-03-12,0.0,10.555356062124948,7.920589904631485,7.204750675165923,2.921274719406301,2.372246219618082,2.3668559194974925,0.0,1.5824392040699475,2.061170404272235,36.98468310878641
2024-03-13,0.0,10.56045822708052,7.922180902305803,7.216271692807536,2.921274719406301,2.372246219618082,2.3668559194974925,1.3939882726464186,1.5824392040699475,2.061170404272235,38.39688556170434
2024-03-14,0.0,10.560961860137425,7.927557377205222,7.208865324323642,2.921274719406301,2.3700517400672987,2.3668559194974925,1.38850207376946,1.5818357221934822,2.061170404272235,38.387075140872554
2024-03-15,0.0,10.560742412182346,7.927557377205222,7.2089750483011805,2.9092050818769923,2.3700517400672987,2.3668559194974925,1.38850207376946,1.5818357221934822,2.061170404272235,38.37489577936571
2024-03-18,0.0,10.560742412182346,7.927557377205222,7.2232391653812735,2.9088759099443746,2.3673086406288193,2.3668559194974925,1.38850207376946,1.5807384824180906,2.061170404272235,38.38499038529931
2024-03-19,0.0,10.560742412182346,7.927337929250145,7.229438570112236,2.9088759099443746,2.3667600207411232,2.3668559194974925,1.3830158748925014,1.5807384824180906,2.061170404272235,38.384935523310546
2024-03-20,0.0,10.560742412182346,7.926130965497213,7.228725364258231,2.9088759099443746,2.3667600207411232,2.3668559194974925,1.3665572782616253,1.5807384824180906,2.061170404272235,38.366556757072736
2024-03-21,0.0,10.56008406831711,7.926130965497213,7.228725364258231,2.9088759099443746,2.3667600207411232,2.3668559194974925,1.3555848805077082,1.5807384824180906,2.061170404272235,38.35492601545358
2024-03-22,0.0,10.561126446103733,7.920535042642715,7.228067020392996,2.9088759099443746,2.3667600207411232,2.3668559194974925,1.344612482753791,1.5807384824180906,2.061170404272235,38.33874172876655
2024-03-25,0.0,10.588557440488525,7.924210795890277,7.228067020392996,2.9088759099443746,2.3475583246717684,2.3668559194974925,1.344612482753791,1.5796412426426987,2.061170404272235,38.349549540554165
2024-03-26,0.0,10.588557440488525,7.908739715057254,7.228067020392996,2.9088759099443746,2.3475583246717684,2.3668559194974925,1.344612482753791,1.5796412426426987,2.061170404272235,38.33407845972114
2024-03-27,0.0,10.589215784353762,7.908410543124636,7.228067020392996,2.8992201999209275,2.3420721257948096,2.3668559194974925,1.344612482753791,1.5796412426426987,2.061170404272235,38.31926572275335
2024-03-28,0.0,10.588667164466067,7.908410543124636,7.228067020392996,2.8992201999209275,2.3420721257948096,2.3668559194974925,1.344612482753791,1.5785440028673068,2.061170404272235,38.317619863090265
2024-04-02,0.0,10.588667164466067,7.908136233180789,7.228067020392996,2.8988910279883098,2.339274164367561,2.3668559194974925,1.3406075575736112,1.5785440028673068,2.061170404272235,38.310213494606366
2024-04-03,0.0,9.909382478117678,7.922400350260881,7.228121882381766,2.8988910279883098,3.0217408460645836,2.3668559194974925,1.3406075575736112,1.5785440028673068,2.061170404272235,38.32771446902387
2024-04-05,0.0,9.918818740186047,7.921851730373184,7.229877466022392,2.8988910279883098,3.0214116741319663,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.061170404272235,38.33588890535054
2024-04-08,0.0,9.903402521341793,7.9291483748795395,7.229877466022392,2.8988910279883098,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.061170404272235,38.32760474504633
2024-04-09,0.0,9.903018487420406,7.929093512890771,7.229493432101005,2.8988910279883098,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.36770885883689
2024-04-10,0.0,9.899178148206536,7.928819202946922,7.229493432101005,2.8988910279883098,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.36359420967918
2024-04-11,0.0,9.899178148206536,7.918779459002089,7.229493432101005,2.904706398797886,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.35936983654392
2024-04-12,0.0,9.90453520196193,7.917791943204236,7.229493432101005,2.903609159022494,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.362642134726066
2024-04-15,0.0,9.889832188971681,7.91987669877748,7.229493432101005,2.903609159022494,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.35002387730906
2024-04-16,0.0,9.889118983117678,7.91987669877748,7.2356379748432,2.903609159022494,3.0212470881656572,2.3668559194974925,1.3406075575736112,1.5764043853052931,2.102097447894346,38.35545521419726
2024-04-18,0.0,9.901627516557141,7.920644766620254,7.235692836831969,2.903279987089877,3.0212470881656572,2.3668559194974925,2.070272008209109,1.5764043853052931,2.1004515882312584,39.096476096508056
2024-04-19,0.0,9.912599914311059,7.918998906957167,7.234431011090268,2.903279987089877,3.0212470881656572,2.3668559194974925,2.070272008209109,1.5764043853052931,2.1004515882312584,39.10454080885719
2024-04-22,0.0,9.923572312064977,7.922016316339494,7.23558311285443,2.903279987089877,3.0209727782218097,2.3668559194974925,2.070272008209109,1.5764043853052931,2.1004515882312584,39.11940840781374
2024-04-23,0.0,9.923462588087437,7.925966379530905,7.23558311285443,2.903279987089877,3.0209727782218097,2.3668559194974925,2.070272008209109,1.5764043853052931,2.1004515882312584,39.12324874702761
2024-04-24,0.0,9.881932062588861,7.950489688510909,7.235912284787048,2.8319594016894145,3.0209727782218097,2.3668559194974925,2.070272008209109,1.5764043853052931,2.144670351179545,39.079468879989484
