date,EVERBRIGHT SECURITIES INVESTMENT,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,0.0,0.0,87.19855148374828,0.0,7.527547057923983,0.0,0.0,5.273901458327737
2024-03-04,0.0,0.0,0.0,87.12027849352624,0.0,7.522714961188832,0.0,0.0,5.357006545284926
2024-03-05,0.0,0.0,0.0,80.9818146450033,0.0,6.998203521248712,0.0,7.036485547901631,4.983496285846357
2024-03-06,0.0,32.536926913936334,19.46603433526194,32.70550017980936,0.0,2.828549898594987,7.6578248781899365,2.836146747461407,1.969017046746027
2024-03-07,0.0,32.56091758557152,19.48038735756831,32.73724276815994,0.0,2.830635492357435,7.663471273824605,2.7314512423176978,1.995894280200496
2024-03-08,0.0,32.54569181758875,19.471278159176055,32.69601276297255,0.0,2.829311862605995,7.680472715789052,2.7433890201489914,2.0338436617186084
2024-03-11,0.0,32.545030150680915,19.478506200028434,32.67832133062565,0.0,2.829254341566285,7.776885965049934,2.6040700112367388,2.0879320008120468
2024-03-12,0.0,32.538580307982876,19.474645908598333,32.648977905629515,0.0,2.8286936339752535,7.775344725391438,2.6462393083769635,2.0875182100456198
2024-03-13,0.0,29.69253735131569,17.816708119846393,29.79575859609168,8.713312815488797,2.5853145939130515,7.080814838491668,2.405322054870022,1.9102316299826994
2024-03-14,0.0,29.702469709675082,17.839160979594602,29.76367982482432,8.73876023453161,2.5861793994604754,7.074356154667205,2.3928857538985646,1.9025079433481453
2024-03-15,0.0,29.701365786171557,17.866372506664657,29.741667722705163,8.738435449323212,2.5860832813850663,7.074557804422972,2.438092944418949,1.8534245049084217
2024-03-18,0.0,29.60060055819853,17.84763354551879,29.69701491745939,8.72927023112912,2.5926526619569508,7.127005127167117,2.548541294252668,1.857281664317432
2024-03-19,0.0,29.639115030387213,17.87085578334032,29.722643456034035,8.740628218102502,2.596026061379963,7.136278345803988,2.4928413873846123,1.8016117175673676
2024-03-20,0.0,29.645796473239123,17.87488434834669,29.716329413278302,8.742598587591239,2.5966112745266243,7.137887052268196,2.5145516020558016,1.7713412486940223
2024-03-21,0.0,29.632643102864076,17.832109239315002,29.69106538916136,8.752192766691437,2.5701390035766636,7.134720084830554,2.62470541897833,1.7624249945825814
2024-03-22,0.0,29.64820804275495,17.841475791852147,29.694575311897452,8.757022389731633,2.571489003270008,7.1384676914437435,2.6086527762181606,1.7401089928319107
2024-03-25,0.0,29.682080323982113,17.861859198655612,29.717099103413375,8.78191875943333,2.5744268603764384,7.146623199015295,2.5032028513058067,1.7327897038180278
2024-03-26,0.0,29.681044383171606,17.861235797981085,29.710012395633573,8.781612259756145,2.5743370097386387,7.121244894867695,2.510095730439544,1.760417528411716
2024-03-27,0.0,29.673242619364032,17.856540911197172,29.690107108229697,8.779303983004969,2.5736603364702795,7.119373051344658,2.499433556711048,1.8083384336781467
2024-03-28,0.0,29.59304697425423,17.810601228376665,29.61937726858829,8.75557681723601,2.6247009409229274,7.057678806389994,2.2460784999332057,2.2929394642986782
2024-04-02,0.0,29.629270559061222,17.856790662779524,29.64076787134382,8.766294144845068,2.6690253267324207,6.955525527569561,2.089259070342891,2.3930668373254926
2024-04-03,0.0,29.90516732207724,17.10573507823532,29.90270578883812,8.84792262008505,2.6938782992882384,7.029670067454568,2.087614618511403,2.427306205510058
2024-04-05,0.0,29.859107831921484,17.100455441833493,29.83558372970568,8.83429518237739,2.6897292283377046,7.00948024830357,2.088846648495995,2.5825016890246872
2024-04-08,0.0,29.84917998180512,17.09185214128452,29.803680500961217,8.829004658152634,2.6881184515471643,7.005282536512077,2.029580955278794,2.703300774458477
2024-04-09,0.0,29.841012536167305,17.087409270474435,29.750389273685656,8.826588832470808,2.6873829183990376,7.003365724581919,2.0290256136536677,2.7748258305671705
2024-04-10,0.0,29.83612816689759,17.084612407712537,29.717460353054165,8.825144098677093,2.686943048252987,7.002219415478359,2.029394987876066,2.818097522051198
2024-04-11,0.0,29.847155155488252,17.054435944649764,29.652889060223554,8.82840574049411,2.687936102384244,7.004807331483138,1.8612586634813109,3.063112001795622
2024-04-12,0.0,29.864409889350473,17.0642951674756,29.601922981660287,8.833509469498981,2.689490006662346,7.008856832537133,1.868888058766079,3.0686275940491
2024-04-15,0.0,29.851973296534496,17.057188993555677,29.507946315554673,8.829830884828622,2.688370008235475,7.005938097532667,1.857581930622099,3.2011704731362944
2024-04-16,0.0,29.83912837571824,17.04984950414257,29.40030562782516,8.826031521972105,2.687213237139053,7.002923532324113,1.853976416358297,3.3405717845204688
