date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,CLSA LTD,MERRILL LYNCH FAR EAST LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,10.955322264315374,11.041863191732816,5.00386425653229,4.097633688967968,3.0064449407273317,0.0,0.5603289314331859,0.7109047762683204,1.2853364207222646,0.4092391006085924,37.07093757130814
2024-03-04,10.946004392065728,11.041553716977496,5.022123267096108,4.097633688967968,2.9866385563869193,0.0,0.5617448815970219,0.7107913021913701,1.2853364207222646,0.40913594235681944,37.06096216836169
2024-03-05,10.934161824762189,11.04287414260019,5.026827283376956,4.103173287088177,2.9845650755262825,0.0,0.5670623542116007,0.7104199324849874,1.2853364207222646,0.40913594235681944,37.06355626312946
2024-03-06,10.937658889497294,11.002498002856246,5.030943297622698,4.103173287088177,3.015602995055419,0.0,0.5854245230271913,0.7102033001562641,1.2580201156527793,0.4091875214827059,37.05271193243877
2024-03-07,10.954573025932747,10.997494827645255,5.027928910347639,4.108104251522925,2.9910925944341584,0.0,0.5755722910333609,0.7109563553942069,1.2611561265066777,0.40891931002809623,37.035797692845065
2024-03-08,10.944587307161122,11.000620522673978,5.020936844042467,4.110064258306611,2.997319458617242,0.0,0.5612332940369167,0.7105746698626468,1.261052968254905,0.40901215245469186,37.015401475410584
2024-03-11,10.936566753085772,10.997639249197737,5.017532621733959,4.1956956909972964,2.914529906815088,0.0,0.5534293722902905,0.7118125688839226,1.2611045473807914,0.40957952283944327,36.997890233224304
2024-03-12,10.910885506306888,10.967486092204496,5.043425342928976,4.195571901095169,2.912803218207349,0.0,0.5686245827764508,0.7136694174158363,1.2611045473807914,0.4094866804128476,36.9830572887288
2024-03-13,10.890612975616278,10.932051232720477,5.121835930101619,4.187391451729572,2.9288674853855707,0.0,0.5607846330103929,0.7126378348981065,1.2351499312347094,0.4093938379862519,36.978725312682975
2024-03-14,10.85479127268811,10.87389061037087,5.189672796467532,4.190290198604393,2.959748604372012,0.0,0.5922448308431619,0.6915007091098226,1.2345722450247807,0.4052365604398008,36.991947827920484
