date,MIRAE ASSET SECURITIES (HK) LTD,LONG BRIDGE HK LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,USMART SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB WING LUNG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-03-04,0.0,0.2831402831402831,1.8532818532818531,0.0,0.0,92.43243243243244,5.431145431145431,0.0,0.0,0.0
2024-03-05,82.18348544487219,0.04757991262597863,0.31143215537004193,0.0,0.0,16.544833254033477,0.9126692330983174,0.0,0.0,0.0
2024-03-06,82.18348544487219,0.08218348544487218,0.31575760197240366,0.0,0.0,16.505904234612224,0.9126692330983174,0.0,0.0,0.0
2024-03-08,81.81191870478814,0.08611780916293489,0.31433000344471235,0.4693420599379952,0.0,16.392524974164658,0.9257664485015501,0.0,0.0,0.0
2024-03-11,82.41519909777045,0.08675284115554784,0.3166478702177496,0.4728029842977357,0.0,15.776004164136376,0.9325930424221394,0.0,0.0,0.0
2024-03-12,82.99117672752686,0.0873591333973967,0.32322879357036777,0.476107277015812,0.0,15.183017384467545,0.9391106840220145,0.0,0.0,0.0
2024-03-13,82.99117672752686,0.12230278675635538,0.33196470691010743,0.476107277015812,0.0,15.139337817768848,0.9391106840220145,0.0,0.0,0.0
2024-03-15,82.99117672752686,0.12230278675635538,0.33633266357997726,0.476107277015812,0.0,15.113130077749629,0.9609504673713637,0.0,0.0,0.0
2024-03-18,82.9948019045123,0.1572533088717075,0.4368147468658542,0.4761280740837811,0.0,14.79928362381514,0.9609924431048793,0.0,0.17472589874634167,0.0
2024-03-19,82.99842739821773,0.16162851651231872,0.4368338284116722,0.47614887296872266,0.0,14.77808841516687,0.9610344225056789,0.0,0.18783854621701906,0.0
2024-03-20,82.99842739821773,0.16162851651231872,3.5034073038616107,0.47614887296872266,0.0,11.396994583260527,0.9610344225056789,0.0,0.5023589026734231,0.0
2024-03-21,82.99842739821773,0.1965752227852525,3.547090686702778,0.47614887296872266,0.0,11.318364494146426,0.9610344225056789,0.0,0.5023589026734231,0.0
2024-03-22,82.98030309647551,0.19653229680744203,3.555050880027951,0.4760448967113595,0.02620430624099227,11.302790758614666,0.9608245621697166,0.0,0.5022492029523518,0.0
2024-03-25,82.98755186721992,0.19654946494867875,3.616510155055689,0.4760864817645774,0.0262065953264905,11.233893863288928,0.9609084953046517,0.0,0.502293077091068,0.0
2024-03-26,82.75261324041811,0.20470383275261322,4.255226480836237,0.4747386759581882,0.02613240418118467,10.810104529616725,0.9581881533101044,0.0,0.21777003484320556,0.30052264808362367
2024-03-28,82.77063820518406,0.20474842082335004,4.260509692877369,0.4748420823350033,0.02613809627532128,10.786321062949249,0.958396863428447,0.0,0.21781746896101067,0.3005881071661947
2024-04-02,82.81032078103208,0.2048465829846583,4.349721059972106,0.4750697350069735,0.02615062761506276,10.647663877266387,0.9588563458856346,0.0,0.21792189679218968,0.30944909344490934
2024-04-03,82.81032078103208,0.2048465829846583,4.358437935843794,0.49686192468619245,0.02615062761506276,10.573570432357043,0.9588563458856346,0.04358437935843794,0.21792189679218968,0.30944909344490934
2024-04-05,82.81753988318368,0.23537616598378522,4.376253160142969,0.4969052392991021,0.02615290733153169,10.430651207392556,0.9589399354894952,0.13076453665765844,0.21794089442943076,0.3094760700897916
2024-04-08,82.75261324041811,0.23519163763066203,4.377177700348432,0.49651567944250874,0.02613240418118467,10.44425087108014,1.0017421602787455,0.13066202090592335,0.21777003484320556,0.31794425087108014
2024-04-10,82.75261324041811,0.274390243902439,4.381533101045297,0.49651567944250874,0.02613240418118467,10.396341463414634,1.0017421602787455,0.13066202090592335,0.2221254355400697,0.31794425087108014
2024-04-11,82.7562176052964,0.27440219521756176,4.3947907138812665,0.4965373056317784,0.026133542401672545,10.37937192386428,1.0017857920641142,0.13066771200836272,0.22213511041421666,0.3179580992203493
2024-04-12,82.79588635175179,0.27453372842949275,4.409970367788042,0.49677531811051073,0.026146069374237406,10.318982046365695,1.0066236709081402,0.130730346871187,0.22224158968101795,0.31811051071988844
2024-04-15,82.80310293733113,0.2745576571079927,4.488799790813214,0.49681861762398677,0.026148348295999303,10.054039919811732,1.0110694674453065,0.1307417414799965,0.2222609605159941,0.49246055957465357
2024-04-16,82.80310293733113,0.2745576571079927,4.693628519131875,0.49681861762398677,0.026148348295999303,9.844853133443737,1.0154275254946397,0.1307417414799965,0.2222609605159941,0.49246055957465357
2024-04-17,82.89703315881326,0.27486910994764396,4.755671902268761,0.49738219895287955,0.026178010471204192,8.883071553228621,1.0209424083769634,0.17452006980802792,0.9773123909249565,0.49301919720767884
2024-04-18,82.88618418182611,0.27483313702394974,4.763774375081796,0.5016795358373686,0.026174584478471406,8.873184138201806,1.0251712254067966,0.17449722985647603,0.9815469179426776,0.49295467434454476
2024-04-19,82.87895310796074,0.30970556161395857,4.806979280261723,0.5016357688113413,0.02617230098146129,8.789531079607416,1.029443838604144,0.17448200654307525,0.9814612868047983,0.5016357688113413
2024-04-22,82.87895310796074,0.30970556161395857,4.820065430752454,0.5016357688113413,0.02617230098146129,8.772082878953109,1.0338058887677208,0.17448200654307525,0.9814612868047983,0.5016357688113413
2024-04-23,82.87895310796074,0.33151581243184297,4.820065430752454,0.5016357688113413,0.03489640130861505,8.737186477644492,1.0381679389312977,0.17448200654307525,0.9814612868047983,0.5016357688113413
2024-04-24,82.87895310796074,0.38386041439476554,4.93784078516903,0.5016357688113413,0.03489640130861505,8.54525627044711,1.0556161395856052,0.17448200654307525,0.9858233369683752,0.5016357688113413
2024-04-25,82.87533804414203,0.38384367094128935,4.9856058623397015,0.5016138881619122,0.034894879176480854,8.501264939370147,1.0555700950885458,0.17447439588240424,0.9857803367355841,0.5016138881619122
2024-04-26,82.87895310796074,0.38386041439476554,4.998909487459105,0.5016357688113413,0.03489640130861505,8.47546346782988,1.0556161395856052,0.17448200654307525,0.9858233369683752,0.5103598691384951
2024-04-29,82.87895310796074,0.38386041439476554,5.07742639040349,0.5016357688113413,0.03489640130861505,8.379498364231189,1.0556161395856052,0.17448200654307525,0.9989094874591058,0.514721919302072
2024-04-30,82.87895310796074,0.40567066521265,5.073064340239912,0.5016357688113413,0.03489640130861505,8.362050163576882,1.0556161395856052,0.17448200654307525,0.9989094874591058,0.514721919302072
2024-05-02,82.3187903470387,0.4115939517351935,5.02144621116936,0.7798622243403666,0.03466054330401629,8.708461505134094,1.0484814349464928,0.17330271652008145,0.9921580520774664,0.5112430137342403
2024-05-03,82.3187903470387,0.4115939517351935,5.025778779082362,0.7798622243403666,0.03466054330401629,8.699796369308089,1.0484814349464928,0.17330271652008145,0.9964906199904684,0.5112430137342403
2024-05-06,82.31522398405684,0.41157611992028414,5.090546746382463,0.7798284377436964,0.034659041677497615,8.638766138116281,1.048436010744303,0.17329520838748808,0.9964474482280565,0.5112208647430899
2024-05-08,82.33662679840526,0.41168313399202633,5.096203848153926,0.9663719882128617,0.034668053388802224,8.424336973478939,1.0487086150112672,0.17334026694401108,0.9967065349280638,0.5113537874848327
2024-05-09,82.32235701906413,0.4116117850953206,5.160311958405546,0.9662045060658578,0.03466204506065858,8.370883882149046,1.048526863084922,0.17331022530329288,1.0008665511265165,0.511265164644714
2024-05-10,82.32235701906413,0.4116117850953206,5.160311958405546,0.9662045060658578,0.03466204506065858,8.284228769497402,1.048526863084922,0.17331022530329288,1.087521663778163,0.511265164644714
2024-05-13,82.32949129040644,0.49397694774243867,5.165092295692868,0.9662882398821389,0.03466504896438166,8.189617817835169,1.0486177311725453,0.1733252448219083,1.0876159112574746,0.5113094722246295
