date,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,CHRISTFUND SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,9.509471666816104,0.0,0.0,0.0,0.0,0.0,1.312323576879869,0.0,0.0,0.0,10.821795243695972
2024-03-04,9.50630712654469,0.0,0.0,0.0,0.0,0.0,1.314960693772712,0.0,0.0,0.0,10.821267820317404
2024-03-05,9.50314258627328,0.0,0.0,0.0,0.0,0.0,1.3154881171512807,0.0,0.0,0.0,10.81863070342456
2024-03-06,9.499186910934014,0.0,1.9167884135632196,0.0,1.856964889425689,0.0,1.1786940074155727,0.0,0.0,0.0,14.451634221338495
2024-03-07,9.496022370662601,0.0,1.9220626473489064,0.0,1.856964889425689,0.0,1.1792214307941413,0.0,0.0,0.0,14.45427133823134
2024-03-08,9.49285783039119,0.0,1.9283917278917304,0.0,1.856964889425689,0.0,1.176584313901298,0.0,0.0,0.0,14.454798761609908
2024-03-11,9.489693290119778,0.0,1.9315562681631426,0.0,1.856964889425689,0.0,1.1768480255905824,0.0,1.0146090342350513,0.0,15.469671507534244
2024-03-12,9.496813505730454,0.0,1.93261111492028,0.0,1.856964889425689,0.0,1.1771117372798667,0.0,1.0146090342350513,0.0,15.478110281591343
2024-03-13,9.488902155051925,0.0,1.9378853487059668,0.0,1.856964889425689,0.0,1.1771117372798667,0.0,1.0146090342350513,0.0,15.475473164698498
2024-03-14,9.487056173226934,0.0,1.9452692760059282,0.0,1.856964889425689,0.0,1.1771117372798667,0.0,1.0146090342350513,0.0,15.48101111017347
2024-03-15,9.483891632955523,0.0,1.9515983565487525,0.0,1.856964889425689,0.0,1.1771117372798667,0.0,1.0146090342350513,0.0,15.48417565044488
2024-03-18,9.480727092684111,0.0,1.9592459955379984,0.0,1.856964889425689,0.0,1.1736834853191702,0.0,1.0146090342350513,0.0,15.485230497202018
2024-03-19,9.477562552412698,0.0,1.9679484812843813,0.0,1.856964889425689,0.0,1.176584313901298,0.0,1.0146090342350513,0.0,15.493669271259117
2024-03-20,9.474398012141286,0.0,1.9697944631093718,0.0,1.856964889425689,0.0,1.1771117372798667,0.0,1.0146090342350513,0.0,15.492878136191266
2024-03-21,9.471233471869873,0.0,1.9758598319629117,0.0,1.856964889425689,0.0,1.172628638562033,0.0,1.0132904757886299,0.0,15.489977307609138
2024-03-22,9.468332643287747,0.0,1.9782332371664706,0.0,1.856964889425689,0.0,1.1744746203870233,0.0,1.012763052410061,0.0,15.49076844267699
2024-03-25,9.46543181470562,0.0,1.9806066423700297,0.0,1.856964889425689,0.0,1.1747383320763076,0.0,1.0130267640993456,0.0,15.49076844267699
2024-03-26,9.462267274434206,0.0,1.9835074709521574,0.0,1.8567011777364042,1.672360509701953,1.1776391606584353,0.0,1.0130267640993456,0.0,17.1655023575825
2024-03-27,9.459102734162794,0.0,1.989572839805697,0.0,1.8567011777364042,1.627265810834331,1.1847593762691127,0.0,1.0130267640993456,0.0,17.130428702907686
2024-03-28,9.460157580919931,0.0,1.9974841904842273,0.0,1.8564374660471201,1.619618171845085,1.1858142230262498,0.0,1.0123674848761346,0.0,17.131879117198746
2024-04-02,9.45699304064852,0.0,2.001176154134208,0.0,1.8561737543578358,1.619618171845085,1.1863416464048184,0.0,1.0123674848761346,0.0,17.132670252266603
2024-04-03,9.452509941930685,0.0,2.005131829473473,0.0,1.8561737543578358,1.619618171845085,1.1905610334333678,0.0,1.0123674848761346,0.0,17.136362215916584
2024-04-05,9.452509941930685,0.0,2.008823793123454,0.0,1.855910042668551,1.619618171845085,1.19372557370478,0.0,1.0123674848761346,0.0,17.142955008148693
2024-04-08,9.449345401659274,0.0,2.009614928191307,0.0,1.855910042668551,1.619618171845085,1.1966264022869078,0.0,1.0123674848761346,0.0,17.14348243152726
2024-04-09,9.446180861387862,4.888951007642365,2.0122520450841503,0.0,1.855910042668551,1.619618171845085,1.2019006360725946,0.0,1.008939232915438,0.0,22.033751997616047
2024-04-10,9.44301632111645,4.888951007642365,2.0148891619769937,0.0,1.855910042668551,1.619618171845085,1.20770229323685,0.0,1.008939232915438,0.0,22.039026231401735
2024-04-11,9.439851780845038,4.888951007642365,2.018581125626975,0.0,1.855910042668551,1.619618171845085,1.2142950854689585,0.0,1.008939232915438,0.0,22.04614644701241
2024-04-12,9.43642352888434,4.888951007642365,2.020690819141249,0.0,1.855910042668551,1.619618171845085,1.224843553040332,0.0,1.008939232915438,0.0,22.055376356137362
2024-04-15,9.433258988612929,4.889214719331649,2.022800512655524,0.0,1.855910042668551,1.619618171845085,1.2266895348653224,0.0,1.008939232915438,0.0,22.0564312028945
2024-04-16,9.430094448341517,4.889478431020933,2.0233279360340926,0.0,1.855910042668551,1.619618171845085,1.2298540751367346,0.0,1.008939232915438,0.0,22.057222337962354
2024-04-17,9.426929908070106,4.889478431020933,2.023855359412661,0.0,1.855910042668551,1.619618171845085,1.2338097504759995,0.0,1.008939232915438,0.0,22.058540896408772
2024-04-18,9.422446809352271,4.889478431020933,2.02438278279123,0.0,1.855910042668551,1.619618171845085,1.2404025427081082,0.0,1.008939232915438,0.0,22.061178013301618
2024-04-19,9.419282269080858,4.889742142710218,2.025965052926936,0.0,1.855910042668551,1.619618171845085,1.2456767764937948,0.0,1.008939232915438,0.0,22.065133688640884
2024-04-22,9.416117728809448,4.889742142710218,2.0264924763055046,0.0,1.8561737543578358,1.619618171845085,1.252005857036619,0.0,1.008939232915438,0.0,22.069089363980147
2024-04-23,9.412953188538035,4.889742142710218,2.0264924763055046,0.0,1.8561737543578358,1.619618171845085,1.2525332804151876,0.0,1.008939232915438,0.0,22.066452247087305
2024-04-24,9.33989166723804,4.889742142710218,2.0264924763055046,0.0,1.9260707353864168,1.619618171845085,1.2564889557544527,0.0,1.008939232915438,0.0,22.06724338215516
2024-04-25,9.330925469802374,4.889742142710218,2.0264924763055046,0.0,1.9260707353864168,1.619618171845085,1.2578075142008744,0.0,1.008939232915438,0.0,22.05959574316591
2024-04-26,9.326706082773825,4.890005854399502,2.0280747464412108,0.0,1.9260707353864168,1.619618171845085,1.2622906129187084,0.0,1.008939232915438,0.0,22.06170543668019
2024-04-29,9.317476173648872,4.890005854399502,2.030711863334054,0.0,1.9263344470757011,1.619618171845085,1.2670374233258264,0.0,1.0092029446047226,0.0,22.060386878233764
2024-04-30,9.313784209998891,4.8902695660887865,2.0309755750233385,0.0,1.9263344470757011,1.619618171845085,1.2709930986650915,0.0,1.0092029446047226,0.0,22.061178013301618
2024-05-02,9.308246264523921,4.8902695660887865,2.033612691916182,0.0,1.9263344470757011,1.619618171845085,1.272311657111513,1.018388616093797,1.0092029446047226,0.0,23.07798435925971
2024-05-03,9.30508172425251,4.8902695660887865,2.033612691916182,0.0,1.9265981587649854,1.619618171845085,1.2775858908972,1.018388616093797,1.0102577913618598,0.0,23.081412611220404
2024-05-06,9.301917183981097,4.8902695660887865,2.033612691916182,0.0,1.9265981587649854,1.619618171845085,1.2833875480614554,1.031574200558014,1.0168505835939683,0.7964358046634775,23.90026390947305
2024-05-07,9.298752643709685,4.8902695660887865,2.033612691916182,0.0,1.9265981587649854,1.619618171845085,1.2886617818471422,1.031574200558014,1.0168505835939683,0.7964358046634775,23.902373602987325
2024-05-08,9.279237978702644,4.8902695660887865,2.033612691916182,0.0,1.9265981587649854,1.619618171845085,1.293936015632829,1.031574200558014,1.0168505835939683,0.7964358046634775,23.888133171765972
2024-05-09,9.261569295520593,4.8902695660887865,2.033612691916182,0.0,1.9268618704542697,1.619618171845085,1.3084401585434675,1.031574200558014,1.0155320251475466,0.7964358046634775,23.883913784737423
2024-05-10,9.257613620181328,4.8902695660887865,2.033612691916182,0.0,1.9268618704542697,1.6225190004272128,1.303165924757781,1.031574200558014,1.0128949082547034,0.7897111565867267,23.868222939225003
2024-05-13,9.247216259407914,4.890796989467355,2.038095790634016,0.0,1.9268618704542697,1.6225190004272128,1.304220771514918,1.031574200558014,1.0076206744690164,0.7897111565867267,23.858616713519442
2024-05-14,9.239832332107953,4.890796989467355,2.038095790634016,0.0,1.9268618704542697,1.6225190004272128,1.2848379623525192,1.031574200558014,1.0244982225832142,0.7907660033438643,23.84978237192842
2024-05-16,9.240359755486521,4.891588124535208,2.040732907526859,0.0,1.9268618704542697,1.6225190004272128,1.2848379623525192,1.0118617517840096,1.0324095732617444,0.7907660033438643,23.84193694917221
2024-05-17,9.240359755486521,4.891588124535208,2.041260330905428,0.0,1.9268618704542697,1.6225190004272128,1.286947655866794,1.0118617517840096,1.0324095732617444,0.7907660033438643,23.844574066065054
2024-05-20,9.226119324265166,4.891588124535208,2.0404691958375745,0.0,1.9268618704542697,1.6225190004272128,1.285365385731088,1.0118617517840096,1.0434854642116866,0.7907660033438643,23.83903612059008
2024-05-21,9.226119324265166,4.891588124535208,2.0404691958375745,0.0,1.9271255821435542,1.6225190004272128,1.286947655866794,1.0118617517840096,1.0434854642116866,0.7907660033438643,23.840882102415073
2024-05-22,9.226119324265166,4.891588124535208,2.0404691958375745,0.0,1.9271255821435542,1.6225190004272128,1.2914307545846277,1.0118617517840096,1.047704851240236,0.7907660033438643,23.849584588161456
2024-05-23,9.226910459333022,4.891588124535208,2.0404691958375745,0.0,1.9271255821435542,1.6225190004272128,1.2935404480989023,1.0118617517840096,1.0484959863080892,0.7907660033438643,23.853276551811437
2024-05-24,9.241678313932944,4.891588124535208,2.0404691958375745,0.0,1.9271255821435542,1.6225190004272128,1.3014517987774326,1.0118617517840096,1.0479685629295203,0.7907660033438643,23.87542833371132
2024-05-27,9.234821810011551,4.891588124535208,2.0404691958375745,0.0,1.9271255821435542,1.6225190004272128,1.3090994377666785,1.0118617517840096,1.0479685629295203,0.7907660033438643,23.876219468779173
2024-05-28,9.237986350282963,4.891324412845924,2.041524042594712,0.0,1.9271255821435542,1.6225190004272128,1.3143736715523653,1.0118617517840096,1.043800467824537,0.7907660033438643,23.88128128279914
2024-05-29,9.237986350282963,4.891324412845924,2.044688582866124,0.0,1.9271255821435542,1.6225190004272128,1.3162196533773556,1.0118617517840096,1.043800467824537,0.7907660033438643,23.886291804895542
2024-05-30,9.237986350282963,4.890796989467355,2.044688582866124,0.0,1.9271255821435542,1.6225190004272128,1.3193841936487676,1.0118617517840096,1.043800467824537,0.7907660033438643,23.888928921788388
2024-05-31,9.234821810011551,4.890796989467355,2.044688582866124,0.0,1.9273892938328385,1.6225190004272128,1.3262406975701606,1.0118617517840096,1.043800467824537,0.7907660033438643,23.892884597127654
2024-06-03,9.22875644115801,4.890796989467355,2.049962816651811,0.0,1.9276530055221226,1.6225190004272128,1.3394262820343774,1.0118617517840096,1.0332520002531633,0.7907660033438643,23.89499429064193
2024-06-04,9.22875644115801,4.890796989467355,2.0504902400303795,0.0,1.9276530055221226,1.6225190004272128,1.3425908223057896,1.0118617517840096,1.034570558699585,0.7907660033438643,23.90000481273833
2024-06-05,9.22875644115801,4.890796989467355,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3483924794700448,1.0118617517840096,1.034570558699585,0.7907660033438643,23.90607018159187
2024-06-06,9.22875644115801,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3565675418378595,1.0118617517840096,1.021384974235368,0.7907660033438643,23.900795947806184
2024-06-07,9.225328189197315,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3618417756235461,1.0118617517840096,1.0161107404496812,0.7907660033438643,23.897367695845485
2024-06-11,9.21847168527592,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3715991081270666,1.0118617517840096,1.0161107404496812,0.7907660033438643,23.900268524427617
2024-06-12,9.21847168527592,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.375554783466332,1.0118617517840096,1.0161107404496812,0.7907660033438643,23.90422419976688
2024-06-13,9.21847168527592,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3874218094841273,1.0118617517840096,1.0161107404496812,0.7907660033438643,23.916091225784676
2024-06-14,9.21847168527592,4.890533277778071,2.0504902400303795,0.0,1.9279167172114073,1.6225190004272128,1.3921686198912453,1.0118617517840096,1.0161107404496812,0.7907660033438643,23.920838036191792
