date,EVERBRIGHT SECURITIES INVESTMENT,MORTON SECURITIES LTD,BOCI SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EAST ASIA SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-04,99.34340830887955,0.0,0.0,0.0,0.0,0.0,0.0,0.6565916911204526,0.0
2024-03-11,97.94068248307471,0.0,0.0,0.0,0.0,1.4119968799977813,0.0,0.6473206369275071,0.0
2024-03-14,97.71396150826372,0.0,0.0,0.0,0.22203298528020052,1.4276384029083817,0.0,0.6363671035476894,0.0
2024-03-15,96.07067456748798,0.0,0.0,0.0,0.21829898555794433,1.4036293513108689,1.6790759655816605,0.6283211300615493,0.0
2024-03-18,96.06404073009773,0.0,0.0,0.0,0.2182839116555369,1.4114999250351523,1.6789600226368266,0.6272154105747553,0.0
2024-03-19,96.04720510287355,0.0,0.0,0.0,0.21824565648182423,1.4298401210840872,1.678665777830439,0.6260433417301076,0.0
2024-03-21,93.74138215451251,0.0,0.0,2.402014233150183,0.21300619279772318,1.3955136858676565,1.638365739229587,0.6097179944423459,0.0
2024-03-22,93.74041039684106,0.0,0.0,2.401989332986516,0.21300398469712598,1.3954992194591325,1.6383487553272895,0.6107483106888834,0.0
2024-03-25,93.74551234939555,0.0,0.0,2.39667742515798,0.21301557773602187,1.3955751714501403,1.6384379247429346,0.6107815515173659,0.0
2024-03-26,93.74551234939555,0.0,0.0,2.39667742515798,0.21068301797280842,1.3955751714501403,1.6384379247429346,0.6131141112805794,0.0
2024-04-05,93.76252286958446,0.0,0.0,2.378966888967459,0.21072124729857417,1.395828404474678,1.6387352262424795,0.6132253634323535,0.0
2024-04-08,92.12804217849882,0.0,0.0,2.33520410958745,0.20704792666501934,1.3969662964412912,1.61016857718995,0.6025355378481136,1.720035373769361
2024-04-15,92.13250077412648,0.0,0.0,2.335317123286499,0.20705794688208587,1.397033903520244,1.6102465023298782,0.5977251338715118,1.720118615983301
2024-04-16,92.14235814861306,0.0,0.0,2.335566981862308,0.2055516533740017,1.397183373970321,1.6104187846695064,0.5886184038294483,1.7203026536813621
2024-04-17,92.13910100536054,0.0,0.0,2.335626479879991,0.2086138614345659,1.3972189668870458,1.6104598097079963,0.5886333987443754,1.7203464779854836
2024-04-18,92.14496943373717,0.0,0.0,2.3357752381873995,0.20862714825298329,1.3973079571131732,1.6105623814494567,0.5823017927447857,1.7204560485150293
2024-04-19,92.14966471468877,0.0,0.0,2.3358942584773885,0.20863777892637975,1.3973791574562289,1.6106444482504707,0.5772359272123339,1.7205437149884384
2024-04-23,92.15201253460646,0.0,0.0,2.3359537731710414,0.20864309466935577,1.3974147603488558,1.610685484787366,0.5747028008413884,1.7205875515755364
2024-04-24,92.13604971800065,0.0,0.0,2.3355491330481053,0.20860695295780032,1.397172696448913,1.610406477565536,0.5919255151534876,1.7202895068255126
2024-04-30,91.92272702190492,0.0,0.0,2.330141633600812,0.2081239650527895,1.3939378209856166,1.6066779016969617,0.8220851380990941,1.716306518659812
2024-05-02,91.92342789044238,0.0,0.0,2.330159399859623,0.20812555190235027,1.3939484491207208,1.6066901518773866,0.821328952089483,1.716319604708046
2024-05-06,91.89843685145506,0.0,0.0,2.3295259040713896,0.2080689692236881,1.4443859287381007,1.6062533442305484,0.7974760099606746,1.7158529923205368
2024-05-07,91.90131176401631,0.0,0.0,2.3295987799930353,0.2080754783669741,1.444351838166742,1.6063035935935852,0.7944518755098702,1.7159066703534815
2024-05-08,91.89897670111046,0.0,0.0,2.329539588675825,0.20807019150738715,1.4443151395349645,1.6062627800310263,0.7969725271853849,1.7158630719549501
2024-05-10,91.92233267123969,0.0,0.0,2.330131637238291,0.20812307219607468,1.4446822097947989,1.6066710090108998,0.7717602448558398,1.7162991556643998
2024-05-13,91.9370530289529,0.0,0.0,2.3305047823731266,0.2081564008332194,1.4449135598736327,1.606928299826883,0.7584118160556519,1.7140321120845852
2024-05-14,91.93939002724854,0.0,0.0,2.330564022750373,0.20816169207475851,1.444950288922645,1.6069691472172896,0.7558891397809534,1.7140756820054452
2024-05-16,91.94079228325602,0.0,0.0,2.330599568422372,0.2081648669488049,1.4449723272483566,1.606993656648338,0.7559006685727686,1.712576628903353
2024-05-17,91.94792855935316,0.0,0.0,2.3307804652971886,0.20818102432495297,1.445084483356912,1.6071183885560738,0.7559593401997908,1.7049477389119168
2024-05-21,91.86455576763602,0.0,0.0,2.416801090118956,0.2079922584282933,1.4437741686001546,1.605661151304803,0.7578137679585795,1.7034017959532002
2024-05-22,91.86735575866794,0.0,0.0,2.4168747531473316,0.20495064216618217,1.4438181741982925,1.6057100911465776,0.7578368657870774,1.7034537148865971
2024-05-27,91.86738002600293,0.0,0.0,2.4168753915798717,0.20495069630517257,1.4438185555918681,1.6057105153049127,0.757837065974412,1.7034277492408327
2024-05-29,91.86745002800262,0.0,0.0,2.4168772332140875,0.20495085247549735,1.4437434567942276,1.6057117388398274,0.7578376434384698,1.7034290472352758
2024-06-06,91.89779427051383,0.0,0.0,2.4176755389128104,0.20501854868746908,1.444220331917719,1.6062421128340072,0.7580879607078577,1.6709612364263098
2024-06-07,91.89896175709,0.0,0.0,2.4177062535100395,0.2050211532810326,1.444238679559944,1.6062625188309052,0.7568271731011467,1.670982464626925
