date,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,SDICS INTERNATIONAL SECURITIES (HONG,QUAM SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA YINSHENG INTERNATIONAL SECURITIES,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,0.0,35.11758691206544,17.79652351738241,16.794478527607364,16.221881390593047,14.06952965235174,0.0
2024-03-04,0.0,0.0,22.72906637203062,0.0,26.888169836634834,13.661115934022572,13.041591034646041,12.60358298476837,11.076473837897561,0.0
2024-03-05,0.0,4.210091509913574,18.29880528723945,0.0,21.460345704117948,11.254448398576512,10.501398068124047,10.19954245043213,8.919039145907472,15.156329435688868
2024-03-06,0.0,4.223074728131638,18.258774293776355,0.0,21.34364795028693,11.27738499096414,10.478424907263562,10.177229637614534,9.115120002536381,15.12634348942646
2024-03-07,0.0,4.228611278409992,18.255301613465623,0.0,21.320569309284558,11.275240117919296,10.476431990363585,10.17529400576917,9.1609344787143,15.10761720607348
2024-03-08,0.0,4.222855333966445,18.23045267489712,0.0,21.079455523899966,11.544792655903766,10.462171573282685,10.161443494776828,9.211775878442545,15.08705286483064
2024-03-11,0.0,4.245162932790223,18.263110997963338,0.0,20.58299389002037,11.666242362525459,10.517438900203665,10.215122199592667,9.339994908350306,15.16993380855397
2024-03-12,0.0,4.25057354065766,18.101580423145553,0.0,20.714376752485343,11.668366046393066,10.530843742034158,10.22814172826918,9.313663013000255,15.192454754014783
2024-03-13,0.0,4.326507066628209,18.206582700381375,0.0,20.382655513892896,11.736051020735186,10.482966381437683,10.319520558920617,9.258725122584368,15.286991635419673
2024-03-14,0.0,4.403059102108733,18.178618284214906,0.0,20.511343637003616,11.718025023199258,10.377267927426322,10.303670282550959,9.244504175866371,15.263511567629836
2024-03-15,0.0,4.425998333440164,18.207166207294403,0.0,20.53394013204282,11.736427152105634,10.230113454265751,10.319851291583873,9.259021857573233,15.287481571694123
2024-03-18,0.0,4.4403152431601205,18.200166591913884,0.0,20.532453386301018,11.731915166271545,10.226180560005126,10.315883898250785,9.25546229256103,15.297622861536489
2024-03-19,0.0,4.457164908669926,18.159891947517366,0.0,20.587856959094417,11.776434268073064,10.264985850270131,10.355029585798817,9.290583997941857,15.108052482634424
2024-03-20,0.0,4.451295885923499,18.13597970260462,0.0,20.692423804476988,11.760927513890227,10.251469313035939,10.341394482448534,9.278350515463918,15.088158782156277
2024-03-21,0.0,4.4650623369092495,18.192068554492447,0.0,20.77574820398827,11.79730034470539,10.122096581940015,10.363712509261944,9.165297509745175,15.118713958957509
2024-03-22,0.0,4.4739985151231485,18.228477355628005,0.0,20.778591949385067,11.820910939668808,9.98095484037574,10.384453984957553,9.183640530682075,15.148971884179604
2024-03-25,0.0,3.8066465256797586,15.509475418840978,14.965668772315299,17.627025542433397,10.162043394671795,8.39055204614117,8.835484756934909,7.813787421038176,12.889316121944521
