date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,VALUABLE CAPITAL LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,31.303679523084526,35.498305331188234,0.0,17.118161836354787,0.0,0.0,14.886569323687098,0.44301885053322915,0.37323932462506487,0.3770258105270583
2024-03-04,31.256623498605983,35.52235958886647,0.0,17.130022423949598,0.0,0.0,14.896883717319879,0.44332580310986286,0.37349792935995774,0.3772870387882471
2024-03-05,31.0300752512446,34.93210578781997,0.0,17.293370561312667,0.0,0.0,15.040030059840987,0.9464740508182246,0.37705952370933893,0.3808847652542162
2024-03-06,30.12984085070481,33.64113901081737,0.0,16.654008371315236,0.0,3.426475652709142,14.496081261204067,0.9167440618982222,0.3689079146903868,0.36680287666076977
2024-03-07,30.117736882034514,33.63640267525073,0.0,16.654008371315236,0.0,3.442789697438674,14.496607520711468,0.9167440618982222,0.3689079146903868,0.36680287666076977
2024-03-08,26.165886579488856,29.29324069667527,13.0190620389693,14.477127341948457,0.0,2.994605181709998,12.613619213672308,0.796914486180693,0.32068717268235697,0.3188572886727572
2024-03-11,25.512881878608873,29.54555080962699,13.128481412671821,14.601366454617878,0.0,3.034146047069682,12.730632703425051,0.8037534084542863,0.3215936427627081,0.3215936427627081
2024-03-12,25.718389786532637,29.46514587821539,13.091935911478766,14.559800686616716,0.0,3.0284606282173945,12.697495248648028,0.801516015550699,0.3165574160154311,0.32069842872493526
2024-03-13,25.7284654843743,29.48135951194099,13.097299257433196,14.550575436109897,0.0,3.0025435313575923,12.700855800856104,0.8018443709374409,0.31622679841218243,0.3208298085782986
2024-03-14,25.579232319927574,29.53431390064894,13.118981139248916,14.577890580431777,0.0,3.0079751453835444,12.731102652039104,0.8123930420241885,0.31675029504575336,0.32136092525020393
2024-03-15,25.580647634807185,29.53133716734595,13.121090286252521,14.578697184210723,0.0,3.0095248441186473,12.730884894827318,0.8119769037065939,0.31446237838040714,0.32137870635065074
2024-03-18,25.49741131205005,29.5484239717847,13.12950212868797,14.588043488591861,0.0,3.0160680715075276,12.74089211574799,0.835566663224741,0.3225075083346737,0.3215847400704829
2024-03-19,25.4981171776499,29.546935000341897,13.129865603386728,14.59167711961355,0.0,3.016151567775929,12.736630863189635,0.8365125887070155,0.3225164365726441,0.3215936427627081
2024-03-20,25.597096410970494,29.655801532819222,13.178448762201288,14.645669276752624,0.0,3.0333322928926383,12.7814434530825,0.4561576043510303,0.3237098126308327,0.3283408542993711
2024-03-21,25.592592637179962,29.64549038593589,13.176130032327318,14.643092391453823,0.0,3.0522455350028017,12.780120621113443,0.4560773440500242,0.32596796975758074,0.3282830831791545
2024-03-22,25.913690215367215,29.473699180343687,13.139383682800885,14.605487012558264,0.0,3.0465036453230723,12.697843816036244,0.4709660076128423,0.3250588915288637,0.3273675484289266
2024-03-25,25.900176630910067,29.486941523696114,13.132531699558179,14.615407121925909,0.0,3.053221771981743,12.688914635961911,0.4707204062003292,0.32488937839709,0.3271968313686602
2024-03-26,25.89781245208222,29.48850374853783,13.135077619764562,14.618240517737737,0.0,3.058429481229247,12.695067195440476,0.45465635964545853,0.32495236262985056,0.3272602629326194
2024-03-27,25.533716816883757,29.531389067603193,13.154385950963427,14.649898760749478,0.0,3.0629253183366787,12.72667195921918,0.6864539839616614,0.326816812566259,0.3277413297163757
2024-03-28,25.828343899054378,29.380797496660204,13.087716556502283,14.567831202459372,0.0,3.0520008795428697,12.686545850173339,0.7501225790437643,0.3205612738157595,0.3260802627480251
2024-04-02,25.944348761122583,29.43500722844214,13.114738459160396,14.597909063252981,0.0,3.059224005110443,12.724721963407939,0.47515214662079946,0.32214485983311236,0.326753513049609
2024-04-03,25.82963840400096,29.45960392363401,13.128173942489097,14.629432848055975,0.0,3.0701412131132546,12.749184783599347,0.47115800068970887,0.3354866469161786,0.3271802375014727
2024-04-05,25.810700245823178,29.438465422230554,13.237058545794223,14.615939849984642,0.0,3.065123428282683,12.706635870023089,0.470351421219849,0.32878486600956114,0.3269403506322284
2024-04-08,25.77765488564761,29.407683522389743,13.312218872930668,14.597227107128107,0.0,3.058896467868024,12.712473449381964,0.4711308471287246,0.3292850006813667,0.33342984684378946
2024-04-09,25.756303702335842,29.37504282336142,13.346287980151402,14.585136477736476,0.0,3.055442523099767,12.683537648412713,0.5351625985489501,0.32993257365399586,0.3331536726994324
2024-04-10,25.752630123847858,29.37499393254499,13.344384421434865,14.583056224132227,0.0,3.05500673044668,12.690010261417939,0.534626177828169,0.3321859727985697,0.33310615554870426
2024-04-11,25.71190395217755,29.392735964938655,13.352862502315155,14.594623188154255,0.0,3.056947666298989,12.68334032119036,0.5349658416023231,0.3346989387649646,0.33792162455774966
2024-04-12,25.701463420381714,29.420843901350352,13.34911361670554,14.5891449084837,0.0,3.0652945009307033,12.710616454197114,0.4920119852094477,0.3336844614376516,0.33782675130377426
2024-04-15,25.699689161015478,29.4197333258225,13.348192082025667,14.588137770229512,0.0,3.0650828932339125,12.708818551833016,0.4942791332332165,0.3382636526316705,0.33780342997502877
2024-04-16,25.694013176853538,29.412315497800552,13.34524402586929,14.584915862041548,0.0,3.063945823879572,12.729017757128162,0.49416996768984234,0.3386490653814935,0.3377288233560003
2024-04-17,25.697442117450244,29.40795737311862,13.347024987399056,14.586402078956903,0.0,3.064354716338266,12.730716481474689,0.48963409193331053,0.3386942590816885,0.33777389424722737
2024-04-18,25.700607403054704,29.408362571002506,13.350342527562455,14.590027679027493,0.0,3.0651163931805554,12.753673594240913,0.47456600110664554,0.3387784450189051,0.3185253858058184
2024-04-19,24.57908297405933,28.11755535524028,12.767759593030819,13.951586458654367,4.374370196562283,2.9313606862139725,12.194486867270813,0.4547372862079942,0.32443502413871417,0.304625558621425
2024-04-22,24.5784337932104,28.116812716530998,12.767422371946523,13.949457175553844,4.374254661033121,2.9312832633410038,12.194164787421656,0.45912726290203737,0.32442645518581165,0.3046175128746019
2024-04-23,24.583736440550467,28.113632580112647,12.770176865534264,13.932213176290556,4.375198379824898,2.9319156698454254,12.195915016801827,0.45922631681165027,0.3244964482168612,0.31348910601140456
2024-04-24,24.502661952347,28.079757029097323,12.754789427548427,13.917624357214686,4.369926479955837,2.92706356552139,12.230033246534347,0.583565707849592,0.32146686694653487,0.31311136698486025
