date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,15.446910280308094,15.176027854957269,9.25023388316393,5.540686174515528,0.0,3.2254774381880207,2.3497907361164843,3.7175113424541903,3.4019505504167693,3.6531881968135616,61.761776456933845
2024-03-04,15.761333661590404,14.467344283051384,9.498185207329511,4.465597369254036,6.976752365209441,3.2085956459044067,2.4187247212745753,3.766749903281398,3.4110948545703934,3.920483241304119,67.89486125276967
2024-03-05,15.782435901944925,14.241902015263955,9.465828438785918,3.886864207083319,6.974642141173988,3.198044525727148,2.4377167375936413,3.7790595434882004,3.5869468575247074,3.9842513980234235,67.33769176660923
2024-03-06,15.570358386382022,14.129356733373195,9.602374705447895,4.012348327647452,6.974642141173988,3.198747933738965,2.479569514296768,3.7804663595118346,3.5855400415010727,3.9691281257693527,67.30253226884254
2024-03-07,15.339640558505963,13.806140751943163,9.866102767910528,4.235324095241444,6.9735870291562625,3.198747933738965,2.4830865543558542,3.7846868075827387,3.580616185418352,3.9525980374916467,67.22053072134491
2024-03-08,14.961910456160096,13.788907255653642,9.79892730278198,5.296277564801463,6.972883621144445,3.2001547497626,2.5330285231948793,3.794886223754088,3.580264481412444,3.984954806035241,67.91219498470088
2024-03-11,14.848661766257518,13.775296310624979,9.490236696795977,7.2202377519079946,6.974290437168079,3.203671789821686,2.5611648436675694,3.7969964477895406,3.966681672704252,2.2162353603207543,68.05347307705834
2024-03-12,14.562374705447894,13.267435726092922,9.395593500509971,5.825547075581191,6.9735870291562625,3.214222909998945,2.565385291738473,3.7294692786550834,3.9863770970351355,4.221651602011747,67.74164421622763
2024-03-13,14.924278127527874,13.302254422677876,9.264407906306053,6.096990117117434,6.9735870291562625,3.219146766081666,2.545338163401681,3.724193718566454,3.8411233425948725,3.5161333661590404,67.40745295958921
2024-03-14,14.991101888650512,13.40846903246228,9.311628037843352,5.971920655576267,6.9735870291562625,3.2244223261702953,2.535842155242148,3.7449442549150636,3.9350283121724754,3.5235191502831222,67.62046284247177
2024-03-15,14.96085534414237,13.607533499806562,9.286906763268034,7.06501670594028,6.9735870291562625,3.2244223261702953,2.5488552034607674,3.744240846903246,3.897747687546161,2.277783561354764,67.58694896774874
2024-03-18,14.92251960749833,13.62371188407836,9.27002497098442,6.185321985017409,6.9735870291562625,3.2244223261702953,2.479569514296768,3.750219815003693,3.8769971511975525,3.248486617662575,67.55486090106567
2024-03-19,14.839165758097986,13.664157844757852,9.349844898533394,5.873147399148877,6.976400661203532,3.218795062075757,2.4876587064326663,3.7554953750923223,3.878052263215278,3.1398100798368094,67.18252804839447
2024-03-20,14.747371012555831,13.756655998311821,9.379875145077902,5.519187212042345,6.976400661203532,3.218795062075757,2.48660359441494,3.769915239334576,3.8565983188548514,4.06725354341786,67.77865578728942
2024-03-21,14.665423979179124,13.923363697112508,9.357994232054304,5.41226251187001,6.974993845179897,3.2244223261702953,2.4844933703794885,3.755143671086414,3.840771638588963,3.9986712622656775,67.63754053388669
2024-03-22,14.457215207681214,14.13403439665178,9.38683396053881,7.153721028382513,6.974993845179897,3.2258291421939296,2.482383146344037,3.765343087257764,3.8298688144057955,2.19829880772342,67.60852143635915
2024-03-25,14.347131853831815,14.040129427074174,9.382261808462,7.722252664157844,6.974993845179897,3.2251257341821127,2.478514402279042,3.770970351352302,3.8221313262758065,1.8895026905356451,67.65301410333063
2024-03-26,14.308092709175957,14.204726901839413,9.433487848626596,6.622506242746105,6.974993845179897,3.226180846199838,2.487307002426758,3.7583090071395917,3.753549045123624,1.8680487461752189,66.63720219463299
2024-03-27,13.396827629866703,14.772025463370028,9.367367495515774,7.731290753701685,6.844863362993705,3.2209052861112086,2.501375162663103,3.723842014560546,3.761286533253614,1.865938522139767,67.18572222417613
2024-03-28,13.47455421517251,14.878591777160342,9.370407624942848,7.605222452783737,6.830795202757359,3.234973446347554,2.4978581226040166,3.7333380227200785,3.7623416452713396,1.8680487461752189,67.256131255935
2024-04-02,13.665177786374988,15.164878837969963,9.256490697429044,7.938181690289453,6.715084584813422,3.234973446347554,2.515443322899448,3.7182147504660077,3.761286533253614,1.8680487461752189,67.83778039601872
2024-04-03,13.79495656455527,15.170506102064502,9.28286849787219,7.883650335877326,6.715084584813422,3.2318081102943763,2.531270003165336,3.725600534590089,3.7113445644145884,1.8712140822283965,67.9183033798755
2024-04-05,13.797066788590723,15.16312031794042,9.313128055428551,8.107093869799177,6.715436288819329,3.235325150353462,2.5456898674075896,3.738965286814617,3.5689044420215947,1.8684004501811278,68.05313051735659
2024-04-08,13.841733197341119,15.139556149544545,9.338802447859882,8.128131044912601,6.7161396968311475,3.235325150353462,2.550965427496219,3.750571519009602,3.569256146027503,1.6953620792740831,67.96584285865016
2024-04-09,13.841733197341119,15.139556149544545,9.36230823339078,8.121448668800339,6.7161396968311475,3.235325150353462,2.5562409875848484,3.782928287553195,3.568201034009778,1.4984078359652515,67.82228924137445
2024-04-10,13.740090739633523,15.259135511553476,9.487866563500159,7.9703917982625825,6.7161396968311475,3.2398973024302746,2.55342735553758,3.788907255653642,3.5615186578975133,1.4815260436816375,67.79890092498152
2024-04-11,13.63844828192593,15.384693841662855,9.347937959413358,8.026984489853339,6.7161396968311475,3.245876270530721,2.5752330039039144,3.7920725917068197,3.560815249885696,1.4502243871557696,67.73842577286955
2024-04-12,13.557556360566947,15.626666197727992,9.408566454471917,7.998083564871804,6.7161396968311475,3.245876270530721,2.571715963844828,3.798403263813175,3.550615833714346,1.4502243871557696,67.92384799352864
2024-04-15,13.545950128371961,15.815882952906835,9.409269862483734,7.97884465234059,6.7161396968311475,3.245876270530721,2.615678964583407,3.829001512327226,3.5513192417261634,1.4498726831498612,68.15783596525165
2024-04-16,13.547356944395597,15.940034466992579,9.44122322653255,7.772068722962755,6.7168431048429635,3.2522069426370765,2.6223613406956705,3.8413111525340273,3.553429465761615,1.4544448352266732,68.14128020258151
2024-04-17,13.414764534168045,15.73217739950058,9.412282207294341,8.001930503288431,6.7168431048429635,3.2627580628143353,2.6346709809024724,3.8297049203390428,3.557649913832518,1.4505760911616783,68.0133577181444
