date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,50.6897448890594,5.213529592109242,8.437047090560625,8.688171477894118,3.341501425156278,0.9874241280853066,1.453736165504235,0.9682656139717588,0.6661595211259078,0.5296940014058913,80.97527390487275
2024-03-04,50.64760042090586,5.208491623788911,8.428759781725999,8.67739700756904,3.3677346329781206,1.0139554405414881,1.4108978588142767,0.9591968238382114,0.6903059965073762,0.5296940014058913,80.93403358807517
2024-03-05,50.67223914156478,5.108000551553194,8.533364697915594,8.714156066450922,3.370238711906569,1.0045651445598058,1.475698353703742,0.9395915254039479,0.7139158835470344,0.5288593084297417,81.06062938503533
2024-03-06,50.51222603867368,5.09646390220427,8.532082847987937,8.908965507311411,3.3712224571998877,1.019067935020404,1.4674480843699313,0.9522995023873486,0.7139456940104683,0.5288593084297417,81.10258127759508
2024-03-07,50.4880772529813,5.045458199268848,8.517773825539658,9.012159270688205,3.3590001671919842,1.015911454099704,1.3626344949362978,0.9685055882024017,0.7139755044739021,0.5304094525283051,81.0139052099106
2024-03-08,50.36942005695975,5.012279153466904,8.589587231951953,9.027395845706227,3.3588511148748146,1.0258715770899256,1.3606968148130936,0.9437779578362893,0.7002925017577367,0.5299921060402304,80.91816436049693
2024-03-11,50.36509098145987,5.023130162156848,8.621394996435935,9.02193904037465,3.3663037307332924,1.0177035101090337,1.3391736602138093,0.9760567276425288,0.7002925017577367,0.530439262991739,80.96152457387544
2024-03-12,50.381792815281834,5.0741656755557045,8.618741865190318,9.012982337583615,3.388751009699028,1.017912183353071,1.345056531594016,0.9347938294188941,0.7002925017577367,0.5299921060402304,81.00448085547444
2024-03-13,50.36974394764495,5.099266085767058,8.626820500780907,8.977341096554348,3.392447507164833,1.018925739109824,1.441672243583324,0.9050172753871384,0.7002925017577367,0.5302902106745695,81.06181710842469
2024-03-14,50.325538607628076,5.109163159627117,8.699021443217841,8.885981043794597,3.4004665218285552,1.0168355039399968,1.3878627175096243,0.9089337740730858,0.7002925017577367,0.5297238118693252,80.96381908524596
2024-03-15,50.2899497584883,5.0679650991614515,8.81057219738754,8.868741354686131,3.398856607750807,1.0436385387703784,1.3639671717041109,0.9209062523974134,0.7002925017577367,0.5313335768947565,80.99622305899862
2024-03-18,50.26222610202091,5.085553272587459,8.819097989929638,8.872003513699704,3.410989466368409,1.0466195851137694,1.4526852721420311,0.9150631034597323,0.7002925017577367,0.5316325013168399,81.09616330839623
2024-03-19,50.30128682678453,5.095182052276613,8.773875516900393,8.947849232448386,3.4008240983374454,1.0527009196542874,1.4508935887634944,0.9240816629623937,0.7002925017577367,0.531960416414613,81.17894681629988
2024-03-20,50.2883629475197,5.09646390220427,8.847388119728421,8.911960564572615,3.3888999129638804,1.0529394033617587,1.4505446572890004,0.9342675256869684,0.7002925017577367,0.5315132594631043,81.20263279454747
2024-03-21,50.17495187137941,5.023249404010584,9.010898511663425,9.006788617595952,3.3983498298724304,1.0564570380469602,1.4240792259570079,0.9197196469004265,0.7002925017577367,0.532973972171366,81.2477606193553
2024-03-22,50.18528447611025,5.020298168130626,9.050456996640227,8.990005103104183,3.402284811045707,1.0621790074507826,1.4241087383158075,0.9160156968187629,0.7002925017577367,0.5331230244885355,81.28404852386262
2024-03-25,50.17644597180673,5.0077777734883835,9.053467853447051,9.04494116659105,3.443721355218844,1.0607481052059549,1.4240414411946054,0.8762181319252221,0.7002925017577367,0.5341663907087225,81.3218206913443
2024-03-26,50.19985501084899,5.009745264075022,9.088346095664729,9.02522929575001,3.434271438310294,1.0572304705207531,1.4198072374946111,0.8700146490107837,0.7002925017577367,0.5341663907087225,81.33895835414165
2024-03-27,50.14606724641361,4.974811499869199,9.138546916087435,9.040024526856895,3.4449733946830685,1.0882911102649246,1.3810994686180558,0.8729819080148367,0.7002925017577367,0.5348222209042685,81.32191079347002
2024-03-28,50.12570312263263,4.922138125083125,9.201596046250158,9.246073630324348,3.443035714559864,1.0937762355367644,1.3377531916311833,0.8784203053852438,0.6844631456743296,0.5357761557341536,81.4687356728118
2024-04-02,50.11696358906771,4.922525661107765,9.20496462861819,9.246254952468185,3.4500113630033997,1.0770227550869058,1.3382599695095598,0.8744156422536907,0.6844631456743296,0.5356271034169842,81.45050881020673
