date,STANDARD CHARTERED BANK (HONG KONG) LTD,SOOCHOW SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-07-17,42.87561773514006,0.0,27.724486940810632,21.682334614458938,3.088924958802933,1.9120335821248713,1.5365682417406146,1.1800339269219502,0.0
2024-08-12,42.8409470398504,0.0,27.702067969619947,21.664801534907053,3.1672905784822314,1.9104874461806858,1.5353257199504853,1.1790797110092022,0.0
2024-08-26,42.83959647035772,0.0,27.70119465634214,21.664118547670782,3.167190729008182,1.910427217678768,1.5352773184976238,1.1821950604447822,0.0
2024-09-04,42.846350169494855,0.0,27.705561773445524,21.667533914546222,3.151924953550382,1.9107283981686571,1.5355193562840528,1.1823814345103074,0.0
2024-09-12,42.846350169494855,0.0,27.705561773445524,21.667533914546222,3.1424659020742993,1.9107283981686571,1.5355193562840528,1.19184048598639,0.0
2024-09-13,42.846350169494855,0.0,27.68664367049336,21.667533914546222,3.1424659020742993,1.9107283981686571,1.5355193562840528,1.210758588938555,0.0
2024-09-19,42.843648434321764,0.0,27.68489785133412,21.66616763857967,3.142267749591666,1.910607914577893,1.535422532012267,1.2169878795826183,0.0
2024-09-30,42.84409965939855,0.0,27.683152252331027,21.664801534907053,3.145222241645161,1.9104874461806858,1.5353257199504853,1.2169111455870376,0.0
2024-10-03,42.84409965939855,0.0,27.683152252331027,21.664801534907053,3.145222241645161,1.8978769679880743,1.5353257199504853,1.2295216237796494,0.0
2024-10-08,42.84409965939855,0.0,27.679999632782877,21.664801534907053,3.145222241645161,1.8978769679880743,1.5353257199504853,1.2326742433278022,0.0
2024-10-09,42.31449567958724,0.0,27.278682608452083,21.396998845483704,3.106343557536767,1.8744169535770066,1.494551723782331,1.2921645111868068,1.2423461203940624
2024-10-10,31.702225008181927,24.89989328457203,20.43732106671684,16.030735118191775,2.5092430064798323,1.4043222556972421,1.1197253866024521,0.965763145944615,0.9307717276132884
2024-10-16,31.683008695719966,24.926764457294915,20.42493297889644,16.021018083663545,2.5077220281370485,1.422121803119145,1.119046664749491,0.9651777483464361,0.9302075400730145
2024-10-17,31.68227007199797,24.926183341412973,20.42445681389067,16.02064458681163,2.509994858659961,1.4220886492949787,1.1190205764944097,0.9651552472264282,0.9301858542109779
2024-10-21,31.683008695719966,24.926764457294915,20.422601631678212,16.021018083663545,2.5100533753552763,1.422121803119145,1.119046664749491,0.9651777483464361,0.9302075400730145
2024-11-04,31.67636232179354,24.921535389596507,20.418317434798485,16.017657238805388,2.530504546693121,1.4218234743409905,1.1188119142355335,0.9649752760281476,0.9300124037082871
2024-11-05,31.671194847399093,24.917469853450413,20.414986524151292,16.01504422305567,2.5300917367461575,1.4215915273666997,1.1186293985836324,0.9811312016743944,0.9298606875726445
2024-11-12,31.669718735798146,24.916308515316686,20.414035034995713,16.014297803708967,2.4903575377482072,1.4215252707017563,1.118577262191546,1.0253624903422505,0.9298173491967225
2024-11-21,31.668980731594747,24.91572788684408,20.41355932367697,16.0139246201265,2.490299504573169,1.4214921446852684,1.118551195817916,1.0276689111577104,0.9297956815236427
2024-12-10,31.668980731594747,24.91572788684408,20.41355932367697,16.016254935117786,2.4879691895818814,1.4214921446852684,1.118551195817916,1.0276689111577104,0.9297956815236427
2024-12-17,31.67488572847958,24.920373672472675,20.41736563513474,16.01924132537455,2.488433096217796,1.4031112000400814,1.118759760829301,1.0278605302619201,0.9299690511893564
2024-12-30,31.708311600408575,24.908182178500365,20.407377093496372,16.011404425068555,2.4872157100946275,1.4024247728635633,1.118212443479253,1.0273576824465638,0.9295140936421291
2025-01-02,31.747582481594044,24.91340564353787,20.41165670009276,16.014762157504283,2.4877373011207937,1.4027188736821734,1.118446942470836,0.9739808790683532,0.9297090209288825
2025-01-03,31.836117003910903,24.90064103919644,20.40119860674905,16.006556852076052,2.477147071048357,1.4020001782263616,1.117873896260222,0.9292326762663095,0.9292326762663095
2025-01-07,31.8390830105591,24.902960903357563,20.40309928108981,16.008048100334506,2.4773778540512086,1.4021307953442996,1.1179780427994417,0.9200027643870404,0.9293192480770358
2025-01-17,31.84130787825047,24.904701085168544,20.40452501927389,16.009166718889205,2.4775509695251987,1.4022287741555803,1.1180561654396652,0.9130792017757267,0.9293841875217217
2025-02-07,31.831780891042737,24.908182178500365,20.407377093496372,16.011404425068555,2.4778972730656337,1.4024247728635633,1.118212443479253,0.91320682884139,0.9295140936421291
2025-02-11,31.831039352203312,24.907601928700075,20.406901692425425,16.01103143059817,2.4778395490861183,1.402392102607318,1.1181863941055028,0.9155151101738803,0.9294924401001992
2025-02-12,31.82288470462671,24.901220964715222,20.401673742134804,16.006929638092753,2.4772047627679403,1.4020328302243323,1.1178999310758797,0.9408991086555321,0.9292543177068251
2025-02-13,31.82288470462671,24.901220964715222,20.401673742134804,16.006929638092753,2.4748758045781987,1.4020328302243323,1.1178999310758797,0.9432280668452735,0.9292543177068251
2025-02-14,31.819920414056902,24.898901424699677,20.39977333336786,16.01009608069681,2.467659047019093,1.401902231357015,1.1177957990886498,0.9547839117215551,0.9291677579924402
2025-02-24,31.821402490307932,24.900061140688848,20.40072349349367,16.0061840834226,2.4677739831604044,1.4019675277492225,1.1178478626571873,0.9548283826863475,0.929211035833787
2025-02-25,31.828073542304512,24.90528119981849,20.4050003096156,16.00953962648265,2.468291328320238,1.4022614368023505,1.0971181673320716,0.9550285533039264,0.9294058360201625
2025-02-28,31.81621582734912,24.896002607290455,20.39739832022675,16.00357518891763,2.467371753500254,1.4389945390296952,1.0967094302313696,0.954672752430704,0.9290595810240266
2025-03-07,31.81304040137839,24.897162053252657,20.398348259118336,16.00432050056168,2.4674866628799634,1.4390615552665675,1.0967605057128693,0.9547172130409266,0.9291028487886093
2025-03-10,31.7974913804174,24.884993254239706,20.388378311554415,16.00115306985578,2.4662806479452697,1.4569777195243225,1.0962244503130287,0.9798524279868048,0.9286487381632662
2025-03-11,31.754625320802603,24.85144590323682,20.38878446157813,15.974933379437584,2.518739133768035,1.482905208217835,1.0947466349068968,1.006423127207402,0.9273968308446962
2025-03-12,31.7317615116058,24.833552487343667,20.374104229234817,15.968076445051228,2.516925603600722,1.5050637871117374,1.0939584008173278,1.0451831854942621,0.9313743497404424
2025-03-13,31.716291821977137,24.821445773721237,20.373457548651103,15.960291778370136,2.5156985662081746,1.4950440589484173,1.130569032155092,1.05628112860486,0.9309202913638437
2025-03-14,31.68098910802864,24.79381756280502,20.35078029659342,15.94252672505467,2.559276656465861,1.502655609866971,1.1849645318549726,1.0551054050763453,0.9298841042540978
2025-03-19,31.67878529763784,24.79209284162961,20.349364644420266,15.941417722241264,2.5799673916735335,1.4886385712987478,1.1848821027004053,1.0550320092537855,0.929819419144545
2025-03-21,31.67878529763784,24.79209284162961,20.349364644420266,15.941417722241264,2.5799673916735335,1.4863198196300582,1.1848821027004053,1.0573507609224753,0.929819419144545
2025-03-24,31.65976961484854,24.798993166443996,20.355028435158296,15.94585465949331,2.580685467921746,1.4867335035251217,1.1852118881456117,1.0576450508696653,0.9300782135937189
2025-03-25,31.666379836541907,24.804170931304473,20.368557872881897,15.949183983606272,2.581224287479543,1.487043917598781,1.183139466420247,1.0300273001776268,0.930272403989253
2025-03-26,31.66711447601101,24.80474637197873,20.359750669704955,15.94955399432789,2.5812841702084808,1.4940382214323142,1.1831669144883232,1.0300511961427756,0.9302939857055248
2025-03-27,31.66564523115754,24.803595517328674,20.35880604751931,15.948813990051875,2.5811644075289575,1.4986085581925106,1.1831120196256661,1.0300034053211682,0.9302508232742984
2025-04-02,31.578469874195264,24.73531134761141,20.26574330387916,15.90490698791886,2.9742837711538965,1.4944828966102668,1.087317277719544,1.0317946933253543,0.9276898475862491
2025-04-07,31.574817550294913,24.732450494340895,20.26339939491454,15.898441100599042,2.990131983570103,1.4943100467026018,1.0871915200467845,1.0316753573209914,0.9275825522101289
2025-04-08,31.559487011150942,24.720442133569666,20.253560895068297,15.89072192143886,3.0372332400257642,1.4935845134947627,1.086663655329007,1.031174447397313,0.9271321825253868
2025-04-09,31.484509427610792,24.661712439561505,20.094728654457523,15.852969472232155,3.3760011405096315,1.490036123826855,1.0840820095953898,1.0310311878492324,0.9249295443569178
2025-04-15,31.458281944706613,24.662850165185738,20.09565569015134,15.853700821672426,3.3761568865071734,1.4901048640768786,1.084132021851599,1.054145391459959,0.9249722143882791
2025-04-17,31.459733285313142,24.663987995788833,20.096582811383495,15.854432238594898,3.3763126468755247,1.490173610669621,1.0841820387224796,1.0541940248854749,0.9204013477665305
2025-04-22,31.458281944706613,24.662850165185738,20.09565569015134,15.853700821672426,3.3761568865071734,1.4901048640768786,1.084132021851599,1.058758719212519,0.9203588866357191
2025-04-24,31.426977404515267,24.660006047928757,20.09333826127528,15.851872574580467,3.4587978718479357,1.489933025342497,1.0563302253976217,1.0424918381653385,0.9202527509468363
2025-04-30,31.427702252371247,24.660574818901615,20.093801704290204,15.852238190264758,3.461184098396376,1.4899673899186723,1.0563545891373867,1.0425158827294734,0.9156610739902676
