date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,SPDB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.21719457013575,0.0,17.782805429864254
2024-03-05,0.0,69.03216899074968,0.0,0.0,0.0,0.0,0.0,25.127709512632883,0.0,5.8401214966174235
2024-03-06,0.0,68.69075422448138,0.0,0.0,0.0,0.0,0.0,24.962220085176533,0.0,6.34702569034208
2024-03-07,0.0,57.683433317951085,0.0,0.0,0.0,15.413013382556528,0.0,20.846792801107522,0.0,6.056760498384864
2024-03-08,0.0,57.42506029631331,0.0,0.0,0.0,15.332491099115655,0.0,21.074997128746986,0.0,6.16745147582405
2024-03-11,0.0,56.86988171064604,0.0,0.0,0.0,15.309372156505916,0.0,21.166969972702457,0.0,6.653776160145587
2024-03-12,0.0,56.3688987551634,0.0,0.0,0.0,15.275240958777081,0.0,21.783235451147892,0.0,6.572624834911625
2024-03-13,0.0,49.89148601791104,0.0,0.0,0.0,13.55052760246464,6.59565445156784,21.942275550677277,0.0,8.0200563773792
2024-03-14,0.0,49.08336810071907,0.0,0.0,0.0,13.507742901317886,5.9979875819078705,23.658183424546593,0.0,7.752717991508577
2024-03-15,0.0,48.11526218797118,0.0,0.0,0.0,13.507885982337314,4.891941698777014,25.38831582222435,0.0,8.096594308690138
2024-03-18,0.0,47.786854103343465,0.0,0.0,0.0,13.63031914893617,4.853723404255319,25.370440729483285,0.0,8.358662613981762
2024-03-19,0.0,46.765799256505574,0.0,0.0,0.0,13.578066914498141,4.749070631970261,25.436802973977695,0.0,9.470260223048326
2024-03-20,0.0,5.175623553612754,88.89483157624068,0.0,0.0,1.498585754692723,0.5255849832861919,2.862432501928516,0.0,1.042941630239136
2024-03-21,0.0,5.170427663382223,88.89391726492913,0.0,0.0,1.502684467117849,0.5255795774792751,2.829490054100755,0.0,1.0779009729907638
2024-03-22,0.0,5.157748935515313,88.67593495100805,0.0,0.0,1.5113117529369517,0.5242907710460165,2.9938952444467244,0.0,1.13681834504694
2024-03-25,0.0,5.136457918237644,88.56634889495142,0.0,0.0,1.5122255259581685,0.5221265160571785,3.0183204078921824,0.0,1.2445207369034117
2024-03-26,0.0,5.124937556708703,88.3361029269337,0.0,0.0,1.5047558849616165,0.5209554588180122,3.1491808459664186,0.0,1.3640673266115466
2024-03-27,0.0,5.115862532184036,88.21122904857373,0.0,0.0,1.668990362598333,0.5200329727364318,3.15581653318136,0.0,1.3280685507261125
2024-03-28,0.0,5.126296360502942,88.13619815832679,0.0,0.0,1.7040066079969,0.5210935826968377,3.1500158061654244,0.0,1.3623894843111062
2024-04-02,0.0,5.129539229038824,88.17441249534536,0.0,0.0,1.6792405670242447,0.5213195198963483,3.146280624971307,0.0,1.349207563723915
2024-04-03,0.0,5.126610350083863,88.12406641754141,0.0,0.0,1.678281749450684,0.5210218553883957,3.117974234398658,0.0,1.43204539313699
2024-04-05,0.0,5.128126642076962,88.1852084257998,0.0,0.0,1.7447466291189029,0.39690435013289666,3.079324752444941,0.0,1.4656892004264936
2024-04-08,0.0,5.130744141651822,88.23021994007667,0.0,0.0,1.7405329808030952,0.39710693814217246,3.0941674280435083,0.0,1.407228571282737
2024-04-09,0.0,5.125093686427067,88.13305257146936,0.0,0.0,1.746773872831191,0.39666960684841407,3.1866131655560257,0.0,1.4117970968679416
2024-04-10,69.56671193148651,1.5483974860218417,26.76528926387635,0.0,0.0,0.5945846346323872,0.12046532441249927,0.9838517626182782,0.0,0.42069959695213444
2024-04-11,69.53818815332089,1.548451911974225,26.76623006000406,0.0,0.0,0.5980121284044457,0.12046955875159471,0.9848154160156072,0.0,0.44383277152917217
2024-04-12,69.50912763709178,1.5484239245426585,26.755044257156623,0.0,0.0,0.599929141496136,0.12041921364396124,0.9998819024935599,0.0,0.4671739235752805
2024-04-15,69.49535928498155,1.548736212371227,26.74974462410727,0.0,0.0,0.6112617944510738,0.12039536103365452,1.002778842542521,0.0,0.47172388051271097
2024-04-16,69.40335951893334,1.5484062502174403,26.728021529866812,0.0,0.0,0.6939531906307042,0.12029758964141886,1.0188494571532611,0.0,0.4871124635570203
2024-04-17,69.39382250425354,1.5482003755321263,26.724467796458185,0.0,0.0,0.7161238405696834,0.12028159498342264,1.0233520996327392,0.0,0.47375178857031097
2024-04-18,69.35719139087745,1.529933498292816,26.724054632972884,0.0,0.0,0.743322580819711,0.10667482961014987,1.054565721357615,0.0,0.48425734606938037
2024-04-19,69.35333143184438,1.4834705729124396,26.72256735019784,0.0,0.0,0.7717262505188515,0.10666889280008163,1.0736765134422128,0.0,0.4885589882841999
2024-04-22,69.35997940629206,1.4526912899592532,26.72512888460798,0.0,0.0,0.8197285248365219,0.10667911771731425,1.0351275781753078,0.0,0.5006651984115633
2024-04-23,69.37946812879812,1.408299282160279,26.739432921316077,0.0,0.0,0.8545084835954946,0.10673621536583838,1.0226876333719286,0.0,0.48886733539225946
2024-04-24,69.39578509410855,1.3622125277444042,26.74572161754228,0.0,0.0,0.891843822117077,0.09840608446676977,1.0284983092256477,0.0,0.4775325447952697
2024-04-25,69.34552651545326,1.3618332465816887,26.738274799820257,0.0,0.0,0.9457347194003232,0.09837868523693252,1.022024605499152,0.0,0.48822742800838076
2024-04-26,69.3245087389,1.361420491667021,26.73017075744865,0.0,0.0,0.9649322885054761,0.09834886786690429,1.033776496012309,0.0,0.4868423595996459
2024-04-29,69.31003961735433,1.360827133056334,26.724591747994975,0.0,0.0,0.9786452797371727,0.09832834090250264,1.0409817373659291,0.0,0.4865861435887526
2024-04-30,54.14323671497585,1.0268115942028986,20.87657004830918,0.0,0.0,0.7690821256038647,0.07681159420289856,0.8247826086956521,0.0,0.37576086956521737
2024-05-02,69.36902059192202,1.2846172234012856,26.747333654866228,0.006189434947729633,0.0,0.9236258573968918,0.09841201566890118,1.0717316083741248,0.0,0.49906961342280964
2024-05-03,68.92621624638576,1.2302926626089743,26.576596984911532,0.006149925831586975,0.0,0.5598043787312023,0.09778382072223289,2.1149594934827607,0.0,0.48819648732595305
2024-05-06,68.93523677002509,1.2212275776535209,26.580075121887724,0.006150730685739214,0.0,0.5687962010405566,0.09779661790325349,2.10153399254056,0.0,0.48918298826355394
2024-05-07,68.92866536433874,1.221111161402208,26.57754131675433,0.006150144353574456,0.0,0.5742771091882392,0.09778729522183385,2.10133365911058,0.0,0.49313394963048385
2024-05-08,68.81135439012822,1.1729853498488974,26.53230850617387,0.00613967730881391,0.0,0.6917955083833779,0.09762086921014117,2.1555931206254204,0.0,0.5322025783212617
2024-05-09,68.71242537823952,1.1253175891623903,26.49416341969933,0.0061308503904243545,0.0,0.7751001176298675,0.09748052120774724,2.3290625492316868,0.0,0.4603195744390366
2024-05-10,68.70922390885059,1.0792859224862612,26.492928995900332,0.006130564740052606,0.0,0.8093951664831335,0.09747597936683644,2.3455678633147925,0.0,0.4599915988579972
2024-05-13,68.64672869150684,1.0761605002920105,26.46883206594712,0.006124988618622711,0.0,0.8059027274816256,0.09738731903610111,2.433471759403195,0.0,0.46539194771450015
2024-05-14,68.58819274302633,1.0703470317823365,26.44626175240582,0.006119765762048807,0.0,0.7648250698309642,0.09730427561657604,2.4585990655472627,0.0,0.5683502960286753
2024-05-16,68.56106704661417,1.0699237241038773,26.435802615944542,0.00611734547800959,0.0,0.7892978411147609,0.09726579310035248,2.4748470506108853,0.0,0.5656785830333942
2024-05-17,68.54377067718328,1.0574222026994942,26.42913347516327,0.006115802213415237,0.0,0.7909334602125815,0.116811822276231,2.4820203518363524,0.0,0.5737922084153843
2024-05-20,68.4901341030183,1.0107621294954097,26.40845226425597,0.006111016502390627,0.0,0.8340083103835636,0.11672041519566097,2.5228858026340766,0.0,0.610925958514619
2024-05-21,68.46385960189527,1.010374376265629,26.398321332001828,0.006108672166055799,0.0,0.8300231609694309,0.12125714249620759,2.5349294332605483,0.0,0.635126280945029
2024-05-22,68.38632526839466,0.9634669854857635,26.368425613853404,0.006101754182937071,0.0,0.9801015877392865,0.12111982053130085,2.5543910825498575,0.0,0.6200678872627938
2024-05-23,68.36646867201192,0.962882234891086,26.360769299778802,0.006099982482680305,0.0,0.9633470535562664,0.12108465228120405,2.5851253012956725,0.0,0.6342228037023746
2024-05-24,68.37779302768404,0.9602962817858756,26.36513574919677,0.006100992895717126,0.0,0.9125633335683639,0.12110470897998495,2.5955286298944733,0.0,0.6614772759947705
2024-05-27,68.38759798554646,0.9604339824071072,26.368916348622573,0.006101867740832954,0.0,0.9035413879651288,0.12112207465553416,2.580341050107153,0.0,0.671945302955201
2024-05-28,68.39719705050213,0.9605687914727025,26.372617559782146,0.0061027242152014135,0.0,0.8984808958520863,0.12113907567174807,2.576431326682141,0.0,0.6674625758218475
2024-05-29,68.34756139866042,0.959871709426075,26.353479026043914,0.07074022763241722,0.0,0.8938649787495442,0.12105116538823119,2.5797451689409883,0.0,0.6736863251584199
2024-05-30,68.31860581900196,0.9402635652952271,26.342314322496335,0.11307545631265131,0.0,0.9181739244011148,0.1209998818224328,2.5786522547943944,0.0,0.6679147758758811
2024-05-31,54.14323671497585,0.7333333333333333,20.87657004830918,0.11207729468599033,0.0,0.730319806763285,0.09589371980676328,2.0538756038647343,0.0,0.5317451690821257
2024-06-03,68.29177612220838,0.9249656810617062,26.33196931768188,0.1413649789237917,0.0,0.9144620193949462,0.12125702933549375,2.5995450594685603,0.0,0.674659791925253
2024-06-04,68.15493816099257,0.9231123039030191,26.279207283937435,0.1410817223356393,0.0,0.8615483754296768,0.12101406355513888,2.8460941862672913,0.0,0.6730039035792292
2024-06-05,68.17869485879662,0.9234340722243581,26.288367400618924,0.141130899048782,0.0,0.8676277514616979,0.12105624530477423,2.8006712136892933,0.0,0.6790175588555541
2024-06-06,68.20270583668922,0.9237592845966301,26.297625562714806,0.1411806021254402,0.0,0.8545454944046331,0.12109887854725258,2.798083759947111,0.0,0.6610005809749125
2024-06-07,68.23389988381017,0.9229641559457711,26.309653375407997,0.1412451742608304,0.0,0.880884052693357,0.12115426585303987,2.722579727676473,0.0,0.6676193643523636
2024-06-11,68.25008427204526,0.9231830736721849,26.315893758051867,0.141278676182023,0.0,0.830171770039901,0.12118300241475248,2.7583442082518204,0.0,0.659861239342189
2024-06-12,68.24391293869569,0.923099597284557,26.313514212964044,0.14126590143140977,0.0,0.8346634895600092,0.12117204476228684,2.781750741714865,0.0,0.640621073587148
2024-06-13,68.27852422406079,0.9235677659783823,26.326859645694455,0.14133754730012182,0.0,0.8427019756614702,0.1212334996238114,2.733053747256119,0.0,0.6327215944248503
2024-06-14,68.2707050334041,0.9170659899960283,26.323844719152024,0.1571591002450849,0.0,0.8112345645759486,0.12121961608051121,2.7685584159850225,0.0,0.6302125605612859
2024-06-17,68.27694360492993,0.9171497914123121,26.32625018996172,0.15717346143100402,0.0,0.8088718972734603,0.1212306931192628,2.769725205824397,0.0,0.6226551560479121
2024-06-18,68.32251974128249,0.9153235815852179,26.34382345415544,0.15697357459753153,0.0,0.7609481482495686,0.12131161687343214,2.8020543549287766,0.0,0.5770455283275373
2024-06-19,68.43975657774544,0.9168942151252474,26.38902767867466,0.15724293066583495,0.0,0.6150867138964281,0.12151977942718895,2.79861868710986,0.0,0.5618534173553452
2024-06-20,68.47571734406847,0.9173759850826784,26.40289344479214,0.1573255518873058,0.0,0.6010520371874164,0.12311106293317328,2.8037550224444985,0.0,0.5187695516043214
2024-06-21,68.49842973831372,0.8969042938807184,26.411768727705827,0.15737843657532197,0.0,0.5905584577947329,0.12315244648515485,2.801336018246132,0.0,0.520471880998396
2024-06-24,68.4831525088463,0.8707349684598485,26.405878101409208,0.1665089676528482,0.0,0.5950095609525607,0.12312497975063821,2.8330964656704176,0.0,0.522494447258183
2024-06-25,68.48859293247078,0.8509436958712443,26.40797583140243,0.1695776485488476,0.0,0.6176671827118209,0.1231347610183524,2.8333215319002516,0.0,0.5087864160762654
2024-06-26,68.47183501263045,0.8201884302121453,26.401514277394973,0.18022762526076933,0.0,0.6205707562377274,0.12310463216964414,2.8039445846056186,0.0,0.5786146814886741
2024-06-27,68.43274418089993,0.7852217157699891,26.386441552210105,0.18012473262219814,0.0,0.6608208589056455,0.12303435126567093,2.8115026866588453,0.0,0.6201099216676158
2024-06-28,68.43652588781147,0.7565656837770657,26.387899710721552,0.18013468661358706,0.0,0.6599414378775376,0.12304115034792473,2.7994150025298925,0.0,0.6564764403209654
2024-07-02,68.43861540790279,0.7404066988657887,26.38870539227681,0.18014018652817126,0.0,0.6578243309142741,0.12304490706924241,2.7995004749266257,0.0,0.6717626015163037
2024-07-03,68.45740592477635,0.6957152766722604,26.39595067932695,0.18018964584575664,0.0,0.6567833185471187,0.12307869029803378,2.816791580517246,0.0,0.6740848840162846
2024-07-04,68.48122764289457,0.6718218868746437,26.40513590754369,0.18025234800183712,0.0,0.6576228900513668,0.12617664360128597,2.8025266924818273,0.0,0.6752359885507803
2024-07-05,68.47464887054068,0.6305171279702878,26.402599250651164,0.18176244725887658,0.0,0.6396889527039021,0.12585903911034815,2.8575338667887036,0.0,0.687390444976038
2024-07-08,68.63525540810826,0.5860660571894036,26.464526257483268,0.18463836597973377,0.0,0.5560658440132339,0.12615424010555606,2.755535318891249,0.0,0.6917585082292952
2024-07-09,68.73543800685187,0.5470574494281726,26.503154874791214,0.19410726765024283,0.0,0.5593306710402315,0.1275649657859416,2.621566453254772,0.0,0.7117803111975551
2024-07-10,68.84982628927621,0.5034301067495437,26.547260949515746,0.20548794473181495,0.0,0.5381462046051022,0.12777725711275786,2.5052773850128776,0.0,0.7227938629959472
2024-07-11,68.86093062086132,0.467875358397747,26.551542581062954,0.20552108651877396,0.0,0.5224118686565794,0.12779786545860983,2.525035448240138,0.0,0.7388851708038747
2024-07-12,68.91236306522383,0.46638020080099457,26.57137401122555,0.20567459086082096,0.0,0.5719917974390704,0.12789331808385876,2.43778160702123,0.0,0.7065414093446446
2024-07-15,68.96615423645721,0.435976661163228,26.592114924260144,0.20583513501637227,0.0,0.5096724083675054,0.12799314823140637,2.4665445755614597,0.0,0.695708910942669
2024-07-16,69.03239077433183,0.4259243568690037,26.617654547961767,0.2060328233878261,0.0,0.4772089755264542,0.1281160755296497,2.416603333388111,0.0,0.6960691130053511
2024-07-17,69.10475053416894,0.4155805155432909,26.645555176477064,0.20624878701666288,0.0,0.4055683546955283,0.12825036681454674,2.3984807091594167,0.0,0.6955655561245433
2024-07-18,69.14196838268252,0.3932867415321756,26.659905712850513,0.2057429463544793,0.0,0.4150405879320306,0.1283194388057922,2.3582537209922805,0.0,0.6974824688502095
2024-07-19,69.18894219999623,0.36515631635049234,26.678017976210228,0.20588272443430125,0.0,0.4273606794073111,0.12840661673863468,2.301177756600838,0.0,0.7050557302619491
2024-07-22,69.10794637051696,0.3533214360818214,26.64678743378337,0.2056417084350566,0.0,0.4395010356449409,0.12918122313986313,2.4118488914882166,0.0,0.7057719009097763
2024-07-23,69.09595285850381,0.3514105886126126,26.642162950174995,0.20560601982860757,0.0,0.44466509467352666,0.12915880406024974,2.4130640721007723,0.0,0.7179796120454228
2024-07-24,69.09052199801633,0.3205599007724088,26.64006890755627,0.2055898594376891,0.0,0.44586306721625757,0.13223095906861865,2.4497079736291645,0.0,0.7154573343032654
2024-07-25,69.12336457378811,0.30837719303770705,26.652732417055987,0.20568758775615062,0.0,0.4494671599050909,0.1322938158131763,2.3811337250976723,0.0,0.746943527546108
2024-07-26,69.12894983516316,0.27756189929889913,26.654885993893952,0.2057042075915175,0.0,0.4464194563563774,0.1323045053324753,2.3809560413917144,0.0,0.7732180609719084
2024-07-29,69.17479542855492,0.2691049895325488,26.67256323429893,0.20584062846125012,0.0,0.4476413369687051,0.13331806820878567,2.3470767807779267,0.0,0.7496595331969373
2024-07-30,69.17447521302003,0.2657090865056312,26.67243976491893,0.205839675608892,0.0,0.44331879185065665,0.1333174510690275,2.3416653247869172,0.0,0.7632346922399124
2024-07-31,54.142995169082134,0.18381642512077295,20.87657004830918,0.16111111111111112,0.0,0.3539913043478261,0.10434782608695652,1.8330675120772948,0.0,0.5973852657004831
2024-08-01,69.18363743023306,0.22037330528028481,26.6759725519184,0.20586693924642854,0.0,0.4535628306284388,0.13333510907714713,2.3639160503017194,0.0,0.7633357833145217
2024-08-02,69.17245023863117,0.19472418760741048,26.671658971031505,0.2058336499748697,0.0,0.4537980844012673,0.1333135484095108,2.4071691434423523,0.0,0.7610521765019105
2024-08-05,69.15595258900862,0.16382548817214918,26.665297772562486,0.20578455858912145,0.0,0.4558495114615188,0.1332817530892061,2.460988797241349,0.0,0.75901952987555
2024-08-06,69.10638154558094,0.1328779151921258,26.646184065290583,0.2056370520490671,0.0,0.45922237528685844,0.13318621661948574,2.5574187630710266,0.0,0.7590920669099127
2024-08-07,69.15648599743982,0.11878210816327463,26.665503445308214,0.20578614583091995,0.0,0.46294910147945323,0.13328278110788216,2.5000361861208082,0.0,0.7571742345496221
2024-08-08,69.16641540386603,0.11879916275780907,26.66933204673943,0.20581569236223027,0.0,0.47103837176545904,0.14873038038769865,2.45240320801186,0.0,0.7674657341094904
2024-08-09,69.17666138344595,0.09227587419987482,26.673282713113643,0.20584618090741302,0.0,0.48067521300095595,0.14875241258976477,2.4527664952090396,0.0,0.7697397275333537
2024-08-12,69.05809560045721,0.0613091162447401,26.62756586892785,0.20549336952382738,0.0,0.49480092224438366,0.14849745743700868,2.641670872194764,0.0,0.762566792970224
2024-08-13,69.07054420650721,0.030506013225151736,26.632365828652926,0.2055304123351132,0.0,0.5038262213308878,0.14852422600528423,2.6570919322620323,0.0,0.751611159681409
2024-08-14,69.02701921615002,0.0012317894859943258,26.615583371250896,0.2054008967895538,0.0,0.5068961549604969,0.14843063306231624,2.747687829512156,0.0,0.7477501087885678
2024-08-15,69.0116115564733,0.0012315145357877386,26.609642453399612,0.2053550488426054,0.0,0.5064751310171369,0.1483975015624225,2.7690878349171513,0.0,0.7481989592519919
2024-08-16,65.92835967167485,0.001231431126894446,26.607840216590017,0.20534114040964888,0.0,0.5045936814185219,3.2269652680268957,2.7753653015809308,0.0,0.7503032891722429
2024-08-19,65.9273454682457,0.0012314121832762842,26.60743089709649,0.20533798156132038,0.0,0.5048937720894758,3.2269156262755025,2.7765530956041418,0.0,0.7502917469440944
2024-08-20,65.97624335813903,0.0012323255138058768,26.627165458182027,0.20549027942712994,0.0,0.5055763299450267,3.2293090089283,2.706907738743282,0.0,0.7480755011213962
2024-08-21,65.96892679089478,0.013554077378681358,26.624212585501162,0.2054674911722833,0.0,0.5036719797695045,3.228950888257682,2.705683409165162,0.0,0.7495327778607502
2024-08-22,65.97000385031417,0.013554298672969776,26.62464727286602,0.20547084579251915,0.0,0.50337215086293,3.2290036065924816,2.7037868551046054,0.0,0.7501611197942994
2024-08-23,65.99640767788657,0.013559723644079947,26.635303518958768,0.2055530834227574,0.0,0.5057308492425026,3.230295982664682,2.6605305712151615,0.0,0.7526185929654761
2024-08-26,65.95595891185714,0.013551412978266437,26.618978915877044,0.2106628744803237,0.0,0.5060368634344253,3.3053128200626234,2.6382648433269247,0.0,0.7512333579832509
2024-08-27,65.99172965100887,0.01355876248946725,26.63341552732193,0.2107771259726272,0.0,0.5081602310393406,3.307105432658239,2.585153253991369,0.0,0.7501000155181577
2024-08-28,65.96260160557941,0.013552777796357234,26.621659821849075,0.21068409119791698,0.0,0.5039317047312422,3.3056457116024047,2.628151128066307,0.0,0.7537731591772843
2024-08-29,65.94757504986059,0.01416558543601548,26.615595296725697,0.2106360964833606,0.0,0.5001215368736971,3.304892671724307,2.640486219677685,0.0,0.7665275432186507
2024-08-30,65.9707347466092,0.01417056015514225,26.64034503601188,0.21687118150478576,0.0,0.5092307852899475,3.306053295325796,2.5899682202546432,0.0,0.7526261748486041
2024-09-02,65.95674048516263,0.014167554177955288,26.650093379658546,0.22452493468976967,0.0,0.5128186467151326,3.3053519877786117,2.583220509681981,0.0,0.7530825021353776
2024-09-03,65.90980785149847,0.01415747301528321,26.646518612830544,0.2628365642402578,0.0,0.5084527169554912,3.303000008696074,2.608527791111065,0.0,0.7466989816528121
2024-09-04,65.87432797027851,0.014149851911879466,26.647554810308833,0.27653732323434,0.0,0.5017192969818952,3.3012219721367484,2.620043025608511,0.0,0.7644457495392881
2024-09-05,65.89915825251029,0.014155185473941281,26.672985254255572,0.2861809237122911,0.0,0.498523476449731,3.3024663153551703,2.5605658113199414,0.0,0.765964780923064
2024-09-09,65.83135040721321,0.014140620301149686,26.645539719203338,0.3135528849385365,0.0,0.471573701994306,3.2990681972160525,2.657446004683088,0.0,0.7673284644503214
2024-09-10,63.535775401384456,0.014142837564909532,26.628810963790862,0.31975111016317204,0.0,2.774163091399605,3.2995854944915024,2.6606297718558456,0.0,0.7671413293496526
2024-09-11,50.09569282378272,0.014479251720958613,27.23075099199675,12.95106113171396,0.0,2.830394053890053,3.378072379767996,2.7106976997258183,0.0,0.7888516674017484
2024-09-12,50.083364939766795,0.014475688569601844,27.224049866191848,12.977769491530001,0.0,2.8221449983747973,3.3772410810644997,2.7163873484741368,0.0,0.7845665860283225
2024-09-13,50.08172588288509,0.01384585766340947,27.22315891634583,12.980491559446378,0.0,2.8204792463251573,3.377130555538873,2.7189417505255853,0.0,0.7842262312696798
2024-09-16,50.06823925826285,0.01384212908014706,27.21582792846824,13.00845539691093,0.0,2.818461337528031,3.376221120184961,2.7375885410803504,0.0,0.761364288484498
2024-09-17,50.06272695928475,0.01761531560847458,27.212831582227576,13.038479142344132,0.0,2.819094714612471,3.375849412681235,2.712751526122921,0.0,0.7606513471184428
2024-09-19,50.04706290867098,0.0176098039791242,27.204317000678817,13.045405679892275,0.0,2.8219861817723495,3.377937756138431,2.730613154145276,0.0,0.7550675147227512
2024-09-20,50.064616753623895,0.017615980560740287,27.22864366743853,13.04998131361269,0.0,2.8336714010395605,3.379122556847717,2.746513034218943,0.0,0.6798352926579262
2024-09-23,50.06954663866255,0.01761771521416698,27.232268690241213,13.051266351066376,0.0,2.8326920256908883,3.3829159231774555,2.7734302788382057,0.0,0.6402623771091415
2024-09-24,50.05686950338584,0.01761325457543485,27.225373737575286,13.047961893962762,0.0,2.8272569788357766,3.392438640190005,2.795530946770573,0.0,0.6369550447043194
2024-09-25,50.03540388692171,0.016976926522404824,27.245137580706007,13.042366607073411,0.0,2.8376769200685,3.394442141896387,2.8161506488193835,0.0,0.611845287992188
2024-09-26,50.00463035801462,0.017594873454614576,27.21267115674327,13.034345094012245,0.0,2.8387593967208664,3.392354440883457,2.881263426783429,0.0,0.6183812533874943
