date,INTERACTIVE BROKERS HONG KONG LTD,SUNHIGH FINANCIAL HOLDINGS LTD,GOLDEN RICH SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,TAIPING SECURITIES (HK) CO LTD,GET NICE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-04-09,4.121391961454273,0.0,0.0,33.83996150347667,22.508474306787278,21.79664539866605,0.0,0.0,13.688866148945426,4.044660680670299
2024-04-10,4.121423696089736,0.0,0.0,33.84022207050171,22.50789333783804,21.79681323239857,0.0,0.0,13.688955838695499,4.044691824476439
2024-04-11,4.1222560952064775,0.0,0.0,33.84705674051842,22.51228205650763,21.801215509237913,0.0,0.0,13.720011934518842,3.997177664010719
2024-04-12,4.120568974579623,0.0,0.0,33.83320411558042,22.503068428208486,21.79229289998544,0.0,0.0,13.755323847264716,3.99554173438131
2024-04-15,4.124432284845568,0.0,0.0,33.864925017619896,22.43099169949768,21.81272463875705,0.0,0.0,13.767638536070548,3.999287823209255
2024-04-16,4.124614969141454,0.0,0.0,33.87611226615368,22.044342438156246,21.81993045337515,0.0,0.0,13.785164665044972,4.34983520812849
2024-04-17,4.142607575349867,0.0,0.0,34.02388837433277,22.011344211744294,21.915114469114748,0.0,0.0,13.879505004133605,4.027540365324722
2024-04-18,4.143982508119919,0.0,0.0,34.03518091369102,22.018649783879514,21.898680937023222,0.0,0.0,13.903077348688628,4.000428508597696
2024-04-19,4.144129876479449,0.0,0.0,34.036391273234706,22.019432811387798,21.899459698197823,0.0,0.0,13.90001556881218,4.0005707718880394
2024-04-22,4.145112600131961,0.0,0.0,34.0444625373474,22.024654418355635,21.90465285518472,0.0,0.0,13.879598136515556,4.001519452464726
2024-04-23,4.145066729327293,0.0,0.0,34.044085793205134,22.020774638481857,21.904410453071826,0.0,0.0,13.88418721521781,4.001475170696077
2024-04-24,4.149297663732969,0.0,0.0,34.078835123746224,21.941180024195976,21.926768627227684,0.0,0.0,13.874621449310217,4.029297111786925
2024-04-26,4.151268484493023,0.0,0.0,34.095021785003965,21.951601579021933,21.937183336972225,0.0,0.0,13.833713879458356,4.031210935050498
2024-04-29,2.636937432506054,0.0,0.0,34.10595647671481,21.85530110773138,21.94421886075944,0.0,0.0,13.909419913731142,5.5481662085571735
2024-04-30,2.0412603310521296,0.0,0.0,26.401512280989074,16.979853447053593,16.987078610289082,0.0,22.480311934374214,10.777433687989609,4.332549708252296
2024-05-03,2.041861126393649,0.0,0.0,26.409282924128608,16.984851054019977,16.992078343806572,0.0,22.486928467542775,10.769568550403056,4.31542953370537
2024-05-07,2.0418536142691486,0.0,0.0,26.40918576285808,16.984543295275948,16.992015828973223,0.0,22.486845736839843,10.770142104791802,4.315413656991959
2024-05-08,2.022788798744243,0.0,0.0,26.400447411708182,16.978923398291336,16.986393459454092,0.0,22.47940522140455,10.818055950510468,4.313985759887124
2024-05-09,2.0249858331433632,0.0,0.0,26.429122027244762,16.914523624282957,17.00484308245506,0.0,22.503821031188476,10.828885428857344,4.293818972828038
2024-05-10,2.025830912327527,0.0,0.0,26.44015158632383,16.90316563759052,17.011939645148853,0.0,22.51321246020804,10.810187086626168,4.295512671775058
2024-05-13,2.027698102354913,0.0,0.0,26.46452123487848,16.863443638320298,17.02761939603953,0.0,22.53396268449099,10.798951893639478,4.28380305027631
2024-05-14,2.0277354812888597,0.0,0.0,26.465009086393465,16.863754501927232,17.027933286090484,0.0,22.534378079416776,10.800072671927044,4.281116892956134
2024-05-16,1.73412535927873,0.0,0.0,22.643246265520908,14.344898755771565,14.568961058397692,14.566991330060342,19.280230383707945,9.230202348989208,3.6313444982736085
2024-05-17,1.7335402486846347,0.0,0.0,22.635606216199346,14.339900980753562,14.564045350652219,14.562076234364158,19.250863180942552,9.258621652581079,3.655346135822452
2024-05-20,1.7297221418221222,0.0,0.0,22.585751496358384,14.25325520139012,14.531968171283893,14.53000339195681,19.19823747605426,9.293291897324048,3.877770223810359
2024-05-21,1.7269090031752043,0.0,0.0,22.53876942142234,14.438687231591063,14.50173928925172,14.499778596988536,19.158301986996687,9.24334658348829,3.892467887086161
2024-05-22,1.7245409349424246,0.0,0.0,22.514133686323266,14.4047255093746,14.481853407559175,14.479895403945514,19.13203067435312,9.286326538018045,3.976493845483859
2024-05-23,1.724551930080203,0.0,0.0,22.51427722945224,14.404190232419738,14.481945739361962,14.479987723264678,19.132152654242947,9.285591396536114,3.9773030946421164
2024-05-24,1.7245654488843898,0.0,0.0,22.51445371941462,14.40430314721449,14.482059263684008,14.480101232237786,19.13230263164919,9.285664186511095,3.9765503704044205
2024-05-27,1.7241464644866957,0.0,0.0,22.50898381693157,14.400803611559148,14.47854083712508,14.476322044062998,19.127654425169226,9.2836694651389,3.9998793355263853
2024-05-28,1.7244302902040833,0.0,0.0,22.512689203110238,14.403174244507222,14.480924267027625,14.478705108712042,19.130803183323476,9.26873591504719,4.000537788068123
2024-05-29,1.7246606470944295,0.0,0.0,22.509424980465315,14.407450120155746,14.482858691806891,14.4806392370465,19.133358759130843,9.25975142132815,4.001856142972126
2024-05-30,2.569607927409292,0.0,0.0,22.324264287686148,14.29437809041618,14.363723878228802,14.361522680522127,18.975969311550216,9.141596623235104,3.9689372009521344
2024-05-31,2.568210184388466,0.0,0.0,22.312120962523444,14.307583637267948,14.355910703857056,14.353710703495976,18.981188779496687,9.13662403471565,3.984650994254773
2024-06-03,2.567811108491944,0.0,0.0,22.308653867139057,14.305360372286827,14.35367992930077,14.351480270799213,18.97823927988981,9.150743355417982,3.984031816674399
2024-06-04,3.370246424606993,0.0,0.0,22.32304936039411,14.626350775385244,14.362942178105111,14.360741100191643,17.902049119986977,9.08434492780119,3.9702761135287346
2024-06-05,3.4000372602339124,0.0,0.0,22.520370923984125,14.794854762174003,14.489901455154646,14.487680921111842,17.11909956719717,9.10268293579929,4.0853721743450055
2024-06-06,3.4223432605192414,0.0,0.0,22.66811618728796,15.40586324326411,14.584962691622048,14.582727589729187,16.2840427085356,9.183716994026742,3.8682273250151127
2024-06-07,3.45144435308262,0.0,0.0,22.860869192228677,15.649125552898674,14.708982498231954,14.706728072200576,15.291926708553987,9.296840741585537,4.0340828812179765
2024-06-11,3.4435482470452583,0.0,0.0,22.808568813378045,15.627622528532115,14.675331749841936,14.673082481415658,15.25694231870037,9.397109428408697,4.11779443267792
2024-06-12,3.440013143831392,0.0,0.0,22.78515382420661,15.61157940827872,14.66026623929538,14.65801927993971,15.241279734076823,9.407592157555623,4.196096212815738
2024-06-13,4.915780088281984,0.0,0.0,22.784071671921353,15.653687545946202,14.659569968349146,14.65732200479469,13.653534015336083,9.453951920299035,4.222082785071506
2024-06-14,7.337823250379172,0.0,0.0,22.779914166437568,15.650831151674321,14.656894974897098,14.654647421538018,11.270944203407296,9.433186030736238,4.215758800930294
2024-06-17,10.796416785571163,0.0,0.0,21.94675881223514,15.147207199196824,14.120831913592424,14.118666562523543,10.656166710463381,9.087411186885626,4.1265408295319
2024-06-18,14.628938127974298,0.0,0.0,20.99365717939313,14.489395809457475,13.50759384645563,13.505425044652316,10.193391775063025,8.705749327852036,3.975848889152087
2024-06-19,14.617822712411668,0.0,0.0,20.977705698726044,14.487884413972669,13.497330454981748,13.495163106259076,10.185646593247274,8.706440490405525,4.032006529995995
2024-06-20,19.221916877858234,0.0,0.0,19.85535198284897,13.722431665929868,12.775193382027696,12.773141991261882,9.640691941545969,8.223338863507516,3.787933295019868
2024-06-21,19.21357107130033,0.0,0.0,19.84673115029408,13.757818183632589,12.769646625510969,12.7675961254217,9.636506128521193,8.21976843939992,3.7883622759192157
2024-06-24,19.2069330508384,0.0,0.0,19.83987438186779,13.753065049596469,12.765234890947044,12.76318509927692,9.63317685024048,8.251477227570469,3.78705344966243
2024-06-25,19.205951013438323,0.0,0.0,19.838859982608717,13.75167092801286,12.764582213184775,12.7625325263191,9.632684312471778,8.250640773119002,3.793078250845447
2024-06-26,19.205685615162775,0.0,0.0,19.838585838452847,13.751480899945637,12.764405825246206,12.762356166704219,9.632551202801567,8.250526761277992,3.7944076904087622
2024-06-27,19.20051187633685,0.0,0.0,19.83324160529916,13.775406088962889,12.760967275676501,12.758918169283403,9.629956330369039,8.252448310636181,3.7885503434359737
2024-06-28,19.18752333824347,0.0,0.0,19.819825045586338,13.76608746309027,12.752334885527944,12.750287165290416,9.623441969947805,8.295184956773245,3.8053151755405095
2024-07-02,22.380612847784807,0.0,0.0,19.01395996755891,13.206364603677542,12.233830745157324,12.231866284293941,9.232157193408803,8.004261037370576,3.6969473207481016
2024-07-03,22.382095056493196,0.0,0.0,19.015219211764446,13.207239226224962,12.234640959363286,12.232676368398865,9.2327686147261,8.004790917627362,3.690569645401786
2024-07-04,22.37172603651181,0.0,0.0,19.00640997440487,13.200458724454242,12.228972980728912,12.22700929990641,9.22849132245261,8.050057591257278,3.686874070283867
2024-07-05,22.379729623598152,0.0,0.0,19.01320960431186,13.20518124880522,12.23334795162155,12.231365910111325,9.231792857338844,8.052937536098215,3.6524352681148358
2024-07-08,22.37220387875131,0.0,0.0,19.0068159361752,13.203388510824473,12.22923418184618,12.222486703682053,9.228688435672822,8.085975307809793,3.6512070452381646
2024-07-09,22.372944377091635,0.0,0.0,19.007445043425065,13.2011776074993,12.229638957686065,12.222891256186928,9.228993896346568,8.086242945782688,3.650665915981749
2024-07-10,22.374593396171424,0.0,0.0,19.00884600518523,13.204798730712602,12.23054035482183,12.223792155976955,9.229674128092816,8.085426620439815,3.6423286085993323
2024-07-11,22.372973998044856,0.0,0.0,19.00747020858129,13.21112480876489,12.229655149277004,12.222907438844159,9.229006115194114,8.084797292239102,3.6420649890545804
2024-07-12,22.367495456320427,0.0,0.0,19.002815788537593,13.207889758364447,12.226660434492258,12.219914376392854,9.22674617893881,8.084141180975154,3.664336825978455
2024-07-15,22.36557120019315,0.0,0.0,19.001180992867777,13.215356407916607,12.225608585558023,12.218863107816116,9.225952410011738,8.083445709359584,3.664021586277007
2024-07-16,22.373122103987484,0.0,0.0,19.007596035361956,13.201944461368972,12.229736107874821,12.222988352773081,9.229067209917162,8.079554924926367,3.655990803790153
2024-07-17,22.368828370466538,0.0,0.0,19.00394819614353,13.199410812680517,12.227389040369687,12.220510208482724,9.227296015219252,8.090577230887046,3.662040125750702
2024-07-19,22.36883034446779,0.0,0.0,19.003949873201304,13.199411977500286,12.227390119410611,12.220511286916606,9.227296829508386,8.090569120077108,3.662040448917909
2024-07-22,22.36631377580604,0.0,0.0,19.001811864911918,13.209177335647077,12.226014496889647,12.219136438287439,9.22625872757475,8.089658903834698,3.6616284570484243
2024-07-23,22.36720225724986,0.0,0.0,19.002566694581667,13.209702058186002,12.226500164180255,12.219620288128272,9.226625232299556,8.089980258166705,3.6578030472076835
2024-07-24,22.364847864198946,0.0,0.0,19.000566466280397,13.208311592343527,12.22521319110725,12.218334039237586,9.225654028924165,8.09965479453923,3.657418023368899
2024-07-26,22.36486759720232,0.0,0.0,19.000583230903363,13.20823501410385,12.225223977685124,12.21834481974583,9.225662168924185,8.099661941045047,3.6574212503902777
2024-07-29,22.367235810439627,0.0,0.0,19.002595200459115,13.210957256129365,12.22651850523496,12.21963861886243,9.226639073221802,8.088607001350189,3.657808534302509
2024-07-30,22.38456862463261,0.0,0.0,19.017320687979584,13.221194688656682,12.235993076669459,12.229107858936667,9.233788978647633,8.094875023175621,3.5831510613017405
2024-07-31,22.38456862463261,0.0,0.0,19.017320687979584,13.221194688656682,12.235993076669459,12.229107858936667,9.233788978647633,8.098848970934924,3.579177113542438
2024-08-01,22.381505034760096,0.0,0.0,19.014717945347414,13.219385213619217,12.234318437988748,12.219928844142075,9.232525226690903,8.118932036134579,3.5786872613169667
2024-08-02,22.381510963478927,0.0,0.0,19.014722982225685,13.219388715350574,12.23432167878216,12.219905591757572,9.23252767232832,8.11893418678822,3.578688209288541
2024-08-05,22.381757996222202,0.0,0.0,19.014932854525572,13.2184308866989,12.23445671336724,12.22004046722714,9.232629575039088,8.119023798369309,3.578727708550548
2024-08-06,22.37583469516563,0.0,0.0,19.009900579049855,13.214914992290684,12.231218881451216,12.216806318137325,9.230186172491084,8.116875110037885,3.6042632513763246
2024-08-07,22.38443028052949,0.0,0.0,19.017203154592256,13.200784152364124,12.235917454149481,12.22149935430835,9.23373191075072,8.116019251208197,3.590414442097392
2024-08-08,22.384515281347635,0.0,0.0,19.016922130016457,13.200834279950088,12.235963917828983,12.221545763237728,9.23376697417459,8.11602357739883,3.5904280760456873
2024-08-09,22.377401168442294,0.0,0.0,19.01087828544602,13.196638869670618,12.232075156883166,12.217661584583661,9.230832353524097,8.11344419127649,3.6210683901736562
2024-08-12,22.37769744026357,0.0,0.0,19.011129985252058,13.195489612448954,12.232237106841403,12.217823343709403,9.230954567694218,8.113551611475522,3.621116332314874
2024-08-13,22.376808470547367,0.0,0.0,19.010374754787758,13.194965412374874,12.23175117264829,12.217337982113131,9.230587861553685,8.117201865044503,3.6209724809303934
2024-08-14,22.37399386568186,0.0,0.0,19.007983587461535,13.19330572020301,12.230212635711286,12.215801258099372,9.22942681762998,8.11949092397335,3.6297851912396046
2024-08-16,22.36424204834114,0.0,0.0,18.999698862567396,13.231229082645827,12.224882036249356,12.210388710149294,9.22540412570357,8.115952003167992,3.628203131175428
2024-08-19,22.361026208366372,0.0,0.0,18.996966823136834,13.224695117265629,12.223124173664342,12.208632931615119,9.224077569529356,8.133795758463966,3.627681417958384
2024-08-20,22.35658868456045,0.0,0.0,18.99319689362946,13.241915591746329,12.220698506613198,12.206210140336802,9.222247060346948,8.132181614641835,3.6269615081249755
2024-08-22,22.341218895271947,0.0,0.0,18.980139381220525,13.283051181352542,12.212296976144705,12.197818570383303,9.215906916236237,8.12659087270726,3.6429772066834802
2024-08-23,22.33758643903483,0.0,0.0,18.97705340251901,13.29080550902245,12.210311380169458,12.1958353284504,9.214408502979756,8.123683328430381,3.650316109393717
2024-08-26,22.33315821263038,0.0,0.0,18.973291371684343,13.307994830062182,12.207890795322129,12.193417613350645,9.212581829039596,8.122072880985018,3.6495924669257036
2024-08-27,22.330207036960985,0.0,0.0,18.970784179672748,13.328039901638588,12.20627760519708,12.191806335758613,9.211364448717148,8.115713874824978,3.645806617229861
2024-08-28,22.330207036960985,0.0,0.0,18.970784179672748,13.329361333941755,12.20627760519708,12.191806335758613,9.211364448717148,8.115713874824978,3.644485184926692
2024-08-29,22.330219626987034,0.0,0.0,18.970794875617777,13.329368849188084,12.206284487235958,12.191804400084772,9.211369642189746,8.11567087896752,3.6444872397291097
2024-08-30,22.316497060186087,0.0,0.0,18.959136772639106,13.340986880757841,12.198783371838731,12.184312183120543,9.205708988718591,8.110727584825149,3.683847157913953
2024-09-02,22.306481201713304,0.0,0.0,18.95062772974726,13.381200307428076,12.193308440559733,12.178843746650195,9.201577378003702,8.10708741229351,3.680873783604224
2024-09-03,22.26929513597487,0.0,0.0,18.91903604649742,13.530210754095467,12.172981560441823,12.158540979930258,9.186237869356797,8.093572475413298,3.670125178290066
2024-09-04,22.259174989478712,0.0,0.0,18.91043840498306,13.563578897061094,12.167449622590423,12.153015604513339,9.18206323911283,8.095821930161872,3.668457312098669
2024-09-05,22.25917567362204,0.0,0.0,18.91043898620183,13.563579313942311,12.167449996561132,12.153015978040415,9.182063521326672,8.095819105455645,3.6684574248499544
2024-09-09,22.25448539345551,0.0,0.0,18.90645432575358,13.560721302128394,12.164886166245363,12.15045518914863,9.201199969705378,8.094113217495602,3.6676844360675394
2024-09-10,22.249103778871536,0.0,0.0,18.90188233729679,13.58245805164136,12.161944434381104,12.147516947005899,9.198974921088366,8.09132201885379,3.6667975108611555
2024-09-11,22.246028344409766,0.0,0.0,18.899269580355647,13.594403318706997,12.160263321136838,12.145837828034857,9.197703371242293,8.09020357692348,3.666290659190126
2024-09-12,22.246028344409766,0.0,0.0,18.899269580355647,13.600985573054853,12.160263321136838,12.145837828034857,9.197703371242293,8.09020357692348,3.659708404842268
2024-09-13,22.24251460308688,0.0,0.0,18.89562633527444,13.615290345626702,12.158342617851421,12.143919403243848,9.19625060179011,8.088925736125173,3.6591303570014264
2024-09-16,22.236660833532753,0.0,0.0,18.89065339745147,13.63802501355166,12.155142793680676,12.140723374964713,9.193830338940089,8.086796898264675,3.658167349613968
2024-09-17,22.233545933376146,0.0,0.0,18.88625292138489,13.651903152324902,12.153440107451164,12.13902270860005,9.192542471855324,8.085637789618083,3.657654915389445
2024-09-20,22.232379874532537,0.0,0.0,18.885244433956682,13.640662020095862,12.152802709064058,12.13838606634674,9.207848078824503,8.085213730879138,3.657463086300476
2024-09-23,22.269065599234477,0.0,0.0,18.853370896721135,13.646535317234946,12.132291838208339,12.117899527153767,9.227769963304182,8.072881348706893,3.6801855094362574
2024-09-24,22.255035070249015,0.0,0.0,18.841492411489625,13.68125301811852,12.124647939925426,12.110264696684522,9.221956046534107,8.087483992611613,3.677866824387173
2024-09-25,22.242918751624455,0.0,0.0,18.831234529410388,13.693482736282695,12.118046912464132,12.103671499898732,9.242517004374255,8.092264084226347,3.6758644817189943
2024-09-26,22.22200166744221,0.0,0.0,18.82074103936169,13.70093041956608,12.111294269429125,12.09692686739795,9.237366717490044,8.120533501562797,3.6902055177501043
2024-09-27,22.204824498411053,0.0,0.0,18.80619297771707,13.713267251691885,12.101932477815328,12.087576181502572,9.230226415194883,8.141769346677405,3.7142108509898013
2024-09-30,22.193339362164263,0.0,0.0,18.79646573629492,13.734982340309902,12.09567292177303,12.081324051054615,9.225452209122016,8.144105421940937,3.7286579573403147
2024-10-02,22.19130526076513,0.0,0.0,18.794742970890894,13.742234178115078,12.09456430874224,12.080216753150745,9.224606662404598,8.143358984644454,3.7289708812868576
2024-10-03,22.194387554264615,0.0,0.0,18.797353493949494,13.744142925643798,12.096244200776974,12.081894652360955,9.225887927513465,8.130600423389987,3.7294888221007074
2024-10-04,22.137231428153136,0.0,0.0,18.804420802949704,13.82306407049958,12.100792069472236,12.086437126004583,9.229356617975983,8.13627733985883,3.682420545085949
2024-10-07,22.14023237364678,0.0,0.0,18.807625044358726,13.855709939376062,12.102432465090281,12.088075575651965,9.185406197254377,8.072744252347498,3.7477741522743107
2024-10-08,22.1329827694075,0.0,0.0,18.797537386498842,13.860996230490287,12.103708685757123,12.084117452608853,9.169300913296167,8.113323029637112,3.738033532304117
2024-10-09,22.142745184806643,0.0,0.0,18.794706480143457,13.773787110815075,12.10188586901588,12.082297586304431,9.154824378595467,8.125196803723385,3.82455658659566
2024-10-10,22.164153110280125,0.0,0.0,18.812321175327256,13.786696121218611,12.113227947220565,12.093621306061776,9.172579963258775,8.063995324173318,3.793405052459573
2024-10-14,22.169995775153204,0.0,0.0,18.828972524118576,13.712310339901842,12.12394972799701,12.104325732413027,9.180698888449399,8.071176739620869,3.808570272346074
2024-10-15,22.17043207312683,0.0,0.0,18.82934307189139,13.711268216186777,12.124188323202546,12.104563941425008,9.18087956147984,8.071335577632928,3.8079892350546825
2024-10-16,22.154170724591374,0.0,0.0,18.815532312165292,13.701211498623799,12.115295593851002,12.09568560597029,9.174145661034467,8.130896324743798,3.813062279019978
2024-10-17,22.15460678719254,0.0,0.0,18.815900911981892,13.670671721438177,12.115534060340053,12.095923686474128,9.174326236596071,8.138267090473317,3.83476950550382
2024-10-18,22.155061844178206,0.0,0.0,18.81628739174359,13.670952517875929,12.115782914154622,12.096172137490411,9.174514677821088,8.138346846462792,3.8328816702733635
2024-10-21,22.151131543003775,0.0,0.0,18.81294938813275,13.668527295093227,12.113633577982528,12.094026280264082,9.172887121731797,8.13629138314884,3.8505534106430037
2024-10-22,22.139668068045463,0.0,0.0,18.803213462282454,13.661453669077323,12.107364628023658,12.087767477315808,9.168140043163318,8.183831948797259,3.8485607032947198
2024-10-23,22.140539262305992,0.0,0.0,18.803953367307113,13.66199124624381,12.107841051904165,12.088243130049916,9.16850080877917,8.180218989543114,3.848712143866716
2024-10-24,22.13539232997355,0.0,0.0,18.799582079218,13.658815291781377,12.105026385203963,12.085433019208832,9.17357391079604,8.158668806552253,3.8835081772659907
2024-10-25,22.128290776732314,0.0,0.0,18.793550732176197,13.654433223347223,12.101142808708927,12.081555728725343,9.170630813037988,8.195335819944193,3.875060097327817
2024-10-28,22.09709799963758,0.0,0.0,18.767058715927757,13.683568071099097,12.084084633993486,12.064525164611464,9.156134420660992,8.19685977743887,3.9506712166307536
2024-10-29,22.047510134766853,0.0,0.0,18.724943757138067,13.65286092012071,12.056966866948839,12.037451290766036,9.135587235849783,8.253485723511183,4.091194070898526
2024-10-30,22.037312704882165,0.0,0.0,18.716283082989786,13.646511413298665,12.051390270158716,12.031883720333926,9.13136183762007,8.277697765608476,4.107559205108199
2024-10-31,22.03733186413446,0.0,0.0,18.71629935493703,13.646523277583512,12.051400747644326,12.031894180860531,9.131369776431287,8.277618022186326,4.107562776222527
2024-11-04,22.010847303455417,0.0,0.0,18.693806025480946,13.676058844726539,12.036917322139992,12.017434198432463,9.120395656768448,8.261808543934844,4.182732105061356
2024-11-05,22.025622196476554,0.0,0.0,18.706354337700667,13.672204889489242,12.044997164014639,12.025500962161388,9.126517768665433,8.273871364463707,4.1249313170283655
2024-11-06,21.942542765838198,0.0,0.0,18.635795002130838,13.98291322606194,11.999564099854162,11.980141436597693,9.092093047621555,8.256928872242623,4.110021549652989
2024-11-07,21.93599151499782,0.0,0.0,18.63023102675334,13.978738433149344,11.995981463364295,11.976564599013647,9.093272788546534,8.264848482293711,4.124371691881311
2024-11-08,21.88832533029851,0.0,0.0,18.589748150357945,14.168336710448722,11.969914592045017,11.950539919898983,9.073513407259222,8.246802887441323,4.112819002250272
2024-11-12,21.886766104575457,0.0,0.0,18.588423900418135,14.167327421948189,11.969061909235663,11.94968861725402,9.072867051026408,8.246215422342873,4.119649573199258
2024-11-13,21.88683602872864,0.0,0.0,18.588483286980505,14.167372683928336,11.96910014816573,11.949726794290017,9.072896037151745,8.245922286040422,4.119662734714598
2024-11-14,21.884568446066645,0.0,0.0,18.586557429704513,14.165904875213453,11.967860091177132,11.948488744475105,9.084906648948579,8.245067968386492,4.116645796028082
2024-11-15,21.87819527655333,0.0,0.0,18.58114469874478,14.161770884455446,11.964374840770633,11.945009135343945,9.146995147611126,8.2206572381629,4.101852778357841
2024-11-18,21.86163748290868,0.0,0.0,18.56708216955925,14.16851805780264,11.95531999656632,11.93596894743784,9.140072544708634,8.197617554129376,4.173783246887261
2024-11-19,21.84984675359703,0.0,0.0,18.55651924809489,14.404181938557828,11.948518545210003,11.929178505006368,9.03272824656242,8.078526229873713,4.200500533097743
2024-11-20,21.843209750301178,0.0,0.0,18.550882609962,14.399806594232606,11.944889121266694,11.92555495569971,9.029984508914325,8.076072335994366,4.229600123629118
2024-11-21,21.840386716360367,0.0,0.0,18.548485079020413,14.397945551683398,11.94334535421991,11.924013687415984,9.02881746647665,8.075028577930714,4.241977566892565
2024-11-22,21.84405680279929,0.0,0.0,18.551601990109724,14.360939932359088,11.945352329205704,11.926017413883836,9.030334680479017,8.088665455387524,4.25303139577582
2024-11-25,21.846880785653603,0.0,0.0,18.55400032693942,14.362796503622699,11.946896615162794,11.92755920023795,9.031502115197606,8.083893586461125,4.24647086672481
2024-11-29,21.847584070928953,0.0,0.0,18.554597609240574,14.360457724350791,11.947281204457623,11.927943167031135,9.031469644901405,8.084059011823246,4.2466075672662775
2024-12-02,21.842783425397432,0.0,0.0,18.550520543061868,14.379275598428421,11.944655986861855,11.925322198649498,9.029485128707162,8.082282673458066,4.245674445435702
2024-12-03,21.826007182654738,0.0,0.0,18.536272906688207,14.41149882935524,11.935481952380492,11.916163013389403,9.022550076914056,8.092822220244656,4.259203818373206
2024-12-04,21.83009543081361,0.0,0.0,18.539744951893223,14.395467173661041,11.937717597760276,11.918395040122126,9.024240098521378,8.0943380937283,4.260001613500047
2024-12-05,21.82614789632255,0.0,0.0,18.5363924112282,14.392865118734965,11.935558901197952,11.916239837656423,9.022608245872934,8.110956311253648,4.259231277733328
2024-12-09,21.831787332695455,0.0,0.0,18.541181841139647,14.352659373749562,11.938642808872276,11.919318753674403,9.024939505853485,8.131138606830342,4.2603317771848275
2024-12-10,21.83178592247217,0.0,0.0,18.541180643472877,14.352664906135523,11.938642037696203,11.919317983746566,9.02493892288794,8.131138081599824,4.2603315019888965
2024-12-11,21.832020962200936,0.0,0.0,18.541380256737902,14.35217346959903,11.938770568417247,11.919446306425979,9.02503608485188,8.130794983298665,4.260377368468359
