date,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,CELESTIAL SECURITIES LTD,DBS BANK (HONG KONG) LTD,MONMONKEY GROUP SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,78.12305244858464,13.058024731852921,8.818922819562436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,77.04740377111293,14.255098038422812,8.697498190464252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,77.04273075741158,14.260298565398113,8.696970677190315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,76.89021164555326,14.40570849368617,8.704079860760567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,76.89672861522553,14.421317521034368,8.6819538637401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,76.54426221598563,14.80754771602382,8.648190067990559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,76.53503041316068,14.805761816507934,8.659207770331388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,76.5513332743804,14.80308377481048,8.645582950809128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,76.2250301179503,15.160235500358214,8.614734381691488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,80.75949474434047,10.107657277572601,9.132847978086932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,75.79594516623227,9.736376116670979,8.47535862796204,0.0,0.0,0.0,5.992320089134717,0.0,0.0,0.0
2024-03-19,75.77188550514192,9.716149821972033,8.52107493087741,0.0,0.0,0.0,5.990889742008633,0.0,0.0,0.0
2024-03-20,72.8259872494611,9.162729899555107,8.358559219679249,0.0,0.0,0.0,5.75188429726796,3.9008393340366,0.0,0.0
2024-03-21,72.15129104895584,9.631145198715238,8.566606086237574,0.0,0.0,0.0,5.739519395262534,3.911438270828809,0.0,0.0
2024-03-22,72.13227144440508,9.627843733217546,8.592235413310176,0.0,0.0,0.0,5.737551942289308,3.910097466777883,0.0,0.0
2024-03-25,72.11392419518768,9.62234631767675,8.621588802478863,0.0,0.0,0.0,5.7342758497303015,3.907864834926399,0.0,0.0
2024-03-26,72.08737033106235,9.712759765825602,8.56433138948802,0.0,0.0,0.0,5.730349473716244,3.905189039907791,0.0,0.0
2024-03-27,72.08073754592547,9.722507473585724,8.56286559716422,0.0,0.0,0.0,5.729368719715813,3.904520663608772,0.0,0.0
2024-03-28,71.61252295345832,10.316020947156037,8.495235504371546,0.0,0.0,0.0,5.691701994211573,3.884518600802521,0.0,0.0
2024-04-02,71.62064118260554,10.31719040493357,8.490530388911562,0.0,0.0,0.0,5.686679061049895,3.884958962499433,0.0,0.0
2024-04-03,71.37869080307807,10.673808151688757,8.406687985656765,0.0,0.0,0.0,5.66836540598363,3.872447653592777,0.0,0.0
2024-04-05,71.34000361369591,10.729289005330202,8.395820158400337,0.0,0.0,0.0,5.664844761646641,3.8700424609269133,0.0,0.0
2024-04-08,71.3585600234877,10.72303713992118,8.38405396147867,0.0,0.0,0.0,5.66452491991975,3.8698239551927007,0.0,0.0
2024-04-09,71.3360122810186,10.718800794654145,8.392029378122931,0.0,0.0,0.0,5.684862440551442,3.868295105652881,0.0,0.0
2024-04-10,71.31107776662117,10.74156390672067,8.399050810233499,0.0,0.0,0.0,5.681976300341091,3.8663312160835765,0.0,0.0
2024-04-11,71.29660959599377,10.738535110870497,8.41924011038175,0.0,0.0,0.0,5.680374155030716,3.865241027723264,0.0,0.0
2024-04-12,71.30063051986872,10.739140733388226,8.414075218726854,0.0,0.0,0.0,5.680694511807678,3.865459016208534,0.0,0.0
2024-04-15,71.20330921304749,10.849620161853881,8.407910852625806,0.0,0.0,0.0,5.676532690125711,3.8626270823471067,0.0,0.0
2024-04-16,71.20091962313482,10.848397421448858,8.41259823588634,0.0,0.0,0.0,5.675892951058619,3.862191768471352,0.0,0.0
2024-04-17,72.10130454135613,9.753814898935138,8.50824231218447,0.0,0.0,0.0,5.7252968411761795,3.911341406348083,0.0,0.0
2024-04-18,72.0930763349196,9.752701792826413,8.51868335862995,0.0,0.0,0.0,5.724643469858986,3.9108950437650494,0.0,0.0
2024-04-19,72.08896293591383,9.75214533503743,8.52390298825391,0.0,0.0,0.0,5.724316840119287,3.9106719006755526,0.0,0.0
2024-04-22,72.01089744320448,9.849875180959112,8.514672411762248,0.0,0.0,0.0,5.718117949244057,3.9064370148300975,0.0,0.0
2024-04-23,71.99197784792096,9.857903073259115,8.528854298422537,0.0,0.0,0.0,5.716163193059623,3.905101587337762,0.0,0.0
2024-04-24,71.97967461149342,9.867611538987378,8.533093317534824,0.0,0.0,0.0,5.715186316061311,3.9044342159230734,0.0,0.0
2024-04-25,64.48765893792073,8.848847487590943,7.628680220303257,0.0,0.0,0.0,5.116271163391582,3.4952743591487048,0.0,10.423267831644795
2024-04-26,64.89059563689844,8.521284418661654,8.265054334504454,0.0,0.0,0.0,4.918375684287931,3.384590244301005,0.0,10.020099681346515
2024-04-29,57.65990503709942,7.571766687479127,7.36586853301195,11.121113999041658,0.0,0.0,4.370326271617128,3.007448924770216,0.0,8.9035705469805
2024-04-30,56.60827548853319,7.394062059037329,7.26464174232814,12.751036930400947,0.0,0.0,4.289969925455038,2.952151541498596,0.0,8.739862312746762
2024-05-02,53.234597852864006,9.868115190800127,7.036439323903321,14.869103792489833,0.0,0.0,4.020936980650125,2.779039506661038,0.0,8.19176735263155
2024-05-03,47.52490015080957,9.344037576914062,6.362648471662244,16.66599587582004,6.761808483689129,0.0,3.5628463944202826,2.519253670212388,0.0,7.258509376472287
2024-05-06,47.49374441254239,9.369900336311735,6.405768857817237,16.648849870631143,6.754851923504454,0.0,3.559180931928802,2.5166618577084447,0.0,7.251041809555795
2024-05-07,47.255690054406145,9.319405485796043,6.377190835670852,16.565400327566408,6.720994371128974,0.0,3.5413411397051906,2.504047515954743,0.5012330804420264,7.214697189329618
2024-05-08,47.40671391640419,9.164065421989712,6.399414749351355,16.55897082450243,6.718385762037274,0.0,3.539966644476697,2.503075623887071,0.4975100972202946,7.211896960130976
2024-05-09,47.46573796243169,9.147046927468889,6.38680123785426,16.553714033090966,6.7162529511912945,0.0,3.5388428508272742,2.502281000442091,0.4797155568933244,7.209607479800213
2024-05-10,47.49210440295647,9.133259805708347,6.372916749953555,16.554297956198543,6.71648986329976,0.0,3.5389676815516995,2.5023692670205087,0.4797324785942898,7.2098617947168275
2024-05-13,47.51256712857872,9.065269090626815,6.410000070568808,16.55897082450243,6.718385762037274,0.0,3.539966644476697,2.503075623887071,0.4798678951912062,7.211896960130976
2024-05-14,47.66227839048444,8.889788082960063,6.4283227312078886,16.560723830315805,6.719097000037641,0.0,3.5403414009861853,2.5068694244739715,0.47991869612677385,7.212660443407234
2024-05-16,47.678403827652154,8.864147987495208,6.441756034221167,16.55897082450243,6.718385762037274,0.0,3.539966644476697,2.5066040642928886,0.4798678951912062,7.211896960130976
2024-05-17,47.67520350348208,8.83114561700186,6.48318229819581,16.556634060638274,6.717437678896084,0.0,3.539467092528523,2.5062503380944876,0.4798001773379087,7.210879233824971
2024-05-20,47.647311969560505,8.83695445128246,6.510487093079859,16.554297956198543,6.71648986329976,0.0,3.5389676815516995,2.505896711716055,0.4797324785942898,7.2098617947168275
2024-05-21,48.93393047638293,8.970774139883735,6.466438900141454,15.222683290176747,6.682848428739938,0.0,3.5360988011711023,2.5038652950547724,0.4793435812604856,7.204017087188838
2024-05-22,48.92764354072606,8.968329660933337,6.485818585006273,15.21853520570921,6.681027395007728,0.0,3.5351352367171094,2.502243374410967,0.4792129631804707,7.202054038308849
2024-05-23,48.9418530081255,8.936638031275766,6.5386883158678595,15.183334625332101,6.6810430893334924,0.0,3.5351435410632446,2.5020143435354254,0.47921408889421346,7.202070956572398
2024-05-24,48.96270240168054,8.879239244602035,6.54405665719717,15.201714378361613,6.682926943890295,0.0,3.5361403459303484,2.5097690899649185,0.47934921295088784,7.204101725422192
2024-05-27,48.96629989638328,8.882137746794578,6.540071004471261,15.200642846569723,6.682455880659857,0.0,3.5358910920168136,2.509592182459405,0.4793154247932952,7.203593925851784
2024-05-28,48.96659126623399,8.879634131732308,7.2534746445492075,14.495204673417472,6.680572291632901,0.0,3.5348944276496437,2.508884801762632,0.4791803197823958,7.201563443239446
2024-05-29,49.00182511327682,8.858493823506613,7.256998029253489,14.495204673417472,6.680572291632901,0.0,3.5348944276496437,2.4912678782412203,0.4791803197823958,7.201563443239446
2024-05-30,49.00993238276195,8.808090582203445,7.303554191258846,14.493434387323001,6.679756399446661,0.0,3.5344627142249854,2.4909636219729014,0.4791217979280331,7.20068392288018
2024-05-31,49.01877433688591,8.79016613667642,7.313865390306111,14.492923808226513,6.679521082965002,0.0,3.5343382011019413,2.490875869551943,0.4791049192802153,7.2004302550059425
2024-06-03,49.02416171369931,8.750490208740862,7.351839544992355,14.491392286756263,6.678815232987115,0.0,3.533964714363879,2.490612649381574,0.47905429047128145,7.199669358607361
2024-06-04,49.02250378037212,8.753087695240957,7.354584816522809,14.489861088935015,6.678109532173079,0.0,3.5335913065529576,2.4903494848362464,0.4790036723614881,7.198908623005325
2024-06-05,49.02077722652554,8.756301376617461,7.354325790856518,14.489350761565536,6.677874331707752,0.0,3.5334668548176915,2.4902617756792105,0.47898680203522437,7.19865508019507
2024-06-06,49.01380276994522,8.755684632884824,7.357329507969639,14.48833021466019,6.677403980475619,0.0,3.5332179776441612,2.4971298033240283,0.47895306494744433,7.1981480481488695
