date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,53.22934875757927,5.049845705116366,0.0,0.0,0.0,1.408267720819152,0.5120688142507758,0.12644046142745424,0.20485237867738457,0.0,60.53082383787039
2024-03-04,53.22912744878964,5.051846502556115,0.0,0.0,0.8990651873571277,1.3891407213859428,0.5121241414481806,0.12931747569250207,0.21666473532330208,0.0,61.427286212552815
2024-03-05,53.22904694771742,5.05701959551346,0.0,0.0,0.8992035053506396,1.3887239969350902,0.5124007774352044,0.12942813008731158,0.21669239892200443,0.0,61.43251535196113
2024-03-06,53.22915760211223,5.060875513882191,0.0,0.0,0.8988715421662109,1.3878004200288123,0.5124826616873634,0.12934513929120445,0.21636043573757582,0.0,61.43489331490558
2024-03-07,53.22636357864329,5.057550128009375,0.0,0.0,0.8998674317194968,1.3902947913966088,0.5121783621016373,0.12873654011975202,0.21802025165971883,0.0,61.43301108364988
2024-03-08,53.22633591504459,5.0699157566293405,0.0,1.3597002344117084,0.8918173244971033,1.3867815143614062,0.5122613528977444,0.1292898120937997,0.21826922404804025,0.3143151363092124,63.108686270292935
2024-03-11,53.22647423303809,5.070395332776444,0.0,1.3597002344117084,0.8917066701022939,1.3867815143614062,0.5122613528977444,0.12931747569250207,0.21976305837796895,0.3143151363092124,63.11071500796738
2024-03-12,53.22639124224199,5.069676079210182,0.0,1.359672570813006,0.8919279788919129,1.3816914122001678,0.5126486432795778,0.129096166902883,0.2244105429599693,0.31448111790142663,63.10999575440112
2024-03-13,53.23045779125124,5.067490046313523,0.0,1.359672570813006,0.8947220023608535,1.3784055299462987,0.513610008661683,0.12915149410028778,0.2292516727328863,0.31448111790142663,63.1172422340812
2024-03-14,53.230429021108584,5.071390613730559,0.0,1.359672570813006,0.893311158827032,1.3783778663475963,0.5129737458915282,0.12837691333662105,0.22933466352899343,0.31414915471699806,63.11801570830092
2024-03-15,53.230429021108584,5.072358839685142,0.0,1.359672570813006,0.8941963939855083,1.3786545023346202,0.5140526262409211,0.12832158613921626,0.22767484760685044,0.3143151363092124,63.11967552422306
2024-03-18,53.230429021108584,5.071569597214163,0.0,1.359672570813006,0.8944175367935351,1.380999822232608,0.51398357789856,0.12832158613921626,0.23174139661610074,0.3143151363092124,63.125450245124995
2024-03-19,53.25908850936426,5.055157282048816,0.0,1.359672570813006,0.8956899516794499,1.3426166896874467,0.5140665686946672,0.12832158613921626,0.24504758759194695,0.3143151363092124,63.11397588232802
2024-03-20,53.25961411773961,5.056761770773555,0.0,1.3597278980104108,0.8979030395756405,1.3369237977104833,0.51398357789856,0.127795977763871,0.24836721943623288,0.31406616392089093,63.115143562829246
2024-03-21,53.25946987973597,5.055281325625398,0.0,1.3599492068000298,0.8995351365718838,1.3369237977104833,0.5139807008842949,0.12787896855997816,0.2474543206790542,0.31406616392089093,63.11453950048798
2024-03-22,53.25946987973597,5.056414647937037,0.0,1.3596172436156013,0.8999223162993224,1.3369237977104833,0.5140083644829974,0.127795977763871,0.24773095666607808,0.31406616392089093,63.11594934813225
2024-03-25,53.259165580150245,5.064985107451022,0.0,1.3596172436156013,0.8935474059599504,1.3318392282689855,0.5139807008842949,0.12832158613921626,0.24773095666607808,0.3142044819144028,63.1133922910498
2024-03-26,53.26514091746996,5.069607528812599,0.0,1.356850883745363,0.8934090879664385,1.3253135513166854,0.5139807008842949,0.1289025217119663,0.24828422864012573,0.3142044819144028,63.115693902461835
2024-03-27,53.26826690412333,5.073269304045635,0.0,1.353309943111458,0.8939070327430814,1.3159504743726795,0.5052666672930443,0.1292621484950973,0.24828422864012573,0.3142044819144028,63.10172118473885
2024-03-28,53.27200148994815,5.0704807026420395,0.0,1.353309943111458,0.8950689038885814,1.3159504743726795,0.5050730221021277,0.12923542545875077,0.2483948830349353,0.3142044819144028,63.10371932647312
2024-04-02,53.27800449086656,5.067023970002585,0.0,1.351650127189315,0.8947369407041529,1.3173324371094557,0.5050730221021277,0.12316652984822464,0.2485055374297448,0.3142044819144028,63.09969753716658
2024-04-03,53.27808748166267,5.071827753917254,0.0,1.351650127189315,0.8950689038885814,1.31749841870167,0.5053219944904491,0.12181101351180787,0.2489481550089829,0.3142044819144028,63.10441833028514
2024-04-05,53.27803215446527,5.0718120963203885,0.0,1.3499044434567997,0.8950689038885814,1.3182453358666344,0.5050730221021277,0.12111942354424829,0.24922479099600672,0.3142044819144028,63.10268465255445
2024-04-08,53.27800449086656,5.088991135787371,0.0,1.3501810794438236,0.8949859130924742,1.3228959740988868,0.5059859208593063,0.12084278755722447,0.24922479099600672,0.3142044819144028,63.125316574616065
2024-04-09,53.27855776284062,5.167528092503436,0.0,1.3501810794438236,0.8953455398756053,1.2307485268212495,0.5057922756683896,0.12084278755722447,0.24922479099600672,0.3142044819144028,63.11242533762075
2024-04-10,53.28433945496941,5.171815950302305,0.0,1.3507896786152762,0.8947092771054506,1.2320525888640796,0.5066498472281635,0.11923829883248625,0.24648609472447086,0.3142044819144028,63.120285672556044
2024-04-11,53.27590205736519,5.1798107303272936,0.0,1.3507896786152762,0.8947092771054506,1.2320525888640796,0.505460312483961,0.11926596243118864,0.2463477767309589,0.3142044819144028,63.11854286583779
2024-04-12,53.278115145261374,5.184420869051046,0.0,1.350125752246419,0.8948752586976647,1.2320919818286318,0.505460312483961,0.11926596243118864,0.2462647859348518,0.3142044819144028,63.12482454984954
2024-04-15,53.28597160729285,5.184642177840665,0.0,1.3500980886477165,0.8948752586976647,1.2319260002364174,0.5054049852865563,0.1168868929427837,0.24380272565033967,0.3142044819144028,63.12781221850939
2024-04-16,53.29266066545909,5.188792492226786,0.0,1.3500980886477165,0.8947369407041529,1.2317600186442033,0.5050730221021277,0.11890633564805766,0.24341543526850634,0.3142044819144028,63.13964748061503
2024-04-17,53.295454688928025,5.19138285628208,0.0,1.3500980886477165,0.8951518946846886,1.2317046914467986,0.5048793769112109,0.11757848291034328,0.24300048128797058,0.3142044819144028,63.14345504301324
2024-04-18,53.3056072296518,5.076135197544004,0.0,1.3397519027330254,0.8929387514613005,1.225906401158779,0.5051998320385793,0.1180487640882838,0.24302814488667296,0.3142044819144028,63.02082070547685
2024-04-19,53.34408729544682,5.209597565557282,0.0,1.3399178843252395,0.89252368682637,1.2258787375600766,0.5064170303814842,0.1167209113505694,0.23417579330191046,0.31445345430272426,63.18377235905247
2024-04-22,53.334902980677626,5.2097278611071705,0.0,1.3401945203122636,0.8957992782215217,1.2201800362273858,0.5068319843620199,0.1188510084506529,0.2529593768208284,0.31473009028974813,63.19417713646922
2024-04-23,53.33789064933748,5.212660202569623,0.0,1.3405541470953943,0.8968504949722123,1.220124709029981,0.5075512379282818,0.12228129468974838,0.2498333901674592,0.31473009028974813,63.20247621607993
2024-04-24,53.33764167694917,5.214709577288692,0.0,1.346086866835871,0.8996422500260594,1.210145563742873,0.5085471274815676,0.12145138672867689,0.2468180579088994,0.3152833622637958,63.200325869225594
2024-04-25,53.33764167694917,5.215013876874419,0.0,1.3469167747969424,0.8996422500260594,1.210145563742873,0.508491800284163,0.12150671392608164,0.24679039431019706,0.3152833622637958,63.2014324131737
2024-04-26,53.33764167694917,5.211920311958728,0.0,1.3469167747969424,0.9003061763949166,1.2102008909402777,0.5084088094880558,0.12347082943395084,0.24842254663363764,0.3153940166586053,63.20268203325428
2024-04-29,53.33985476484535,5.267358163758304,0.0,1.3450356500851806,0.9020489831131666,1.219200412870137,0.45302628488588514,0.12219830389364122,0.2536233031896856,0.31484074468455764,63.217186611325914
2024-04-30,53.32743380902798,5.261220219805416,0.0,1.3461421940332756,0.8979824341039164,1.219560039653268,0.4533582480703137,0.12540728134311765,0.255670409493662,0.31503438987547433,63.20180902540643
2024-05-02,53.33044914128654,5.256284978469714,0.0,1.3469721019943472,0.9069222026605785,1.2465900312909715,0.4547690916041353,0.13030373831343942,0.2568876078365668,0.3152833622637958,63.244462255720094
2024-05-03,53.336701114593275,5.267340293073543,0.0,1.3481339731398474,0.8978095366120264,1.2454549938362127,0.4547690916041353,0.13401066053955873,0.2585197601600074,0.3152833622637958,63.25802278582241
2024-05-06,53.33299419236717,5.280844555416097,0.0,1.34805098234374,0.9044566567626299,1.2442931226907126,0.45523937278207577,0.13401066053955873,0.2585197601600074,0.3152833622637958,63.273692665325775
2024-05-07,53.33470933548671,5.281718448499106,0.0,1.3504577154308477,0.8982990163274664,1.2442654590920101,0.4558030462692356,0.13401066053955873,0.2585197601600074,0.3151727078689862,63.27295614967393
2024-05-08,53.336701114593275,5.278237316565596,0.0,1.3504577154308477,0.8998623969445331,1.2443595153275984,0.4557944152264405,0.13699832919941607,0.2590453685353527,0.3151727078689862,63.276628879692055
2024-05-09,53.33723225568837,5.322144869771623,0.0,1.3489978520001253,0.8987005257990328,1.2525789791012478,0.45582207882514286,0.1275650420419035,0.25893471414054314,0.3151727078689862,63.31714902523697
2024-05-10,53.33723225568837,5.326717773291521,0.0,1.3489978520001253,0.8986175350029256,1.25871404603987,0.4559327332199523,0.1298334571354989,0.26239266397834105,0.3151727078689862,63.33361102422559
2024-05-13,53.336844965306526,5.336557881331552,0.0,1.3117073209493133,0.8993091249704852,1.2812729362008997,0.4557390880290357,0.13022074751733226,0.26618257700056747,0.31486840828326,63.33270304958898
2024-05-14,53.33692795610264,5.335608909241665,0.0,1.311983956936337,0.9019095032485093,1.2768275065438215,0.4540516085081903,0.13589178525132076,0.26546332343430556,0.3143704635066171,63.33303501277341
2024-05-16,53.33712160129356,5.332455258989594,0.0,1.3116796573506109,0.9013009040770568,1.284877226475833,0.4532159465185887,0.13686001120590416,0.26543565983560313,0.3143704635066171,63.33731672925337
2024-05-17,53.33485318619996,5.330269834692105,0.0,1.3116796573506109,0.8998070697471282,1.2823598389939164,0.4539905272822555,0.1340659877369635,0.2808996115102352,0.31417681831570043,63.34210253182888
2024-05-20,53.334797859002556,5.288389248690199,0.0,1.311262490282179,0.8996864011295884,1.3030153629098271,0.44945369709506466,0.1609550056756797,0.2784652148244255,0.3139001823286766,63.33992546193819
2024-05-21,53.334936176996074,5.282303256975674,0.0,1.3110688450912622,0.8997693919256955,1.2909970784351692,0.4480705171599455,0.18886757676638405,0.27852054202183024,0.3139001823286766,63.3484335677007
2024-05-22,53.333237189418156,5.272669464054767,0.0,1.3104602459198098,0.9004315478242357,1.2773313160033894,0.4477385539755169,0.21343285241410007,0.28773252038972374,0.31384485513127186,63.35687854513098
2024-05-23,53.321673805160565,5.266532294682643,0.0,1.3104602459198098,0.8978588331449142,1.2438210157152578,0.44361092374033173,0.2519405818078171,0.2872069120143785,0.31384485513127186,63.33694946731699
2024-05-24,53.3232506302866,5.273474640758598,0.0,1.3089387479911787,0.8984674323163666,1.161120521412892,0.44615597482095093,0.2516362822220909,0.2909414978392002,0.31378620830202275,63.2677719359499
2024-05-27,53.32493810980745,5.271427534454622,0.0,1.308385476017131,0.8998782758501881,1.1591425741056716,0.44540905765598665,0.2628123760978536,0.29083084344439064,0.31378620830202275,63.276610455735316
