date,BNP PARIBAS,KINGSWAY FINANCIAL SERVICES GROUP LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,CGS INTERNATIONAL SECURITIES HK LTD,UBS SECURITIES HONG KONG LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,51.72818253057335,0.0,48.27181746942665,0.0,0.0,0.0
2024-03-11,10.277999211915036,0.0,36.63502715504434,17.326271174249193,0.0,16.16977365004802,19.590928808743413,0.0,0.0
2024-03-12,9.163578794286014,0.0,32.66277327370083,15.44762242561178,0.0,14.30573808873182,17.664632361788097,10.755655055881464,0.0
2024-03-13,9.162888924177928,0.0,32.660314292179024,15.4572143134107,0.0,14.304661096728685,17.660076045467893,10.754845328035769,0.0
2024-03-14,9.174828461360523,0.0,32.65979628882819,15.706732259501099,0.0,14.323300527421573,17.3664832275852,10.768859235303413,0.0
2024-03-18,9.165935973184295,0.0,32.62431229952118,15.689667317802888,0.0,14.415310238648491,17.347615011148747,10.7571591596944,0.0
2024-03-20,9.165837374812822,0.0,32.62396135837643,15.69057424771437,0.0,14.415155172529987,17.347428402100416,10.75704344446598,0.0
2024-03-21,9.160811669108153,0.0,32.60607336604108,15.683046088444952,0.0,14.461006948072768,17.33791666123958,10.75114526709347,0.0
2024-03-22,9.155693091412925,0.0,32.587854814466304,15.674283230654495,0.0,14.508801619300908,17.328229149181755,10.745138094983615,0.0
2024-03-25,9.179684971152541,0.0,32.57385439191722,15.66754923145042,0.0,14.514382909256451,17.324006736820426,10.740521759402936,0.0
2024-03-26,3.1739221109558664,65.4156628714113,11.265209630217935,5.416915869685029,0.0,5.02256685809797,5.9912641954344785,3.7144584641974197,0.0
2024-04-02,3.1717176735431165,65.4008442195293,11.262657715086904,5.415688772274052,0.0,5.045567603486474,5.989906990530514,3.7136170255496257,0.0
2024-04-03,3.1654536863253075,65.38651781086806,11.260190568997835,5.433066454044804,0.0,5.053373073103231,5.9885948690065,3.7128035376542585,0.0
2024-04-08,3.1654419336612984,65.38627504447476,11.260148762277677,5.433417561186626,0.0,5.053354310991468,5.9885726346128365,3.71278975279533,0.0
2024-04-09,3.1664852316236147,65.38481848397043,11.259897928475798,5.433296525060654,0.0,5.054355553360272,5.988439231717948,3.712707045791281,0.0
2024-04-16,3.16615609134282,65.3780220595625,11.258727518480232,5.432731761099008,0.0,5.064224677574516,5.987816763452323,3.712321128488602,0.0
2024-04-18,3.1629206783225365,65.38020647045929,11.25910369515705,5.432913279567821,0.0,5.064393883482266,5.988016828424833,3.7124451645862075,0.0
2024-04-30,3.163507895802082,65.3923447451618,11.261194023422036,5.415356264403806,0.0,5.0653341222407215,5.9891285439899935,3.7131344049795687,0.0
2024-05-02,3.173456900200068,65.38311924539795,11.259605303164205,5.418304880826538,0.0,5.064619508948743,5.988283602518885,3.712610558943618,0.0
2024-05-03,3.1753549060406305,65.42222409102988,11.225476394388572,5.402599864613726,0.0,5.067648596064312,5.99186512185567,3.714831026007205,0.0
2024-05-10,3.1752487464276036,65.42003687158564,11.225101100204038,5.4020477722591105,0.0,5.071193879435059,5.991664799655013,3.714706830433529,0.0
2024-05-14,3.175260541589626,65.42027988874621,11.225142798318664,5.402067839357412,0.0,5.070841245440627,5.9916870570158505,3.7147206295316244,0.0
2024-05-16,3.1754964632340457,65.42514061113656,11.225976825672683,5.395039219368054,0.0,5.071218008603695,5.992132238960709,3.7149966330242514,0.0
2024-05-17,3.175484666319202,65.42489755786242,11.225935121361506,5.395019176889977,0.0,5.071570667399043,5.992109978292315,3.714982831875539,0.0
2024-05-20,3.181212323337237,65.44337475490167,11.22910553236603,5.396542829751242,0.0,5.039930287536746,5.993802260601996,3.716032011505073,0.0
2024-05-22,3.18180350752165,65.45553649834959,11.212608692950278,5.397545702381922,0.0,5.040866888672949,5.994916125613449,3.716722584510169,0.0
2024-05-24,3.1450986061983204,64.7004493276434,11.083261392062921,5.3352802664661745,0.0,4.788002169685819,5.9257594965783404,3.673846921261907,1.3483018201031198
2024-05-27,3.0071237279125045,66.24903390873213,10.597040820610562,5.101222534878484,0.0,4.577953424221154,5.6657975533565645,3.512675954856325,1.2891520754322714
2024-05-28,3.001960163113044,66.25136110436341,10.597413073391428,5.1014017305904344,0.0,4.5781142385391975,5.667752981130141,3.5127993481143682,1.2891973607579732
2024-05-30,3.0031120989269278,66.24577610950423,10.596519710650663,5.107996688468165,0.0,4.577728303155217,5.667275189115983,3.51250321885795,1.2890886813208677
