date,FORTUNE ORIGIN SECURITIES LTD,LEGO SECURITIES LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,SINOMAX SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,SUNFUND SECURITIES LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CGS INTERNATIONAL SECURITIES HK LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,4.039670833333334,0.0,0.0,0.0,0.0,4.039670833333334
2024-03-04,0.0,0.0,0.0,0.0,0.0,4.010004166666667,0.0,0.0,0.9403333333333332,0.0,4.9503375
2024-03-05,0.0,0.0,0.0,0.0,0.0,4.0303375,0.0,0.0,0.9403333333333332,0.0,4.970670833333333
2024-03-06,0.0,0.0,0.0,0.0,0.0,4.0253375,0.0,0.0,0.9403333333333332,0.0,4.965670833333333
2024-03-07,0.0,0.0,0.0,0.0,0.0,4.0463375,0.0,0.0,0.9403333333333332,0.0,4.986670833333333
2024-03-08,0.0,0.0,0.0,0.0,0.0,4.0550041666666665,0.0,0.0,0.9403333333333332,0.0,4.9953375
2024-03-11,0.0,0.0,0.0,0.0,0.0,4.059004166666667,0.0,0.752,0.9403333333333332,0.0,5.7513375
2024-03-13,0.0,0.0,0.0,0.0,0.0,4.220004166666667,0.0,0.752,0.9276666666666668,0.0,5.899670833333333
2024-03-14,0.0,0.0,0.0,0.0,0.0,4.2613375,0.0,0.7503333333333333,0.9426666666666667,0.0,5.9543375
2024-03-15,0.0,0.0,0.0,0.0,0.0,4.2673375,0.0,0.7503333333333333,0.9426666666666667,0.0,5.9603375
2024-03-18,0.0,0.0,0.6181666666666666,0.0,0.0,4.253004166666666,0.0,0.7503333333333333,0.9426666666666667,0.0,6.564170833333334
2024-03-19,0.0,0.0,0.6181666666666666,0.0,0.0,4.249670833333333,0.0,0.7503333333333333,0.9426666666666667,0.0,6.5608375
2024-03-21,0.0,0.0,0.6181666666666666,0.0,0.0,4.2503375000000005,0.0,0.7503333333333333,0.9426666666666667,0.0,6.5615041666666665
2024-03-22,0.0,0.0,0.6181666666666666,0.0,0.0,4.220670833333333,0.0,0.7533333333333334,0.9426666666666667,0.0,6.5348375
2024-03-25,0.0,0.0,0.6181666666666666,0.0,0.0,4.2703375,0.0,0.7533333333333334,0.9276666666666668,0.0,6.5695041666666665
2024-03-26,0.0,0.0,0.6181666666666666,0.0,0.0,4.364004166666667,0.0,0.7533333333333334,0.9426666666666667,0.0,6.678170833333333
2024-03-27,0.0,0.0,0.6181666666666666,0.0,0.0,4.3713375,0.0,0.7533333333333334,0.8926666666666666,0.0,6.635504166666667
2024-03-28,0.0,0.0,0.6171666666666666,0.0,0.0,4.287004166666667,0.0,0.743,0.8659999999999999,0.0,6.513170833333333
2024-04-02,0.0,0.0,0.6171666666666666,0.0,0.0,4.286670833333334,0.0,0.743,0.8659999999999999,0.0,6.5128375
2024-04-03,0.0,0.0,0.6171666666666666,0.0,0.0,4.398670833333333,0.0,0.743,0.8659999999999999,0.0,6.6248375
2024-04-05,0.0,0.0,0.6171666666666666,0.0,0.0,4.4543375,0.0,0.743,0.8659999999999999,0.0,6.680504166666666
2024-04-08,38.584666666666664,0.0,0.3785,2.7465,0.0,4.467004166666666,0.0,0.7413333333333333,0.8653333333333334,0.0,47.7833375
2024-04-10,38.584666666666664,0.0,0.3785,2.7465,0.0,4.5043375,0.0,0.7413333333333333,0.8653333333333334,0.0,47.82067083333333
2024-04-11,38.584666666666664,0.0,0.3785,2.7465,0.0,4.4316708333333334,0.0,0.7413333333333333,0.8653333333333334,0.0,47.74800416666667
2024-04-12,38.584666666666664,0.0,0.3785,2.7465,0.0,4.427004166666667,0.0,0.7413333333333333,0.8653333333333334,0.0,47.7433375
2024-04-15,38.584666666666664,0.0,0.3785,2.7465,0.0,4.666004166666666,0.0,0.7413333333333333,0.8726666666666667,0.0,47.98967083333333
2024-04-16,38.584666666666664,0.0,0.3785,2.7381666666666664,0.0,4.6853375,0.0,0.747,0.8726666666666667,0.0,48.0063375
2024-04-17,38.584666666666664,0.0,0.3785,2.7381666666666664,0.0,4.6803375,0.0,0.747,0.8726666666666667,0.0,48.001337500000005
2024-04-18,38.584666666666664,0.0,0.41583333333333333,2.7381666666666664,0.0,4.625670833333333,0.0,0.747,0.8726666666666667,0.0,47.984004166666665
2024-04-19,38.584666666666664,0.0,0.41583333333333333,2.7381666666666664,0.0,4.6223374999999995,0.0,0.7513333333333334,0.8726666666666667,0.0,47.98500416666667
2024-04-22,38.584666666666664,0.0,0.41583333333333333,2.7381666666666664,0.0,4.614670833333333,0.0,0.7513333333333334,0.8726666666666667,0.0,47.9773375
2024-04-23,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.649337500000001,0.0,0.7513333333333334,0.8726666666666667,0.0,52.6623375
2024-04-24,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.651670833333333,0.0,0.7513333333333334,0.8726666666666667,0.0,52.66467083333334
2024-04-26,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.633670833333333,0.0,0.7513333333333334,0.8726666666666667,0.0,52.64667083333333
2024-04-29,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.603004166666667,0.0,0.7513333333333334,0.8726666666666667,0.0,52.61600416666666
2024-04-30,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.608670833333333,0.0,0.7513333333333334,0.8726666666666667,0.0,52.62167083333333
2024-05-02,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.532004166666667,0.0,0.7513333333333334,0.8726666666666667,0.0,52.545004166666665
2024-05-03,43.235,0.0,0.41583333333333333,2.7381666666666664,0.0,4.5276708333333335,0.0,0.7513333333333334,0.8566666666666667,0.0,52.52467083333333
2024-05-06,46.27333333333333,0.0,0.41583333333333333,2.7381666666666664,0.0,4.514670833333334,0.0,0.7513333333333334,0.8566666666666667,0.0,55.55000416666667
2024-05-07,46.27333333333333,0.0,0.41583333333333333,2.7371666666666665,0.0,4.5213375,0.0,0.7513333333333334,0.8566666666666667,0.0,55.55567083333334
2024-05-08,46.27333333333333,0.0,0.41583333333333333,2.7525,0.0,4.472670833333333,0.0,0.7513333333333334,0.8563333333333333,0.0,55.52200416666667
2024-05-09,46.27333333333333,0.0,0.41583333333333333,2.7525,0.0,4.459004166666666,0.0,0.7513333333333334,0.877,0.0,55.52900416666666
2024-05-10,41.57,0.0,0.41583333333333333,2.7525,0.0,4.459004166666666,0.0,0.7513333333333334,0.877,0.0,50.825670833333334
2024-05-13,41.57,0.0,0.41583333333333333,2.7525,0.0,4.450670833333334,0.0,0.7513333333333334,0.877,0.0,50.8173375
2024-05-14,41.57,0.0,0.41583333333333333,2.7511666666666668,0.0,4.469670833333334,0.0,0.7513333333333334,0.877,0.0,50.835004166666664
2024-05-16,41.57,0.0,0.41583333333333333,2.7511666666666668,0.0,4.434670833333334,0.0,0.7513333333333334,0.8603333333333333,0.0,50.7833375
2024-05-17,42.236666666666665,0.0,0.41583333333333333,2.7358333333333333,0.0,4.765670833333333,0.0,0.7513333333333334,0.827,0.0,51.7323375
2024-05-20,42.236666666666665,0.0,0.41583333333333333,2.7358333333333333,0.0,5.067670833333334,0.0,0.7040000000000001,0.827,0.0,51.987004166666665
