date,EVERBRIGHT SECURITIES INVESTMENT,KINGSTON SECURITIES LTD,THE BANK OF EAST ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,SDICS INTERNATIONAL SECURITIES (HONG,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,0.0,0.0,0.0,59.75388572018161,0.0,31.001839852429196,0.0,9.244274427389191,0.0,0.0
2024-03-04,0.0,0.0,0.0,47.35317806690398,0.0,24.60252676339876,0.0,7.440878048086493,0.0,20.60341712161077
2024-03-05,0.0,0.0,0.0,43.735375897269535,0.0,22.69579794756953,0.0,6.870702681172085,7.72939431358888,18.96872916039997
2024-03-06,0.0,35.53381931735691,0.0,28.19695143126626,0.0,14.63237251977989,0.0,4.429660562532748,4.983273873426978,12.223922295637221
2024-03-07,0.0,35.56055681877391,0.0,28.1892390909768,0.0,14.631966872501822,0.0,4.4295377608649025,4.98729411280702,12.20140534407554
2024-03-08,0.0,35.57041786021829,0.0,28.197056045485642,0.0,14.636024357666575,0.0,4.43076608402255,4.9886771033544495,12.17705854925249
2024-03-11,0.0,35.58998355231009,0.0,28.200427311708104,0.0,14.630340940284139,0.0,4.433203249795283,4.990033874380912,12.156011071521474
2024-03-12,0.0,35.59368692394196,0.0,28.188100121123234,0.0,14.638106717616092,0.0,4.433664553721695,4.989165699252731,12.157275984344286
2024-03-13,0.0,35.5976380366153,0.0,28.191229169256516,0.0,14.639731635233908,0.0,4.448032466589727,4.989719526561092,12.133649165743456
2024-03-14,0.0,35.60603706429287,0.0,28.208983922386615,0.0,14.643185783261089,0.0,4.449081950484113,4.982569403895528,12.110141875679787
2024-03-15,0.0,35.60850812088175,0.0,28.21094162398258,0.0,14.64420201937427,0.0,4.449390716473666,4.982915193878637,12.104042325409097
2024-03-19,0.0,35.61889030501403,0.0,28.219166938828433,0.0,14.648471751802242,0.0,4.450688001761162,4.984368036072497,12.078414966521638
2024-03-20,0.0,35.65874482531224,0.0,28.197923435032628,0.0,14.658607344679375,0.0,4.45566794453277,4.992725035301082,12.036331415141904
2024-03-21,0.0,35.6721321609948,0.0,28.18765257983367,0.0,14.664110614581984,0.0,4.457340732589548,5.005723279807181,12.013040632192816
2024-03-22,0.0,35.6860149343296,0.0,28.209618508913493,0.0,14.675537987360412,0.0,4.460814226174705,5.006840989618403,11.961173353603385
2024-03-25,0.0,35.71891989153936,0.0,28.23673079535032,0.0,14.618604774450608,0.0,4.465101518220263,5.017224667155825,11.943418353283626
2024-03-26,0.0,27.090448978486258,24.14073773103159,21.454419073737238,0.0,11.022701794932951,0.0,3.386485516090855,3.8992561928475977,9.005950712873512
2024-03-27,30.275214794709736,18.889096594196133,16.832379825773224,14.953791760684357,0.0,7.686945402000039,0.0,2.3538961415632356,2.7468613567786186,6.261814124294656
2024-03-28,30.28431624593096,18.894775106881536,16.837440040373192,14.948708526261568,0.0,7.673930359943035,0.0,2.35460377885194,2.764634060735196,6.2415918810225754
2024-04-02,29.913541839178514,18.6634441772319,16.631297303271175,14.780245791147648,1.2366842689247748,7.579977537843254,0.0,2.3257760908780303,2.7089522608026484,6.1600807307220595
2024-04-03,29.9089488341618,18.66057854222298,16.628743689514604,14.77579332167258,1.2364943851229235,7.588346431699327,0.0,2.32541898501238,2.734005483947387,6.141670326646016
2024-04-05,29.922906359658374,18.669286822217305,16.636503778821297,14.773224310361794,1.2370714164991319,7.609287580096491,0.0,2.326504181785877,2.7403775643444703,6.084837986215262
2024-04-08,29.956710903271556,18.690377912535304,16.65529839090885,14.800846722443556,1.2384689623841811,7.625172478371941,0.0,2.3291324830322244,2.7522196562972465,5.951772490755144
2024-04-10,29.950042094609707,18.686217156886304,16.651590674179413,14.8332576527862,1.2381932608036426,7.614621416124099,0.0,2.328613983557179,2.7618086337908134,5.935655127262642
2024-04-11,29.944587013018992,18.682813661195357,16.648557764060094,14.830555932685224,1.2379677370717754,7.616877281090615,0.0,2.3281898512894026,2.7904478978148632,5.920002861773672
2024-04-12,29.934336837454055,18.67641844459107,16.642858882993195,14.82547936235318,1.2375439747856836,7.614269987513522,0.0,2.327392900751603,2.8382893543902243,5.903410255167464
2024-04-15,29.929541293676422,18.673426443039578,16.64019266196442,14.841309074025643,1.2373457176357068,7.61305016543234,0.0,2.3270200475093907,2.8502139080404234,5.887900688676082
2024-04-16,29.94873269377293,18.68540020483314,16.65086267497682,14.861755482889698,1.2381391276145581,7.557453159930628,0.0,2.328512177720347,2.852041520262512,5.877102957999369
2024-04-17,29.952661239806417,18.687851275321147,16.65304686357621,14.863704984097314,1.2383015413837295,7.558444514153803,0.0,2.3288176219397485,2.8524156388109114,5.864756320910715
2024-04-18,29.946114235547423,18.683766515008486,16.6494068675215,14.86045609949717,1.2380308754352032,7.562621158453044,0.0,2.3283085927497478,2.8802073521972065,5.8510883035902195
2024-04-19,29.945241517885,18.683222015214287,16.648921654938395,14.867308755954767,1.2379947955817998,7.56240076147575,0.0,2.3282407390036326,2.888137721642494,5.838532038303871
2024-04-22,29.949169147996923,18.685672514247027,16.65110533430475,14.851042034834236,1.238157171484984,7.555377290748415,0.0,2.328546112010187,2.911833936932319,5.829096457441161
2024-04-23,29.958555991723664,18.691529086993786,16.656324221108523,14.837474302269419,1.2385452419459853,7.557745341280111,0.0,2.329275938549145,2.9127465809522293,5.817803295177138
2024-04-24,29.483276079226894,18.394995825799505,16.392078630616336,14.15184952399782,1.1995282325998038,7.4478875559960525,2.046017830088746,2.2923229537470635,2.866537079382705,5.7255062885450725
2024-04-25,29.493642902950977,18.40146382069325,16.39784236559539,14.13171004974528,1.1985148354318285,7.450506360541461,2.0467372449232397,2.293128973672269,2.8854846502313043,5.700968796214998
2024-04-26,29.498723191208597,18.404633477994622,16.400666898539466,14.134144240762714,1.1987212799481963,7.451789712350573,2.047089795987414,2.293523965780788,2.8859816757711583,5.684725761656469
2024-04-29,29.499246171962458,18.405855408295473,16.401755780415954,14.153026571247743,1.1988008660945868,7.456590998482669,2.0420219681204,2.2936762386545113,2.886173283415046,5.662852713311163
2024-04-30,29.495170875767883,18.40331265475981,16.399489891568265,14.133129892601978,1.1986352527572437,7.465608088591205,2.0469428849516946,2.2933593691998655,2.909457274801846,5.6548938150002135
2024-05-02,29.527815415297496,18.423680994715,16.422669615070294,14.14086912278823,1.1281166450959752,7.450628911213804,2.0492083916749513,2.295897603709467,2.9107375703678207,5.65037573006696
2024-05-03,29.515251911174804,18.41584208117274,16.415682092474647,14.146340652434455,1.1276366536735754,7.465412480135347,2.048336493848615,2.2949207444801676,2.9333774830708435,5.637199407534806
2024-05-06,29.52146372758771,18.419717902068378,16.41913695722586,14.126835189658904,1.127873977478033,7.4669836600769175,2.0487675892798833,2.2954037363377253,2.935431440794065,5.638385819492526
2024-05-07,29.517414089873267,18.417191157968087,16.416884644912546,14.106942346185575,1.1277192601835764,7.465312989488666,2.0484865474394707,2.295088861925456,2.96734773401257,5.637612368010787
2024-05-08,29.526606884591818,18.42292694014372,16.42199745899576,14.078288308071455,1.1280704729160826,7.508588062975742,2.04912452054433,2.295803635946794,2.9435940480848766,5.62499966772942
2024-05-09,29.536155637031573,18.42888481973533,16.427308248309117,14.082841153928571,1.1284352850911685,7.493049921398525,2.0497871968498527,2.2965460870064653,2.944545991224099,5.6124456594253
2024-05-10,29.538480101127924,18.430335153408596,16.42860106003086,14.090310057718591,1.1285240917502843,7.493783358826998,2.049948512926419,2.2967268227457556,2.9447777238680066,5.598513117596568
2024-05-13,29.52044591305409,18.419082843564542,16.418570872956504,14.081707472185096,1.199662388719046,7.489208164097446,2.048696953709519,2.2953245974676166,2.942979842760853,5.584320951485287
2024-05-14,29.501798409995907,18.407447859978387,16.408199574654766,14.144594251088982,1.1989045848522508,7.475504633394061,2.047402830889623,2.293874684665592,2.9558361131362387,5.566437057344197
2024-05-16,29.50944527369271,18.41221906893437,16.41238077809029,14.151132549983798,1.1992153408210373,7.477442283573957,2.0479335175332873,2.294469256793278,2.938652132860622,5.5571097977166515
2024-05-17,29.512411883274837,18.414070064946376,16.41403072866138,14.152555175351075,1.1993358989571905,7.478193997193867,2.048139398028171,2.294699921735298,2.939665635545686,5.546897296306118
2024-05-20,29.52004304752282,18.418831478337296,16.41827498239968,14.151186826455897,1.1996460169261876,7.46719893223572,2.048668995141783,2.2952932731723763,2.944017074666961,5.536839373141278
2024-05-21,29.539191311634987,18.430778908400896,16.45767390839393,14.079688697739536,1.2004241708989387,7.472042553130932,2.0499978704057598,2.2967821220110736,2.943770532921651,5.529649924462293
2024-05-22,29.543873417614513,18.43370027680343,16.46028253002485,14.088354041906074,1.2006144439883146,7.451661618519857,2.050322805072582,2.297146173186127,2.9550197798275923,5.519024913056659
2024-05-23,29.545997310931348,18.435025465693496,16.46146585096468,14.089366846170831,1.200700755520917,7.4521973145028175,2.0504702016864753,2.2973113138004284,2.9552322146249113,5.512232726104092
2024-05-24,29.544138887580186,18.433865914995508,16.45539848966567,14.093512580648978,1.2006252322512727,7.451189439215909,2.0503412284904248,2.2971668144645108,2.9726581441121493,5.501103268575397
2024-05-27,29.54156933872307,18.432262662341085,16.45396731069161,14.09523384891872,1.200520810010195,7.4476662375556595,2.0501629037140483,2.296967022472428,2.989650488847712,5.491999376725476
2024-05-28,29.540613835398776,18.43166648249545,16.453435117554445,14.117419003562667,1.200481979925994,7.447425347514694,2.0500965924951897,2.296892728530877,2.989553790498758,5.472415122023145
2024-05-29,29.547834724981893,18.436171907780267,16.45745698517402,14.120869856831705,1.2007754250071243,7.449245791612862,2.0505977168527143,2.2974541795849888,2.9802194039063687,5.459374008268061
2024-05-30,29.542524903861654,18.43285888075533,16.483251945571176,14.118332300570824,1.200559642606427,7.447907143180505,2.0502292192227727,2.29704132122027,2.9782462305270547,5.44904841248399
2024-05-31,29.531921594804167,18.426243017684662,16.473743068270736,14.166401928088215,1.1879133543326859,7.45385659031925,2.049493357473621,2.296216874456631,2.978614392243959,5.435595822326071
2024-06-03,29.529163222967703,18.424521950207602,16.472204370263064,14.167952683102042,1.187802399590705,7.471122504176842,2.0493019285231506,2.296002400774768,2.9783361805459876,5.423592359848134
2024-06-04,29.52895106186158,18.424389573718393,16.472086020783497,14.160666090081747,1.1877938654690623,7.501244981992594,2.049287204700445,2.295985904458725,2.9740039023230582,5.405591394610894
2024-06-05,29.516279966446447,18.4164835293159,16.47219944062188,14.201091253139506,1.1872841741708058,7.4980261412454245,2.0484078401185686,2.2950006796057925,2.9734459064455367,5.391781068890138
2024-06-06,29.520997220547734,18.419426828151618,16.474832006462048,14.180375689062902,1.1874739244085177,7.499224466190389,2.0487352140388557,2.295367463678197,2.9916987067885734,5.381868480671158
2024-06-07,29.520997220547734,18.419426828151618,16.474832006462048,14.1911499848341,1.1874739244085177,7.499224466190389,2.0487352140388557,2.295367463678197,2.9916987067885734,5.37109418489996
2024-06-11,29.502984367364338,18.408187830068353,16.46477954353417,14.250686528394382,1.1867493623857757,7.51403055661167,2.0474851354474572,2.293966897267236,2.9747984490690644,5.356331329857551
2024-06-12,29.501925472296236,18.40752713964249,16.464188604202782,14.250175055334772,1.1867067686253867,7.513760869660718,2.047411648918605,2.293884564232595,2.9890481270880915,5.3453717499983275
2024-06-13,29.51018687017325,18.41268178304959,16.46879905625308,14.254165519145676,1.187039081063372,7.515864941415469,2.0479849837765496,2.2945269186811843,2.972652587071174,5.336098259370657
