date,EVERBRIGHT SECURITIES INVESTMENT,KINGSTON SECURITIES LTD,THE BANK OF EAST ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,SDICS INTERNATIONAL SECURITIES (HONG,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-06-14,29.50880964923209,18.411822475345236,16.468030468272403,14.264988124160777,1.1869836827330393,7.51874513525981,2.047889405669259,2.2944198346245375,2.97323184518163,5.325079379521218
2024-06-17,29.507241892630955,18.41084428420273,16.467155547739136,14.27140976478639,1.1869206201586362,7.517914905148242,2.047780604529115,2.294297935710814,2.975945688849383,5.3204887562446
2024-06-18,29.507241892630955,18.41084428420273,16.467155547739136,14.289358557254811,1.1869206201586362,7.517914905148242,2.047780604529115,2.294297935710814,2.975945688849383,5.302539963776177
2024-06-19,29.505229476316664,18.409588650635477,16.466032475220366,14.305972629125504,1.1868396712706153,7.517402177640207,2.047640944336148,2.2941414628485766,2.9757427270925207,5.291409785513923
2024-06-20,29.508830836272953,18.41183569485628,16.468042292159527,14.304128840900201,1.186984534975881,7.521191700870052,2.047890876034111,2.2944214819958604,2.9753879510131838,5.281285790921954
2024-06-21,29.50480584470109,18.409324328550188,16.46579605842025,14.30002408672669,1.1868226308063894,7.548163618251341,2.0476115446176317,2.2941085239129535,2.974982109402843,5.268361254610628
2024-06-24,29.517096102550155,18.41699275192555,16.47265490305435,14.305980776772332,1.1873170030191906,7.559926111312955,2.048464479356147,2.2950641372269693,2.9381571936685735,5.2583465411137755
2024-06-25,29.522078691213576,18.420101604469217,16.475435544594806,14.332099995218911,1.163094794520044,7.555814907942193,2.048810267297372,2.2954515520496277,2.9386531648397773,5.248459477854477
2024-06-26,29.50808930794476,18.411373023264254,16.467628466212396,14.354027454227541,1.162543648409071,7.569465832042037,2.047839414520571,2.294363825407053,2.9408505111560834,5.243818516816233
2024-06-27,29.529396603705706,18.38874302887939,16.479519464187533,14.349663195963553,1.163383101655032,7.574931616205577,2.0493181249725,2.296020546996207,2.942974049924589,5.2260502675099145
2024-06-28,29.516671370813096,18.38081935772851,16.472418473502433,14.382979919557892,1.1628818022945737,7.571667593916344,2.0484350780518743,2.295031196514693,2.95606955166525,5.213025655955338
2024-07-02,29.518579342685232,18.382007502756135,16.473483258576554,14.380318504412875,1.162956971535086,7.577184623225837,2.048567489883199,2.295179548438038,2.959851771330028,5.201870987157017
2024-07-03,29.52071020280623,18.38333444624745,16.474672431270886,14.384947974787632,1.1630409220058833,7.57769568410565,2.0487153699935083,2.2953452307533535,2.9600654343939032,5.191472303635504
2024-07-04,29.52018010935457,18.383004342901604,16.474376601126078,14.387921868504009,1.1630200376717148,7.5775596139761285,2.0486785819015387,2.2953040140120295,2.9585757484366866,5.191379082115638
2024-07-05,29.526542487514977,18.386966365657585,16.477927264215026,14.387430738840054,1.1632706991941169,7.57919277812413,2.0491201262220304,2.2957987126241703,2.9628055062929057,5.170945321315001
2024-07-08,29.527921364279443,18.387825029034826,16.478696776291855,14.38810262563325,1.1633250234326755,7.586372044555453,2.0492158192457173,2.295905925431158,2.962943868028689,5.159691524066933
2024-07-09,29.546007171429906,18.39908754403847,16.48878995312981,14.346592671098316,1.1640375582490463,7.587280432277564,2.0504709608338887,2.3080955883973364,2.9654775616013973,5.1441605589442645
2024-07-10,29.533480604312327,18.391286916235014,16.481799230734158,14.286615911039602,1.1635440433549293,7.692570779216414,2.0496016263764605,2.3071170292934244,2.96350170330477,5.130482156132903
2024-07-11,29.539498400000756,18.395034358285344,16.485157592102976,14.287370768154991,1.1637811292040783,7.694138231420519,2.0500192569292377,2.3075871316527636,2.961518100146087,5.115895032103249
2024-07-12,29.54523191443575,18.398604770808845,16.488357304154192,14.264264358711195,1.1640070150946615,7.715760167111946,2.0504171585740947,2.3080350263309386,2.962092920562695,5.103229364215684
2024-07-15,29.548630603007002,18.400721224927153,16.490254016005725,14.265905225582499,1.1641409147827912,7.716647737261148,2.0506530250375343,2.308300527454395,2.9624336601915213,5.092313065750228
2024-07-16,29.54948039732918,18.40125041454108,16.49072826215345,14.276381213528666,1.1569846000606194,7.724059456163444,2.0507120001325507,2.3083669122797517,2.962518857347968,5.079517886463289
2024-07-17,29.54735600316485,18.39992749757363,16.489542697926446,14.268165567293725,1.1569014212263542,7.759450539907375,2.050564568754834,2.3082009573752442,2.95943016261905,5.060460584158494
2024-07-19,29.54740910929619,18.399960568179548,16.48957233495455,14.268011479528338,1.1569035005514492,7.75946448614336,2.0505682542809196,2.308205105957039,2.9594354816698276,5.060469679438776
2024-07-22,29.554208270522082,18.404194587412512,16.493366754304027,14.271294694989406,1.1571697158867411,7.754059073518167,2.05104011102186,2.3087362475742204,2.962273761505462,5.043656783265524
2024-07-23,29.554208270522082,18.404194587412512,16.493366754304027,14.286395679099329,1.1571697158867411,7.754059073518167,2.05104011102186,2.3087362475742204,2.962273761505462,5.028555799155603
2024-07-25,29.557183887616883,18.406047583626425,16.4950273619446,14.287834081468857,1.1572862236258985,7.754839778266611,2.051246616638949,2.3089686989051033,2.968325348249641,5.013240419657032
2024-07-29,29.54422307926816,18.397976542214096,16.487794301814176,14.335482738938907,1.15677875427408,7.752876988483952,2.050347146162489,2.3079562174419337,2.96558603621418,5.000978195188023
2024-07-30,29.541887093893628,18.396521861750557,16.486490654524346,14.335068064052903,1.1566872907671766,7.756576756676091,2.0501850305118823,2.307773733307741,2.9718207072020415,4.996988807313638
2024-07-31,29.54252414417839,18.396918569972122,16.486846174249028,14.344721722320683,1.1567122339255342,7.756744021868592,2.050229241328658,2.307823498846053,2.971884792452309,4.985595600858632
2024-08-01,29.54868371372018,18.400754298386307,16.490283655590822,14.347712574103527,1.1569534065961544,7.75836129072441,2.050656710881596,2.3083046763941173,2.9725044257294106,4.96578524787347
2024-08-02,29.55293318945209,18.403400560385567,16.492655167665124,14.349775957264102,1.1571197911793702,7.759477041542406,2.050951621342305,2.3086366399021783,2.9729319095910443,4.952118121675812
2024-08-05,29.5493210571706,18.401151189169955,16.490639338922957,14.37821901763787,1.1569783612331623,7.754933755047015,2.0507009420438504,2.308354464834148,2.972568540471219,4.93713333346922
2024-08-06,29.555557851169763,18.40503500731563,16.494119917047655,14.381253740158712,1.1572225575612787,7.75549185038359,2.051133770916793,2.308841675056216,2.9725846840644827,4.918758946325879
2024-08-07,29.568124429577246,18.412860551217612,16.501132968611216,14.369382605803812,1.1577145911773497,7.742961841028389,2.0520058821280336,2.3098233597899696,2.9652153853685204,4.920778385297847
2024-08-08,29.57142200175807,18.414914037459784,16.502973250268543,14.37098514493169,1.143453438489197,7.743465614813029,2.052234731189052,2.3100809618327363,2.969143646296838,4.921327172961061
2024-08-09,29.56993268453744,18.413986599861733,16.502142104500457,14.370261373323673,1.1433958502914832,7.74307562759203,2.052131373679706,2.3099646183117084,2.9740304496873113,4.921079318214455
2024-08-12,29.577763491336157,18.41886305233783,16.506512256031193,14.369750386851027,1.1436986481400138,7.723536145969721,2.05267482585744,2.3105763507370347,2.9742423081196936,4.9223825346198895
2024-08-13,29.57946648205746,18.419923550129838,16.507462646929458,14.370577750001168,1.143764498561271,7.723980841877716,2.0527930121490883,2.310709386153567,2.968655882860558,4.922665949279879
2024-08-14,29.591819032008793,18.42761581279762,16.499956063214004,14.358578743236414,1.1442421409862826,7.721446342474159,2.0536502699443804,2.3116743512631577,2.9698956100917306,4.921121633983456
2024-08-15,29.629579471706073,18.45113024680085,16.521010720085854,14.358877700965783,1.0231444211320642,7.744996880597029,2.056270816423583,2.314624147618907,2.9736853252143725,4.926680269455484
2024-08-16,29.65616546554395,18.46768605500973,16.535834672940773,14.351304959621498,1.0240624669417069,7.660667034326088,2.058115864656773,2.316701010821922,3.001969471067995,4.927492999069568
2024-08-19,29.65894761663584,18.469418574778082,16.537385958812308,14.352651306937029,1.0241585379092726,7.655612565467582,2.0583089438769018,2.3169183488407,2.998642881907323,4.9279552648349645
2024-08-20,29.660659969089597,18.470484902370853,16.538340740950616,10.746175577714745,1.0242176674646466,7.656054560481397,5.665732156078597,2.317052115583576,2.9930425310780753,4.928239779187896
2024-08-21,29.659161649880044,18.46955185899394,16.537505300550702,10.745632730680521,1.0241659287303255,7.655667812053367,5.665445949523029,2.3169350688389003,2.9979428734166413,4.927990827332537
2024-08-22,29.659268667660577,18.46961850182325,16.53756497206582,10.747836455885437,1.0241696241808538,7.653169658037099,5.665466391889486,2.316943428928495,2.9979536907551845,4.928008608773802
2024-08-26,29.665691148097682,18.473617951871663,16.541146051178075,10.764599955263122,0.9883010493778325,7.6548268914962705,5.666693203901498,2.3174451447331874,2.998602873954743,4.92907573012593
2024-08-27,29.666333549125824,18.47401799214399,16.54150424439113,10.764833059222989,0.9883224507201125,7.6549926543177325,5.666815914325542,2.317495328264601,2.996502339807949,4.929182467680129
2024-08-28,29.643224626304455,18.45962744889489,16.52861905437262,10.731924819295337,1.0957416416209904,7.648308451671694,5.662401684593034,2.31569008931955,2.9891193581440483,4.925342825783384
2024-08-29,29.645362828845556,18.460958964707242,16.5298112841556,10.732698926336957,1.088607554853653,7.648860133641948,5.662810120646243,2.3158571229164617,2.989334967028973,4.925698096867372
2024-08-30,29.645790506369796,18.461225290920577,16.530049750751775,10.725640533116266,1.08862325960271,7.654741062010705,5.662891814927626,2.3158905325274874,2.989378092538524,4.925769157234532
2024-09-02,29.653490812450134,18.466020477114974,16.53434332634648,10.702452084392894,1.0889060225907068,7.6567293324577514,5.664362715164387,2.316492070406708,2.990154564540424,4.927048594535542
2024-09-03,29.65263502535005,18.465487555638234,16.533866152248617,10.702864705529013,1.0888745972272234,7.658672830532871,5.66419924407181,2.3164252174333484,2.9900682699547456,4.926906402014083
2024-09-04,29.655095546409605,18.467019787797934,16.535238102020656,10.703752809536736,1.0889649500365235,7.651010517218269,5.664669248896462,2.3166174301330127,2.990316380314632,4.927315227636166
2024-09-05,29.655095546409605,18.467019787797934,16.535238102020656,10.700145063499631,1.0889649500365235,7.656782910877637,5.664669248896462,2.3166174301330127,2.9881517326923697,4.927315227636166
2024-09-09,29.654587969646645,18.46715303739431,16.535357412761016,10.700222270868618,1.0889728075111853,7.656838158732684,5.664710122567454,2.3166341457883304,2.9881732938330874,4.927350780896672
2024-09-11,29.633633336294785,18.454103710209342,16.523673138061902,10.728713468012172,1.0882033135652602,7.986965735418767,5.35977936296457,2.314997157299902,2.9860617798970925,4.92386899827621
2024-09-12,29.634413258515156,18.4545894004174,16.524108021617902,10.726652378624701,1.088231953790875,7.9871759429211595,5.3599204260253845,2.315058085290155,2.98614036951542,4.923710163281843
2024-09-13,29.623092388887805,18.447539421097552,16.517795520304343,10.726879336218198,1.087816229950969,7.984124700544544,5.35787284169069,2.314173692184927,3.0188766501438136,4.921829218977155
2024-09-16,29.616261333629712,18.443285437093888,16.513986533299885,10.74890687159884,1.0875653806243728,7.982283569433013,5.356637321611727,2.3136400460631577,3.0167392565271576,4.920694250118253
2024-09-17,29.584708640109813,18.423636254290525,16.496392794846297,10.755451510081702,1.0864067057750688,8.00977207716348,5.350930445453319,2.3111751307767063,3.0660746207323535,4.915451820770738
2024-09-20,29.57566032180886,18.418001487792814,16.491347465022667,10.783106274969477,1.0860744343372217,8.006962516027102,5.349293893190267,2.310468270740094,3.0651368788927993,4.913948457218695
2024-09-23,29.575766740437924,18.418067759126984,16.491406803903683,10.783145074555838,1.0860783422314533,8.006631508271864,5.3493131409269665,2.3104765842270356,3.065147907815265,4.913966138502982
2024-09-25,29.581067357049434,18.421368674933248,16.49436242042646,10.772193844527187,1.086272990943446,8.003028111093489,5.35027185345482,2.310890671566523,3.06569724856641,4.914846827438986
2024-09-26,29.58750941788803,18.425380415831633,16.49795450467831,10.774539775026382,1.0865095556559534,7.982273411766632,5.351437016846897,2.311393929211621,3.0714043411593095,4.91159763193523
2024-09-27,29.55840935034845,18.407258585873922,16.481728347093693,10.6431147558793,1.0854409458921026,7.963526547866458,5.346173742523107,2.5342346588006306,3.0733461148964176,4.9067669508259195
2024-09-30,29.57609664305492,18.41827320329373,16.462085329961692,10.55020846249979,1.0860904568822927,7.98988113533559,5.349372809791,2.563817243484755,3.094471631796535,4.909703083899694
2024-10-02,29.58507068800139,18.423861716665098,16.467080292462885,10.509497991965775,1.08642000086146,7.909773158847727,5.350995928372531,2.675454052548042,3.081013304819659,4.910832865455427
2024-10-03,29.585013109216323,18.425619186073206,16.461451786759156,10.39027192726871,1.08004425117113,7.8905495778855705,5.351506364880991,2.8009773632882036,3.1035170951157744,4.911049338340933
2024-10-04,29.613709620661034,18.443491444229625,16.491831463705296,10.230930067325245,1.081812489267794,7.826320324682108,5.3566971539835455,2.8620652432153117,3.1773292946399225,4.9158128982901195
2024-10-07,29.627074196510968,18.45630615423708,16.48526187711745,10.0410978459097,1.0969867547021943,7.760077743359376,5.360419037165675,2.782566074952447,3.470981865068943,4.91922845097617
2024-10-08,29.56923865282406,18.420725632686256,16.45564040443033,10.148270730332412,1.0675218218897833,7.728059827181768,5.350085089328041,2.728259429184767,3.6224533709262374,4.909745041216347
2024-10-09,29.64626574485087,18.472757923950585,16.501761110879723,9.794396240025357,1.056101740140475,7.803047582121692,5.365197261954014,2.838457659290348,3.598401333970067,4.923613402816872
2024-10-10,29.812729120829275,18.507991167864667,16.51515630492494,9.800060471976971,1.0581160517208923,7.72504177484193,5.443406452132078,2.7447999156430996,3.4709756295430703,4.921723110523076
2024-10-14,29.81661099489667,18.492458634575577,16.48684536293457,9.757298366030415,0.9849737286738359,7.540813040175752,5.574676275464711,2.8422073429149712,3.586632002080433,4.91748425225307
2024-10-15,29.789028170090138,18.475351584855982,16.471593670938585,9.809667507630298,0.9840625467222152,7.3772986265145395,5.589731733043369,3.0525311179180132,3.537835962358462,4.912899079928401
2024-10-16,29.74754040538659,18.449620599776807,16.446490750725015,9.80627777967026,0.9826920234826229,7.320167608042182,5.581946803854934,3.2364267062743064,3.522780533915727,4.906056788871556
2024-10-17,29.741151438730217,18.44565812055236,16.4429584895838,9.781108790734557,0.9824809678294175,7.328325080665166,5.580747952739128,3.322938070875524,3.4804387060142363,4.894192382275593
2024-10-18,29.776271394999103,18.45134308034681,16.409456103991193,9.761233593026622,0.9827837688877705,7.312920724904862,5.58246794166698,3.3470321756528483,3.480790442043516,4.895700774480289
2024-10-21,29.788748835816925,18.45907492622638,16.412726124180736,9.688872626717353,1.0012265639182203,7.183926308033158,5.584807217543248,3.473930263414831,3.5089348665230253,4.897752267626123
2024-10-22,29.815112513586765,18.47541160105507,16.427251736694622,9.59703438163086,1.0021126707718926,7.113476513059173,5.589749890990242,3.5246486540260475,3.553476093937332,4.901725944247995
2024-10-23,29.82829945937544,18.48492576219091,16.435711170422906,9.547085591791898,1.038741163903926,7.097025063186571,5.592628407708586,3.4975737657382218,3.5738316867630777,4.904177928918458
2024-10-24,29.758612266562416,18.44196311377443,16.39751130478244,9.533903391058415,1.2164694688846138,7.1288804231179475,5.579630025616306,3.493047558752708,3.557202804619127,4.89277964283159
2024-10-25,29.760638630719903,18.445452065012066,16.400613475468283,9.558048968641423,1.2166996072181973,7.072644653750666,5.580685610478032,3.489131906238116,3.5903075684564967,4.885777514016813
2024-10-28,29.706927944887035,18.41127080503111,16.370221505074912,9.502929661637067,1.2144449416536733,6.987960927639363,5.57034404416394,3.4761918585816822,3.8829846297077344,4.8767236816234885
2024-10-29,29.746301415942067,18.435673046806937,16.391918546377546,9.473025674778937,1.2160545632492434,7.01595118444979,5.5777269610510825,3.524018657655783,3.7361426734760803,4.883187276212536
2024-10-30,29.67537689102152,18.484736229069348,16.332597376882024,9.44145698575939,1.212186431289561,7.014457198911119,5.559984842751082,3.590356732976896,3.8211929012816115,4.86765441005745
2024-10-31,29.67919839293669,18.481750364458723,16.329959150190398,9.411215207863242,1.1825560215081232,7.047784167882659,5.559086730829341,3.6479280679166006,3.794012723782273,4.866509172631951
2024-11-01,29.68707349454484,18.48665432648929,16.334292154264908,9.410839956413307,1.1828698018435426,7.0615030087292485,5.560561783230494,3.678338425847627,3.7300665926721357,4.86780045596461
