date,FIRST SHANGHAI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,39.33723196881091,0.0,0.0,0.0,7.173489278752436,53.48927875243664,0.0,0.0
2024-03-04,0.0,0.0,27.487765089722675,0.0,0.0,0.0,5.002718868950517,37.24850462207721,0.0,30.261011419249595
2024-03-05,0.0,23.05032654629274,24.433346139070302,0.0,1.3446023818670765,0.0,3.534383403764887,26.258163657318477,0.0,21.379177871686515
2024-03-06,0.0,23.090244371752934,24.302482201269964,0.0,1.3469309216855878,0.0,3.5405041370021166,26.303636713488547,0.0,21.416201654800844
2024-03-08,0.0,23.108030040439054,24.24417485076064,0.0,1.3479684190256114,0.0,3.543231272867321,26.323897554400155,0.0,21.432697862507222
2024-03-12,0.0,15.292468459283803,16.057091882247992,33.80909901873327,0.8920606601248885,0.0,2.3448451637568497,17.420670319867465,0.0,14.183764495985725
2024-03-13,0.0,15.32762804955933,16.132328522161195,33.68246263890663,0.8941116362242942,0.0,2.3502363009324307,17.39685783624984,0.0,14.216375015966278
2024-03-20,0.0,15.255530129672007,16.145436053902873,33.52402745995423,1.080600050851767,0.19069412662090007,2.3391812865497075,17.31502669717773,0.0,14.149504195270785
2024-03-21,0.0,15.25940996948118,16.12410986775178,33.5325534079349,1.0808748728382502,0.19074262461851477,2.3397761953204474,17.31943031536114,0.0,14.153102746693794
2024-03-25,0.0,15.255530129672007,16.297991355199592,33.52402745995423,1.080600050851767,0.19069412662090007,2.1866259852529875,17.31502669717773,0.0,14.149504195270785
2024-03-28,0.0,15.257469802924348,16.28734901462174,33.528289891926256,1.080737444373808,0.19071837253655435,2.1869040050858235,17.317228226319134,0.0,14.151303242212332
2024-04-03,0.0,15.179252479023647,16.374269005847953,33.52402745995423,1.080600050851767,0.19069412662090007,2.1866259852529875,17.31502669717773,0.0,14.149504195270785
2024-04-05,0.0,15.183112919633773,16.353001017293998,33.5325534079349,1.0808748728382502,0.19074262461851477,2.187182095625636,17.31943031536114,0.0,14.153102746693794
2024-04-08,0.0,15.17346549752192,16.101156436650147,33.511246664125046,1.080188079806837,0.19062142584826536,2.185792349726776,17.61341974837972,0.0,14.14410979794129
2024-04-10,0.0,15.134245187436676,16.37537993920973,33.3966565349544,1.0764944275582573,0.1899696048632219,2.178318135764944,17.5531914893617,0.0,14.095744680851062
2024-04-12,0.0,15.417885765169824,15.150744180129754,34.18140185727007,1.0812873680193358,0.19081541788576517,2.188016791756774,17.6313446126447,0.0,14.158504007123776
2024-04-15,0.0,15.423771952150675,15.118350725375413,34.19445151438025,1.0817001781623823,0.19088826673453804,2.1888521252227027,17.638075846271317,0.0,14.163909391702722
2024-04-17,0.0,15.427698574338086,15.096741344195518,34.20315682281059,1.0819755600814664,0.1909368635437882,2.189409368635438,17.64256619144603,0.0,14.167515274949082
2024-04-18,0.0,15.374857287834581,15.5778257008753,34.086007865026005,0.8879868070531525,0.1902828872256755,2.1819104401877456,17.582138779652418,0.0,14.118990232145123
2024-04-19,0.0,15.374857287834581,16.212101991627552,33.45173157427375,0.8879868070531525,0.1902828872256755,2.1819104401877456,17.582138779652418,0.0,14.118990232145123
2024-04-23,0.0,15.41200406917599,16.00966429298067,33.5325534079349,0.8901322482197355,0.19074262461851477,2.187182095625636,17.62461851475076,0.0,14.153102746693794
