date,CITYLINE SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,77.48287998496065,19.10062590946352,3.416494105575833,0.0,0.0,0.0
2024-03-04,77.73282166568617,0.0,0.0,0.0,17.253251064813536,4.253170434230393,0.7607568352698907,0.0,0.0,0.0
2024-03-05,77.72216613569059,0.0,0.0,0.0,17.250886008067837,4.266295304684851,0.7606525515567323,0.0,0.0,0.0
2024-03-07,54.34964749009315,0.0,0.0,0.0,12.063219800042651,2.983339984290325,0.5175315038575521,30.086261221716327,0.0,0.0
2024-03-08,54.35008164170091,0.0,0.0,0.0,12.063316162512564,2.9833638155737012,0.5167368257752297,30.08650155443759,0.0,0.0
2024-03-11,54.2562926097868,0.0,0.0,0.0,12.04030619963629,2.984595053797341,0.5158451206447143,30.20296101613486,0.0,0.0
2024-03-12,54.25585995526468,0.0,0.0,0.0,12.040210186940357,2.9853686811803612,0.515841007154584,30.20272016946001,0.0,0.0
2024-03-14,54.253696786153185,0.0,0.0,0.0,12.04371712426537,2.9852496551927006,0.5158204406879564,30.201515993700788,0.0,0.0
2024-03-15,54.187587105257236,0.0,0.0,0.0,12.028643298605328,3.108243446092684,0.5104133552231244,30.165112794821624,0.0,0.0
2024-03-18,54.19859419472601,0.0,0.0,0.0,12.029095204889279,3.1088748215705295,0.5105170351573515,30.152918743656826,0.0,0.0
2024-03-19,52.523332258309864,0.0,0.0,0.0,11.672718828148637,3.0127804536068963,0.4947371100578485,29.220901266199583,0.0,3.0755300836771737
2024-03-20,52.527792707425334,0.0,0.0,0.0,11.67371011270987,3.0130363085447227,0.49863926987824697,29.184781346805806,0.0,3.10204025463602
2024-03-21,52.52617063827633,0.0,0.0,0.0,11.66562957419108,3.018347301705786,0.504027908142113,29.183880114696038,0.0,3.1019444629886523
2024-03-25,52.593977353714585,0.0,0.0,0.0,11.680688886821967,2.8861954114111645,0.5046785643107434,29.22155396432709,0.0,3.1129058194144537
2024-03-26,45.31859198413918,0.0,0.0,13.8201266030186,10.063886653164197,2.5009321837977305,0.43486579813732956,25.179302800120208,0.0,2.682293977622753
2024-03-27,45.3041076109118,0.0,0.0,13.815709522456213,10.060670112578524,2.530096495772906,0.4347268097387877,25.17125518867875,0.0,2.6834342598630267
2024-03-28,45.30837493692496,0.0,0.0,13.817010864425953,10.058191757349192,2.530334812940192,0.4287744653880256,25.173626142610196,0.0,2.6836870203614804
2024-04-02,45.30475460828933,0.0,0.0,13.815906827475585,10.057388065764744,2.5381230468036566,0.42874020451511996,25.1716146646061,0.0,2.6834725825454604
2024-04-03,27.515344449617864,39.2556357503811,0.0,8.390939064313189,6.11835422352456,1.5499936802700434,0.26564794825811927,15.274307323459702,0.0,1.629777560175421
2024-04-05,27.515845192524917,39.25635015107486,0.0,8.39109176831541,6.117454531792301,1.5500218881066852,0.2648439525448146,15.274585295667768,0.0,1.6298072199732414
2024-04-08,27.51662416216334,39.25746149272798,0.0,8.39132931892216,6.117627716054364,1.550065769004447,0.2620204645544987,15.275017716990885,0.0,1.629853359582327
2024-04-09,27.51740317590805,39.25857289730671,0.0,8.391566882979342,6.117800910122348,1.5501096523868032,0.25919681669457517,15.275450162798268,0.0,1.629899501803898
2024-04-11,27.511556669596658,39.25023179430535,0.0,8.38794203758168,6.135606721037015,1.5497803071427012,0.26480267489715553,15.270526591491596,0.0,1.6295532039478353
2024-04-12,26.285499674959063,37.50103883476132,0.0,8.013729672511136,5.862172410248407,1.481100427889672,0.25222903658591483,14.589993091910012,4.457304950583927,1.5569319005505513
2024-04-15,26.280423190311875,37.493796307502855,0.0,8.012181991236202,5.880353127464676,1.4808143848744701,0.2521803239174232,14.587175345363454,4.456444117028193,1.5566312123008472
2024-04-16,26.280829236923996,37.494375606734685,0.0,8.011919520350562,5.878898928517046,1.4808372642497298,0.25257048362660833,14.58740072503434,4.4565129714763385,1.5566552630866928
2024-04-17,26.284585762990403,37.499734973368085,0.0,7.998770938964288,5.87973924587795,1.48104893199176,0.25260658551657517,14.589485817196795,4.4571499760012605,1.5568777680928885
2024-04-18,26.286354747922218,37.50225875162782,0.0,7.999309266080858,5.873404836633167,1.481148608405442,0.2526235862502936,14.590467707526217,4.457449947673536,1.5569825478804515
2024-04-19,26.28645630422655,37.50240364013897,0.0,7.999340171099606,5.873427528303229,1.4811543307652095,0.25223821615950076,14.590524077228029,4.457467168857218,1.5569885632216809
2024-04-22,26.285542325736376,37.501099683840714,0.0,7.999062034527397,5.872836976925657,1.481102831119031,0.2502977825574554,14.590016765591473,4.457312182994314,1.5627294167075823
2024-04-23,26.285440776494116,37.50095480540489,0.0,7.999031131657739,5.8728142883260634,1.4810971091571883,0.25068314674550507,14.589960399809526,4.457294963008168,1.5627233793967994
2024-04-24,25.815706779490394,36.83079395316795,11.288481286062087,7.85523859925478,5.777349835290305,1.45462916171241,0.2518947218314646,4.813468064896373,4.3776408686902695,1.5347967296039726
2024-04-25,25.816392460458797,36.8317722015917,11.28878111503234,7.855447239198508,5.777503285237026,1.4546677975530167,0.24924535112052737,4.813595913553484,4.377757141510371,1.5348374947442358
2024-04-26,25.81227892092449,36.825903490411314,11.28698238008198,7.8541955657577835,5.776582707808952,1.4544360132902199,0.2522406516258028,4.812828923466744,4.377059597223314,1.5474917494093987
2024-04-29,25.81171585979012,36.825479550027254,11.286736169310664,7.854024236745015,5.778258699952195,1.4544042866691795,0.2522351493256039,4.812723937892959,4.3769641173879394,1.5474579928990757
2024-04-30,25.810531063548993,36.823789205612115,11.28621809129289,7.853663725322837,5.777993469262955,1.454337527344023,0.25074410181418805,4.812503026688831,4.376763208209255,1.5534565809039134
2024-05-02,25.810947198596374,36.8243829039451,11.286400055425617,7.853790347464723,5.777991786708121,1.4543609751690354,0.24923071535911723,4.812580617156463,4.376833773381298,1.5534816267941474
2024-05-03,25.81097167754645,36.82441782797263,11.286410759380855,7.853797795953163,5.777902427111311,1.4543623544764055,0.24923095172805754,4.812585181379533,4.376837924344631,1.5534831001069587
2024-05-06,25.79570583250879,36.802638103319616,11.27973543542031,7.849152683726938,5.782446897520745,1.4535021749136443,0.2566662100101209,4.809738787972601,4.385244117576464,1.5851697570307661
2024-05-07,25.79120781222619,36.79659986157927,11.277768577870441,7.847784019957787,5.781438607086787,1.4532487264402427,0.2566214548936694,4.808900109521126,4.3844794586400875,1.601951371784398
2024-05-08,25.787933067107904,36.79192774670029,11.276336624087413,7.846787576030234,5.7797569823030175,1.45306420545126,0.25658887131469243,4.808289516862083,4.397567440327038,1.6017479698160728
2024-05-09,25.788421782238085,36.79262500195187,11.276550325445598,7.8469362829390725,5.779866516272982,1.4530917429223897,0.25469860294661933,4.8083806402503395,4.397650779993637,1.6017783250394073
2024-05-10,25.789692528271214,36.79443798929418,11.277105986886008,7.8473229472816195,5.790764580932268,1.453163345232282,0.2581225574388777,4.808617577224457,4.397867477910668,1.5829050095284256
2024-05-13,25.790396379963376,36.79544218224501,11.27741376140185,7.8475371162380485,5.790922622345315,1.4532030049326996,0.25547621547285254,4.808673002857306,4.397987504408187,1.5829482101353456
2024-05-14,25.789669580420043,36.79440524934252,11.277095952437186,7.84731596467805,5.793033695582421,1.4531620521972397,0.2554690158938308,4.809081323743355,4.397863564657022,1.582903601048331
