date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD
2024-03-01,0.0,52.879889812885175,0.0,34.82814870836881,0.0,0.0,0.0,0.0,12.291961478746021,0.0
2024-03-04,0.0,52.834553216378374,0.0,34.91558473122519,0.0,0.0,0.0,0.0,12.249862052396434,0.0
2024-03-05,0.0,47.8060169556951,0.0,31.635697479702134,0.0,0.0,0.0,9.546268100723372,11.012017463879392,0.0
2024-03-06,0.0,36.72547246504449,0.0,24.363987102607236,0.0,23.11723404377356,0.0,7.3336434844446465,8.459662904130074,0.0
2024-03-07,0.0,32.837434472346615,0.0,21.822516711204702,0.0,20.657920738194193,10.52153394981923,6.562544189390122,7.5980499390451355,0.0
2024-03-08,49.09223678611709,16.708669563773316,0.0,11.10190179031413,0.0,10.512254588445973,5.352684025411871,3.371987036954787,3.86026620898283,0.0
2024-03-11,49.08840459454894,16.71404154152115,0.0,11.101035164199361,0.0,10.511433990811124,5.35226618927459,3.374291613814157,3.858526905830681,0.0
2024-03-12,49.079633145307355,16.716343681247018,0.0,11.099051555905792,0.0,10.50940169612352,5.351309810031988,3.3736886724910216,3.870571438893305,0.0
2024-03-13,46.91885839702668,15.980391698821222,0.0,10.610405883659979,0.0,10.071258981237554,5.116204471087651,3.2392467475610935,3.705074688255351,4.358559132350468
2024-03-14,46.806897700700326,15.95141550852961,0.0,10.638952636562744,0.0,10.050654151045329,5.103995865961673,3.231517055624412,3.8684086139498057,4.3481584676261
2024-03-15,46.767529818599144,15.956640768684721,0.0,10.654468467021102,0.0,10.0414669282973,5.099703047651412,3.2287991232532627,3.906890484941478,4.344501361551579
2024-03-18,46.74362997587808,15.972937800894387,0.0,10.680614913217026,0.0,10.036335387649208,5.097096921109435,3.22714909402309,3.899954737755867,4.342281169472902
2024-03-19,46.73163209424393,15.968837960612756,0.0,10.68276250691672,0.0,10.050870929966724,5.095788628074237,3.2263207682626422,3.9026204937915345,4.341166618131458
2024-03-20,46.70007852531514,15.958055674466904,0.0,10.743949646107152,0.0,10.044084502134641,5.092347911144039,3.224142330870547,3.899105981989284,4.33823542797229
2024-03-21,46.69104497899256,15.95501763596531,0.0,10.771375466527159,0.0,10.042141599563955,5.08843198893364,3.2235186608465076,3.8910734186032983,4.337396250567574
2024-03-22,46.615855650133526,16.07563190608129,0.0,10.903263411147188,0.0,10.036211679795233,5.087553166939885,3.218327639639279,3.9097772202609655,4.15337932600263
2024-03-25,46.5872281805126,16.104751020936728,0.0,10.920937179990027,0.0,10.029560904975519,5.084428827126742,3.216351218195351,3.905913992437715,4.1508286758253226
2024-03-26,46.56621166795108,16.12710590715665,0.0,10.93403589120663,0.0,10.022503054603437,5.082135130624787,3.2149002521598207,3.904151949627007,4.14895614667059
2024-03-27,46.558114253077676,16.12430155905617,0.0,10.93700544604023,0.0,10.018714469202632,5.081251396365087,3.214341212027804,3.9180856897804937,4.148185974449907
2024-03-28,46.550359706403654,16.1459662897106,0.0,10.93518381901418,0.0,10.04383115722365,5.080405081995451,3.213805843288009,3.882953034371297,4.1474950679931615
2024-04-02,46.55081311755126,16.14636706083057,0.0,10.935290330204982,0.0,10.043928986435711,5.0804545663026195,3.2256715243099308,3.869938948821452,4.147535465543477
2024-04-03,46.551130510610044,16.00061623145582,0.0,10.93536488927311,0.0,10.04399746801809,5.226593631908267,3.227982486945572,3.8667510374921563,4.147563744296944
2024-04-05,46.56784510134973,16.03291322702797,0.0,10.959753291775352,0.0,10.018226319091546,5.228470286085336,3.2291415223028737,3.8438286662339456,4.1198215861332494
2024-04-08,46.52070314165452,16.026416579513043,0.0,10.954498777570917,0.0,10.006624493169067,5.2220579545000225,3.331631703114231,3.822416377409435,4.115650973068758
2024-04-09,46.501533727382736,16.053867413409034,0.0,10.949984844826444,0.0,10.002501143403958,5.219906142822191,3.330258864270339,3.8279927942138023,4.113955069671498
2024-04-10,46.484369356831216,16.06447645930156,0.0,10.923523869755613,0.0,9.998809079458844,5.217979402001022,3.37231176979905,3.8265798281990984,4.111950234653597
2024-04-11,46.4777919106259,16.079222029845536,0.0,10.917115737861655,0.0,9.997394267775965,5.217241068249442,3.3815595441613775,3.8182584148923295,4.111417026587788
2024-04-12,46.477859709853774,16.079245485323806,0.0,10.91713166314526,0.0,10.011996297398902,5.217102804411885,3.3815644769930953,3.818263984756166,4.096835578117109
2024-04-15,46.46669810180447,16.09147502204759,0.0,10.914509925711407,0.0,10.009591927250183,5.215849922781377,3.3807523979188585,3.825270975029321,4.095851727456798
2024-04-16,46.47620998479456,16.068123543381564,0.0,10.921557847405955,0.0,10.011640923005853,5.216917624085453,3.382805895471961,3.826054020337171,4.096690161517487
2024-04-17,46.46504916899545,16.07850808308173,0.0,10.918692083014149,0.0,10.009528392024926,5.2156648313844,3.3917158306259716,3.8251352301825436,4.09570638069083
2024-04-19,46.43421536573331,16.107527698017464,0.0,10.916838820439596,0.0,10.002886155877407,5.212203761479851,3.389465117444495,3.8436316797185963,4.093231401289281
2024-04-22,46.431711634719555,16.10665918077571,0.0,10.929074391525182,0.0,9.99117419643179,5.211922719663923,3.3892823576225037,3.847164824843591,4.09301069441774
2024-04-23,46.407365095006966,16.117634056733028,0.0,10.923343714487292,0.0,10.009239821901746,5.2091898399357,3.397215395971599,3.8451475580254773,4.090864517938189
2024-04-24,46.40352385085466,16.124322457589006,0.0,10.92129698560578,0.0,10.004937271913592,5.208213783558336,3.3965788528901593,3.8510287931628064,4.090098004425656
2024-04-25,46.40307335151877,16.124165917827455,0.0,10.921190958377009,0.0,10.004840140979935,5.208163220655867,3.3965458778832947,3.8519622362309347,4.090058296526732
2024-04-26,46.4012939646532,16.127382246978204,0.0,10.920772170948846,0.0,10.004456492228824,5.206992714005029,3.3964156328653052,3.8527853204574796,4.089901457863113
2024-04-29,46.41749367020965,16.057555734732162,0.0,10.924584851124388,0.0,10.007949266580114,5.2088105889303655,3.4208600001932745,3.871416556406719,4.091329331823325
2024-04-30,10.574056304179729,3.659290879890134,0.0,2.48886619121833,0.0,2.2787373178498047,1.1865065950345721,0.7792830545259508,0.8818881220733629,0.9320513369642116
2024-05-02,46.40199218880024,16.09131672754928,0.0,10.921858768449296,0.0,9.995384364212846,5.206245880020848,3.423600807076065,3.869978045763614,4.0896232181278105
2024-05-03,46.36683682655523,16.162212182109737,0.0,10.913584082745471,0.0,9.9895577291247,5.202301492049228,3.4210069976106148,3.857975877131308,4.086524812673711
2024-05-06,46.34195421923628,16.222764747793146,0.0,10.90772734448685,0.0,9.974501353538695,5.199509694418829,3.4191711256904456,3.850039721983376,4.0843317928523835
2024-05-07,46.31599870347857,16.306073529744378,0.0,10.901618070638984,0.0,9.946143073025578,5.224698757448358,3.4172560931561833,3.80640981194977,4.08180196055818
2024-05-08,46.22515938885958,16.47234960645866,0.0,10.880236786817061,0.0,9.95676116360018,5.214451584387149,3.3709024296080394,3.8062943401557408,4.073844700113584
2024-05-09,46.18339824730344,16.515442053382685,0.0,10.870407267251831,0.0,9.970472438481746,5.2097406985052555,3.3678570591778243,3.8125179645252256,4.070164271371998
2024-05-10,46.203286787766025,16.537054059047897,0.0,10.875088528115787,0.0,9.963794669926497,5.211984234984034,3.3885920723573824,3.720249736036121,4.099949911766253
2024-05-13,46.19482481043116,16.536393212048452,0.0,10.873096792050292,0.0,9.96196983428107,5.211029677515673,3.3879714630607944,3.740347556466005,4.094366654146555
2024-05-14,46.202549869693144,16.546166658577384,0.0,10.874915076185465,0.0,9.963587420916701,5.211901106582456,3.3885380260997815,3.717290495840627,4.09505134610444
2024-05-16,46.217180975420185,16.56412165677077,0.0,10.881936550574515,0.0,9.965582292257068,5.213551575579175,3.389611085016655,3.7190478263275017,4.048968038054126
2024-05-17,46.21836527167073,16.563095657160865,0.0,10.88221539572222,0.0,9.964677297473035,5.213685170693648,3.3896979424063542,3.7191431253981797,4.049120139474964
2024-05-20,46.15149185388762,16.774680439657924,0.0,10.865456058114544,0.0,10.01287637971862,5.198899733491382,3.38479338368108,3.569506256109604,4.042295895339226
2024-05-21,41.34369956638724,15.054871759011302,0.0,9.731350746082457,10.5095782393085,8.969793525831395,4.657308789447779,3.0321854208363552,3.0800187837723842,3.621193169322595
2024-05-22,41.313985292099495,15.098073980070877,0.0,9.72435669309997,10.503753579266071,8.958376757136858,4.65396151882943,3.0300061482934773,3.098895462234139,3.618590568969684
2024-05-23,41.29110781639993,15.149321134126387,0.0,9.718971864394451,10.497937162244938,8.959463241072843,4.651384403821015,3.0283282929247193,3.0868992979911285,3.616586787024588
2024-05-24,41.302168641678946,15.19576386950854,0.0,9.702478483894863,10.500749289477222,8.963245827596559,4.652630390013126,3.016739517874993,3.0898864752352093,3.576337504720544
2024-05-27,41.30341781683507,15.192032399218133,0.0,9.702771933257777,10.50106688236797,8.972158285793686,4.6527711078128196,3.016830758509133,3.0857024516340856,3.5732483645713278
2024-05-28,41.32248603608666,15.152793328125863,0.0,9.707251334536188,10.505914826104165,8.976300390500667,4.654919115515346,3.018223514687406,3.087213456818811,3.574897997624897
2024-05-29,41.32670198796483,15.1543393011207,0.0,9.708241722782917,10.506986698481457,8.981539322133134,4.655394036481395,3.0185314507850647,3.0730027514737945,3.5752627287767016
2024-05-30,41.33052567116461,15.165253172733312,0.0,9.709139961427404,10.50795883965379,8.981505620048862,4.655824768940298,3.0188107353018823,3.055387706816503,3.5755935239133367
2024-05-31,10.574056304179729,3.8798984119260957,0.0,2.4839991979323375,2.688370075341734,2.3026408916930516,1.191152361353019,0.772336527745035,0.7747036562977675,0.9147845721473175
2024-06-03,41.33855055892851,15.159548997268146,0.0,9.711025123960647,10.509999103815607,9.02307684476279,4.656728761101356,3.019396878762142,3.0053859570211836,3.5762877743796153
2024-06-04,41.33402835699497,15.172764795095123,0.0,9.709962793133888,10.50884936978705,9.026413657060502,4.656219341503362,3.021228516695433,2.994636620859163,3.575896548870508
2024-06-05,41.326362536268945,15.18607595159594,0.0,9.704962898797291,10.506900395576025,9.024739615800929,4.655355797731999,3.0228297405866553,2.997539701568833,3.57523336207338
2024-06-06,41.31937821564124,15.195741702913562,0.0,9.697919780016992,10.505124687367937,9.02321439869519,4.654569023974718,3.0223188702652544,2.9966440935975265,3.5850892275275803
2024-06-07,41.31766375618367,15.195111188026782,0.0,9.697517385523085,10.50468879962831,9.00987347877917,4.654375892562081,3.0221934655908695,3.0024843538492476,3.5960916798567846
2024-06-11,41.3146102276729,15.202631921389486,0.0,9.696887140124922,10.503912464186508,8.996198834579946,4.654031916930456,3.0219701142908857,3.014450087977847,3.5953072928470524
2024-06-12,41.30670172334233,15.2286294809136,0.0,9.695030947520946,10.50190178959093,8.993353301780985,4.654005240578594,3.021391644262873,3.004366798248835,3.594619073760911
2024-06-13,41.29772575955658,15.246920733005858,0.0,9.692924213188354,10.499619721882492,8.99053502470888,4.653555534700955,3.020735094578439,3.004145956865267,3.593837961513176
2024-06-14,41.29328383317475,15.24528079525626,0.0,9.691881655638568,10.498490397277227,8.992159789140803,4.661219092696381,3.0204101884810126,3.003822835072596,3.5934514132624025
2024-06-17,37.101731872378096,13.697780071690316,10.14408896162647,8.708089092140291,9.43282150574773,8.07939380161987,4.188073335952332,2.713817806555537,2.705512141601189,3.2286914106881657
2024-06-18,37.08827299437684,13.690328082867975,10.179206571266942,8.704852585189252,9.429399692601912,8.072350424000202,4.185312568918437,2.7128333527057356,2.7099235447533747,3.2275201833193288
2024-06-19,37.08189962978362,13.687975494159247,10.188900622463924,8.703356716150973,9.4277793151272,8.0709632461075,4.184593351743178,2.712367170954969,2.7093802814885053,3.2327841720208825
2024-06-20,37.083381277572535,13.692983529221053,10.189307731113413,8.703704468271638,9.428156012343795,8.07128573025657,4.184760551739646,2.7124755465468797,2.7010318114921583,3.232913341442307
2024-06-21,37.07718216148376,13.703532626988338,10.18760441552262,8.702249496461024,9.426579936171397,8.073815061705876,4.184060998042808,2.7120221102575854,2.7005802882172554,3.232372905149334
2024-06-24,37.055221473563705,13.754645728850512,10.181570332343162,8.697095183909386,9.420996605182808,8.069032968716119,4.18158279305365,2.710415788856561,2.698980743768211,3.230458381755888
2024-06-25,37.03688814791967,13.687555347075433,10.176532930404985,8.693954546854654,9.41633550232643,8.065040759166017,4.179513926211032,2.7090747920061364,2.745687575760349,3.2894164722752888
2024-06-26,37.027276507523794,13.6967465814842,10.173891964063179,8.69169833233715,9.413891818874033,8.062947757420146,4.178429278258756,2.708371745556815,2.758183196220918,3.2885628182610116
2024-06-27,37.027993621861846,13.695075129887297,10.174089003772535,8.691866666119271,9.414074139515382,8.063103914069762,4.178510202696863,2.7084241991098366,2.7582366144818207,3.2886265084853816
2024-06-28,37.018343591525486,13.692512826832544,10.171437489123,8.689601440034807,9.411620695724645,8.064874981381895,4.177421222542318,2.707718344616286,2.7617774497617225,3.3046919584572927
2024-07-02,37.00918573527289,13.699965595517059,10.16892120791292,8.686290304546771,9.409292383296986,8.062879836310314,4.175613488769471,2.707048490350354,2.7653141250911015,3.315488832932139
2024-07-03,37.00493080911147,13.762339861519113,10.090331579596004,8.69419500541218,9.408210602016833,8.061952851355898,4.17513342073446,2.714401893221713,2.7734350343229965,3.3150689427093316
2024-07-04,37.00533190516023,13.762798716781813,10.090440948591938,8.693282764121701,9.408312577510799,8.062040234776518,4.175178674960897,2.7144313145947656,2.7730779887952344,3.315104874706101
2024-07-05,36.95266227450663,13.877692907052714,10.07607923987233,8.680909628446898,9.394921741028067,8.050565545600147,4.169236149724625,2.712500647737045,2.7750453748755852,3.3103864911559624
2024-07-08,36.9531765152255,13.884573540097106,10.076219460628097,8.681030433740293,9.395052482658372,8.050677578897849,4.169294169657773,2.706817290108536,2.771991503597289,3.3111670253891843
2024-07-09,36.93458723977238,13.877588912889763,10.071150623879987,8.687906717395261,9.390326306589996,8.046241323185503,4.168742275329277,2.705455627135222,2.7705970547711414,3.347403919051474
2024-07-10,36.91752784996901,13.890488528920653,10.066498949200485,8.683893937008543,9.385989091832323,8.061834328774694,4.166816811833423,2.7042060281661207,2.7730247754661796,3.3497196988285705
2024-07-11,36.90623966694041,13.91179911333047,10.063420940210891,8.681238683803066,9.383119160692742,8.059369281228193,4.165542734354298,2.703379169641979,2.7771957866443278,3.348695463153621
2024-07-12,36.86588962119332,13.99816887582603,10.052418478324386,8.675603859550685,9.372860481108988,8.050557873668794,4.160988495249759,2.7012333929086725,2.7772446289520594,3.3450342932172985
2024-07-15,36.84236086578591,13.994669053211183,10.046002767268455,8.67006686686394,9.366878481379866,8.072744799378324,4.158332845770966,2.6995093965409422,2.8070750799077655,3.3423598438926483
2024-07-16,36.79115910890683,13.986765919286098,10.032041311509143,8.65801762122901,9.353860840179655,8.06152568347882,4.152361359840227,2.6976820787335445,2.928871285326868,3.3377147915098
2024-07-17,36.75042438576308,13.97127994245911,10.02093395758802,8.649546446219647,9.343504359414208,8.08719967974008,4.147763915930259,2.7715832808582372,2.9237447176717986,3.3340193143555603
2024-07-18,36.71023087781965,14.069477555571902,10.009974179698192,8.64008653875997,9.333285478327353,8.038531955588264,4.143227555202762,2.783912823005339,2.929379506779779,3.341893529246788
2024-07-19,36.561907092232296,14.299482451230563,9.969529943079088,8.605177187535881,9.295575330474554,8.005288185381552,4.128399625516087,2.8571901837536595,2.949059037113269,3.3283909636830487
2024-07-22,36.4198824645386,14.593906646930693,9.930803331393458,8.590380443115917,8.992778965338868,7.982192297258267,4.112362868508155,3.009913897996297,2.9761207529970224,3.3916583319227174
