date,SINOLINK SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,BOOM SECURITIES (H.K.) LTD
2024-03-01,55.509567749170074,9.468386044536853,7.307879252003392,9.234756526719774,6.829591226330497,4.35612450386898,4.284332242583001,0.0,0.0,3.009362454787423
2024-03-04,53.300596590880566,9.094831185525939,7.0113364582160065,8.85250040582907,6.564842221956227,4.189805677794702,4.110746240461161,3.979828874290607,0.0,2.8955123450457174
2024-03-05,53.305348647665,9.085761553055237,7.008264967609261,8.851440255353692,6.563588378241396,4.189410732529167,4.108169914938677,3.979921212760563,0.0,2.908094337847008
2024-03-06,53.32176056020471,9.095206169541617,6.999178709735164,8.85304289109937,6.5642457721437575,4.1903689716694625,4.085199406748295,3.9822380159083863,0.0,2.908759502949241
2024-03-07,51.15042845903831,8.726714236293034,6.690517840441797,8.48757221231702,6.295861627477533,4.012297695877752,3.910753580377052,3.825356699184467,4.106078458542763,2.7944191904502738
2024-03-08,51.150902842498034,8.721903358790433,6.689059678400737,8.48709135950026,6.2955049432901395,4.0120703841565115,3.918220745085632,3.825139978372214,4.105845833789391,2.794260876116643
2024-03-11,51.25683386774933,8.728467797131295,6.6601531117146315,8.328282039621417,6.327165983982456,4.013295053077623,3.927230126310508,3.835853300647521,4.116451318658559,2.8062674011066586
2024-03-12,51.260546860687995,8.736974062758518,6.653839293902284,8.32647009861911,6.3257894153912115,4.009719233046681,3.9196190285248247,3.8350187539977787,4.118934059135266,2.813089193936327
2024-03-13,51.25068807597194,8.738615979057961,6.640455122980089,8.334646755955195,6.324239355508656,4.0061697930277145,3.9171386938379023,3.8354300310306213,4.134001699026806,2.818614493603118
2024-03-14,51.24765765320236,8.74303811720644,6.601619563666617,8.33448348722564,6.325466445529098,4.006091315526311,3.9184129369385463,3.8380568512929334,4.166614350099474,2.8185592793125847
2024-03-15,51.26105966901571,8.744092490219584,6.578636907158443,8.340057491890088,6.32662030615162,4.006822087092175,3.9185872254453713,3.838756970834449,4.166293425094563,2.8190734270979942
2024-03-18,51.26649416576302,8.745407233737247,6.578436228968288,8.344028010389811,6.326557260302905,4.004349981272033,3.9186832970094656,3.83115194359418,4.1662519072711,2.818639971691944
2024-03-19,51.243745790223194,8.748740855185618,6.570630903370418,8.335587942629868,6.365291669670962,4.003216757090653,3.915142827499148,3.830000192803558,4.1650728651221565,2.8225701964044174
2024-03-20,51.25150801788336,8.760989812094595,6.55455448847349,8.323382425439688,6.35958452545331,4.018602363703911,3.9133218261919747,3.829262899754389,4.165758682546388,2.823034958458887
2024-03-21,51.24576146608452,8.757440783781124,6.552468663980466,8.322449170007813,6.358871459959083,4.018151779759455,3.928013105289237,3.828833545410373,4.165291598767264,2.822718426960671
2024-03-22,51.246531636943516,8.757572399069845,6.551891681624002,8.322574247821917,6.357599222364907,4.0182121684300345,3.9286125066221853,3.828891088823452,4.165354198797331,2.8227608495028167
2024-03-25,51.240388221501675,8.765977839552042,6.548235885822066,8.328330322850686,6.356837075698818,4.017730466627091,3.9281415459938804,3.8270813263259527,4.164854857661683,2.822422457966111
2024-03-26,51.23687520311282,8.758913691315918,6.552229672820251,8.323046485595206,6.364714939121685,4.011820293304292,3.9288354231341924,3.835052725127959,4.165590548457092,2.822921018010589
2024-03-27,51.24127109875094,8.759057167164672,6.547792714433896,8.32376056590547,6.365261003309398,4.012164489613267,3.92890227752165,3.832679533673623,4.16594793756893,2.8231632120581507
2024-03-28,51.23089695722578,8.75795925556669,6.53795679390867,8.321923395134649,6.36329689451234,4.011352199805754,3.942290637465899,3.8319035818080582,4.165104513263403,2.8373157713087602
2024-04-02,51.226636848438645,8.751169604319067,6.528879724929121,8.32864383022969,6.376779426587623,4.0113359438178415,3.942274661349677,3.8318880530349153,4.165087634194887,2.8373042730985345
2024-04-03,51.21951285724078,8.749606508790237,6.560803036026219,8.326210790945405,6.360446289390892,4.010079220326275,3.9314410796576285,3.84075904685652,4.164343684511294,2.8367974862547487
2024-04-05,51.220818598762165,8.737133687162618,6.560024853338358,8.326423051440262,6.35959546774469,4.023788997170318,3.930190678993521,3.84070501419116,4.164449846326486,2.836869804870427
2024-04-08,51.21749816815453,8.74764170318832,6.559599594470855,8.321291456803884,6.359183201872708,4.023528151824415,3.9299359012335917,3.840456037411154,4.164179882528328,2.836685902512213
2024-04-09,51.21716960728413,8.757579500546038,6.562900073495645,8.320157652528232,6.359142407635532,4.019180648481526,3.929910690647239,3.838405607544937,4.164153169264001,2.8314006425727194
2024-04-10,51.214333783409515,8.757094605476242,6.560375968254141,8.317941386589725,6.356764629582888,4.019363248231223,3.940766820429954,3.8381930803329536,4.163922605859864,2.831243871833486
2024-04-11,51.217619217958884,8.770486515911776,6.541619142658141,8.315098636423999,6.353964886176314,4.019621093133357,3.9407832786917387,3.8451920066373027,4.164189724343687,2.8314254980647973
2024-04-12,51.23650999705448,8.77763937870971,6.521199355172398,8.29789994157419,6.356308441946353,4.0211036644687255,3.9471005118276907,3.8466102426640183,4.1597810465378995,2.8358474200445385
2024-04-15,51.2410068788319,8.777870176497487,6.519923302870693,8.29747955842976,6.354635452128162,4.020494658648749,3.94690054622962,3.8464153680426563,4.159570306248331,2.835703752072647
2024-04-16,51.234500547234965,8.76797541304015,6.521256713178215,8.308313015145972,6.3536934918169266,4.019984155966889,3.94558890885209,3.852680963385801,4.159042144423229,2.836964646955771
2024-04-17,51.238949218515714,8.77852143506216,6.521159780652261,8.296885784971382,6.350751825148262,4.021119825510035,3.9478017511527983,3.8518499718511956,4.159238784748277,2.833721622387915
2024-04-18,51.239996143802514,8.773837594538547,6.521293022398583,8.298406199060627,6.3475043592690445,4.021201985899558,3.9466497260697024,3.8519286736824774,4.1654027736782755,2.8337795216006714
2024-04-19,51.24518814096851,8.77472662153609,6.521278292117438,8.299247052001892,6.338014829047555,4.021609442396161,3.9470496284064516,3.8529944918188437,4.165824841613946,2.8340666600931086
2024-04-22,51.25247628592198,8.78312267938293,6.522218257045796,8.287811034961939,6.344601542566874,4.022616213892627,3.9315510763953982,3.8539590521735887,4.166867716057594,2.8347761416012798
2024-04-23,51.24845947294495,8.791758009895473,6.4913037518501415,8.298512073829404,6.3593735292807,4.011355747127101,3.930972696836737,3.8604133032072006,4.1732974434842935,2.834553971543994
2024-04-24,51.24520493112355,8.79511809159513,6.492377811612428,8.304470709225429,6.356807798300097,4.008939127400728,3.9334254071735604,3.8562497432938865,4.173032417545901,2.834373962729284
2024-04-25,51.25787919972255,8.826621073494223,6.488982965910914,8.257600034957562,6.362434525423562,4.0357444425854005,3.8942584612374036,3.8634204301505224,4.178794794306271,2.8342640722115853
2024-04-26,51.26395883951955,8.833344995526412,6.484886611475783,8.272231308315966,6.362276790652702,4.047982630912469,3.865659488962591,3.8594181611304825,4.179290436489124,2.8309507370149185
2024-04-29,51.16768414712926,8.831603893339029,6.468061635086661,8.399696366766925,6.358493030014258,4.042231833513797,3.855255325690051,3.8568527227495766,4.176804937167018,2.8433161085434286
