date,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,EVERBRIGHT SECURITIES INVESTMENT,CITIBANK N.A.
2024-05-27,62.56972631678891,0.0,21.729106599133463,6.973515489153629,5.250944035619068,0.0,2.3044721304322136,1.1722354288727177
2024-05-30,62.56656648972837,0.0,21.728009259843763,6.97316332039332,5.2506788582556085,0.0,2.3043557525314835,1.177226319247456
2024-05-31,62.547614227446694,0.0,21.72092269494129,6.971051054568365,5.252117492097742,0.0,2.3036577318942246,1.2046367990516786
2024-06-03,62.54319368490027,0.0,21.71938757223347,6.970558376659533,5.258813783410899,0.0,2.3034949212556093,1.2045516615402168
2024-06-04,62.5438251527223,0.0,21.718597211445605,6.97062875495423,5.258866879063529,0.0,2.3035181785092806,1.2045638233050615
2024-06-05,62.54414089141505,0.0,21.718706852988557,6.970663944634513,5.258893427291906,0.0,2.3035298073122306,1.2040650763577474
2024-06-06,60.625485977187886,0.0,21.049510095847303,6.756826190335214,5.097567337048088,3.0706173482295385,2.2328648541787066,1.1671281971732703
2024-06-07,60.62518931303163,0.0,21.049407092381824,6.756793126548452,5.097542392662264,3.0710916615163733,2.2328539278998107,1.1671224859596403
2024-06-11,60.63705814436663,0.0,21.05352801745129,6.7385385378526435,5.0985403585501565,3.0716929011884946,2.23329106247978,1.1673509781110067
2024-06-13,60.62400268543995,0.0,21.048995088600435,6.736598367694863,5.097442617560174,3.0710315504941494,2.2328102238535377,1.1891194663568885
2024-06-14,60.617773652610815,0.0,21.04683233332828,6.73590619148527,5.096918862347669,3.0707160062295022,2.232580805676421,1.1992721483220417
2024-06-17,60.63260678806043,0.0,21.051982481477477,6.713084519677016,5.098166075554379,3.0714674087258844,2.2331271169560565,1.1995656095487595
2024-06-18,60.63438725215501,0.0,21.052600668636394,6.708387515459341,5.098315782158244,3.071557601738004,2.23319269227701,1.2015584875759997
2024-06-21,60.62845277844522,0.0,21.05054018594905,6.717518252104393,5.097816794333932,3.071256978961694,2.2329741228493005,1.201440887356414
2024-06-25,60.62251946627208,0.0,21.04848010655377,6.726647201617879,5.097317904175004,3.0709564150253734,2.2327555962015264,1.201323310154365
2024-07-03,60.61510445894712,0.0,21.045905574258786,6.728270723851749,5.10647958107806,3.070580792822395,2.2324824980319615,1.2011763710099206
2024-07-04,60.621036319678936,0.0,21.047965149705465,6.7191430499292215,5.106979306781334,3.0708812832330175,2.232700971222476,1.2012939194495509
2024-07-05,60.628156085252904,0.0,21.05043717240208,6.7081874827805406,5.10757910674621,3.0712419493675718,2.232963195500993,1.2014350079497014
2024-07-09,60.620146466556704,0.0,21.04765618769092,6.7073012604813815,5.102500656882984,3.070836205922173,2.2502829367488966,1.201276285716942
2024-07-11,60.608284254085945,0.0,21.043537560728385,6.725556871510458,5.101502194318107,3.070235301542015,2.2498425990745266,1.2010412187405677
2024-07-12,60.600457917517126,0.0,21.040140906727554,6.724471294069426,5.100678756823886,3.0697397324396065,2.2494794502055053,1.215031942216894
2024-07-18,60.600457917517126,0.0,21.040140906727554,6.7239821704664235,5.100678756823886,3.0697397324396065,2.2494794502055053,1.2155210658198958
2024-07-22,60.59749395105971,0.0,21.03911183410913,6.723653300713646,5.10042928278912,3.06958959156753,2.2493694282375833,1.2203526115232863
2024-07-23,60.59067792838724,0.0,21.036745349062965,6.7228970223537425,5.110614567760317,3.0692443232917794,2.2491164185498556,1.2207043905941062
2024-07-24,60.60952934425773,0.0,21.04261109178846,6.724771589148595,5.082199534006153,3.07010013046458,2.2497435468461764,1.2210447634883108
2024-07-26,60.60972203402433,0.0,21.042508155830788,6.724738693002739,5.082174672971853,3.070085112190674,2.249732541581407,1.221038790398206
2024-07-31,49.01975135831883,19.281342220382953,17.021071201504366,5.272646922561683,4.1103461700215975,2.4877619756185085,1.8195320174728882,0.9875481341191727
2024-08-01,49.00986241353627,19.277452520348422,17.017637474718985,5.27158325102459,4.109516973928467,2.4872601097353213,1.8191649562138585,1.0075223004940899
2024-08-05,49.00966855254138,19.277376267407885,17.017570160591404,5.271562399009847,4.109500718525782,2.487250271251888,1.8191577604146685,1.0079138702571464
2024-08-06,48.992349344729504,19.27196385009034,17.012792218294585,5.270082327488539,4.108346913539726,2.4865519378140566,1.8186470041359488,1.0392664039073032
2024-08-07,48.98905603183585,19.270668370124948,17.011648602021452,5.269728067480357,4.108070746504609,2.486384789398701,1.8252468492150766,1.0391965434190085
2024-08-12,48.98866861236864,19.27051597216758,17.011514069038547,5.269686392963523,4.1080382587061335,2.486365126356617,1.8252324146409264,1.0399791537580372
2024-08-13,48.99835593770677,19.2743266443688,17.014878032092636,5.270728453667857,4.089075983204225,2.4868567957277317,1.8255933474998745,1.04018480573211
2024-08-16,48.99118694844284,19.27150660197883,17.01001596369594,5.2699572891058155,4.088477707175122,2.4864929416896056,1.825326243454074,1.0570363044577742
2024-08-20,48.998162153653766,19.27425041615533,17.012437794220535,5.27070760841494,4.074822137842035,2.486846960434692,1.8255861274437881,1.0571868018349198
2024-08-22,48.99641816615011,19.273564389365944,17.011832271939376,5.270520008558119,4.074677103037144,2.4899222611151735,1.8255211495088377,1.0575446503252994
2024-08-29,48.99622439742419,19.27348816718164,17.01176499434668,5.270894640242062,4.07466098869613,2.489912414087937,1.8255139300238117,1.0575404679975464
2024-08-30,48.99603063023088,19.273411945600216,17.01169771728612,5.271269268962866,4.074644874482572,2.4899025671385857,1.825506710595888,1.0575362857028734
2024-09-04,48.99641816615011,19.273564389365944,17.011832271939376,5.271310962262412,4.074677103037144,2.4899222611151735,1.8346171171082102,1.0476577290216338
2024-09-13,48.96524112887385,19.261300377874818,17.001007429048183,5.331588018826948,4.072084334735197,2.4883378922560757,1.8334497271562795,1.0469910912286484
2024-09-16,48.98847490493289,19.270439774092797,17.00907432691855,5.286668303675401,4.074016519553358,2.4895185968541753,1.8343196904076426,1.0474878835651835
2024-09-19,49.038890469968564,19.290271583749703,17.026578894974396,5.189195864634423,4.078209216819328,2.4920806379663105,1.8362074459221271,1.048565885965145
2024-09-26,49.02375490813289,19.284317756173575,17.02132374268108,5.2105447053102205,4.076950501803787,2.490520077097701,1.8356407114166247,1.056947597384123
2024-09-27,49.02162115749935,19.283478409507723,17.02058289244658,5.214670400305782,4.07677305322335,2.4904116776329457,1.835560815465401,1.056901593918869
2024-09-30,49.033067994140985,19.287981215045853,17.020599571853122,5.282377865542567,3.9688875186359454,2.490993203395888,1.8359894297034516,1.080103201682192
2024-10-02,49.03248582260176,19.287752208088467,17.020397485606907,5.28231514766301,3.9688403958787886,2.490963627735894,1.8359676309289505,1.0812776814962244
2024-10-03,48.99603063023088,19.273411945600216,17.003788242803466,5.317144220962243,3.965889600346119,2.4891116196903202,1.8346026062509366,1.1200211341158177
2024-10-04,49.00998578658195,19.278901440844212,17.008631298872224,5.318263075217187,3.9397237145717803,2.4898205738929615,1.835125141768263,1.119548968251425
2024-10-07,48.99004058185114,19.270744570007547,17.001434975521587,5.354368569251507,3.9412201760168104,2.4887671349877403,1.8343487034013548,1.1190752889623137
2024-10-08,49.01213415654498,19.27943530856393,17.009102298697336,5.356783287437452,3.950909537574427,2.4898895215369117,1.782165919053668,1.1195799705912954
2024-10-09,49.001456691029226,19.275546377791215,17.020700991522872,5.320897207764959,3.9908508887080933,2.489387276122251,1.781806431352199,1.1193541357091807
2024-10-10,48.985214211468765,19.26853501804683,17.014509817720885,5.318961764600061,3.9893992415942576,2.4884817770306094,1.8159511919131854,1.1189469776254097
2024-10-14,48.980195315140655,19.26624980777236,17.012491930392446,5.288286112210339,4.029644763323796,2.4881866479967014,1.815735823681101,1.1192095994825964
2024-10-15,49.014701641300206,19.279511577794718,17.024202344081623,5.319618183781791,3.904244499098628,2.489899371512054,1.8169856710128478,1.150836711418131
2024-10-16,49.014499943231336,19.27958784762895,17.024269691902415,5.319639228215173,3.9042599443073684,2.48990922156513,1.816992859016308,1.1508412641333203
2024-10-17,49.017796491816654,19.280884527144565,17.025414686388412,5.319997009059464,3.897796871618625,2.4900766843920774,1.8171150637770594,1.1509186658031447
2024-10-21,49.01898337298176,19.280884527144565,17.025414686388412,5.319997009059464,3.897796871618625,2.4900766843920774,1.8171150637770594,1.1497317846380388
2024-10-22,49.019185066878514,19.28080824705071,17.02534732950816,5.319975961795238,3.897781450940659,2.4900668330139974,1.8171078748066876,1.149727236006034
2024-10-23,49.017835348907504,19.280121753365563,17.024741141568352,5.319786543911086,3.9008075615581235,2.4899781741188645,1.817043176632975,1.149686299937533
2024-10-25,49.02549846466515,19.27722376333653,17.02218215720579,5.318986928195061,3.900221232199668,2.4896039061545117,1.8167700573510759,1.1495134908922189
2024-10-28,49.024893565598916,19.277452520348422,17.02238415431772,5.319050047011905,3.9002675149510515,2.4896334495346872,1.8167916164144926,1.149527131822808
2024-10-29,49.026072530629186,19.277605028039254,17.0225188217224,5.319092127055378,3.8987161316786803,2.48965314551101,1.8168059894077007,1.1495362259563944
2024-10-30,49.02801188150301,19.278367602690388,17.02319219070849,5.319302537260237,3.8988703553018778,2.4897516300673708,1.8168778577851021,1.1456259446835257
2024-10-31,49.048771586160974,19.27051597216758,17.01625904065373,5.317136109115368,3.897282436131694,2.488737612164209,1.8161378857118229,1.1451593578946244
2024-11-01,49.0493759843228,19.270287379750993,17.016057188882822,5.317073035713792,3.8972362054437624,2.488708090041095,1.8161163421605893,1.145145773684146
2024-11-04,49.0524943028657,19.27120178195842,17.016864624700908,5.317325338298859,3.8974211347766206,2.4888261827361506,1.816202519432339,1.1396641152309916
2024-11-05,49.05229284117596,19.271277986059513,17.016931914477993,5.317346364595101,3.897436546346564,2.4888360242999603,1.8162097012408194,1.1396686218040857
2024-11-06,49.046474507876624,19.268992125156124,17.01491345263094,5.316715648034768,3.9088357432588183,2.488540811239,1.8159942716906143,1.1395334401131112
2024-11-07,49.04259638577319,19.267468519126922,17.013568077400386,5.3162952534461825,3.916433705636095,2.488344041436028,1.815850680380629,1.1394433368005683
2024-11-08,49.04239492397948,19.267544693705936,17.01363534110888,5.31631627159667,3.916449189387293,2.488353879187138,1.81585785940682,1.1394478416277805
2024-11-11,49.04490052834617,19.27002589343009,17.014778905533063,5.31667360558403,3.917503191704297,2.480613534724043,1.8159799115376998,1.1395244291406061
2024-11-12,49.044699061324856,19.270102083541733,17.014846178816015,5.316694626726285,3.917518680786002,2.4806233426103006,1.8159870915857683,1.139528934609045
2024-11-13,49.05135413252855,19.26743578806216,17.012491930392446,5.316354312402231,3.916976635792964,2.48028011273138,1.815735823681101,1.1393712644091665
2024-11-14,49.0517419618562,19.26758812792717,17.01262644132336,5.31639634667743,3.9162169459738223,2.480299723308611,1.815750179973932,1.139380272959475
2024-11-15,49.056567973236916,19.26591252189443,17.01114693806075,5.315934006205349,3.9158763721201235,2.4796887285043243,1.8155922732377432,1.1392811867403656
2024-11-18,48.8461128212879,19.18310620847311,16.938031773471046,5.293085729647223,4.328459427876,2.469030843402516,1.8077887236964378,1.134384472145766
2024-11-20,48.846314160404894,19.183030704735696,16.937965106233246,5.293064896329058,4.328442391278251,2.4690211254217864,1.807781608331303,1.1343800072657628
2024-11-22,48.867856398915876,19.19149081948351,16.945435100448382,5.251297171993764,4.330351324223892,2.470110014990768,1.8085788775470426,1.1348802923967627
2024-11-26,48.875908822293866,19.188468493438684,16.94276648911815,5.250470184014492,4.329669369199472,2.4697210156210936,1.8082940578268265,1.1347015684874149
2024-11-27,48.87550626136098,19.188619587132465,16.942899899722157,5.250511527227186,4.32970346184934,2.4697404626796744,1.8083082966822484,1.1347105033459413
2024-11-29,48.875908822293866,19.188468493438684,16.94276648911815,5.250470184014492,4.329669369199472,2.4697210156210936,1.8082940578268265,1.1347015684874149
2024-12-03,48.875707542619885,19.18854403998814,16.94283319415753,5.250490855539454,4.329686415457294,2.4697307391121015,1.8083011772265078,1.1347060358990895
2024-12-06,48.89900238031183,19.197689565269112,16.95090838261297,5.208089200049001,4.3313561081212235,2.470907846914792,1.8091630385588457,1.1328834781622243
2024-12-10,48.89900238031183,19.197689565269112,16.95090838261297,5.208089200049001,4.3230842980167745,2.470907846914792,1.8091630385588457,1.1411552882666736
2024-12-13,48.89468797041208,19.20079044002501,16.95364634978941,5.208930427961973,4.32378257699049,2.4673673627534294,1.809455260598196,1.1413396114694172
2024-12-16,48.90721181487207,19.20570851442044,16.957988842578054,5.21026463904278,4.302822692984112,2.464452809905729,1.809918732954431,1.1416319532423869
2024-12-19,48.90992728119632,19.206465364876735,16.958657115846062,5.210469962952936,4.302992256804999,2.4598210186622467,1.8099900574680712,1.1416769421926298
2024-12-20,48.90952461081754,19.206616742126208,16.958790776820123,5.210511029676899,4.303026171172894,2.4598404059327788,1.8100043230453784,1.141685940408179
2025-01-02,48.986549825088915,19.2368643019167,16.98549834561704,5.2187168082388,4.310197495789543,2.3058344875004586,1.8128548101830892,1.1434839256654534
2025-01-03,48.98037981754892,19.241572978258972,16.989655947030997,5.219994212288976,4.311252518305709,2.306398894886719,1.8069818113482565,1.143763820331447
2025-01-06,48.976706013043874,19.240129751853726,16.9883816270933,5.2196026833068645,4.3184297136008505,2.306225901972372,1.8068462775295355,1.1436780315994794
2025-01-08,48.98614965886472,19.24446008071633,16.99220516052252,5.2207774464941386,4.3194016519958165,2.3055603925336015,1.7875101724609714,1.143935436411902
2025-01-13,49.00359553242358,19.250693096838436,16.96611004312032,5.222468384554102,4.3184307473912344,2.3063071318568595,1.7880891224380893,1.1443059413773775
2025-01-14,49.00278981069339,19.250997249688254,16.966378100519293,5.222550897356848,4.318498976779753,2.3063435705389987,1.788117373493757,1.1443240209297025
2025-01-15,49.00258837628269,19.251073289402427,16.96644511619254,5.222571525964933,4.318516034463758,2.3063526803894456,1.7881244363971605,1.1443285409070496
2025-01-17,49.00723415669121,19.252898422769757,16.968053651189056,5.2230666614522905,4.309444775609993,2.306571338392068,1.7882939628191288,1.1444370310764962
2025-01-22,49.01129993722477,19.254495698375468,16.969461369527266,5.2234999820247126,4.30150601302991,2.30676269815779,1.7884423248090964,1.1445319768509905
2025-01-23,49.028926117921564,19.261420289660336,16.97556418240531,5.190205438551216,4.302262578630644,2.3075922908475257,1.7890855113318629,1.144943590651544
2025-01-24,49.03608119266399,19.264541788260797,16.97831523601613,5.191046561312098,4.287544373704758,2.307966258394985,1.7893754498636922,1.1451291397835437
2025-02-05,49.03627501706574,19.26461793501225,16.97798707707705,5.191067079907175,4.287561321036253,2.30797538106891,1.7893825227091893,1.1451336661234353
2025-02-06,49.04189659132372,19.266826452690964,16.9799334527973,5.1801980761636175,4.288052851935439,2.308239969987741,1.7895876595537774,1.145264945547437
2025-02-07,49.03608119266399,19.264541788260797,16.97791996863158,5.17958380716011,4.299402395241296,2.307966258394985,1.7893754498636922,1.1451291397835437
2025-02-12,49.050234401904476,19.270102083541733,16.95395743244018,5.181078782525563,4.300643325189793,2.3086324031720666,1.7898919145675534,1.1454596566586392
2025-02-13,49.050838732532746,19.269873515014236,16.953756336407125,5.1810173281781475,4.300592313954468,2.3086050197826773,1.789870684116489,1.145446070014111
2025-02-14,49.03860102940822,19.26553174298552,16.949936417974047,5.179849972507741,4.268790890041636,2.308084858781494,1.7499386315851473,1.2392664567161948
2025-02-17,49.046544472258425,19.264770230321083,16.949266434325743,5.1796452275047695,4.262693075584321,2.3079936266331162,1.7498694613983223,1.239217471974222
2025-02-18,49.03562053942622,19.26979732671001,16.95368930545622,5.180996843719642,4.261433163994128,2.3085958921305703,1.7503260857102303,1.2395408428529802
2025-02-19,49.04841960892721,19.274827047401647,16.958114485464783,5.182349165520768,4.2625454651874195,2.3091984720295913,1.7507829483944168,1.2137628070741597
2025-02-20,49.03066141544828,19.274064799739627,16.957443855160967,5.182144222901803,4.262376897380968,2.309107151825674,1.7704868502694882,1.2137148072731931
2025-02-24,49.018766319118804,19.278562932613635,16.96140134085257,5.183353618715767,4.263371640204692,2.3096460454579795,1.7709000420475038,1.2139980609890537
2025-02-25,49.019572941771656,19.278257908108472,16.961132978367832,5.183271607941513,4.263304185341514,2.3096095023481755,1.7708720229513242,1.2139788531695128
2025-02-28,49.051362544445425,19.240717966539915,16.972680238741646,5.186800416242317,4.250373949152415,2.3111819009797685,1.7720776452622748,1.2148053386362405
2025-03-10,49.08210556152227,19.243460054084377,16.975099097287348,4.858963766793491,4.250979690449884,2.3115112786627994,1.772330192596909,1.505550358602927
2025-03-11,49.08502028779411,19.24460282124848,16.976107158509254,4.853313844593399,4.251232133617166,2.311648547074056,1.772435441899392,1.5056397652641451
2025-03-12,49.08425024436225,19.244145698096133,16.97570391965361,4.853198562290896,4.253110595840082,2.3115936377532056,1.7723933406783867,1.505604001325435
2025-03-13,49.08425024436225,19.244145698096133,16.97570391965361,4.878931322430296,4.227377835700681,2.3115936377532056,1.7723933406783867,1.505604001325435
2025-03-14,49.084451813222074,19.24406951301538,16.975636715040103,4.878912007373001,4.227361100059264,2.311584486453339,1.7723863240026714,1.5055980408341658
2025-03-17,49.121581458305855,19.25024245959568,16.925244033751486,4.880477022671408,4.230697186676662,2.3123259765805217,1.7729548547955123,1.5064770076228742
2025-03-19,49.12056704446133,19.250776110028422,16.92571323115624,4.880612318041355,4.230418443993944,2.3123900783060267,1.7730040042089539,1.5065187698037261
2025-03-20,49.121734250601875,19.251233548234815,16.926115421065784,4.880728291471835,4.227350692050361,2.313237094327084,1.7730461344465598,1.5065545678016883
2025-03-21,49.11807321281278,19.249022798271746,16.922983713370527,4.880167804276918,4.226469247696235,2.3129714495927844,1.7835342251268451,1.5067775488521666
2025-03-25,49.12117921863861,19.241708074669386,16.9165528960928,4.879500831854547,4.23990503043404,2.3120925090340236,1.7828564733246435,1.5062049659519539
2025-03-26,49.11788791815374,19.240108719873753,16.91514680626465,4.87909525179765,4.239156807479776,2.311900329824781,1.7906243951596144,1.5060797714460321
2025-03-27,49.11002528420483,19.243231516937488,16.917892246612638,4.879887161269048,4.2394489808925515,2.3122755665589767,1.7909150253574406,1.50632421816702
2025-03-28,49.11041411081196,19.24338387443227,16.918026193329304,4.87992579757512,4.238690800664909,2.312293873905758,1.7909292048535606,1.5063361444271184
2025-04-01,49.118587871778615,19.24643153104749,16.920705573150496,4.880698652195483,4.238966164527888,2.3126600817290353,1.7912128419349693,1.4907372836360195
2025-04-02,49.12928649133722,19.250623635457107,16.912510450027384,4.889682164718965,4.239097418610573,2.31316380692666,1.7916029896483843,1.474033043273707
2025-04-07,49.13551328762398,19.253063518474583,16.91465399341649,4.890301898016986,4.2269603884358045,2.313456984394364,1.791830062900206,1.4742198667375899
2025-04-09,49.13531867634822,19.25298726276862,16.914586999460948,4.890282528973548,4.226943646692435,2.3134478214735963,1.7918229659898217,1.4746100982928172
2025-04-10,49.134936310891405,19.252682245985195,16.914319028945563,4.890205054334071,4.228064873736704,2.313411170516345,1.7917945789104512,1.4745867366802607
2025-04-11,49.133768703193745,19.252224738930565,16.913917089092134,4.890088846977488,4.23034072992111,2.3133561962578364,1.7917519999778209,1.474551695649298
2025-04-14,49.13396330062304,19.25230098859635,16.913984077741116,4.890108214486713,4.229961428068437,2.3133653584528133,1.7917590963260621,1.4745575357054734
2025-04-16,49.13376184163781,19.252377238866117,16.914051066920724,4.8901275821493515,4.229978181167207,2.313374520720366,1.7917661927305146,1.4745633758079086
2025-04-23,49.13416475801249,19.252224738930565,16.913917089092134,4.890088846977488,4.22994467510237,2.3133561962578364,1.7917519999778209,1.474551695649298
2025-04-24,49.13319178614414,19.25184349966118,16.913582153806427,4.889992011732495,4.2298609122625255,2.3133103863715485,1.7936967539593804,1.4745224960623031
2025-04-25,49.13592304916801,19.252758499275004,16.904880441597523,4.889828356964599,4.234814738242094,2.3134203331467864,1.7937820045919868,1.4745925770140045
2025-04-29,49.13378242597952,19.251919746307145,16.904143974735273,4.88961532993022,4.234630247098647,2.3133195482036624,1.7980603918583509,1.4745283358871863
2025-04-30,49.14487676741908,19.256266803677587,16.907960907520405,4.8681395340545945,4.235586420865696,2.3138418926204647,1.798466391456413,1.4748612823857647
2025-05-02,49.153048040498696,19.259623769727643,16.91090849083553,4.851951299816596,4.236324815278377,2.3142452672079648,1.7987799200691938,1.4751183965659944
