date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,58.57621872581893,0.0,0.0,30.46169718854785,0.0,0.0,0.0,10.96208408563322,0.0
2024-03-06,58.640226628895185,0.0,0.0,30.414627865052797,0.0,0.0,0.0,10.945145506052022,0.0
2024-03-07,58.72526342842457,0.0,0.0,30.352094577229504,0.0,0.0,0.0,10.922641994345925,0.0
2024-03-11,58.89429229587919,0.0,0.0,30.22779626311748,0.0,0.0,0.0,10.877911441003327,0.0
2024-03-12,59.20751841503683,0.0,0.0,29.99745999491999,0.0,0.0,0.0,10.79502159004318,0.0
2024-03-13,50.793982448809025,0.0,0.0,24.67613873798579,15.649811951525283,0.0,0.0,8.8800668616799,0.0
2024-03-15,15.470208183776023,0.0,0.0,42.39052404881551,26.884422110552762,0.0,0.0,15.254845656855705,0.0
2024-03-25,15.439856373429084,0.0,0.0,42.40574506283662,26.89407540394973,0.0,0.0,15.260323159784562,0.0
2024-03-26,16.0427807486631,0.0,0.0,42.10338680926916,26.702317290552585,0.0,0.0,15.151515151515152,0.0
2024-04-03,14.889402443050512,0.0,0.0,38.98976559920766,24.727632882139318,0.0,0.0,14.031033344338065,7.362165731264443
2024-04-05,14.91749174917492,0.0,0.0,38.976897689768975,24.71947194719472,0.0,0.0,14.026402640264028,7.359735973597361
2024-04-10,9.9912739965096,33.7696335078534,0.0,25.763525305410123,16.339441535776615,0.0,0.0,9.271378708551484,4.864746945898778
2024-04-16,21.868026777175643,24.673254701944533,0.0,18.82371692700032,11.938157475294869,12.368504941026458,0.0,6.77398788651578,3.5543512910423973
2024-04-17,22.28243544788014,24.673254701944533,0.0,18.82371692700032,11.938157475294869,11.954096270321964,0.0,6.77398788651578,3.5543512910423973
2024-04-22,22.378068218042717,24.577621931781955,0.0,18.82371692700032,11.938157475294869,11.954096270321964,0.0,6.77398788651578,3.5543512910423973
2024-04-30,22.68614065724718,24.480076202571837,0.0,18.74900777901254,11.890776313700588,11.906651849499921,0.0,6.747102714716621,3.54024448325131
2024-05-20,23.076923076923077,24.356341810140577,0.0,18.65424103617122,11.830674459011215,11.846469752013899,0.0,6.71299952614121,3.5223503395987996
2024-06-13,23.67967403228334,24.165491302303714,0.0,18.508070835292273,11.737972104685786,11.753643629525152,0.0,6.660398056730919,3.494750039178812
2024-06-18,23.683385579937305,24.169278996865202,0.0,18.510971786833856,11.739811912225704,11.755485893416928,0.0,6.645768025078371,3.4952978056426334
2024-06-19,24.86111111111111,23.796296296296298,0.0,18.225308641975307,11.558641975308642,11.574074074074074,0.0,6.5432098765432105,3.441358024691358
2024-06-24,24.845679012345677,23.796296296296298,0.0,18.225308641975307,11.558641975308642,11.574074074074074,0.0,6.558641975308642,3.441358024691358
2024-06-25,24.857275111865455,23.792624594969915,0.0,18.22249652831353,11.556858509489276,11.572288227125444,0.0,6.5576299953710855,3.4408270328652986
2024-06-26,24.87270482950162,23.792624594969915,0.0,18.22249652831353,11.556858509489276,11.572288227125444,0.0,6.5576299953710855,3.425397315229131
2024-07-02,24.88813454713779,23.792624594969915,0.0,18.22249652831353,11.556858509489276,11.572288227125444,0.0,6.5576299953710855,3.409967597592964
2024-07-04,22.2598563880233,20.891478119496004,0.0,16.000541931987534,10.147676466603443,10.16122476629183,11.787020728898522,5.75802736756537,2.9941742311339925
2024-07-15,22.36503856041131,20.86321201461237,0.0,15.978893248545528,10.133946691922608,10.14747666080368,11.77107292653227,5.750236774455419,2.9901231227168177
2024-08-23,22.41752298539751,20.849107625743645,0.0,15.968090859924283,10.127095727420226,10.140616549486209,11.763115197404002,5.746349378042185,2.988101676581936
2024-08-29,16.60356949702542,20.849107625743645,0.0,15.968090859924283,10.127095727420226,15.954570037858302,11.763115197404002,5.746349378042185,2.988101676581936
2024-08-30,21.74148188209843,20.849107625743645,0.0,15.968090859924283,10.127095727420226,10.816657652785288,11.763115197404002,5.746349378042185,2.988101676581936
2024-09-02,21.639079531691564,20.750908356883325,0.0,15.892881173462522,10.079397120172251,11.236711075225408,11.707710940654017,5.719284080204549,2.974027721706365
2024-09-03,21.410134492596114,20.948240728161934,0.0,16.044015758728435,10.175247928270617,10.868088574921886,11.778290993071593,5.773672055427252,3.0023094688221708
2024-09-05,21.410134492596114,21.08409183534846,0.0,16.044015758728435,10.175247928270617,10.732237467735361,11.778290993071593,5.773672055427252,3.0023094688221708
2024-09-23,21.4634808579962,21.069780070594625,0.0,16.033125169698614,10.168341026337226,10.724952484387726,11.770295954385013,5.769752918816183,3.000271517784415
2024-10-02,25.47502714440825,21.064060803474487,0.0,16.02877307274701,10.16558089033659,10.722041259500543,7.776872964169382,5.768186753528773,2.9994571118349618
2024-10-03,27.774841437632137,20.52061310782241,0.0,15.605179704016914,9.896934460887948,10.438689217758986,7.571353065539112,5.2589852008456655,2.9334038054968286
2024-10-04,29.804129168872418,19.45473795659079,0.0,15.629962943356274,9.25092641609317,10.455267337215458,7.58337744838539,4.88353626257279,2.9380624669137108
2024-10-07,29.984156324267232,19.408502772643253,0.0,15.59281753366781,9.228941114338527,10.430419857406918,7.565355162397676,4.871930287826776,2.9178769474518087
2024-10-08,30.28345418589321,19.26170072511536,0.0,15.570204350692155,9.21555702043507,10.41529334212261,7.554383651944628,4.785761371127225,2.913645352669743
2024-10-09,11.089840010939422,19.97812115410912,16.409134418159443,16.14932312320525,9.216463831532886,10.802680158621634,7.835361684671134,4.936414604129632,3.582661014631478
2024-10-10,11.698783654503211,19.96719967199672,16.400164001640015,16.140494738280715,9.211425447587809,10.79677463441301,7.8310783107831075,4.933716003826705,3.020363536968703
2024-10-14,14.64059196617336,19.304968287526428,15.856236786469344,15.605179704016914,8.905919661733614,10.438689217758986,7.571353065539112,4.7568710359408035,2.920190274841438
2024-10-15,14.865577227200843,19.254085397996835,15.8144438587243,15.564048497627834,8.882445967316816,10.411175540326832,7.551396942540854,4.744333157617291,2.912493410648392
2024-10-16,14.876795361707734,19.251548293582818,15.812359994729213,15.561997628146,8.881275530372907,10.409803663196731,7.5504018974832,4.743707998418764,2.9121096323626303
2024-10-21,14.988814317673377,19.226213975523095,15.791551519936833,15.541518620871168,8.869588103697854,10.396104750625081,7.540465850769838,4.73746545598105,2.9082774049217
2024-10-22,16.299559471365637,18.929774552993003,15.548069448043533,15.301891681782845,8.732832339984451,10.23581238662866,7.424203161440787,4.66442083441306,2.8634361233480177
2024-10-23,7.644467478621404,18.929774552993003,15.548069448043533,15.301891681782845,8.732832339984451,18.890904379372895,7.424203161440787,4.66442083441306,2.8634361233480177
2024-10-24,7.101588830043331,17.585459797785266,14.443909484833895,14.215214251324024,8.112662493981704,24.650938854116514,6.896966779008185,4.333172845450169,2.6600866634569087
2024-10-25,16.9685120395143,15.033957604445359,12.34821979831241,12.152706318172465,6.93558345338547,24.68614941345956,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-10-28,9.95260663507109,15.052544817638575,12.3634865031939,12.167731300226665,6.94415825262724,31.62991963733773,5.903564805275088,3.70904595095817,2.2769420976715433
2024-10-29,10.063799135624613,15.033957604445359,12.34821979831241,12.152706318172465,6.93558345338547,31.59086231734925,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-10-30,10.57830829388763,15.033957604445359,12.34821979831241,12.152706318172465,6.93558345338547,31.076353159086235,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-11-01,10.753241407697057,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,31.076353159086235,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-11-13,10.75545491972005,14.862083161794978,12.350761630300536,12.155207904487444,6.937011115685467,31.062165500205847,5.897488678468505,3.705228489090161,2.2745986002470153
2024-11-14,14.018114450391108,14.862083161794978,12.350761630300536,12.155207904487444,6.937011115685467,27.79950596953479,5.897488678468505,3.705228489090161,2.2745986002470153
2024-11-15,14.532729518320298,14.862083161794978,12.350761630300536,12.155207904487444,6.937011115685467,27.284890901605596,5.897488678468505,3.705228489090161,2.2745986002470153
2024-11-18,17.83655825442569,14.862083161794978,12.350761630300536,12.155207904487444,6.937011115685467,23.981062165500205,5.897488678468505,3.705228489090161,2.2745986002470153
2024-11-25,17.832887425396173,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,23.996707141387116,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-11-26,17.318378267133156,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,24.511216299650133,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-11-27,16.80386910887014,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,25.02572545791315,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-11-28,16.28935995060712,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,25.540234616176168,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-12-11,16.80386910887014,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,25.02572545791315,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-12-12,16.28935995060712,14.859024490635933,12.34821979831241,12.152706318172465,6.93558345338547,25.540234616176168,5.896274953694176,3.7044659394937227,2.2741304795225354
2024-12-16,16.487013653628992,14.823940047223077,12.319063751154912,12.124011908428292,6.919207473565342,25.479930191972077,5.88235294117647,3.6957191253464736,2.2687609075043627
2024-12-19,16.487013653628992,14.711015296170823,12.319063751154912,12.124011908428292,6.919207473565342,25.592854943024328,5.88235294117647,3.6957191253464736,2.2687609075043627
2024-12-27,6.108202443280978,14.711015296170823,12.319063751154912,12.124011908428292,6.919207473565342,35.97166615337235,5.88235294117647,3.6957191253464736,2.2687609075043627
2025-01-06,6.098562628336756,14.712525667351128,12.320328542094455,12.125256673511293,6.9199178644763855,35.975359342915816,5.882956878850103,3.696098562628337,2.268993839835729
2025-01-09,2.3100616016427105,14.712525667351128,12.320328542094455,12.125256673511293,6.9199178644763855,39.76386036960985,5.882956878850103,3.696098562628337,2.268993839835729
2025-01-10,2.299794661190965,14.712525667351128,12.320328542094455,12.125256673511293,6.9199178644763855,39.76386036960985,5.882956878850103,3.696098562628337,2.279260780287474
2025-01-14,0.07186858316221766,14.712525667351128,12.320328542094455,12.125256673511293,6.9199178644763855,41.9917864476386,5.882956878850103,3.696098562628337,2.279260780287474
2025-01-21,13.68824531516184,12.206132879045997,10.221465076660987,10.05962521294719,5.741056218057921,38.24531516183987,4.8807495741056215,3.0664395229982966,1.8909710391822827
2025-02-03,14.970210623479064,12.024838466056893,10.069648401443317,9.910212301753797,5.655785852143996,37.67726776873374,4.8082571116891835,3.020894520432995,1.8628849542670134
2025-02-05,19.785198858868938,12.023829501594227,10.068803490518544,9.909380768585333,5.655311293841248,32.841080718241315,4.807853666722604,3.020641047155563,1.8879006544722268
2025-02-06,47.58348716227555,12.023829501594227,10.068803490518544,9.909380768585333,5.655311293841248,5.034401745259272,4.807853666722604,3.020641047155563,1.896291324047659
2025-02-14,47.57509649270012,12.023829501594227,10.068803490518544,9.909380768585333,5.655311293841248,5.034401745259272,4.807853666722604,3.020641047155563,1.9046819936230912
2025-02-18,47.6935956467141,11.996651318543323,10.046044370029302,9.88698200083717,5.642528254499791,5.023022185014651,4.796986186688991,3.01381331100879,1.900376726663876
2025-02-20,48.53076601088321,11.996651318543323,10.046044370029302,9.88698200083717,5.642528254499791,5.023022185014651,3.9598158225198827,3.01381331100879,1.900376726663876
2025-02-25,48.44964479732553,11.976598412035102,10.029251984956122,9.870455495194316,5.532804011700794,5.290430422064355,3.953196824070205,3.0087755954868367,1.8888424571667364
2025-02-26,48.5785744060025,11.946644435181325,10.00416840350146,9.845769070446018,5.5189662359316385,5.277198832847019,3.9433097123801586,3.0012505210504377,1.8841183826594414
2025-02-28,48.86221555388847,11.944652829874135,10.002500625156289,9.844127698591315,5.518046178211219,5.0012503125781445,3.942652329749104,3.0007501875468865,1.8838042844044345
2025-03-06,48.853880136700845,11.944652829874135,10.002500625156289,9.844127698591315,5.518046178211219,5.0012503125781445,3.942652329749104,3.0007501875468865,1.8921397015920647
2025-03-07,48.93900307897145,11.924773237912957,9.985853374386286,9.827744029291836,5.508862444869768,4.992926687193143,3.936090538403928,2.9957560123158857,1.8889905966547393
2025-03-10,49.77115752683698,11.924773237912957,9.985853374386286,9.827744029291836,5.508862444869768,4.992926687193143,3.103936090538404,2.9957560123158857,1.8889905966547393
2025-03-18,24.70059880239521,17.876746506986027,14.97005988023952,14.733033932135728,8.258483033932135,7.48502994011976,4.6531936127744515,4.491017964071856,2.831836327345309
2025-03-19,24.75049900199601,17.876746506986027,14.97005988023952,14.733033932135728,8.208582834331338,7.48502994011976,4.6531936127744515,4.491017964071856,2.831836327345309
2025-04-02,24.744325268146667,17.872287353454727,14.966325767024196,14.729358942379644,8.206535295584933,7.5205786979296585,4.6520329259166875,4.489897730107259,2.8186580194562234
2025-04-07,24.74123955605437,17.87005861079935,14.964459408903855,14.727522134929542,8.205511909215613,7.53211123581494,4.651452799600948,4.489337822671156,2.8183065220102255
2025-04-08,24.74123955605437,17.87005861079935,14.964459408903855,14.727522134929542,8.205511909215613,7.594463150018706,4.651452799600948,4.489337822671156,2.75595460780646
2025-04-09,24.878413767302657,17.87005861079935,14.964459408903855,14.727522134929542,8.205511909215613,7.482229704451927,4.651452799600948,4.489337822671156,2.7310138421249532
2025-04-10,24.853473001621147,17.87005861079935,14.964459408903855,14.727522134929542,8.205511909215613,7.482229704451927,4.651452799600948,4.489337822671156,2.75595460780646
2025-04-16,24.83472620681053,17.87451665211426,14.968192590744668,14.731196208057876,8.207558937258327,7.484096295372334,4.652613196956468,4.4904577772234,2.756642135462143
2025-04-17,24.825349301397207,17.876746506986027,14.97005988023952,14.733033932135728,8.208582834331338,7.48502994011976,4.6531936127744515,4.491017964071856,2.756986027944112
2025-04-22,24.815970056144728,17.878976918278227,14.971927635683095,14.734872114784778,8.209606986899564,7.485963817841547,4.653774173424829,4.491578290704928,2.7573300062383033
2025-04-23,24.80658847017719,17.881207886199153,14.973795857249813,14.736710756176691,8.210631395058646,7.486897928624907,4.654354878961817,4.492138757174944,2.7576740703768405
