date,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,83.86150701785103,0.0,11.905793551559055,0.0,0.0,0.0,4.2326994305899195,0.0,0.0
2024-03-14,0.0,83.85489324509338,0.0,11.902846463535598,0.0,0.0,0.0,4.242260291371026,0.0,0.0
2024-03-15,0.0,83.85546414803893,0.0,11.902425570059352,0.0,0.0,0.0,4.2421102819017245,0.0,0.0
2024-03-18,0.0,83.85070538944537,0.0,11.905933925485925,0.0,0.0,0.0,4.243360685068712,0.0,0.0
2024-03-19,0.0,77.23517014157964,0.0,10.967521560607286,0.0,0.0,7.943796067962141,3.8535122298509266,0.0,0.0
2024-03-20,0.0,77.23541738959965,0.0,10.967402442739635,0.0,0.0,7.943709790671191,3.8534703769895247,0.0,0.0
2024-03-21,0.0,77.235664632249,0.0,10.967283327459425,0.0,0.0,7.94362351525433,3.853428525037239,0.0,0.0
2024-04-05,0.0,77.31365192660242,0.0,10.963711071795586,0.0,0.0,7.941036123897101,3.781600877704895,0.0,0.0
2024-04-08,0.0,77.36765794753092,0.0,10.971215498335793,0.0,0.0,7.946471593862943,3.7146549602703582,0.0,0.0
2024-04-10,0.0,77.37852268856709,0.0,10.971215498335793,0.0,0.0,7.946471593862943,3.703790219234177,0.0,0.0
2024-04-11,0.0,77.37827690940392,0.0,10.971334699046121,0.0,0.0,7.946557931156993,3.7038304603929713,0.0,0.0
2024-04-12,0.0,77.38332146270095,0.0,10.970963400966058,0.0,0.0,7.947075994321655,3.698639142011336,0.0,0.0
2024-04-15,0.0,77.41360260049555,0.0,10.975256486972249,0.0,0.0,7.950185792385366,3.6609551201468298,0.0,0.0
2024-04-17,0.0,77.41384810788395,0.0,10.975137189214864,0.0,0.0,7.950099376242203,3.6609153266589747,0.0,0.0
2024-04-18,0.0,77.41837145572602,0.0,10.973467292883548,0.0,0.0,7.94888974746462,3.6592715039258104,0.0,0.0
2024-04-19,0.0,77.42366548071713,0.0,10.974063626092773,0.0,0.0,7.949321715484059,3.652949177706033,0.0,0.0
2024-04-22,0.0,74.93500215914332,0.0,10.621617627025216,0.0,3.213730994410422,7.694019146683413,3.53563007273762,0.0,0.0
2024-04-25,0.0,74.92260338887435,0.0,10.626871766589819,0.0,3.215320713769624,7.697825106550256,3.5373790242159435,0.0,0.0
2024-04-26,0.0,74.92391978727537,0.0,10.625707455203056,0.0,3.2152868735781825,7.697744089476539,3.537341794466865,0.0,0.0
2024-04-29,0.0,74.92418370198234,0.0,10.625595624308996,0.0,3.2152530340990477,7.697663074108162,3.53730456550144,0.0,0.0
2024-05-02,0.0,74.91810880961292,0.0,10.62861588491702,0.0,3.2161669501209875,7.699851087785567,3.5372572675635086,0.0,0.0
2024-05-06,0.0,74.9233725853087,0.0,10.62861588491702,0.0,3.2109031744252086,7.699851087785567,3.5372572675635086,0.0,0.0
2024-05-07,0.0,74.92574519297828,0.0,10.628056447864783,0.0,3.2096814688529838,7.699445806228508,3.537071084075443,0.0,0.0
2024-05-08,0.0,71.83758188553864,0.0,10.189863931605988,0.0,3.0773469817221333,7.381999286426922,3.391238392452072,4.121969522254245,0.0
2024-05-09,0.0,71.83404273145786,0.0,10.19150973346719,0.0,3.0778440151883375,7.383191579890948,3.390776663502009,4.12263527649366,0.0
2024-05-10,0.0,71.83141256423811,0.0,10.19428822996925,0.0,3.074644181879592,7.385204448692065,3.39170108602087,4.122749489200124,0.0
2024-05-13,0.0,71.8324222996016,0.0,10.19428822996925,0.0,3.074644181879592,7.385204448692065,3.39170108602087,4.121739753836616,0.0
2024-05-14,0.0,65.0071014583458,0.0,9.198775506661299,9.531806264724278,2.7811951372941,6.6825431124077035,3.068999496113956,3.7295790244528635,0.0
2024-05-16,0.0,64.99878682200828,0.0,9.200961220799766,9.534071110051007,2.781855974981574,6.684130946457041,3.0697287187789444,3.730465206923385,0.0
2024-05-17,0.0,64.99942654969803,0.0,9.200793052067002,9.533896852968713,2.78180513016408,6.684008778587411,3.0696726124248173,3.730397024089939,0.0
