date,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,ABCI SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-01,0.0,36.18549631915113,9.768830093376378,13.970984716809296,12.613247943004598,10.326520347825378,11.352764645535599,0.0,5.782155934297624,0.0
2024-03-04,0.0,35.83596173240095,9.757289166007311,14.023394965066954,12.685132501135977,10.517572259401762,11.421899759183296,0.0,5.758749616803745,0.0
2024-03-05,0.0,32.31329210007754,8.835315396870728,12.636147253961424,11.426392208884566,9.534097860050256,10.292001875191966,9.788343700297434,5.174409604666089,0.0
2024-03-06,0.0,29.73080793081896,8.344135971997753,11.856476045061395,10.723542452733296,9.268774231113573,9.658929696673315,9.186252081428483,4.851653863026098,6.379427727147129
2024-03-07,0.0,29.341917930354537,8.346624929606302,11.862204582434126,10.726837982430487,9.61864780125395,9.664998624518235,9.192024015048275,4.863308065932744,6.383436068421347
2024-03-08,0.0,28.828429218077762,8.332477797591899,11.86120118373948,10.719709070788285,10.15928637572507,9.658575396971681,9.185915120038992,4.875212114039344,6.37919372302749
2024-03-11,0.0,28.409942621897912,8.362895924851045,11.929430825849261,10.769868437674305,10.291332537061033,9.709066241127138,9.233935101215158,4.880986928571769,6.412541381752382
2024-03-12,0.0,28.42730826691311,8.372804717476098,11.914990071418396,10.75510443678625,10.329519243286702,9.695931739977416,9.222757284672708,4.876805334965308,6.404778904504014
2024-03-13,0.0,28.759284147355597,8.33329658264341,11.895119618112505,10.747993935121636,10.120458133203398,9.687343833291859,9.21458847933575,4.842809224394184,6.399106046541666
2024-03-14,0.0,28.764522078639153,8.315882740787975,11.89655646923082,10.753194495025184,10.124937600495612,9.692788328972718,9.219767276335215,4.829648528681309,6.402702481832012
2024-03-15,0.0,28.86340570573208,8.304101790307076,11.860049439429563,10.741119853578976,10.155995755014914,9.68405253225292,9.214740219105217,4.776288034027462,6.40024667055179
2024-03-18,0.0,29.10804769955841,8.291477406314742,11.817508382889972,10.708211735934531,10.102919887939336,9.651282314703186,9.183558124559712,4.7584058050184685,6.378588643081638
2024-03-19,0.0,28.88307025226971,8.340730085858722,11.839235505352073,10.73096802846701,10.171635955866098,9.669308112060234,9.200710348727664,4.774873385487323,6.389468325911165
2024-03-20,0.0,28.874487183190904,8.33926246959523,11.835852296637208,10.72543669896934,10.20015900114341,9.664013721625322,9.19567253709728,4.7774244507040615,6.387691641037241
2024-03-21,0.0,28.815433526302975,8.377977582120643,11.848770786675384,10.717532490287525,10.346276672092786,9.650694516772019,9.182998812720065,4.681427661220022,6.37888795180858
2024-03-22,0.0,28.832740913688642,8.380894261042151,11.842276654583316,10.70544416372827,10.436061589145694,9.639809478919503,9.17264128979751,4.618438457900891,6.371693191194022
2024-03-25,0.0,28.8896618822317,8.36664433372995,11.837470938177562,10.694844401863309,10.440463059052655,9.634392638300733,9.169447432745642,4.5969139340960155,6.370161379802434
2024-03-26,0.0,28.89358844305392,8.365071071260049,11.855937886485112,10.711568007810246,10.396118686212041,9.64326710163666,9.17789362422938,4.583963122733298,6.372592056579296
2024-03-27,0.0,28.70683076304566,8.355418259975096,12.066240875488269,10.716185368453072,10.35912018223807,9.646804882088517,9.181260675282806,4.593209053705689,6.374929939722822
2024-03-28,0.0,28.764989525547552,8.3032526122902,12.104462703250087,10.754195466084346,10.16269046497787,9.672952634436252,9.206146565824971,4.637376978500981,6.39393304908774
2024-04-02,0.0,28.758504845268153,8.445740152081031,12.137765962163101,10.77514775658491,10.00071491507555,9.672968514241,9.206194952521681,4.6094751061661645,6.393487795898413
2024-04-03,0.0,28.461970077834003,8.11829557660392,12.104608005439832,10.784684793655028,10.888513570373593,9.691141734514186,9.21382045160679,4.33319306465715,6.4037727253154975
2024-04-05,0.0,28.517193280569597,7.9224508635180255,12.082786563378985,10.759127191705367,11.185766028470942,9.692306879681398,9.203775696054556,4.239802059032667,6.396791437588465
2024-04-08,0.0,28.388704625861198,7.738717096527662,12.025639602229509,10.708693765025028,11.655747896959337,9.643784941443498,9.156593124907243,4.307367027216804,6.3747519198297224
2024-04-09,0.0,28.380188699115106,7.736061279781642,12.02049521955606,10.725970720836031,11.664905037554444,9.640475332728895,9.153450713438481,4.305888800614197,6.372564196375145
2024-04-10,0.0,28.39740312320404,7.781606622188081,12.031920152356673,10.720532162806046,11.587055855391977,9.635587170538425,9.14537422560783,4.331187673220025,6.369333014686903
2024-04-11,0.0,28.405694964990115,7.786744233869526,12.032489540134824,10.729748445083857,11.5412447680058,9.637694168493049,9.14737402950629,4.34828406368425,6.370725786232294
2024-04-12,0.0,28.174988660936233,7.776335586178523,12.03780194328921,10.734694132857772,11.74384132092556,9.645240662096718,9.154536593330915,4.356846917493152,6.3757141828919135
2024-04-15,0.0,28.206811555468803,7.734850663426281,12.051828827277756,10.742746601062803,11.72369830210189,9.647539198884909,9.156718191476134,4.358573094522784,6.377233565778641
2024-04-16,0.0,28.262695482263773,7.748288096237388,12.066418530035914,10.750810151276,11.648393727428514,9.64243172138029,9.151870558186962,4.355234321300827,6.3738574118903335
2024-04-17,0.0,28.218738247737974,7.74439881110331,12.053985765322146,10.755244508345415,11.715557038735346,9.637164087676485,9.146870916685922,4.357665233127771,6.3703753912656325
2024-04-18,0.0,28.241100044366007,7.772813339963538,12.035838297717696,10.760995678279908,11.668842861514149,9.638314656992556,9.147962950495767,4.3629962280236185,6.37113594264676
2024-04-19,0.0,28.249578273904486,7.779391055028008,12.040291197192882,10.763440438606962,11.622653783624889,9.640504358577571,9.15004125045642,4.38151625951538,6.372583383093399
2024-04-22,0.0,28.257678174730966,7.798490129889771,12.047749188961287,10.763531191905491,11.606806705804583,9.639046655295141,9.148657708198767,4.366420435743879,6.371619809470114
2024-04-23,0.0,28.258924042771085,7.806565592218415,12.052475513106913,10.765544173778604,11.577855606767958,9.640490138348305,9.153291075398858,4.370007120739219,6.374846736870642
2024-04-24,0.0,28.05782858891062,7.741801548492411,12.12883787238787,10.831687820251545,11.525319293767295,9.696315003648474,9.208369625063359,4.3980788978352034,6.411761349643223
2024-04-25,0.0,28.056382989014494,7.729596121746021,12.137569068495075,10.83299899610465,11.526714433712986,9.697488742617674,9.210176012550686,4.396536142378682,6.412537493379731
2024-04-26,0.0,28.104128810736256,7.6882212538080505,12.135217715424213,10.846353584883307,11.49417593891858,9.709443509196152,9.221530034947522,4.380486479237181,6.420442672848742
2024-04-29,0.0,28.101140279251975,7.708236177479543,12.1352182143212,10.855082689663515,11.465768065464633,9.712424008137926,9.223234356304769,4.37533719051059,6.423559018865851
2024-04-30,0.0,28.119041886652337,7.696363681321936,12.131806539732302,10.85647936268381,11.459042958123804,9.712743682714093,9.223537929700171,4.377213515281795,6.4237704437897545
2024-05-02,0.0,28.062586492652603,7.694135628412914,12.13000154944684,10.849615981527014,11.521536201688514,9.703816259910997,9.215060158070578,4.40261250659228,6.420635221698262
2024-05-03,0.0,28.14483127496344,7.705426317052708,12.142832453608754,10.863627602076015,11.351803784409967,9.713249248946926,9.223671550838842,4.427681106952015,6.4268766611513355
2024-05-06,0.0,28.120041160415226,7.714594572213415,12.156239849902326,10.873084691138425,11.309460840132257,9.724806500147528,9.233952494379219,4.4329493566877805,6.434870534983828
2024-05-07,0.0,28.152938007364874,7.707375912758844,12.142439096841699,10.862910586087105,11.336013247408234,9.715706855865633,9.222886168520235,4.428801380862772,6.430928744290601
2024-05-08,0.0,28.048782913470088,7.73998582136309,12.145017410593239,10.862883202778487,11.370420728720283,9.71444265185475,9.221686090146203,4.465996179535708,6.4307850015381485
2024-05-09,0.0,28.059738045709942,7.687595659888403,12.162395629938057,10.907350531368497,11.29437199124538,9.732786137862877,9.2390991189558,4.473734828155135,6.442928056875911
2024-05-10,0.0,28.055289872778467,7.602675353631487,12.161160741888786,10.90851448249781,11.401025758270498,9.727632501161796,9.230736954979886,4.473447892023183,6.43951644276809
2024-05-13,0.0,28.075335804917856,7.565868343420143,12.197985614139279,10.973391668352344,11.167054380680796,9.758480666729865,9.26209793751688,4.54681010447405,6.452975479768789
2024-05-14,0.0,28.01701317233174,7.614232013247994,12.179905031231213,10.955927866395811,11.178088013527498,9.747758036514321,9.253311581212783,4.60648849496118,6.447275790577462
2024-05-16,0.0,27.803179637467263,7.768694299871889,12.110482396869047,10.868170341674142,11.570649952264892,9.678374757986692,9.18368539330575,4.615489745836856,6.401273474723471
2024-05-17,0.0,27.870533588163948,7.805520603426251,11.941429691506018,10.861655484323892,11.6632028600085,9.673530558067482,9.17908879427412,4.605933778700344,6.399104641529445
2024-05-20,0.0,27.78763081367453,7.993827317874282,11.909614627752637,10.834937201364328,11.687107593039398,9.642923432979009,9.153654999321114,4.591278466055516,6.3990255479391855
2024-05-21,0.0,27.684148235649108,7.939431074142203,11.88380812561592,11.063933455993848,11.708226198210415,9.624531027761003,9.13516555589347,4.573249114989412,6.387507211744617
2024-05-22,0.0,27.792210599353552,7.924282920346304,11.877910287811751,11.056037539673587,11.65260665918507,9.627822878715811,9.138290030568733,4.541147171688586,6.389691912656607
2024-05-23,0.0,27.80230768518237,7.725091267953542,11.871680139270365,11.109818218869869,11.800620885129078,9.629178302696838,9.139576537145457,4.532853398539905,6.388873565212577
2024-05-24,0.0,27.685152176920486,7.748393622101111,11.905811865789467,11.135867309634708,11.830536532174085,9.650498382506777,9.15774653831327,4.481941302601449,6.404052269958646
2024-05-27,0.0,27.807148033726463,7.663053975281057,11.913279155092706,11.057622405545644,11.846216276166608,9.65794778596251,9.167917037670255,4.477819650709942,6.408995679844813
2024-05-28,0.0,27.92128545657384,7.7113742789609825,11.934014195682657,11.081997150375383,11.607343222044406,9.67923717388226,9.188126231854836,4.453499013673437,6.4231232769521975
2024-05-29,0.0,28.030261162551113,7.784176536202931,11.996720120788595,11.15486068868476,11.132233078294327,9.710168717975321,9.216102472637678,4.5307884223565,6.444688800508776
2024-05-30,0.0,28.621879105858184,7.9161055369868745,12.249585649885427,11.371814694763248,9.327100589731142,9.908257020851773,9.404111780298905,4.624984598115424,6.576161023509021
2024-05-31,0.0,28.63271841394477,7.892775461916257,12.276931074909866,11.378059407511426,9.31440580772705,9.910924951976783,9.406643963554643,4.609609175373488,6.577931743085712
2024-06-03,0.0,27.7471123630286,7.704151827373421,11.904937636403243,11.023217498550755,12.030520679303724,9.600942639499468,9.112433961702914,4.504488502347053,6.372194891790824
2024-06-04,0.0,27.63234849795494,7.710096327885793,11.892653659264958,10.99886969374148,12.21541172626252,9.587035848162847,9.099234766328829,4.501384597372972,6.3629648830256595
2024-06-05,0.0,27.58257617757688,7.709236957077165,11.883106061179163,10.99130424010152,12.251180840008503,9.580441509174072,9.0929759560419,4.550931913638565,6.3582463452022315
2024-06-06,0.0,27.59509448621583,7.724487783728945,11.884270299322765,10.991116379280154,12.222599110897853,9.580277762491091,9.0890603520615,4.555297989829311,6.3577958361725475
