date,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,BOCI SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,64.31846838126157,21.647797825589006,0.0,14.033733793149421,0.0,0.0,0.0,0.0
2024-03-11,0.0,64.32858700530085,21.64165890952969,0.0,14.029754085169465,0.0,0.0,0.0,0.0
2024-03-14,0.0,64.3315800383686,21.642444278285495,0.0,14.025975683345907,0.0,0.0,0.0,0.0
2024-03-18,0.0,64.33379263970184,21.64110174331713,0.0,14.025105616981026,0.0,0.0,0.0,0.0
2024-03-20,0.0,64.3419930234363,21.63603891650982,0.0,14.021968060053874,0.0,0.0,0.0,0.0
2024-03-22,0.0,64.34752081775356,21.632684843102144,0.0,14.019794339144287,0.0,0.0,0.0,0.0
2024-03-25,0.0,60.1073103060204,20.141085776295995,0.0,13.083988396662201,0.0,0.0,6.667615521021405,0.0
2024-03-26,0.0,60.12488115444867,20.137424769692352,0.0,13.07135886632411,0.0,0.0,6.666335209534865,0.0
2024-04-02,0.0,60.1347166036864,20.1325599226237,0.0,13.068067067166414,0.0,0.0,6.664656406523481,0.0
2024-04-03,0.0,60.18087638196397,20.09495023790793,0.0,13.062404736964254,0.0,0.0,6.661768643163857,0.0
2024-04-05,0.0,60.191145606253485,20.089563455509374,0.0,13.059171322267707,0.0,0.0,6.6601196159694345,0.0
2024-04-08,0.0,60.20690596005428,20.081609983032354,0.0,13.054001187042303,0.0,0.0,6.657482869871065,0.0
2024-04-09,0.0,47.83473074878924,15.94282126432461,12.198622946147662,10.36437927799954,8.373658170761383,0.0,5.285787591977563,0.0
2024-04-10,0.0,47.86459721379396,15.933579819771518,12.191677064195206,10.358477812293675,8.368890219376944,0.0,5.282777870568702,0.0
2024-04-12,0.0,47.89335653859959,15.943153471782137,12.189673713271107,10.36453795938559,8.323326302380398,0.0,5.285952014581178,0.0
2024-04-15,0.0,47.93089948625634,15.943060950347194,12.18395936783229,10.364690679790899,8.291359613230549,0.0,5.286029902542733,0.0
2024-04-16,0.0,47.93126046472121,15.942427898492426,12.1840511279911,10.364768738624983,8.291422057338568,0.0,5.2860697128317105,0.0
2024-04-19,52.27141548017282,22.877149821701632,7.608913974374771,5.815256098818111,4.946941209205688,3.957365426351675,0.0,2.5229579893753016,0.0
