date,WATON SECURITIES INTERNATIONAL LIMITED,YUEN META (INTERNATIONAL) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,LONG BRIDGE HK LTD,HANG SENG SECURITIES LTD,LIVERMORE HOLDINGS LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,SPRING SECURITIES LTD
2024-03-06,0.0,0.0,78.97908592131354,0.0,0.0,0.0,0.0,0.8831852152203874,20.137728863466076,0.0
2024-03-07,0.0,0.0,79.07679938674795,0.0,0.0,0.0,0.0,0.8489040286748757,20.074296584577176,0.0
2024-03-08,0.0,0.0,59.8351903020473,23.32701643180523,1.0460545485114454,0.0,0.0,0.6407084109632603,15.151030306672764,0.0
2024-03-11,0.0,0.0,60.35589949983915,22.985631314338654,1.0497356145424264,0.0,0.0,0.6429630639072362,14.96577050737253,0.0
2024-03-12,0.0,0.0,60.50542223756176,22.99736587354301,1.0510897459602082,0.0,0.0,0.461046184023455,14.985075958911565,0.0
2024-03-13,0.0,0.0,56.079454109525706,21.206683416135665,0.9692469827671851,7.501200654699902,0.0,0.42514697198651535,13.818267864885032,0.0
2024-03-14,0.0,0.0,56.03289568156313,21.06483752405609,0.9605190435343467,7.826592956435266,0.0,0.421318580459384,13.693836213951775,0.0
2024-03-15,0.0,0.0,56.709328912872934,21.170671085371897,0.9872845213137835,7.865915177867206,0.0,0.42343536136346716,12.843364941210716,0.0
2024-03-18,0.0,0.0,56.713593297581866,21.33390063266684,0.9846920646905049,7.845260499848072,0.0,0.4223234855228165,12.700230019689904,0.0
2024-03-19,0.0,0.0,56.896948968679894,21.19369290375017,0.9827566393619018,7.8298405361605745,0.0,0.42149340310410455,12.675267548943356,0.0
2024-03-22,0.0,0.0,56.947293857605885,21.19109167430348,0.9806150705369495,7.812778181427996,0.0,0.4205749080302917,12.647646308095394,0.0
2024-03-28,0.0,0.0,57.10928291548187,21.100329225518763,0.977420160737397,7.787323625075006,0.0,0.4192046467162614,12.6064394264707,0.0
2024-04-02,0.0,0.0,57.30135419006543,20.95077157240109,0.9755131882229284,7.772130351280565,0.0,0.4183867673933893,12.581843930636591,0.0
2024-04-03,0.0,0.0,57.217885155563806,20.99172698543683,0.977420160737397,7.787323625075006,0.0,0.4192046467162614,12.6064394264707,0.0
2024-04-05,0.0,0.0,56.48058136483235,21.353496849704655,0.9942649472157996,7.921529782234324,0.0,0.4264291884725541,12.823697867540313,0.0
2024-04-09,0.0,0.0,55.988343224079294,21.292338419803354,0.9914172785877705,8.515723635691955,0.0,0.4252078550387549,12.786969586798868,0.0
2024-04-10,0.0,0.0,56.02709477788099,21.27359085930955,0.99054435166737,8.508225678405116,0.0,0.42483346638178315,12.775710866355183,0.0
