date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,CGS INTERNATIONAL SECURITIES HK LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,XIN YONGAN INTERNATIONAL SECURITIES
2024-03-01,0.0,63.97051692367375,2.4197459024342933,33.609737173891965,0.0,0.0,0.0,0.0
2024-03-04,0.0,56.453269428277984,2.1353988360150633,29.660219103046902,11.751112632660048,0.0,0.0,0.0
2024-03-13,0.0,45.421940200710424,1.693278615029141,23.81280822154016,9.742387143497604,19.312342656136842,0.0,0.017243163085836465
2024-03-14,0.0,45.34146509544483,1.6745916890634691,23.792295499965544,9.878712700709807,19.29570670525808,0.0,0.017228309558266142
2024-03-15,0.0,45.330524279892245,1.6785245561925812,23.848172964011884,9.784485735995027,19.34102369275402,0.0,0.017268771154244664
2024-03-18,0.0,45.28048023183606,1.676671496584558,23.77699579107155,9.91858138411647,19.319671565583384,0.0,0.027599530807976263
2024-03-19,0.0,45.275794266790854,1.6902963192935252,23.702093897685327,10.003794542757598,19.317672220497432,0.0,0.01034875297526648
2024-03-20,0.0,45.26018138556502,1.6897134383944272,23.693920480016555,10.034828787199558,19.311010724507742,0.0,0.010345184316700576
2024-03-21,0.0,45.285167166959944,1.7285995238588137,23.613842597384675,10.019666701169651,19.321671324569575,0.0,0.03105268605734396
2024-03-22,0.0,45.282042435742625,1.728480248404347,23.61221321373124,10.018975332068312,19.320338105916854,0.0,0.03795066413662239
2024-03-25,0.0,45.27891813571601,1.7283609894090453,23.610584054921173,10.018284058370993,19.32590471590713,0.0,0.037948045675647704
2024-03-26,0.0,45.28048023183606,1.7870696198164633,23.53549989650176,10.032429448699371,19.326571448285378,0.0,0.037949354860967364
2024-03-28,0.0,45.282042435742625,1.787131274797309,23.536311885457994,10.029325513196481,19.327238226668968,0.0,0.03795066413662239
2024-04-05,0.0,45.291417923323785,1.7875012940405122,23.541184996031607,10.01069740156665,19.33123986334932,0.0,0.03795852168811898
2024-04-10,0.0,45.29454394864893,1.7807226420954552,23.54280981468061,10.011388342478519,19.332574110501433,0.0,0.03796114159505815
2024-04-11,0.0,45.22898790447638,1.7988214618008889,23.50873565594955,10.120955236224543,19.30459354216203,0.0,0.037906199386608774
2024-04-12,0.0,45.230217810862975,1.7921146953405016,23.511166253101738,10.12200165425972,19.30658946787979,0.0,0.03791011855527984
2024-04-22,0.0,45.219308824036105,1.7916824587396203,23.505495641387864,10.119560348688971,19.326051752058714,0.0,0.037900975088722734
2024-04-23,0.0,45.20373368236145,1.7910653394413254,23.49739951090139,10.116074811421486,19.35383873523232,0.0,0.03788792064202804
2024-04-24,0.0,45.20217675828339,1.7910036508920577,23.496590204587726,10.115726389749948,10.20527657229455,9.15133980850038,0.03788661569194737
2024-04-29,0.0,45.21307747958797,1.791435559995866,23.502256519791917,10.094050366899783,10.207737623591829,9.153546697901954,0.03789575223068178
2024-05-06,0.0,45.171736658972684,1.791435559995866,23.502256519791917,10.135391187515072,10.207737623591829,9.153546697901954,0.03789575223068178
2024-05-13,0.0,45.16229067603887,1.7917441940596788,23.506305561298323,10.137137344083799,10.209496244228516,9.155123699262628,0.03790228102818551
2024-05-14,0.0,45.15917861080485,1.7916207276736495,23.50468577728776,10.143329658213892,10.208792723263507,9.15449283351709,0.037899669239250276
