date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,FUTU SECURITIES INTERNATIONAL,CHONG HING SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,66.51337220482016,11.623875478734565,0.0,7.1928458734855845,4.984498078876689,0.0,5.524628391593126,4.160779972489884,0.0
2024-03-04,66.51087309504283,11.633639617942569,0.0,7.193491925538155,4.984732883299422,0.0,5.515569659449011,4.161692818728023,0.0
2024-03-05,66.50937419529673,11.633976488278606,0.0,7.1960144770022705,4.984635896182405,0.0,5.514387097875603,4.1616118453643836,0.0
2024-03-06,63.97102979590089,11.189148185832032,3.8086390310886133,6.9371127028162825,4.794447882000888,0.0,5.296796215397823,4.002826186963474,0.0
2024-03-07,63.99240124768355,11.18337092888131,3.8098586269475634,6.968400060562441,4.795983151879475,0.0,5.242429514336859,4.007556469708804,0.0
2024-03-08,63.987633494141136,11.178247287522845,3.8095395803024603,6.9736292167988685,4.795581524815479,0.0,5.24814802904422,4.007220867374986,0.0
2024-03-11,63.96661625760489,11.21150873974516,3.8082883073598417,6.971338673974231,4.794006378717209,0.0,5.242336978124514,4.0059046644741505,0.0
2024-03-12,63.95895923971197,11.219893389659648,3.807791403062765,6.9704290558298325,4.793380858226757,0.0,5.244164078253969,4.005381975255057,0.0
2024-03-13,63.95574377086633,11.22462421244544,3.807558933885586,6.9700035047069715,4.793088217904307,0.0,5.243843917200167,4.005137442991202,0.0
2024-03-14,63.942954707586686,11.225278666795429,3.8067623798484567,6.981737473058954,4.792085487851645,0.0,5.246881729988305,4.004299554870528,0.0
2024-03-15,63.90787031771499,11.218561884336635,3.8046180271093717,7.043678883437576,4.789386101702354,0.0,5.233840856439447,4.002043929259626,0.0
2024-03-18,63.88803752473281,11.21016224983124,3.8393888686777164,7.041492989518193,4.787899791759704,0.0,5.232216617019617,4.000801958460723,0.0
2024-03-19,63.88907852876402,11.239637874568949,3.839377539138568,7.012799586470524,4.787885663287703,0.0,5.230430655157775,4.000790152612459,0.0
2024-03-20,63.85622864458759,11.27790245791555,3.8300300611939764,7.019024988604363,4.785423873368192,0.0,5.232656910286908,3.998733064043426,0.0
2024-03-21,63.85111263196196,11.27847345703317,3.8508585458801288,7.003864511974095,4.785040476329644,0.0,5.232237681976893,3.998412694844111,0.0
2024-03-22,63.84426747726886,11.29005986746066,3.8504516428994875,7.00312444497034,4.784534862527135,0.0,5.229571504396305,3.9979902004772105,0.0
2024-03-25,63.83476893710793,11.309478984921473,3.8499350946427175,7.002184957331102,4.783893004539578,0.0,5.222285161923904,3.997453859533298,0.0
2024-03-26,63.7746587712307,11.300011336077768,3.8824625427396744,7.059194716970454,4.779472862770992,0.0,5.2104394115049475,3.993760358705467,0.0
2024-03-27,63.744865562457164,11.29031591637507,3.934186155350419,7.055896917091506,4.777240066303373,0.0,5.205600763784466,3.9918946186380024,0.0
2024-03-28,63.08925112572072,11.180006125139755,3.9073159214304996,7.038440028528166,4.7280989855205835,0.9578878327247767,5.148167986994655,3.9508319939408376,0.0
2024-04-02,63.08567681545225,11.183466252052163,3.9208747391509333,7.051568991282312,4.727816557741549,0.9335485422946195,5.146452106677751,3.9505959953484213,0.0
2024-04-03,63.084451358497404,11.176013093175058,3.9304626520076624,7.051432012578125,4.727724718579724,0.933530407852515,5.145866503395632,3.9505192539138734,0.0
2024-04-05,63.06218172203118,11.171599553873863,3.9696172168461143,7.048953617591397,4.726063046281068,0.9332022961897132,5.139251798061105,3.949130749125568,0.0
2024-04-08,63.054462614600396,11.16588067179994,3.9972907814437284,7.040674983521283,4.725491829448814,0.9330895044528572,5.134456178316653,3.948653436416326,0.0
2024-04-09,62.56645085148871,8.320635873529564,3.946164004099953,7.000702920036038,4.688965679569615,0.9258770981424802,5.093709267133304,3.91813193464571,3.539362371354632
2024-04-10,62.56497426283762,8.320439503808515,3.9484309059649982,7.000537701163292,4.688855018449902,0.9258552471409162,5.0935890539328845,3.9180394654538437,3.5392788412480254
2024-04-11,62.55777312526446,8.280714331396643,3.982891278232182,6.999731949452112,4.688315338054499,0.92574868254809,5.108365314844902,3.9175885048078873,3.5388714753992274
2024-04-12,62.56581801924679,8.26130927977737,3.9882199338435784,7.003425656668884,4.688918252735859,0.9258677333012308,5.109022247713958,3.9180923044576046,3.539326572254732
2024-04-15,62.56226234279513,8.260839781514646,3.999792931044089,7.003027645159139,4.688651776938966,0.9258151153350495,5.102615342887815,3.9178696354510536,3.539125428874111
2024-04-16,62.562352736342156,8.260851717250043,3.9997987101744603,7.003037763535377,4.68865855137213,0.9258164530058597,5.10247822970039,3.9178752962139454,3.5391305424056387
2024-04-17,62.55475485940235,8.255077357388581,4.007521081564674,7.012578623348498,4.68811440094791,0.9257090057669248,5.100104268745732,3.9174206003811998,3.5387198024541315
2024-04-18,62.55165223407681,8.247878212665734,4.020323876759893,7.012230809595842,4.687881877257232,0.9256630919397215,5.098599308644518,3.9172263019878515,3.538544287072388
2024-04-19,62.54918240288207,8.247552547936305,4.024017298298352,7.011953933993363,4.687696777799675,0.9256265424402496,5.098494296212973,3.9170716316095,3.538404568827512
