date,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,SOFI SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,IFAST SECURITIES (HK) LTD
2024-06-28,88.2830626450116,0.0,0.0,3.8428074245939676,2.972737819025522,2.5522041763341066,0.8120649651972157,1.058584686774942,0.478538283062645
2024-07-04,88.73259860788863,0.0,0.0,3.3932714617169375,2.972737819025522,2.5522041763341066,0.8120649651972157,1.058584686774942,0.478538283062645
2024-07-17,88.51508120649652,0.0,0.0,3.3932714617169375,2.972737819025522,2.5522041763341066,1.0295823665893271,1.058584686774942,0.478538283062645
2024-07-19,88.73259860788863,0.0,0.0,3.3932714617169375,2.972737819025522,2.5522041763341066,0.8120649651972157,1.058584686774942,0.478538283062645
2024-09-27,88.6890951276102,0.0,0.0,3.3932714617169375,2.972737819025522,2.5522041763341066,0.8120649651972157,1.1020881670533642,0.478538283062645
2024-09-30,88.4715777262181,0.0,0.0,3.3932714617169375,2.972737819025522,2.5522041763341066,1.0295823665893271,1.1020881670533642,0.478538283062645
2024-10-02,86.09253065774804,2.8288740245261983,0.0,3.260869565217391,2.8567447045707914,2.4526198439241917,0.9894091415830546,1.0590858416945375,0.459866220735786
2024-10-03,85.9115636769424,2.971125680011159,0.0,3.2640535639559216,2.8595341051750593,2.4550146463941975,1.0182731203794113,1.0601199609429488,0.46031524619891195
2024-10-04,81.75120430716916,6.290733918957211,0.0,3.3153867951260985,2.904505525644659,3.0178520827429867,1.1759705298951544,1.0767922924341173,0.4675545480306036
2024-10-07,81.87570303712036,6.2429696287964,0.0,3.290213723284589,2.8824521934758156,2.9949381327334086,1.1811023622047243,1.0686164229471318,0.4640044994375703
2024-10-08,81.56479909451046,6.196943972835315,0.0,3.3106960950764006,2.9003961516694963,3.0135823429541597,1.3299377475947936,1.0752688172043012,0.608375778155065
2024-10-09,81.55394867432298,6.181766624131575,0.0,3.317737133134836,2.9065645824471855,3.0199914929817098,1.3327661987806607,1.077555650077981,0.6096696441230681
2024-10-10,77.0505617977528,10.50561797752809,0.0,3.286516853932584,2.8792134831460676,2.991573033707865,1.6151685393258428,1.0674157303370786,0.6039325842696629
2024-10-14,75.91454900865679,11.868193242111143,0.0,3.267243786651773,2.862328958391511,2.9740296006702036,1.5917341524713766,1.0611561016475846,0.46076514939960905
2024-10-15,75.63529740296006,12.147444847807874,0.0,3.267243786651773,2.862328958391511,2.862328958391511,1.7034347947500699,1.0611561016475846,0.46076514939960905
2024-10-16,75.25830773526948,12.524434515498465,0.0,3.267243786651773,2.862328958391511,2.862328958391511,1.7034347947500699,1.0611561016475846,0.46076514939960905
2024-10-17,75.4537838592572,12.608209997207483,0.0,3.267243786651773,2.862328958391511,2.862328958391511,1.4241831890533372,1.0611561016475846,0.46076514939960905
2024-10-18,75.4084625052367,12.65186426476749,0.0,3.2677000418935904,2.862728669180282,2.862728669180282,1.4243820695433598,1.0613042871107388,0.4608294930875576
2024-10-22,75.2269236140204,12.65186426476749,0.0,3.2677000418935904,2.862728669180282,2.862728669180282,1.6059209607596703,1.0613042871107388,0.4608294930875576
2024-10-23,74.6683424102779,13.210445468509985,0.0,3.2677000418935904,2.862728669180282,2.862728669180282,1.6059209607596703,1.0613042871107388,0.4608294930875576
2024-10-24,74.62644881999721,13.210445468509985,0.0,3.2677000418935904,2.862728669180282,2.862728669180282,1.6059209607596703,1.103197877391426,0.4608294930875576
2024-10-25,74.48680351906158,13.210445468509985,0.0,3.2677000418935904,2.862728669180282,2.862728669180282,1.745566261695294,1.103197877391426,0.4608294930875576
2024-11-13,74.20391061452514,13.491620111731844,0.0,3.2681564245810057,2.863128491620112,2.863128491620112,1.7458100558659218,1.1033519553072626,0.4608938547486034
2024-11-14,73.94887554127672,13.744936443637378,0.0,3.2686129347674258,2.8635284257577873,2.8635284257577873,1.7460539181449921,1.1035060762676352,0.46095823439027794
2024-11-15,74.0885598547283,13.744936443637378,0.0,3.2686129347674258,2.8635284257577873,2.8635284257577873,1.6063696046933928,1.1035060762676352,0.46095823439027794
2024-11-18,73.94887554127672,13.884620757088978,0.0,3.2686129347674258,2.8635284257577873,2.8635284257577873,1.6063696046933928,1.1035060762676352,0.46095823439027794
2024-11-19,74.22824416817991,13.884620757088978,0.0,3.2686129347674258,2.8635284257577873,2.5841597988545884,1.6063696046933928,1.1035060762676352,0.46095823439027794
2024-11-21,74.2701494622154,13.884620757088978,0.0,3.2686129347674258,2.8635284257577873,2.5841597988545884,1.564464310657913,1.1035060762676352,0.46095823439027794
2024-11-26,74.98253946081856,13.884620757088978,0.0,3.2686129347674258,2.8635284257577873,2.5841597988545884,0.8520743120547563,1.1035060762676352,0.46095823439027794
2024-11-27,74.73110769660568,14.024305070540578,0.0,3.2686129347674258,2.8635284257577873,2.695907249615868,0.8520743120547563,1.1035060762676352,0.46095823439027794
2024-12-05,74.74507612795082,14.024305070540578,0.0,3.2686129347674258,2.8635284257577873,2.695907249615868,0.8381058807095964,1.1035060762676352,0.46095823439027794
2024-12-30,74.74860335195531,14.022346368715082,0.0,3.2681564245810057,2.863128491620112,2.695530726256983,0.8379888268156425,1.1033519553072626,0.4608938547486034
2025-01-02,74.32960893854748,14.022346368715082,0.0,3.2681564245810057,2.863128491620112,2.695530726256983,1.2569832402234637,1.1033519553072626,0.4608938547486034
2025-01-06,74.34357541899442,14.022346368715082,0.0,3.2681564245810057,2.863128491620112,2.695530726256983,1.2430167597765365,1.1033519553072626,0.4608938547486034
2025-01-09,74.17597765363129,14.18994413407821,0.0,3.2681564245810057,2.863128491620112,2.695530726256983,1.2430167597765365,1.1033519553072626,0.4608938547486034
2025-01-15,73.99441340782123,14.371508379888267,0.0,3.2681564245810057,2.863128491620112,2.695530726256983,1.2430167597765365,1.1033519553072626,0.4608938547486034
2025-02-05,73.9980449657869,14.369501466275661,0.0,3.2677000418935904,2.862728669180282,2.6951543080575338,1.2428431783270493,1.103197877391426,0.4608294930875576
2025-02-06,76.66527021365731,11.827956989247312,0.0,3.2677000418935904,2.862728669180282,2.6951543080575338,1.1171624074849882,1.103197877391426,0.4608294930875576
2025-02-10,76.66852834403798,11.826305501256632,0.0,3.267243786651773,2.862328958391511,2.6947779949734714,1.117006422786931,1.1030438425020943,0.46076514939960905
2025-02-18,72.21348019931813,11.106740099659062,5.979543666404406,3.068450039339103,2.6881720430107525,2.4259113558877523,1.049042748492001,1.035929714135851,0.4327301337529505
2025-02-21,72.35772357723577,11.106740099659062,5.979543666404406,3.068450039339103,2.6881720430107525,2.4259113558877523,1.049042748492001,0.8916863362182009,0.4327301337529505
2025-02-25,72.47574088644112,11.106740099659062,5.979543666404406,3.068450039339103,2.6881720430107525,2.3078940466824025,1.049042748492001,0.8916863362182009,0.4327301337529505
2025-02-26,72.21348019931813,11.106740099659062,5.979543666404406,3.068450039339103,2.6881720430107525,2.3078940466824025,1.3113034356150013,0.8916863362182009,0.4327301337529505
2025-02-27,71.95121951219512,11.106740099659062,5.979543666404406,3.068450039339103,2.6881720430107525,2.3078940466824025,1.5735641227380015,0.8916863362182009,0.4327301337529505
2025-02-28,72.18795117469485,11.116944480903006,5.985037406483791,3.071269195432471,2.690641816511353,2.310014437590235,1.3125082031762698,0.8925055781598634,0.43312770704816905
2025-03-03,71.9671914274375,11.205185871146977,6.032543987299908,3.0956475724302157,2.7119989416589494,2.3283503108876835,1.3229263130043656,0.8995898928429686,0.43656568329144063
2025-03-04,71.98572184029614,11.197778952934954,6.028556319407721,3.0936012691697514,2.710206240084611,2.326811210999471,1.3220518244315178,0.8989952406134322,0.43627710206240083
2025-03-10,72.19889792705327,11.11256887955917,5.98268171083705,3.07006035161375,2.689582786670165,2.309105221726581,1.311991603253739,0.8921542902125426,0.4329572290737339
2025-03-11,72.07502623294857,11.109653725078699,5.981112277019937,3.0692549842602306,2.6888772298006294,2.308499475341028,1.4428121720881428,0.8919202518363064,0.43284365162644284
2025-03-19,72.0676987667279,11.11256887955917,5.98268171083705,3.07006035161375,2.689582786670165,2.309105221726581,1.443190763579113,0.8921542902125426,0.4329572290737339
2025-03-20,72.22513775911834,11.11256887955917,5.98268171083705,3.07006035161375,2.689582786670165,2.309105221726581,1.443190763579113,0.8921542902125426,0.27551823668328523
2025-03-27,72.20690560588157,11.119863463305764,5.986608901142182,3.0720756203229618,2.691348299855586,2.3106209793882106,1.4441381121176318,0.8927399238545359,0.27569909413154786
2025-04-01,72.96836024681633,10.358408822371013,5.986608901142182,3.0720756203229618,2.691348299855586,2.3106209793882106,1.4441381121176318,0.8927399238545359,0.27569909413154786
2025-04-09,72.86557377049179,10.478688524590165,5.980327868852459,3.0688524590163935,2.6885245901639343,2.308196721311475,1.4426229508196722,0.8918032786885246,0.2754098360655738
2025-04-14,72.99672131147541,10.347540983606557,5.980327868852459,3.0688524590163935,2.6885245901639343,2.308196721311475,1.4426229508196722,0.8918032786885246,0.2754098360655738
2025-04-16,70.37377049180328,10.347540983606557,5.980327868852459,3.0688524590163935,2.6885245901639343,4.9311475409836065,1.4426229508196722,0.8918032786885246,0.2754098360655738
2025-04-24,72.7344262295082,10.347540983606557,5.980327868852459,3.0688524590163935,2.6885245901639343,2.5704918032786885,1.4426229508196722,0.8918032786885246,0.2754098360655738
2025-04-25,72.99672131147541,10.347540983606557,5.980327868852459,3.0688524590163935,2.6885245901639343,2.308196721311475,1.4426229508196722,0.8918032786885246,0.2754098360655738
