date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,BNP PARIBAS
2024-07-26,46.21778091980816,7.48992108833139,12.33926285419493,0.07642776620746317,30.94369184324665,0.0,0.0,1.6049830903567268,1.3279324378546726
2024-07-29,46.23688786136003,7.470814146779525,12.33926285419493,0.07642776620746317,30.94369184324665,0.0,0.0,1.6049830903567268,1.3279324378546726
2024-08-01,46.23381082266771,5.283537108741679,12.318080378430961,2.384267648349133,30.890571652011367,0.0,0.0,1.6022278596906174,1.2875045301085317
2024-08-02,46.13844011673374,5.378907814675644,12.318080378430961,2.384267648349133,30.890571652011367,0.0,0.0,1.6022278596906174,1.2875045301085317
2024-08-05,43.7754492643466,5.103425810304577,11.687207050690409,7.383679895759814,29.308503899958378,0.0,0.0,1.520169390303491,1.2215646886367337
2024-08-06,44.43485129599353,1.9839447434649227,11.863254771570807,9.18492936789316,29.74998622260595,0.0,0.0,1.543068133806051,1.2399654646655767
2024-09-13,44.51662771224028,1.803559269006386,11.885087509431878,9.201833005134622,29.804737103631044,0.0,0.0,1.5459079448626167,1.2422474556931742
2024-09-23,44.54121936398623,1.7493140847404571,11.891653009740917,9.20691623547609,29.821201686707056,0.0,0.0,1.546761927559983,1.2429336917892722
2024-09-24,44.50024835807716,1.8212925658148904,11.880714535386428,9.198447302095406,29.79377081148702,0.0,0.0,1.5453391467520283,1.2601872803870706
2024-09-25,44.510456710872404,1.820957566170655,11.87852925487888,9.196755384700278,29.7882906910442,0.0,0.0,1.5450549046296467,1.259955487703938
2024-10-03,44.494088660893226,1.8570614301211688,11.87416110467575,9.193373416441428,29.77733649585379,0.0,0.0,1.5444867339621602,1.2594921580524756
2024-10-04,44.59024237628135,1.729944604965309,11.885087509431878,9.201833005134622,29.804737103631044,0.0,0.0,1.5459079448626167,1.2422474556931742
2024-10-09,44.62704970830189,1.6931372729447707,11.885087509431878,9.201833005134622,29.804737103631044,0.0,0.0,1.5459079448626167,1.2422474556931742
2024-10-10,44.667782334442876,1.6918917924857935,11.876344778123103,9.195064089596706,29.78281258620373,0.0,0.0,1.5447707670522464,1.2413336520955551
2024-10-14,44.667782334442876,1.3240892289019253,12.244147341706972,9.195064089596706,29.78281258620373,0.0,0.0,1.5447707670522464,1.2413336520955551
2024-10-16,44.84733176939986,4.5994421560116,12.29842806213865,9.235827622513254,26.22051462031513,0.0,0.0,1.5516190405822265,1.2468367290392892
2024-10-17,45.03118810964888,12.956484720602662,12.32346789568179,9.254631943287615,17.63007385196291,0.0,0.0,1.5547781664723193,1.249375312343828
2024-10-22,45.06169413766949,12.94929426346264,12.316628743733467,9.249495902473315,17.620289694211667,0.0,0.0,1.5539153116155169,1.2486819468338974
2024-10-23,45.14520822136146,12.973293548566451,12.33945549233649,9.266638248976037,17.467613099319827,0.0,0.0,1.556795225827974,1.250996163611765
2024-10-28,45.13503994661427,12.975698370623018,12.341742821658293,9.268355979016443,17.470851020445995,0.0,0.0,1.5570838044747621,1.2512280571672196
2024-11-05,44.80968537367669,13.293286612158631,12.344030999128613,9.270074345996255,17.474090142202943,0.0,0.0,1.557372490127371,1.2514600367094944
2024-11-07,44.84676567106069,13.256206314774644,12.344030999128613,9.270074345996255,17.474090142202943,0.0,0.0,1.557372490127371,1.2514600367094944
2024-11-11,44.93006668276464,13.280829169530248,12.181213663465646,9.287293125545629,17.50654754165351,0.0,0.0,1.5602652450916656,1.2537845719486598
2024-11-15,44.93841380719713,13.74774741300834,12.183476693852526,9.289018522302934,17.026770951381277,0.0,0.0,1.5605551117468928,1.254017500510896
2024-11-18,44.91338173310805,13.795792561783985,12.176690123846482,9.283844254228791,17.017286518001374,0.0,0.0,1.559685834710437,1.2533189743208868
2024-11-19,44.955117363911754,14.775029271284406,12.188005278123665,9.292471239801513,15.9737580612188,0.0,0.0,1.561135168286654,1.2544836173732044
2024-11-20,44.98856175721167,14.78602116539885,12.122677478750907,9.299384380753995,15.985641750516116,0.0,0.0,1.5622965759666712,1.2554168914017891
2024-11-21,45.01367772670599,14.794275824850661,12.129445261179448,9.304575990472113,15.938738671678731,0.0,0.0,1.563168766399315,1.2561177587137353
2024-11-27,44.99693063228975,14.825976151943001,12.124932566921517,9.301114273489965,15.93280875048831,0.0,0.0,1.562587197946314,1.255650426921145
2024-12-04,44.99693063228975,20.46245140167792,12.124932566921517,9.301114273489965,10.296333500753391,0.0,0.0,1.562587197946314,1.255650426921145
2024-12-05,44.99693063228975,21.280949457745038,12.124932566921517,9.301114273489965,9.477835444686274,0.0,0.0,1.562587197946314,1.255650426921145
2024-12-06,45.20461191722391,21.02929945796934,12.140741706558385,9.313241566859762,9.490193156630097,0.0,0.0,1.56462458323244,1.2572876115260678
2024-12-09,45.22323840035763,21.01067297483562,12.140741706558385,9.313241566859762,9.490193156630097,0.0,0.0,1.56462458323244,1.2572876115260678
2024-12-10,45.231663468524694,20.99595730014718,12.143003521061162,9.314976619408686,9.491961175177451,0.0,0.0,1.564916072060659,1.2575218436201725
2024-12-11,43.63267285824636,19.90407243070401,11.708911922683098,8.981982143819497,9.152639804552068,2.2095676073795962,1.6886126430380657,1.5089730001616757,1.2125675894156323
2024-12-17,42.00082604557617,21.513100005387255,11.704706664032898,8.978756262682493,9.14935263167346,2.2087740406198932,1.7239212024350388,1.5084310521306588,1.2121320954621366
2024-12-19,42.023465152631296,21.470794329554234,11.711015685358534,8.983595953788383,9.154284276910362,2.209964604631942,1.7248504231273696,1.5092441202364482,1.2127854537614315
2024-12-23,42.11710495527116,21.311445902406536,11.732094965530896,8.999766006083842,9.170761560199434,2.213942437496625,1.7279550731680977,1.5119606890220854,1.2149684108213186
2024-12-27,42.25755854832603,21.111651973245355,11.751131303297456,9.014368904033027,9.185641913209656,2.217534750392125,1.7307588295743415,1.5144139758775488,1.2169398020444588
2025-01-02,42.290836294118705,21.065161325229496,11.755369992966257,9.017620430320846,9.188955218496943,2.2183346258589287,1.7313831226216028,1.5149602322939022,1.2173787580933144
2025-01-03,42.316503418294644,21.032884174829086,11.757490484694337,9.019247073254325,9.190612767646158,2.2187347800205637,1.7316954380648304,1.5152335083067265,1.2175983548893339
2025-01-06,42.33177544796723,21.00438493603046,11.761733764007435,9.022502120287998,9.19392966057347,2.2195355215908474,1.7323204070952958,1.5157803562083838,1.2180377862388798
2025-01-09,42.321367336257154,21.00817586225567,11.763856552421174,9.024130525023914,9.195589004999368,2.2199361091558827,1.7326330608045912,1.5160539282040175,1.2182576208782283
2025-01-16,42.31095546690254,21.01196815712042,11.765980107226023,9.025759517663412,9.197248948499016,2.2203368413451994,1.732945827391375,1.5163275989674532,1.2184775348845605
2025-01-23,42.3033190752071,21.02622412330572,11.763856552421174,9.024130525023914,9.195589004999368,2.2199361091558827,1.7326330608045912,1.5160539282040175,1.2182576208782283
2025-01-24,42.306096306854066,21.036678874916557,11.759611741569993,9.020874303137461,9.192270914897072,2.2191350785718154,1.7320078662023923,1.5155068829270932,1.2178180309235571
2025-02-04,42.313730443726655,21.02242994027104,11.761733764007435,9.022502120287998,9.19392966057347,2.2195355215908474,1.7323204070952958,1.5157803562083838,1.2180377862388798
2025-02-05,42.544042672859554,20.59255765008981,11.825752490157301,9.071611299599034,9.243971914291418,2.2316163797013626,1.7417493695230146,1.524030698332638,1.2246675254458697
2025-02-17,42.336649394262196,20.979652264971925,11.768104428837093,9.027389098524925,9.198909491396897,2.2207377182371313,1.7332587069167855,1.5166013685521873,1.218697528300865
2025-02-19,42.25273438203867,20.938068724435553,11.744778997062905,9.009496008793267,9.198695424977926,2.396525938339009,1.7298232336883075,1.513595329477269,1.2162819611870912
2025-02-25,42.080212655135874,20.870377355101745,12.066023672252456,8.980368913554969,9.168956660739623,2.3887781310056218,1.7242308314025538,1.5087019774772348,1.212349803329921
2025-03-04,42.239529810517965,20.57078983900337,12.111706059458777,9.014368904033027,9.203670651017722,2.397822128472786,1.7307588295743415,1.5144139758775488,1.2169398020444588
2025-03-13,42.32346406055241,20.412955904402335,12.135773253608397,9.03228137362935,9.221959282475568,2.4025868453854073,1.7341980237368353,1.517423270769731,1.2193579854399623
2025-03-14,42.019249869079225,20.730628239160662,12.131390288386875,9.029019267927117,9.218628672553587,2.401719125268613,1.7335716994420065,1.5168752370117558,1.218917601170161
2025-03-19,41.95107000558891,20.85924964393243,12.111706059458777,9.014368904033027,9.203670651017722,2.397822128472786,1.7307588295743415,1.5144139758775488,1.2169398020444588
2025-03-20,41.92083881312267,20.916280829444936,12.102978002774426,9.007872880897905,9.19703821139676,2.3960941863188427,1.7295115931323977,1.513322643990848,1.2160628389212171
2025-03-25,41.84545111227004,21.0584998291582,12.081212796950025,8.991673710144406,9.180498858057438,2.3917852068984122,1.726401352347726,1.5106011833042603,1.2138759508694947
2025-04-02,41.852977678651726,21.04430095149019,12.083385794197529,8.993291004910336,9.182150116013455,2.3922154073061495,1.7267118729427846,1.5108728888249368,1.2140942856628956
2025-04-07,41.852977678651726,21.350072845657138,12.083385794197529,8.993291004910336,8.876378221846503,2.3922154073061495,1.7267118729427846,1.5108728888249368,1.2140942856628956
2025-04-08,41.77783363556385,21.491283192990647,12.061690934879795,8.977144190889993,8.860441316408425,2.3879203547767385,1.7236116846508789,1.508160224069519,1.2119144657701493
2025-04-09,41.755343011466614,21.712993701437362,12.055197660021175,8.972311446874944,8.855671398065569,2.207188615931236,1.7226837977999891,1.5073483230749907,1.2112620453281173
2025-04-11,41.76283719511101,21.698942872013927,12.057361308038839,8.973921783297737,8.857260800114867,2.207584758691243,1.7229929823931653,1.5076188595940196,1.2114794407451945
2025-04-16,41.266604004469116,21.476581481547168,11.914093674073811,8.867292106336567,8.752017308954192,3.334101831982549,1.702520084416621,1.4897050738645434,1.1970844343554365
2025-04-25,41.14975965375951,21.5868173191195,11.916206963832769,8.868864962662078,8.753569718147473,3.334693225960941,1.702822072831119,1.4899693137272292,1.1972967699593806
2025-04-29,41.12787420001064,21.805804244154096,11.909869342457496,8.864148066729307,8.748914141861826,3.332919673090219,1.5246334674774407,1.4891768752105234,1.1966599890084564
2025-05-02,40.98256399385235,22.15273729397424,11.867790202625116,8.832829862031199,8.718003073824793,3.250481389227481,1.519246736269366,1.4839154168212412,1.1924320313742116
