date,PHILLIP SECURITIES (HONG KONG) LTD,ROOFER SECURITIES LTD,LIVERMORE HOLDINGS LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,WEBULL SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,LONG BRIDGE HK LTD
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,92.85543259166516,0.0,0.0,6.049143696055798,1.0954237122790316,0.0,0.0,0.0,0.0
2024-03-08,0.0,92.84558220403063,0.0,0.0,6.048501984433762,1.105915811535609,0.0,0.0,0.0,0.0
2024-03-21,0.0,92.84811118466155,0.0,0.0,6.046363928647674,1.1055248866907688,0.0,0.0,0.0,0.0
2024-03-25,0.0,92.845649717602,0.0,0.0,6.046203635396141,1.108146647001865,0.0,0.0,0.0,0.0
2024-03-26,0.0,92.85530739240298,0.0,0.0,6.045509129505179,1.0991834780918508,0.0,0.0,0.0,0.0
2024-03-27,0.0,92.91310940302108,0.0,0.0,6.044440970397629,1.0424496265812921,0.0,0.0,0.0,0.0
2024-03-28,0.0,85.92247524590314,0.0,0.0,5.5862675076865065,0.963431110650406,7.527826135759952,0.0,0.0,0.0
2024-04-03,0.0,85.96368573615494,0.0,0.0,5.584489282620686,0.9427192518893441,7.509105729335035,0.0,0.0,0.0
2024-04-05,0.0,85.9903563945887,0.0,0.0,5.586221898025764,0.9430117351972753,7.480409972188257,0.0,0.0,0.0
2024-04-10,0.0,86.00369793079618,0.0,0.0,5.587088608955226,0.9439746319719732,7.465238828276625,0.0,0.0,0.0
2024-04-11,0.0,86.00520019618686,0.0,0.0,5.5868148817136065,0.9431118369452229,7.464873085154311,0.0,0.0,0.0
2024-04-12,0.0,86.33389768387765,0.0,0.0,5.552133011514111,0.695436713076234,7.418532591532009,0.0,0.0,0.0
2024-04-15,0.0,86.33944030624183,0.0,0.0,5.549881208045449,0.6951546616917494,7.415523824020973,0.0,0.0,0.0
2024-04-16,0.0,86.34010511881627,0.0,0.0,5.5496111143672655,0.6951208308992614,7.415162935917207,0.0,0.0,0.0
2024-04-17,0.0,86.23309006823816,0.0,0.25923332812544375,5.5427325969821455,0.5589718637704881,7.405972142883773,0.0,0.0,0.0
2024-04-18,0.0,86.22540639668313,0.0,0.25840019755707644,5.542238720017294,0.5686424410190208,7.405312244723489,0.0,0.0,0.0
2024-04-19,0.0,86.22540639668313,0.0,0.25759016558981285,5.542238720017294,0.5694524729862844,7.405312244723489,0.0,0.0,0.0
2024-04-24,0.0,91.91281925907437,0.0,0.3168903835062683,5.907803825476533,0.6052865363430356,1.2571999955998,0.0,0.0,0.0
2024-04-25,0.0,91.90250320312592,0.0,0.33671220287673437,5.907140748929786,0.5965849543277524,1.2570588907398084,0.0,0.0,0.0
2024-04-26,0.0,91.90329666367646,0.0,0.3367151099558732,5.90719174953355,0.5965901050756626,1.25620637175845,0.0,0.0,0.0
2024-04-29,0.0,91.92710685282405,0.0,0.336802345678072,5.908722177254791,0.6001990519134872,1.2271695723295906,0.0,0.0,0.0
2024-04-30,0.0,53.223459,0.0,0.19499999999999998,3.421,0.346,0.7105,0.0,0.0,0.0
2024-05-02,0.0,91.95251799026006,0.0,0.3101165780910948,5.910355507797411,0.5995011286774924,1.2275087951739434,0.0,0.0,0.0
2024-05-03,0.0,91.95251799026006,0.0,0.3092527436117324,5.910355507797411,0.6003649631568548,1.2275087951739434,0.0,0.0,0.0
2024-05-06,0.0,91.93901657453239,0.0,0.3230266582154601,5.909487688529888,0.6011405190319793,1.227328559690291,0.0,0.0,0.0
2024-05-08,0.0,91.9469581035723,0.0,0.3230545606847541,5.909998139585794,0.5925546220046558,1.2274345741525015,0.0,0.0,0.0
2024-05-09,0.0,91.94854657401717,0.0,0.3230601417570626,5.9101002403792045,0.5908372646038257,1.2274557792427432,0.0,0.0,0.0
2024-05-17,0.0,91.87711969759374,0.0,0.32280918426309024,5.905509194460063,0.6680596487155932,1.2265022749675165,0.0,0.0,0.0
