date,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,SOLOMON JFZ (ASIA) HOLDINGS LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA SECURITIES (INTERNATIONAL),VICTORY SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD
2024-03-01,92.82514836435375,0.0,0.0,0.0,0.0,0.0,4.570861833842704,2.60398980180355,0.0,0.0
2024-03-04,92.84878611594843,0.0,0.0,0.0,0.0,0.0,4.543910631392233,2.6073032526593307,0.0,0.0
2024-03-05,92.88033395176252,0.0,0.0,0.0,0.0,0.0,4.511476895197825,2.6081891530396515,0.0,0.0
2024-03-06,92.8787895128501,0.0,0.0,0.0,0.0,0.0,4.525845798777003,2.5953646883728956,0.0,0.0
2024-03-07,89.58208753438404,0.0,0.0,3.5572218206777495,0.0,0.0,4.364239546988504,2.4964510979496963,0.0,0.0
2024-03-08,89.59472039191418,0.0,0.0,3.5577028088222296,0.0,0.0,4.3669098795030346,2.480666919760566,0.0,0.0
2024-03-11,89.58551081852644,0.0,0.0,3.5572958103884895,0.0,0.0,4.366410308409903,2.490783062675174,0.0,0.0
2024-03-12,89.5682779990226,0.0,0.0,3.5566115229846216,0.0,0.0,4.365570378380626,2.509540099612157,0.0,0.0
2024-03-13,89.55151729371771,0.0,0.0,3.5673815637637616,0.0,0.0,4.364753459263341,2.5163476832551903,0.0,0.0
2024-03-14,85.98567828538636,0.0,0.0,3.4077696549315104,0.0,0.0,4.190224306993687,2.426208238728511,2.288480251503281,1.701639262456648
2024-03-15,86.00413272640154,0.0,0.0,3.3945256348826067,0.0,0.0,4.1911236224245325,2.419242133844434,2.2889714103178407,1.7020044721290528
2024-03-18,85.98852295409182,0.0,0.0,3.3857285429141717,0.0,0.0,4.1946107784431135,2.4186626746506987,2.288423153692615,1.724051896207585
2024-03-20,85.99538885340147,0.0,0.0,3.3835036729479397,0.0,0.0,4.189456244011498,2.4188557968700097,2.288605876716704,1.7241895560523794
2024-03-21,73.0495642147387,15.041798080510056,0.0,2.863973954624072,0.0,0.0,3.558771662088378,2.0530233662291857,1.9440770509037881,1.4887916709058229
2024-03-22,73.05328042597209,15.042563293822386,0.0,2.864119652032355,0.0,0.0,3.553865459293551,2.05312780858388,1.9441759508911158,1.4888674094046226
2024-03-25,73.0495642147387,15.041798080510056,0.0,2.863973954624072,0.0,0.0,3.547749855868688,2.0640451724488758,1.9440770509037881,1.4887916709058229
2024-03-26,73.0255993016446,15.036252611416925,0.0,2.841730124627621,0.0,0.0,3.546441904713475,2.0950661700207216,1.943360326803202,1.5115495607734457
2024-03-27,73.02708520483398,15.035424329225918,0.0,2.841573585992983,0.0,0.0,3.546246546551637,2.0949507618773198,1.9432532754792453,1.511466296038916
2024-03-28,73.01718440185063,15.033385869473111,0.0,2.8411883335875405,0.0,0.0,3.5457657566051486,2.1082244479468537,1.9429898147677396,1.5112613757689766
2024-04-02,73.01996873133095,15.033959130408991,0.0,2.841296675267669,0.0,0.0,3.5420877132773207,2.108304839864587,1.9430639058719847,1.5113190039784932
2024-04-03,73.01842185540454,15.033640646713895,0.0,2.8412364844253126,0.0,0.0,3.5420126766769484,2.108683862658035,1.9430227434498186,1.512981730671457
2024-04-05,73.00326593892568,15.030520220440287,0.0,2.8406467490987954,0.0,0.0,3.520521194715194,2.123495698364489,1.9426194439855469,1.5389307544700157
2024-04-08,73.00212231480579,15.031156936919382,0.0,2.8407670833633394,0.0,0.0,3.5206703295306765,2.1235856529824666,1.9427017364008763,1.5389959459974667
2024-04-09,72.99531948238982,15.02975623186564,0.0,2.840925937691933,0.0,0.0,3.5203422496134866,2.1242349153906432,1.9425207022894297,1.5469004807590487
2024-04-10,72.97491859022405,15.025555682592916,0.0,2.840131949473007,0.0,0.0,3.5193583766319008,2.135498049976498,1.9419778023383343,1.5625595487632913
2024-04-11,72.96697807710053,15.020085761332899,0.0,2.8416378467386565,0.0,0.0,3.5180771851996093,2.1499595744951043,1.9412708424167253,1.561990712716467
2024-04-12,72.98103107278834,15.027337447008552,0.0,2.843009787271888,0.0,0.0,3.5197757101171847,2.1238930557378994,1.9422080864634108,1.5627448406127313
2024-04-15,73.00543855785034,15.02931060772919,0.0,2.84211239686224,0.0,0.0,3.49355336055436,2.1241719329752806,1.942463107602121,1.562950036426478
2024-04-16,72.96896829092756,15.021802633250076,0.0,2.8406926040387788,0.0,0.0,3.491808136827399,2.1730663392743743,1.9414927395114516,1.5621692561703568
2024-04-17,72.96865937657432,15.021739038402107,0.0,2.840680577957843,0.0,0.0,3.491793354246839,2.1734804899009785,1.9414845201959265,1.5621626427219732
2024-04-18,72.99514269138092,15.026319244173983,0.0,2.838582360389432,0.0,0.0,3.478036241366314,2.157204019666383,1.9420764888476703,1.562638954175295
2024-04-19,72.99784833288155,15.029055977229602,0.0,2.8369815668202762,0.0,0.0,3.478669693683925,2.1520906749796693,1.942430197885606,1.562923556519382
2024-04-22,73.01980722381104,15.03357695159411,0.0,2.837834975108569,0.0,0.0,3.471242453129965,2.133248596546976,1.9430145111746635,1.5612752886346786
2024-04-23,73.02444811660523,15.03453243506631,0.0,2.8380153383331215,0.0,0.0,3.471463073598576,2.1270285157408586,1.9431380026270075,1.5613745180288972
2024-04-24,73.02878014881608,15.035424329225918,0.0,2.8381836980287805,0.0,0.0,3.4716690113391757,2.1212223935998917,1.9432532754792453,1.561467143510907
2024-04-25,73.02200037288767,15.035424329225918,0.0,2.8381836980287805,0.0,0.0,3.478448787267581,2.1212223935998917,1.9432532754792453,1.561467143510907
2024-04-26,73.02901222794414,15.039311674825692,0.0,2.8389174984635597,0.0,0.0,3.470871214529425,2.1162608345518894,1.9437556954245871,1.5618708542607074
2024-04-29,73.03117900376385,15.03975789223831,0.0,2.8390017293411547,0.0,0.0,3.4701264792648603,2.1142043335254823,1.943813366789868,1.561917195076464
2024-05-02,73.04015701635022,15.041606789346288,0.0,2.839350739087491,0.0,0.0,3.4561401277665444,2.1123446898884692,1.944052327479133,1.5663483100818572
2024-05-03,73.03947128571005,15.041989376539364,0.0,2.8394229587143323,0.0,0.0,3.4562280355924084,2.1123984179267716,1.9441017749572898,1.5663881505597876
2024-05-06,73.0319216584001,15.042180677434397,0.0,2.8424265547500953,0.0,0.0,3.456271991182331,2.1124252829708765,1.9441264996396626,1.5706473356225361
2024-05-07,73.03126907685002,15.042308214067694,0.0,2.842450654547921,0.0,0.0,3.456301295530082,2.110747473377196,1.9441429831106287,1.5727803025164484
2024-05-08,73.03301240879935,15.044450379640582,0.0,2.842535007058644,0.0,0.0,3.4564038646605706,2.106570686066279,1.944200677460245,1.572826976314328
2024-05-09,73.04197390570606,15.04725721578887,0.0,2.8447614242040054,0.0,0.0,3.435423618855396,2.1129000114485854,1.9445634060813188,1.5731204179157638
2024-05-10,73.04552490405207,15.055660397362228,0.0,2.8472678696380482,0.0,0.0,3.4087487542672967,2.1140349017196414,1.9448272937384703,1.5839358792222387
2024-05-13,73.0353038950466,15.053553710597953,0.0,2.860862117216055,0.0,0.0,3.408271779781036,2.113739092088637,1.944555160745936,1.583714244523783
2024-05-17,73.02756261049846,15.05195812823546,0.0,2.860558883758792,0.0,0.0,3.407910524329802,2.1241144223553503,1.9443490500841591,1.5835463807379708
2024-05-20,73.0269433786276,15.051830496258454,0.0,2.8605346278591566,0.0,0.0,3.4078816272020007,2.1207046403663115,1.9443325631187331,1.58777266656774
2024-05-21,51.402608254498794,40.206213256140146,0.0,2.0158763317317736,0.0,0.0,2.3987585424811244,1.4903458772270137,1.368587543644991,1.1176101942761645
2024-05-22,51.403221859462946,40.20669320711698,0.0,2.015900395719308,0.0,0.0,2.3987871770232116,1.4891699444321755,1.3686038807947811,1.1176235354506008
2024-05-23,51.40467209396709,40.20549335115907,0.0,2.0158402368276556,0.0,0.0,2.39871559194977,1.4891255043330867,1.3685630386516103,1.1175901831117054
2024-05-24,51.404382053990815,40.205733316621604,0.0,2.0158522683187403,0.0,0.0,2.3987299086226552,1.4891343921407127,1.3685712068852323,1.1175968534202343
2024-05-27,51.402541285444,40.20429356681169,0.0,2.0157800815264424,0.0,0.0,2.3986440111487113,1.4926620233597727,1.368522198946005,1.1175568327633645
2024-05-28,51.39916688548853,40.20165429328495,0.0,2.015647752500537,0.0,0.0,2.398486548423289,1.4991286911269723,1.3684323601728297,1.1174834690028885
2024-05-29,51.397716625188735,40.20285392011172,0.0,2.0157078999039144,0.0,0.0,2.398558119826449,1.4991734254799802,1.3684731945165582,1.1175168149726364
2024-05-30,51.39388261130323,40.19985498727409,0.0,2.0155575381255164,0.0,0.0,2.3983791993268544,1.5065210969645793,1.3683711132262946,1.1174334537794315
2024-05-31,51.395569506940554,40.20117446259981,0.0,2.015623694544239,0.0,0.0,2.3984579210579713,1.5032882565675614,1.368416027117673,1.1174701311721948
2024-06-03,73.01309414303094,15.049150724649968,0.0,2.863416515830391,0.0,0.0,3.407274900702396,2.135587328905035,1.943986401420899,1.5874899854603723
2024-06-04,73.01080602152726,15.050426687354538,0.0,2.863659294492702,0.0,0.0,3.4075637911372816,2.1357683975801973,1.94415122495093,1.587624582957094
2024-06-05,73.01080602152726,15.050426687354538,0.0,2.862387499099145,0.0,0.0,3.409683450126544,2.1349205339844928,1.94415122495093,1.587624582957094
2024-06-06,73.01792558423499,15.051894311976394,0.0,2.8626666214428655,0.0,0.0,3.4019604517857753,2.133432825696164,1.9443408065664958,1.5877793982973238
2024-06-07,73.0216406899242,15.052660142801418,0.0,2.862812272102844,0.0,0.0,3.402133541373404,2.1284534369011077,1.944439733392127,1.5878601835049098
2024-06-11,72.98234164904504,15.044559049745951,0.0,2.8612715538247047,0.0,0.0,3.4003025692964206,2.1811262866611014,1.9433932680450376,1.5870056233817418
2024-06-13,72.96008066053523,15.039970175936556,0.0,2.8917479697184083,0.0,0.0,3.3992654129827873,2.1796137275419296,1.9428004965028742,1.5865215567822208
2024-06-14,72.96069883795315,15.040097606852814,0.0,2.8913488301157813,0.0,0.0,3.399294214336854,2.1792085541561286,1.942816957496113,1.586534999089172
2024-06-17,72.95266334851213,15.038441173355924,0.0,2.902043841999365,0.0,0.0,3.398919834798263,2.1789685481308907,1.942602986339087,1.586360266864344
2024-06-18,72.95389946244985,15.038695985529776,0.0,2.9020930143897385,0.0,0.0,3.398977426282771,2.1730750494554605,1.9426359019108657,1.5906231599815308
2024-06-19,72.95451753512744,15.038823394854894,0.0,2.9021176012098158,0.0,0.0,3.3990062227569053,2.1722462500370656,1.9426523601150512,1.590636635898826
2024-06-20,72.9576080556132,15.039460473864585,0.0,2.898004312481202,0.0,0.0,3.3991502124468878,2.1723382713643624,1.9427346553192208,1.5907040189105266
2024-06-21,72.958535262819,15.039651608092994,0.0,2.8967702579049037,0.0,0.0,3.399193411732809,2.172365879282882,1.9427593452401124,1.5907242349273054
2024-06-24,72.96162612372164,15.040288757276125,0.0,2.8947747472950187,0.0,0.0,3.399337417283072,2.1703396795539853,1.9428416495089942,1.5907916253611585
2024-06-25,72.9690327556906,15.045834233913519,0.0,2.895418271818409,0.0,0.0,3.383638682991537,2.1711399014235524,1.9435579910069123,1.5913781631554633
2024-06-26,72.96742884994384,15.046726991459874,0.0,2.895590073957914,0.0,0.0,3.383839454110068,2.1712687278814977,1.9436733136959885,1.5914725889508148
2024-06-28,71.14114759382154,14.847811175114256,0.0,2.8231171643209563,0.0,2.337583986909199,3.282617499028934,2.11692465351526,1.895025660944951,1.5557722663449063
2024-07-02,71.14229864821863,14.849345185699466,0.0,2.823408836377011,0.0,2.3378254958115856,3.2829566446397798,2.117143364865256,1.8952214466664188,1.5518003777218494
2024-07-03,71.14786080673895,14.85180026205169,0.0,2.823875637046008,0.0,2.3382120138713796,3.2731661548254296,2.1174933970413785,1.8955347879819955,1.5520569404431732
2024-07-04,71.14362471585038,14.851002273196942,0.0,2.8237239098987397,0.0,2.3380863814837776,3.2725769787146106,2.1173796238892333,1.8954329406902253,1.5581731762760902
2024-07-05,71.13715636519929,14.849652025854231,0.0,2.8271866166333295,0.0,2.3378738035805795,3.2623609343229796,2.126279073611823,1.8952606086654655,1.5642305721323129
2024-07-08,71.13039525610033,14.848240666129463,0.0,2.8269179115270977,0.0,2.3376516043719913,3.2587450153928796,2.1264902167400153,1.895080476869357,1.576478852868861
2024-07-09,71.12892561983472,14.84793388429752,0.0,2.8268595041322313,0.0,2.337603305785124,3.2586776859504134,2.124793388429752,1.8950413223140494,1.5801652892561981
2024-07-10,71.128631699869,14.847872529452358,0.0,2.8268478229428804,0.0,2.3375936463072464,3.2586642203957834,2.125197829761034,1.8950334915971423,1.5801587596745468
2024-07-11,71.12892561983472,14.84793388429752,0.0,2.8268595041322313,0.0,2.337603305785124,3.2586776859504134,2.124793388429752,1.8950413223140494,1.5801652892561981
2024-07-12,71.12875100205784,14.847811175114256,0.0,2.8268361418500674,0.0,2.337583986909199,3.2586507549524386,2.1251890480243967,1.895025660944951,1.5801522301468585
2024-07-15,71.1216976688455,14.846338823101652,0.0,2.836885293315594,0.0,2.3373521853024055,3.2583276176939666,2.1245651293662666,1.8948377447051146,1.5799955376695065
2024-07-17,70.95312879996372,14.811150819658616,0.0,2.8301614585265518,0.0,2.3318123173441165,3.497924575743711,2.1092246116050632,1.8903467009616612,1.5762507161965533
2024-07-18,70.96219647936678,14.813043657500927,0.0,2.8305231479572908,0.0,2.332110318670899,3.4855917879375022,2.1094941666323126,1.8905882837943686,1.5764521581399182
2024-07-19,70.973022227903,14.815303484474276,0.0,2.8309549628298005,0.0,2.3324660973970555,3.470867881896484,2.109815983804266,1.8908767054380229,1.5766926562570864
2024-07-22,50.36869487865256,39.54896326511503,0.0,2.007046168792027,0.0,1.6553229591568006,2.4632329273788134,1.4958477933904126,1.3419323123021192,1.1189596952122338
2024-07-24,50.372084992815815,39.551625146683136,0.0,2.007181254993079,0.0,1.6554343722839842,2.463398717674842,1.4892178752966583,1.3420226323659805,1.1190350078865046
2024-07-25,50.374591022692016,39.55359285467624,0.0,2.00669581453062,0.0,1.6555167307568495,2.4591315341258273,1.4892919644372649,1.3420893984887594,1.1190906802924152
2024-07-26,50.3741487640068,39.55324559786251,0.0,2.006678196945354,0.0,1.6555021963132373,2.457646711090431,1.491620062684916,1.342077615749073,1.1190808553476788
2024-07-29,50.38078345977335,39.66967547063782,0.0,1.9940643439168306,0.0,1.5444998595110986,2.4579704036714434,1.4915238362836003,1.3422543785707597,1.1192282476351034
2024-08-02,48.34639830806003,38.067806797531745,3.965554528832354,1.9135436649149957,0.0,1.4821326757311657,2.358717114040237,1.5037593984962405,1.2880539039043257,1.0740336084889102
2024-08-05,48.34626251959038,38.067699878104264,3.965543390948259,1.9135382904264104,0.0,1.48212851292825,2.358710489211947,1.5040360406918285,1.2880502862021896,1.0740305918964617
2024-08-06,48.35087975551111,38.071335475607285,3.9659221141097953,1.9038898002292082,0.0,1.482270061346936,2.3589357542527134,1.504460573919687,1.2881732994764163,1.0741331655468418
2024-08-07,47.45865051378408,37.36879688779463,3.8927380955663207,1.8659998180319326,1.847527302102834,1.4549174113112453,2.3154058025756754,1.4772498559419467,1.264402358967855,1.0543119539234798
2024-08-09,47.458257973443914,37.36848780272619,3.8927058979222724,1.8659843839604746,1.847512020821386,1.454905377387622,2.3153866513741233,1.4780647580396136,1.2643919008337379,1.0543032334906701
2024-08-12,47.46244540521463,37.37316362994662,3.8930493669210744,1.866149027220188,1.8476750341906736,1.4550337495036838,2.315590947191953,1.4679931177482684,1.264503463184365,1.0543962588785458
2024-08-13,47.46702625490504,37.37677071010405,3.893425105546318,1.8663291390564118,1.8478533630048783,1.4551741824469098,2.3061629122235185,1.4681348014681348,1.2646255070497496,1.0544980241949937
2024-08-14,47.46826541502467,37.3788322113966,3.8936398458980137,1.8664320757162516,1.8479552806404553,1.4552544420145772,2.302153511832043,1.468215775873718,1.2646952569791268,1.0545561846245488
2024-08-15,47.46865813233907,37.37969300688887,3.8936720589938614,1.8664475171945927,1.8479705692554618,1.4552664817133372,2.302172558147231,1.4668490460930907,1.2647057201321514,1.0545649092423348
2024-08-19,47.47049089906233,37.3811362382791,3.8938223938223935,1.866519580805295,1.848041919470491,1.4553226696083839,2.302261445118588,1.4630446773303916,1.2647545504688362,1.0546056260341976
2024-08-21,47.47441873293433,37.38450506109165,3.885594505888518,1.8666740215682491,1.848194831342913,1.455443086852194,2.3024519403149735,1.4631657335135284,1.2648591996028353,1.0546928868908072
2024-08-23,47.475073435108186,37.38502061699281,3.8787527753644175,1.866699764180216,1.848220319115193,1.4554631583302304,2.3024836925792616,1.4687021637499484,1.2648766428088756,1.054707431770855
2024-08-26,47.47066579137544,37.386979859107534,3.8789560497150704,1.8667975925813551,1.8483171790614157,1.455539434995835,2.3026043591709744,1.4704340966387714,1.2649429313797422,1.0547627059738627
2024-08-27,47.4701420493725,37.38656737001793,3.878913253344366,1.8667769962763758,1.8482967866501172,1.455523376086057,2.3025789546269477,1.471521169493863,1.2649289753137498,1.054751068818094
2024-08-28,47.46869310972583,37.38759860980858,3.879020246041816,1.8668284878909913,1.8483477685220941,1.4555635240249352,2.30264246703812,1.471561758702488,1.2649638660561593,1.0547801621889998
2024-08-29,47.46882404375805,37.387701736916576,3.8790309456361936,1.8668336372086864,1.8483528668639788,1.4555675389406382,2.3026488184719436,1.4712899853533,1.2649673552362641,1.0547830716143642
2024-08-30,47.6586096469089,37.387495483269475,3.6889620760134716,1.866823338601703,1.848342670208335,1.455559509131381,2.3026361156393347,1.4718335305524066,1.2649603768953028,1.0547772527796855
2024-09-02,47.655849206480546,37.38532995735901,3.681853034791291,1.8749896569414333,1.8482356121159966,1.4554752014827808,2.3071915975750352,1.4714724653990214,1.2648871089634326,1.0547161588914449
2024-09-03,47.6566098413285,37.38419573437625,3.681741332090365,1.8757601917406979,1.8481795390169704,1.455431044231093,2.307121600339794,1.4714278228108546,1.2648487339101366,1.0546841601553343
2024-09-04,47.676111484884245,37.37440303528296,3.680776908908423,1.8763717780449336,1.8476954128845116,1.4550497976110384,2.3065172554512667,1.4641490288638643,1.2645174098624636,1.0544078882062933
2024-09-05,47.659370242061826,37.38636112888634,3.681954588583155,1.876972130894327,1.8482865906132087,1.4555153467640505,2.3072552351111013,1.4646174893532513,1.2649219973962356,1.0547452503365033
2024-09-09,47.65923878715664,37.38625800917384,3.681944432951872,1.8769669537971,1.8482814926369389,1.4555113321362672,2.307248871199521,1.4648892713617043,1.2649185084663483,1.054742341119781
2024-09-10,47.651491746844385,37.39297378409392,3.682198340541972,1.8770963897960984,1.8484089504810663,1.4556117044752406,2.3074079795215816,1.4649902904051548,1.2650057374878632,1.054815076352723
2024-09-11,47.65096598369247,37.39256120838988,3.682157712974303,1.8770756788366267,1.8483885560447075,1.4555956439707392,2.3073825207154126,1.4660774772985556,1.2649917800359691,1.0548034380413316
2024-09-12,47.64899447519908,37.39101413058169,3.6820053675799276,1.8769980168088551,1.8483120809164053,1.4555354202351696,2.307287055195602,1.4701542144880526,1.2649394423343732,1.0547597966608468
2024-09-13,47.64242395827875,37.38585812899721,3.6814976406313344,1.8905286033806126,1.8480572095191081,1.455334710436104,2.306968893840821,1.4699514888429854,1.264765014602989,1.0546143514700894
2024-09-17,47.6428803847278,37.380806626848226,3.681000204055746,1.890273158948396,1.847807503736426,1.4551380685296404,2.306657180831996,1.4763708961356254,1.2645941220915162,1.0544718540946267
2024-09-19,47.94291433036755,37.16874820064982,3.6601181744649933,1.8765337318179949,1.83732503461607,1.4468831827591406,2.2935716929657404,1.4679955581755617,1.257420177398791,1.0484899167843384
2024-09-20,47.94238852376761,37.168340558073474,3.6600780326772115,1.8765131512205286,1.8373048840340098,1.4468673142885344,2.2935465385680485,1.4679794581581984,1.2574063868347962,1.0495751523775838
2024-09-23,47.93594832880077,37.163347662075616,3.6595863672251956,1.8842113343275724,1.8370580752697607,1.4466729537678742,2.293238441968594,1.4721686112816914,1.257237476971664,1.0505307483112554
2024-09-24,47.93769070706572,37.16406085080368,3.659656597059444,1.881505972403848,1.8370933296048646,1.4467007163594792,2.293282450700596,1.4721968631514881,1.2572616041736917,1.0505509086771887
2024-09-25,47.9214251830972,37.170582702901314,3.626023795095655,1.888691160058898,1.837415717705383,1.4469545951844955,2.293684894583723,1.5070044447856714,1.2574822386803293,1.0507352679073312
2024-09-26,47.91668951599636,37.1694615966746,3.6259144301742765,1.895488993934874,1.8373602991982627,1.4469109534202707,2.2936157144894,1.5064106079384056,1.2574443116136746,1.050703576559878
2024-09-27,47.91348523771271,37.16548731038227,3.6255267349697187,1.9021403877208038,1.8371638423345498,1.4467562447395044,2.2933704732321307,1.5059753747117866,1.2573098613559537,1.0527845328405716
